year_hour,ac_inverter_power_per_kw,climate_zone
225.5,30.0455,1
226.5,48.7528,1
227.5,58.483999999999995,1
228.5,57.6092,1
229.5,534.153,1
230.5,445.277,1
231.5,301.264,1
232.5,144.889,1
233.5,0.0,1
234.5,0.0,1
235.5,0.0,1
236.5,0.0,1
237.5,0.0,1
238.5,0.0,1
239.5,0.0,1
240.5,0.0,1
241.5,0.0,1
242.5,0.0,1
243.5,0.0,1
244.5,0.0,1
245.5,0.0,1
246.5,0.0,1
247.5,17.5351,1
248.5,277.303,1
249.5,501.505,1
250.5,529.808,1
251.5,614.9780000000001,1
252.5,642.298,1
253.5,439.027,1
254.5,429.94,1
255.5,321.96,1
256.5,132.38299999999998,1
257.5,0.0,1
258.5,0.0,1
259.5,0.0,1
260.5,0.0,1
261.5,0.0,1
262.5,0.0,1
263.5,0.0,1
264.5,0.0,1
265.5,0.0,1
266.5,0.0,1
267.5,0.0,1
268.5,0.0,1
269.5,0.0,1
270.5,0.0,1
271.5,18.9983,1
272.5,306.502,1
273.5,531.946,1
274.5,761.102,1
275.5,771.6560000000001,1
276.5,520.39,1
277.5,293.144,1
278.5,132.52200000000002,1
279.5,104.59299999999999,1
280.5,17.3149,1
281.5,0.0,1
282.5,0.0,1
283.5,0.0,1
284.5,0.0,1
285.5,0.0,1
286.5,0.0,1
287.5,0.0,1
288.5,0.0,1
289.5,0.0,1
290.5,0.0,1
291.5,0.0,1
292.5,0.0,1
293.5,0.0,1
294.5,0.0,1
295.5,14.975999999999999,1
296.5,219.81400000000002,1
297.5,303.737,1
298.5,405.05699999999996,1
299.5,437.168,1
300.5,484.338,1
301.5,462.522,1
302.5,391.83099999999996,1
303.5,224.403,1
304.5,88.2536,1
305.5,0.0,1
306.5,0.0,1
307.5,0.0,1
308.5,0.0,1
309.5,0.0,1
310.5,0.0,1
311.5,0.0,1
312.5,0.0,1
313.5,0.0,1
314.5,0.0,1
315.5,0.0,1
316.5,0.0,1
317.5,0.0,1
318.5,0.0,1
319.5,3.96633,1
320.5,67.4132,1
321.5,116.554,1
322.5,168.201,1
323.5,165.68099999999998,1
324.5,135.675,1
325.5,111.604,1
326.5,93.1814,1
327.5,29.1228,1
328.5,12.9105,1
329.5,0.0,1
330.5,0.0,1
331.5,0.0,1
332.5,0.0,1
333.5,0.0,1
334.5,0.0,1
335.5,0.0,1
336.5,0.0,1
337.5,0.0,1
338.5,0.0,1
339.5,0.0,1
340.5,0.0,1
341.5,0.0,1
342.5,0.0,1
343.5,15.8263,1
344.5,318.382,1
345.5,525.751,1
346.5,649.072,1
347.5,725.539,1
348.5,724.1439999999999,1
349.5,684.632,1
350.5,587.0219999999999,1
351.5,443.389,1
352.5,223.97299999999998,1
353.5,0.0,1
354.5,0.0,1
355.5,0.0,1
356.5,0.0,1
357.5,0.0,1
358.5,0.0,1
359.5,0.0,1
360.5,0.0,1
361.5,0.0,1
362.5,0.0,1
363.5,0.0,1
364.5,0.0,1
365.5,0.0,1
366.5,0.0,1
367.5,16.7888,1
368.5,342.347,1
369.5,564.271,1
370.5,683.311,1
371.5,749.687,1
372.5,756.995,1
373.5,691.932,1
374.5,594.865,1
375.5,442.08,1
376.5,226.331,1
377.5,0.0,1
378.5,0.0,1
379.5,0.0,1
380.5,0.0,1
381.5,0.0,1
382.5,0.0,1
383.5,0.0,1
384.5,0.0,1
385.5,0.0,1
386.5,0.0,1
387.5,0.0,1
388.5,0.0,1
389.5,0.0,1
390.5,0.0,1
391.5,16.518,1
392.5,327.72900000000004,1
393.5,535.605,1
394.5,647.337,1
395.5,726.6239999999999,1
396.5,740.326,1
397.5,710.505,1
398.5,613.32,1
399.5,440.23,1
400.5,221.387,1
401.5,0.0,1
402.5,0.0,1
403.5,0.0,1
404.5,0.0,1
405.5,0.0,1
406.5,0.0,1
407.5,0.0,1
408.5,0.0,1
409.5,0.0,1
410.5,0.0,1
411.5,0.0,1
412.5,0.0,1
413.5,0.0,1
414.5,0.0,1
415.5,1.3494899999999999,1
416.5,54.786,1
417.5,105.699,1
418.5,147.689,1
419.5,144.776,1
420.5,123.22200000000001,1
421.5,92.1937,1
422.5,84.4085,1
423.5,58.4223,1
424.5,15.6414,1
425.5,0.0,1
426.5,0.0,1
427.5,0.0,1
428.5,0.0,1
429.5,0.0,1
430.5,0.0,1
431.5,0.0,1
432.5,0.0,1
433.5,0.0,1
434.5,0.0,1
435.5,0.0,1
436.5,0.0,1
437.5,0.0,1
438.5,0.0,1
439.5,0.504694,1
440.5,40.5238,1
441.5,102.844,1
442.5,545.251,1
443.5,637.434,1
444.5,118.67299999999999,1
445.5,242.738,1
446.5,159.238,1
447.5,18.4622,1
448.5,5.1424900000000004,1
449.5,0.0,1
450.5,0.0,1
451.5,0.0,1
452.5,0.0,1
453.5,0.0,1
454.5,0.0,1
455.5,0.0,1
456.5,0.0,1
457.5,0.0,1
458.5,0.0,1
459.5,0.0,1
460.5,0.0,1
461.5,0.0,1
462.5,0.0,1
463.5,7.76647,1
464.5,102.32799999999999,1
465.5,173.13299999999998,1
466.5,283.426,1
467.5,346.667,1
468.5,328.42,1
469.5,294.151,1
470.5,229.115,1
471.5,145.495,1
472.5,55.7323,1
473.5,0.0,1
474.5,0.0,1
475.5,0.0,1
476.5,0.0,1
477.5,0.0,1
478.5,0.0,1
479.5,0.0,1
480.5,0.0,1
481.5,0.0,1
482.5,0.0,1
483.5,0.0,1
484.5,0.0,1
485.5,0.0,1
486.5,0.0,1
487.5,10.8224,1
488.5,86.8677,1
489.5,154.168,1
490.5,124.23200000000001,1
491.5,162.39700000000002,1
492.5,154.605,1
493.5,183.067,1
494.5,153.437,1
495.5,44.9541,1
496.5,19.9953,1
497.5,0.0,1
498.5,0.0,1
499.5,0.0,1
500.5,0.0,1
501.5,0.0,1
502.5,0.0,1
503.5,0.0,1
504.5,0.0,1
505.5,0.0,1
506.5,0.0,1
507.5,0.0,1
508.5,0.0,1
509.5,0.0,1
510.5,0.0,1
511.5,104.072,1
512.5,293.301,1
513.5,419.033,1
514.5,506.406,1
515.5,573.569,1
516.5,591.631,1
517.5,573.7769999999999,1
518.5,467.594,1
519.5,350.66,1
520.5,192.53900000000002,1
521.5,0.0,1
522.5,0.0,1
523.5,0.0,1
524.5,0.0,1
525.5,0.0,1
526.5,0.0,1
527.5,0.0,1
528.5,0.0,1
529.5,0.0,1
530.5,0.0,1
531.5,0.0,1
532.5,0.0,1
533.5,0.0,1
534.5,0.0,1
535.5,117.637,1
536.5,326.42,1
537.5,475.05199999999996,1
538.5,570.935,1
539.5,641.069,1
540.5,657.3389999999999,1
541.5,621.817,1
542.5,531.812,1
543.5,404.63199999999995,1
544.5,217.146,1
545.5,0.0,1
546.5,0.0,1
547.5,0.0,1
548.5,0.0,1
549.5,0.0,1
550.5,0.0,1
551.5,0.0,1
552.5,0.0,1
553.5,0.0,1
554.5,0.0,1
555.5,0.0,1
556.5,0.0,1
557.5,0.0,1
558.5,0.0,1
559.5,127.14299999999999,1
560.5,349.215,1
561.5,500.515,1
562.5,598.702,1
563.5,651.052,1
564.5,679.575,1
565.5,635.932,1
566.5,542.5459999999999,1
567.5,412.231,1
568.5,224.18200000000002,1
569.5,0.0,1
570.5,0.0,1
571.5,0.0,1
572.5,0.0,1
573.5,0.0,1
574.5,0.0,1
575.5,0.0,1
576.5,0.0,1
577.5,0.0,1
578.5,0.0,1
579.5,0.0,1
580.5,0.0,1
581.5,0.0,1
582.5,0.0,1
583.5,134.519,1
584.5,365.324,1
585.5,550.0880000000001,1
586.5,665.318,1
587.5,730.321,1
588.5,735.71,1
589.5,690.3639999999999,1
590.5,591.4590000000001,1
591.5,440.418,1
592.5,239.537,1
593.5,0.0,1
594.5,0.0,1
595.5,0.0,1
596.5,0.0,1
597.5,0.0,1
598.5,0.0,1
599.5,0.0,1
600.5,0.0,1
601.5,0.0,1
602.5,0.0,1
603.5,0.0,1
604.5,0.0,1
605.5,0.0,1
606.5,0.0,1
607.5,115.87799999999999,1
608.5,320.323,1
609.5,496.907,1
610.5,616.901,1
611.5,658.6110000000001,1
612.5,675.248,1
613.5,623.073,1
614.5,550.025,1
615.5,385.92800000000005,1
616.5,211.472,1
617.5,0.0,1
618.5,0.0,1
619.5,0.0,1
620.5,0.0,1
621.5,0.0,1
622.5,0.0,1
623.5,0.0,1
624.5,0.0,1
625.5,0.0,1
626.5,0.0,1
627.5,0.0,1
628.5,0.0,1
629.5,0.0,1
630.5,0.0,1
631.5,9.11548,1
632.5,50.6716,1
633.5,74.4425,1
634.5,102.751,1
635.5,118.876,1
636.5,133.734,1
637.5,114.73100000000001,1
638.5,92.7679,1
639.5,62.9733,1
640.5,28.6291,1
641.5,0.0,1
642.5,0.0,1
643.5,0.0,1
644.5,0.0,1
645.5,0.0,1
646.5,0.0,1
647.5,0.0,1
648.5,0.0,1
649.5,0.0,1
650.5,0.0,1
651.5,0.0,1
652.5,0.0,1
653.5,0.0,1
654.5,0.0,1
655.5,38.8238,1
656.5,133.819,1
657.5,226.672,1
658.5,276.313,1
659.5,272.455,1
660.5,307.78700000000003,1
661.5,288.295,1
662.5,196.907,1
663.5,118.46,1
664.5,46.8398,1
665.5,0.0,1
666.5,0.0,1
667.5,0.0,1
668.5,0.0,1
669.5,0.0,1
670.5,0.0,1
671.5,0.0,1
672.5,0.0,1
673.5,0.0,1
674.5,0.0,1
675.5,0.0,1
676.5,0.0,1
677.5,0.0,1
678.5,0.0,1
679.5,23.0718,1
680.5,58.206,1
681.5,84.4422,1
682.5,164.24900000000002,1
683.5,142.671,1
684.5,37.5981,1
685.5,413.721,1
686.5,337.899,1
687.5,288.709,1
688.5,158.31,1
689.5,0.0,1
690.5,0.0,1
691.5,0.0,1
692.5,0.0,1
693.5,0.0,1
694.5,0.0,1
695.5,0.0,1
696.5,0.0,1
697.5,0.0,1
698.5,0.0,1
699.5,0.0,1
700.5,0.0,1
701.5,0.0,1
702.5,0.0,1
703.5,18.9137,1
704.5,69.2071,1
705.5,166.352,1
706.5,209.709,1
707.5,191.736,1
708.5,148.751,1
709.5,77.2211,1
710.5,58.3536,1
711.5,48.2462,1
712.5,23.2284,1
713.5,0.0,1
714.5,0.0,1
715.5,0.0,1
716.5,0.0,1
717.5,0.0,1
718.5,0.0,1
719.5,0.0,1
720.5,0.0,1
721.5,0.0,1
722.5,0.0,1
723.5,0.0,1
724.5,0.0,1
725.5,0.0,1
726.5,0.0,1
727.5,25.5059,1
728.5,109.459,1
729.5,183.046,1
730.5,235.71400000000003,1
731.5,237.665,1
732.5,250.24200000000002,1
733.5,259.66200000000003,1
734.5,203.86599999999999,1
735.5,145.87,1
736.5,51.2589,1
737.5,0.0,1
738.5,0.0,1
739.5,0.0,1
740.5,0.0,1
741.5,0.0,1
742.5,0.0,1
743.5,0.0,1
744.5,0.0,1
745.5,0.0,1
746.5,0.0,1
747.5,0.0,1
748.5,0.0,1
749.5,0.0,1
750.5,0.0,1
751.5,13.8199,1
752.5,33.4324,1
753.5,77.2044,1
754.5,114.17399999999999,1
755.5,37.2083,1
756.5,309.959,1
757.5,318.54400000000004,1
758.5,334.645,1
759.5,289.402,1
760.5,229.354,1
761.5,1.8555700000000002,1
762.5,0.0,1
763.5,0.0,1
764.5,0.0,1
765.5,0.0,1
766.5,0.0,1
767.5,0.0,1
768.5,0.0,1
769.5,0.0,1
770.5,0.0,1
771.5,0.0,1
772.5,0.0,1
773.5,0.0,1
774.5,0.0,1
775.5,93.4879,1
776.5,197.387,1
777.5,270.392,1
778.5,268.58799999999997,1
779.5,504.714,1
780.5,458.967,1
781.5,563.659,1
782.5,327.81300000000005,1
783.5,240.796,1
784.5,97.3054,1
785.5,0.0,1
786.5,0.0,1
787.5,0.0,1
788.5,0.0,1
789.5,0.0,1
790.5,0.0,1
791.5,0.0,1
792.5,0.0,1
793.5,0.0,1
794.5,0.0,1
795.5,0.0,1
796.5,0.0,1
797.5,0.0,1
798.5,0.0,1
799.5,114.478,1
800.5,299.936,1
801.5,485.14599999999996,1
802.5,606.049,1
803.5,681.1439999999999,1
804.5,687.451,1
805.5,658.68,1
806.5,545.8330000000001,1
807.5,402.37199999999996,1
808.5,219.75099999999998,1
809.5,0.0,1
810.5,0.0,1
811.5,0.0,1
812.5,0.0,1
813.5,0.0,1
814.5,0.0,1
815.5,0.0,1
816.5,0.0,1
817.5,0.0,1
818.5,0.0,1
819.5,0.0,1
820.5,0.0,1
821.5,0.0,1
822.5,0.0,1
823.5,61.5776,1
824.5,207.28099999999998,1
825.5,290.526,1
826.5,80.3514,1
827.5,348.796,1
828.5,612.215,1
829.5,292.731,1
830.5,345.745,1
831.5,462.68199999999996,1
832.5,243.05700000000002,1
833.5,1.3609799999999999,1
834.5,0.0,1
835.5,0.0,1
836.5,0.0,1
837.5,0.0,1
838.5,0.0,1
839.5,0.0,1
840.5,0.0,1
841.5,0.0,1
842.5,0.0,1
843.5,0.0,1
844.5,0.0,1
845.5,0.0,1
846.5,0.0,1
847.5,131.861,1
848.5,344.711,1
849.5,545.891,1
850.5,672.545,1
851.5,724.3889999999999,1
852.5,727.95,1
853.5,678.572,1
854.5,587.035,1
855.5,430.106,1
856.5,218.542,1
857.5,0.0,1
858.5,0.0,1
859.5,0.0,1
860.5,0.0,1
861.5,0.0,1
862.5,0.0,1
863.5,0.0,1
864.5,0.0,1
865.5,0.0,1
866.5,0.0,1
867.5,0.0,1
868.5,0.0,1
869.5,0.0,1
870.5,0.0,1
871.5,37.1445,1
872.5,125.973,1
873.5,175.81400000000002,1
874.5,277.312,1
875.5,319.686,1
876.5,287.80400000000003,1
877.5,241.662,1
878.5,193.793,1
879.5,119.84700000000001,1
880.5,47.3463,1
881.5,0.0,1
882.5,0.0,1
883.5,0.0,1
884.5,0.0,1
885.5,0.0,1
886.5,0.0,1
887.5,0.0,1
888.5,0.0,1
889.5,0.0,1
890.5,0.0,1
891.5,0.0,1
892.5,0.0,1
893.5,0.0,1
894.5,0.0,1
895.5,51.9845,1
896.5,202.09,1
897.5,319.403,1
898.5,324.085,1
899.5,262.786,1
900.5,229.9,1
901.5,239.778,1
902.5,172.523,1
903.5,103.926,1
904.5,41.2804,1
905.5,0.0,1
906.5,0.0,1
907.5,0.0,1
908.5,0.0,1
909.5,0.0,1
910.5,0.0,1
911.5,0.0,1
912.5,0.0,1
913.5,0.0,1
914.5,0.0,1
915.5,0.0,1
916.5,0.0,1
917.5,0.0,1
918.5,0.0,1
919.5,30.5332,1
920.5,70.8447,1
921.5,208.40400000000002,1
922.5,204.50099999999998,1
923.5,192.888,1
924.5,302.124,1
925.5,416.267,1
926.5,450.85400000000004,1
927.5,471.88699999999994,1
928.5,249.167,1
929.5,8.58739,1
930.5,0.0,1
931.5,0.0,1
932.5,0.0,1
933.5,0.0,1
934.5,0.0,1
935.5,0.0,1
936.5,0.0,1
937.5,0.0,1
938.5,0.0,1
939.5,0.0,1
940.5,0.0,1
941.5,0.0,1
942.5,0.0,1
943.5,36.7492,1
944.5,127.214,1
945.5,216.84799999999998,1
946.5,256.599,1
947.5,259.775,1
948.5,255.968,1
949.5,201.84900000000002,1
950.5,175.226,1
951.5,113.08,1
952.5,46.8102,1
953.5,0.0,1
954.5,0.0,1
955.5,0.0,1
956.5,0.0,1
957.5,0.0,1
958.5,0.0,1
959.5,0.0,1
960.5,0.0,1
961.5,0.0,1
962.5,0.0,1
963.5,0.0,1
964.5,0.0,1
965.5,0.0,1
966.5,0.0,1
967.5,26.4936,1
968.5,371.73900000000003,1
969.5,548.847,1
970.5,708.257,1
971.5,493.61300000000006,1
972.5,360.714,1
973.5,236.68599999999998,1
974.5,400.207,1
975.5,33.0062,1
976.5,65.0473,1
977.5,0.0,1
978.5,0.0,1
979.5,0.0,1
980.5,0.0,1
981.5,0.0,1
982.5,0.0,1
983.5,0.0,1
984.5,0.0,1
985.5,0.0,1
986.5,0.0,1
987.5,0.0,1
988.5,0.0,1
989.5,0.0,1
990.5,0.0,1
991.5,36.5648,1
992.5,123.758,1
993.5,210.606,1
994.5,313.249,1
995.5,326.837,1
996.5,272.828,1
997.5,239.12099999999998,1
998.5,180.019,1
999.5,107.23899999999999,1
1000.5,49.3083,1
1001.5,0.0,1
1002.5,0.0,1
1003.5,0.0,1
1004.5,0.0,1
1005.5,0.0,1
1006.5,0.0,1
1007.5,0.0,1
1008.5,0.0,1
1009.5,0.0,1
1010.5,0.0,1
1011.5,0.0,1
1012.5,0.0,1
1013.5,0.0,1
1014.5,0.0,1
1015.5,119.29,1
1016.5,321.934,1
1017.5,514.038,1
1018.5,613.268,1
1019.5,688.888,1
1020.5,724.985,1
1021.5,676.9839999999999,1
1022.5,606.447,1
1023.5,456.84,1
1024.5,242.446,1
1025.5,4.4982,1
1026.5,0.0,1
1027.5,0.0,1
1028.5,0.0,1
1029.5,0.0,1
1030.5,0.0,1
1031.5,0.0,1
1032.5,0.0,1
1033.5,0.0,1
1034.5,0.0,1
1035.5,0.0,1
1036.5,0.0,1
1037.5,0.0,1
1038.5,0.0,1
1039.5,94.5195,1
1040.5,301.816,1
1041.5,514.1709999999999,1
1042.5,604.061,1
1043.5,543.919,1
1044.5,633.062,1
1045.5,547.168,1
1046.5,486.2,1
1047.5,429.38199999999995,1
1048.5,248.111,1
1049.5,8.18235,1
1050.5,0.0,1
1051.5,0.0,1
1052.5,0.0,1
1053.5,0.0,1
1054.5,0.0,1
1055.5,0.0,1
1056.5,0.0,1
1057.5,0.0,1
1058.5,0.0,1
1059.5,0.0,1
1060.5,0.0,1
1061.5,0.0,1
1062.5,0.0,1
1063.5,128.373,1
1064.5,340.125,1
1065.5,542.2669999999999,1
1066.5,647.874,1
1067.5,700.799,1
1068.5,677.502,1
1069.5,638.747,1
1070.5,545.285,1
1071.5,395.157,1
1072.5,219.843,1
1073.5,3.8997300000000004,1
1074.5,0.0,1
1075.5,0.0,1
1076.5,0.0,1
1077.5,0.0,1
1078.5,0.0,1
1079.5,0.0,1
1080.5,0.0,1
1081.5,0.0,1
1082.5,0.0,1
1083.5,0.0,1
1084.5,0.0,1
1085.5,0.0,1
1086.5,0.0,1
1087.5,25.423000000000002,1
1088.5,55.9794,1
1089.5,98.0463,1
1090.5,145.88299999999998,1
1091.5,189.82299999999998,1
1092.5,190.985,1
1093.5,158.74200000000002,1
1094.5,145.668,1
1095.5,95.955,1
1096.5,47.3752,1
1097.5,0.0,1
1098.5,0.0,1
1099.5,0.0,1
1100.5,0.0,1
1101.5,0.0,1
1102.5,0.0,1
1103.5,0.0,1
1104.5,0.0,1
1105.5,0.0,1
1106.5,0.0,1
1107.5,0.0,1
1108.5,0.0,1
1109.5,0.0,1
1110.5,0.0,1
1111.5,124.529,1
1112.5,372.62199999999996,1
1113.5,499.75199999999995,1
1114.5,642.9069999999999,1
1115.5,670.9010000000001,1
1116.5,650.825,1
1117.5,583.568,1
1118.5,509.47,1
1119.5,395.49699999999996,1
1120.5,233.565,1
1121.5,5.22118,1
1122.5,0.0,1
1123.5,0.0,1
1124.5,0.0,1
1125.5,0.0,1
1126.5,0.0,1
1127.5,0.0,1
1128.5,0.0,1
1129.5,0.0,1
1130.5,0.0,1
1131.5,0.0,1
1132.5,0.0,1
1133.5,0.0,1
1134.5,0.0,1
1135.5,142.366,1
1136.5,430.499,1
1137.5,335.779,1
1138.5,293.067,1
1139.5,286.205,1
1140.5,188.114,1
1141.5,232.42,1
1142.5,360.93199999999996,1
1143.5,190.248,1
1144.5,64.4398,1
1145.5,0.0,1
1146.5,0.0,1
1147.5,0.0,1
1148.5,0.0,1
1149.5,0.0,1
1150.5,0.0,1
1151.5,0.0,1
1152.5,0.0,1
1153.5,0.0,1
1154.5,0.0,1
1155.5,0.0,1
1156.5,0.0,1
1157.5,0.0,1
1158.5,0.0,1
1159.5,126.53200000000001,1
1160.5,302.089,1
1161.5,481.093,1
1162.5,601.238,1
1163.5,655.164,1
1164.5,729.97,1
1165.5,605.04,1
1166.5,434.846,1
1167.5,250.49400000000003,1
1168.5,196.898,1
1169.5,6.97422,1
1170.5,0.0,1
1171.5,0.0,1
1172.5,0.0,1
1173.5,0.0,1
1174.5,0.0,1
1175.5,0.0,1
1176.5,0.0,1
1177.5,0.0,1
1178.5,0.0,1
1179.5,0.0,1
1180.5,0.0,1
1181.5,0.0,1
1182.5,0.0,1
1183.5,124.417,1
1184.5,292.178,1
1185.5,410.629,1
1186.5,493.814,1
1187.5,501.81300000000005,1
1188.5,636.326,1
1189.5,551.47,1
1190.5,456.98,1
1191.5,295.185,1
1192.5,173.62900000000002,1
1193.5,7.502619999999999,1
1194.5,0.0,1
1195.5,0.0,1
1196.5,0.0,1
1197.5,0.0,1
1198.5,0.0,1
1199.5,0.0,1
1200.5,0.0,1
1201.5,0.0,1
1202.5,0.0,1
1203.5,0.0,1
1204.5,0.0,1
1205.5,0.0,1
1206.5,0.0,1
1207.5,150.362,1
1208.5,364.98199999999997,1
1209.5,533.099,1
1210.5,658.034,1
1211.5,724.549,1
1212.5,738.7769999999999,1
1213.5,699.826,1
1214.5,601.804,1
1215.5,467.17800000000005,1
1216.5,254.157,1
1217.5,9.6869,1
1218.5,0.0,1
1219.5,0.0,1
1220.5,0.0,1
1221.5,0.0,1
1222.5,0.0,1
1223.5,0.0,1
1224.5,0.0,1
1225.5,0.0,1
1226.5,0.0,1
1227.5,0.0,1
1228.5,0.0,1
1229.5,0.0,1
1230.5,0.0,1
1231.5,8.20576,1
1232.5,48.7817,1
1233.5,102.961,1
1234.5,136.208,1
1235.5,192.977,1
1236.5,196.86599999999999,1
1237.5,146.944,1
1238.5,127.296,1
1239.5,103.29799999999999,1
1240.5,53.5116,1
1241.5,0.0,1
1242.5,0.0,1
1243.5,0.0,1
1244.5,0.0,1
1245.5,0.0,1
1246.5,0.0,1
1247.5,0.0,1
1248.5,0.0,1
1249.5,0.0,1
1250.5,0.0,1
1251.5,0.0,1
1252.5,0.0,1
1253.5,0.0,1
1254.5,0.0,1
1255.5,7.43571,1
1256.5,29.2963,1
1257.5,48.7557,1
1258.5,66.5739,1
1259.5,80.7615,1
1260.5,83.1138,1
1261.5,76.6401,1
1262.5,57.1648,1
1263.5,33.7999,1
1264.5,15.9388,1
1265.5,0.0,1
1266.5,0.0,1
1267.5,0.0,1
1268.5,0.0,1
1269.5,0.0,1
1270.5,0.0,1
1271.5,0.0,1
1272.5,0.0,1
1273.5,0.0,1
1274.5,0.0,1
1275.5,0.0,1
1276.5,0.0,1
1277.5,0.0,1
1278.5,0.0,1
1279.5,147.067,1
1280.5,368.86800000000005,1
1281.5,567.052,1
1282.5,697.573,1
1283.5,759.903,1
1284.5,750.43,1
1285.5,713.549,1
1286.5,622.217,1
1287.5,465.31800000000004,1
1288.5,246.13299999999998,1
1289.5,10.5479,1
1290.5,0.0,1
1291.5,0.0,1
1292.5,0.0,1
1293.5,0.0,1
1294.5,0.0,1
1295.5,0.0,1
1296.5,0.0,1
1297.5,0.0,1
1298.5,0.0,1
1299.5,0.0,1
1300.5,0.0,1
1301.5,0.0,1
1302.5,0.0,1
1303.5,148.09799999999998,1
