Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature [C],Average Unmet Cooling Setpoint Difference [C],Indoor Relative Humidity [%],Equipment Electric Power [kWh],DHW Heating [kWh],Cooling Load [kWh],Heating Load [kWh]
1,23,4,0,20.46,0.0,21.42,2.13,0,0.0,0.0
1,24,4,0,20.18,0.0,21.69,1.31,0,0.0,0.0
1,1,5,0,19.84,0.0,22.05,0.44,0,0.21,0.0
1,2,5,0,19.43,0.0,22.55,0.47,0,0.0,0.0
1,3,5,0,19.04,0.0,22.96,0.44,0,0.0,0.0
1,4,5,0,18.8,0.0,23.16,0.48,0,0.0,0.0
1,5,5,0,18.6,0.0,23.32,0.52,0,0.0,0.0
1,6,5,0,18.38,0.0,23.47,0.49,0,0.0,0.0
1,7,5,0,18.2,0.0,23.56,0.44,0,0.0,0.0
1,8,5,0,18.65,0.0,22.82,0.39,0,0.8,0.0
1,9,5,0,20.95,0.0,19.45,1.29,0,0.5,0.0
1,10,5,0,20.94,0.0,19.07,5.3,0,0.0,0.0
1,11,5,0,20.95,0.0,18.68,7.11,0,0.0,0.0
1,12,5,0,20.96,0.0,18.31,6.9,0,0.0,0.0
1,13,5,0,20.88,0.0,18.32,7.06,0,0.0,0.0
1,14,5,0,20.97,0.0,18.74,7.92,0,0.0,0.0
1,15,5,0,20.99,0.0,19.03,8.13,0,0.0,0.0
1,16,5,0,20.91,0.0,19.53,7.62,0,0.0,0.0
1,17,5,0,20.93,0.0,19.74,7.09,0,0.0,0.0
1,18,5,0,20.99,0.0,20.55,7.11,0,0.0,0.0
1,19,5,0,20.94,0.0,21.54,8.22,0,0.0,0.0
1,20,5,0,20.93,0.0,21.69,7.31,0,0.0,0.0
1,21,5,0,20.99,0.0,21.54,5.02,0,0.0,0.0
1,22,5,0,20.79,0.0,21.86,2.17,0,0.0,0.0
1,23,5,0,20.49,0.0,22.35,2.44,0,0.0,0.0
1,24,5,0,20.22,0.0,22.66,1.32,0,0.0,0.0
1,1,6,0,19.59,0.0,23.29,1.24,0,0.06,0.0
1,2,6,0,19.21,0.0,23.49,0.42,0,0.0,0.0
1,3,6,0,18.94,0.0,23.57,0.44,0,0.0,0.0
1,4,6,0,18.67,0.0,23.65,0.46,0,0.0,0.0
1,5,6,0,18.44,0.0,23.67,0.44,0,0.0,0.0
1,6,6,0,18.24,0.0,23.63,0.39,0,0.0,0.0
1,7,6,0,18.04,0.0,23.62,0.42,0,0.0,0.0
1,8,6,0,18.49,0.0,22.86,0.48,0,0.79,0.0
1,9,6,0,20.96,0.0,19.35,1.61,0,0.62,0.0
1,10,6,0,20.94,0.0,19.17,6.41,0,0.0,0.0
1,11,6,0,20.94,0.0,19.06,9.57,0,0.0,0.0
1,12,6,0,20.99,0.0,19.31,9.34,0,0.0,0.0
1,13,6,0,20.97,0.0,19.88,8.71,0,0.0,0.0
1,14,6,0,20.98,0.0,20.59,7.95,0,0.0,0.0
1,15,6,0,20.98,0.0,21.07,8.22,0,0.0,0.0
1,16,6,0,20.98,0.0,21.24,8.6,0,0.0,0.0
1,17,6,0,20.97,0.0,21.31,8.81,0,0.0,0.0
1,18,6,0,20.97,0.0,21.43,9.31,0,0.0,0.0
1,19,6,0,20.99,0.0,21.62,9.49,0,0.0,0.0
1,20,6,0,20.98,0.0,21.58,9.96,0,0.0,0.0
1,21,6,0,20.98,0.0,21.33,6.61,0,0.0,0.0
1,22,6,0,20.71,0.0,21.58,2.93,0,0.0,0.0
1,23,6,0,20.38,0.0,22.1,2.9,0,0.0,0.0
1,24,6,0,20.16,0.0,22.36,2.72,0,0.0,0.0
1,1,7,0,19.54,0.0,23.1,1.61,0,0.06,0.0
1,2,7,0,19.37,0.0,23.31,0.46,0,0.0,0.0
1,3,7,0,19.2,0.0,23.55,0.48,0,0.0,0.0
1,4,7,0,19.0,0.0,23.84,0.45,0,0.0,0.0
1,5,7,0,18.81,0.0,24.1,0.49,0,0.0,0.0
1,6,7,0,18.65,0.0,24.34,0.5,0,0.0,0.0
1,7,7,0,18.52,0.0,24.52,0.53,0,0.0,0.0
1,8,7,0,18.93,0.0,23.95,0.48,0,0.78,0.0
1,9,7,0,20.96,0.0,21.07,1.54,0,0.28,0.0
1,10,7,0,20.94,0.0,21.13,6.22,0,0.0,0.0
1,11,7,0,20.99,0.0,21.17,8.69,0,0.0,0.0
1,12,7,0,20.94,0.0,21.55,8.21,0,0.0,0.0
1,13,7,0,20.94,0.0,21.95,7.23,0,0.0,0.0
1,14,7,0,21.0,0.0,22.75,7.71,0,0.0,0.0
1,15,7,0,21.0,0.0,22.98,7.2,0,0.0,0.0
1,16,7,0,21.0,0.0,23.16,7.16,0,0.0,0.0
1,17,7,0,20.99,0.0,23.22,8.61,0,0.0,0.0
1,18,7,0,20.98,0.0,23.29,7.72,0,0.0,0.0
1,19,7,0,20.99,0.0,23.03,5.28,0,0.0,0.0
1,20,7,0,20.6,0.0,23.56,2.47,0,0.0,0.0
1,21,7,0,20.39,0.0,23.94,2.32,0,0.0,0.0
1,22,7,0,20.23,0.0,24.15,2.19,0,0.0,0.0
1,23,7,0,20.04,0.0,24.37,2.0,0,0.0,0.0
1,24,7,0,19.86,0.0,24.45,2.38,0,0.0,0.0
1,1,1,0,19.54,0.0,24.78,0.45,0,0.0,0.0
1,2,1,0,19.19,0.0,25.2,0.39,0,0.0,0.0
1,3,1,0,18.89,0.0,25.54,0.43,0,0.0,0.0
1,4,1,0,18.62,0.0,25.78,0.45,0,0.0,0.0
1,5,1,0,18.44,0.0,25.93,0.46,0,0.0,0.0
1,6,1,0,18.28,0.0,26.11,0.41,0,0.0,0.0
1,7,1,0,18.11,0.0,26.33,0.47,0,0.0,0.0
1,8,1,0,18.0,0.0,26.47,0.47,0,0.0,0.0
1,9,1,0,19.18,0.0,24.45,0.5,0,1.02,0.0
1,10,1,0,20.68,0.0,21.11,2.53,0,0.92,0.0
1,11,1,0,20.98,0.0,18.49,6.69,0,0.0,0.0
1,12,1,0,20.95,0.0,16.77,9.1,0,0.0,0.0
1,13,1,0,20.92,0.0,15.76,8.13,0,0.0,0.0
1,14,1,0,20.95,0.0,14.94,8.14,0,0.0,0.0
1,15,1,0,20.96,0.0,14.52,7.23,0,0.0,0.0
1,16,1,0,20.96,0.0,14.4,7.92,0,0.0,0.0
1,17,1,0,20.98,0.0,14.23,7.76,0,0.0,0.0
1,18,1,0,20.96,0.0,14.27,5.92,0,0.0,0.0
1,19,1,0,20.54,0.0,15.01,2.8,0,0.0,0.0
1,20,1,0,20.08,0.0,15.74,2.93,0,0.0,0.0
1,21,1,0,20.01,0.0,16.01,2.87,0,0.0,0.0
1,22,1,0,19.85,0.0,16.33,2.93,0,0.0,0.0
1,23,1,0,19.61,0.0,16.71,2.93,0,0.0,0.0
1,24,1,0,19.35,0.0,17.05,1.66,0,0.0,0.0
1,1,2,0,19.05,0.0,17.39,0.52,0,0.11,0.0
1,2,2,0,18.6,0.0,17.88,0.53,0,0.0,0.0
1,3,2,0,18.2,0.0,18.23,0.55,0,0.0,0.0
1,4,2,0,17.89,0.0,18.45,0.55,0,0.0,0.0
1,5,2,0,17.7,0.0,18.49,0.55,0,0.0,0.0
1,6,2,0,17.57,0.0,18.46,0.55,0,0.0,0.0
1,7,2,0,17.39,0.0,18.51,0.55,0,0.0,0.0
1,8,2,0,17.98,0.0,17.84,0.5,0,0.8,0.0
1,9,2,0,20.89,0.0,14.83,1.72,0,0.08,0.0
1,10,2,0,20.95,0.0,15.13,6.37,0,0.0,0.0
1,11,2,0,20.97,0.0,15.34,9.77,0,0.0,0.0
1,12,2,0,20.97,0.0,15.09,8.8,0,0.0,0.0
1,13,2,0,20.89,0.0,15.19,8.22,0,0.0,0.0
1,14,2,0,20.98,0.0,15.11,8.91,0,0.0,0.0
1,15,2,0,20.99,0.0,14.5,7.96,0,0.0,0.0
1,16,2,0,20.99,0.0,14.14,7.02,0,0.0,0.0
1,17,2,0,20.98,0.0,14.22,8.41,0,0.0,0.0
1,18,2,0,20.97,0.0,14.88,9.27,0,0.0,0.0
1,19,2,0,20.98,0.0,16.08,8.56,0,0.0,0.0
1,20,2,0,20.97,0.0,16.55,8.27,0,0.0,0.0
1,21,2,0,20.97,0.0,16.28,5.73,0,0.0,0.0
1,22,2,0,20.53,0.0,16.49,2.36,0,0.0,0.0
1,23,2,0,20.12,0.0,16.93,2.18,0,0.0,0.0
1,24,2,0,19.81,0.0,17.15,1.46,0,0.0,0.0
1,1,3,0,19.48,0.0,17.37,0.49,0,0.1,0.0
1,2,3,0,18.96,0.0,17.83,0.44,0,0.0,0.0
1,3,3,0,18.55,0.0,18.11,0.44,0,0.0,0.0
1,4,3,0,18.3,0.0,18.22,0.42,0,0.0,0.0
1,5,3,0,18.1,0.0,18.27,0.44,0,0.0,0.0
1,6,3,0,17.89,0.0,18.35,0.45,0,0.0,0.0
1,7,3,0,17.67,0.0,18.4,0.45,0,0.0,0.0
1,8,3,0,18.24,0.0,17.71,0.44,0,0.76,0.0
1,9,3,0,20.9,0.0,14.74,1.45,0,0.27,0.0
1,10,3,0,20.97,0.0,14.3,5.19,0,0.0,0.0
1,11,3,0,20.99,0.0,13.93,7.12,0,0.0,0.0
1,12,3,0,20.96,0.0,13.23,8.32,0,0.0,0.0
1,13,3,0,20.98,0.0,12.65,8.77,0,0.0,0.0
1,14,3,0,21.0,0.0,12.76,9.35,0,0.0,0.0
1,15,3,0,21.0,0.0,13.66,9.06,0,0.0,0.0
1,16,3,0,20.99,0.0,14.58,8.83,0,0.0,0.0
1,17,3,0,20.98,0.0,15.15,8.22,0,0.0,0.0
1,18,3,0,20.98,0.0,16.26,7.18,0,0.0,0.0
1,19,3,0,20.98,0.0,17.67,6.69,0,0.0,0.0
1,20,3,0,20.98,0.0,18.41,6.97,0,0.0,0.0
1,21,3,0,20.98,0.0,18.39,4.79,0,0.0,0.0
1,22,3,0,20.58,0.0,18.79,2.47,0,0.0,0.0
1,23,3,0,20.23,0.0,19.24,2.27,0,0.0,0.0
1,24,3,0,19.91,0.0,19.53,1.6,0,0.0,0.0
1,1,4,0,19.57,0.0,19.76,0.44,0,0.1,0.0
1,2,4,0,19.1,0.0,20.19,0.43,0,0.0,0.0
1,3,4,0,18.78,0.0,20.45,0.46,0,0.0,0.0
1,4,4,0,18.55,0.0,20.6,0.49,0,0.0,0.0
1,5,4,0,18.37,0.0,20.73,0.46,0,0.0,0.0
1,6,4,0,18.15,0.0,20.92,0.46,0,0.0,0.0
1,7,4,0,17.95,0.0,21.09,0.46,0,0.0,0.0
1,8,4,0,18.46,0.0,20.49,0.43,0,0.81,0.0
1,9,4,0,20.96,0.0,17.58,1.27,0,0.63,0.0
1,10,4,0,20.97,0.0,17.87,5.0,0,0.0,0.0
1,11,4,0,20.94,0.0,18.15,7.28,0,0.0,0.0
1,12,4,0,20.99,0.0,18.32,7.54,0,0.0,0.0
1,13,4,0,20.96,0.0,18.54,6.78,0,0.0,0.0
1,14,4,0,20.97,0.0,18.78,6.61,0,0.0,0.0
1,15,4,0,20.97,0.0,19.27,6.92,0,0.0,0.0
1,16,4,0,20.97,0.0,19.58,7.98,0,0.0,0.0
1,17,4,0,20.97,0.0,19.51,7.73,0,0.0,0.0
1,18,4,0,20.97,0.0,19.62,7.15,0,0.0,0.0
1,19,4,0,20.98,0.0,20.45,6.94,0,0.0,0.0
1,20,4,0,20.98,0.0,22.25,7.9,0,0.0,0.0
1,21,4,0,20.97,0.0,22.74,4.85,0,0.0,0.0
1,22,4,0,20.54,0.0,23.4,2.49,0,0.0,0.0
1,23,4,0,20.05,0.0,24.05,2.51,0,0.0,0.0
1,24,4,0,19.7,0.0,24.15,1.54,0,0.0,0.0
1,1,5,0,19.31,0.0,24.33,0.48,0,0.26,0.0
1,2,5,0,18.7,0.0,24.59,0.42,0,0.03,0.0
1,3,5,0,18.28,0.0,24.38,0.48,0,0.0,0.0
1,4,5,0,18.07,0.0,23.9,0.43,0,0.0,0.0
1,5,5,0,17.87,0.0,23.58,0.38,0,0.0,0.0
1,6,5,0,17.64,0.0,23.33,0.38,0,0.0,0.0
1,7,5,0,17.39,0.0,23.09,0.41,0,0.0,0.0
1,8,5,0,17.93,0.0,21.95,0.45,0,0.78,0.0
1,9,5,0,20.86,0.0,17.67,1.44,0,0.35,0.0
1,10,5,0,20.96,0.0,15.46,5.49,0,0.0,0.0
1,11,5,0,20.97,0.0,13.7,8.1,0,0.0,0.0
1,12,5,0,20.98,0.0,13.01,7.46,0,0.0,0.0
1,13,5,0,20.96,0.0,12.51,8.66,0,0.0,0.0
1,14,5,0,20.97,0.0,12.39,9.48,0,0.0,0.0
1,15,5,0,20.97,0.0,12.21,8.68,0,0.0,0.0
1,16,5,0,20.97,0.0,12.12,8.91,0,0.0,0.0
1,17,5,0,20.95,0.0,11.98,8.13,0,0.0,0.0
1,18,5,0,20.95,0.0,12.19,8.79,0,0.0,0.0
1,19,5,0,20.97,0.0,12.32,8.9,0,0.0,0.0
1,20,5,0,20.97,0.0,12.17,9.21,0,0.0,0.0
1,21,5,0,20.97,0.0,11.79,6.4,0,0.0,0.0
1,22,5,0,20.26,0.0,12.09,2.56,0,0.0,0.0
1,23,5,0,19.62,0.0,12.59,2.23,0,0.0,0.0
1,24,5,0,19.28,0.0,12.79,1.25,0,0.0,0.0
1,1,6,0,18.4,0.0,13.34,1.42,0,0.09,0.0
1,2,6,0,18.14,0.0,13.53,0.4,0,0.0,0.0
1,3,6,0,17.98,0.0,13.66,0.43,0,0.0,0.0
1,4,6,0,17.7,0.0,13.89,0.42,0,0.0,0.0
1,5,6,0,17.44,0.0,14.09,0.41,0,0.0,0.0
1,6,6,0,17.28,0.0,14.26,0.4,0,0.0,0.0
1,7,6,0,17.07,0.0,14.51,0.41,0,0.0,0.0
1,8,6,0,17.71,0.0,14.11,0.43,0,0.82,0.0
1,9,6,0,20.86,0.0,11.77,1.42,0,0.06,0.0
1,10,6,0,20.98,0.0,12.57,5.4,0,0.0,0.0
1,11,6,0,20.97,0.0,13.63,7.36,0,0.0,0.0
1,12,6,0,20.97,0.0,14.4,7.27,0,0.0,0.0
1,13,6,0,20.94,0.0,15.15,6.76,0,0.0,0.0
1,14,6,0,20.93,0.0,16.54,7.4,0,0.0,0.0
1,15,6,0,20.97,0.0,17.88,7.22,0,0.0,0.0
1,16,6,0,20.98,0.0,17.14,7.96,0,0.0,0.0
1,17,6,0,20.97,0.0,16.09,7.47,0,0.0,0.0
1,18,6,0,20.97,0.0,15.76,8.51,0,0.0,0.0
1,19,6,0,20.96,0.0,16.7,8.8,0,0.0,0.0
1,20,6,0,20.97,0.0,17.44,9.55,0,0.0,0.0
1,21,6,0,20.97,0.0,17.63,6.08,0,0.0,0.0
1,22,6,0,20.47,0.0,18.22,2.5,0,0.0,0.0
1,23,6,0,19.9,0.0,18.98,2.75,0,0.0,0.0
1,24,6,0,19.61,0.0,19.36,2.89,0,0.0,0.0
1,1,7,0,18.97,0.0,20.07,1.62,0,0.13,0.0
1,2,7,0,18.74,0.0,20.28,0.48,0,0.0,0.0
1,3,7,0,18.58,0.0,20.4,0.51,0,0.0,0.0
1,4,7,0,18.43,0.0,20.5,0.45,0,0.0,0.0
1,5,7,0,18.27,0.0,20.65,0.43,0,0.0,0.0
1,6,7,0,18.1,0.0,20.77,0.48,0,0.0,0.0
1,7,7,0,17.95,0.0,20.87,0.47,0,0.0,0.0
1,8,7,0,18.46,0.0,20.23,0.46,0,0.82,0.0
1,9,7,0,20.95,0.0,16.87,1.37,0,0.62,0.0
1,10,7,0,20.94,0.0,15.25,4.57,0,0.0,0.0
1,11,7,0,20.92,0.0,13.87,7.77,0,0.0,0.0
1,12,7,0,20.97,0.0,13.62,7.99,0,0.0,0.0
1,13,7,0,20.96,0.0,13.73,7.62,0,0.0,0.0
1,14,7,0,20.94,0.0,13.91,7.83,0,0.0,0.0
1,15,7,0,20.97,0.0,13.92,8.31,0,0.0,0.0
1,16,7,0,20.96,0.0,13.88,7.64,0,0.0,0.0
1,17,7,0,20.98,0.0,14.24,7.31,0,0.0,0.0
1,18,7,0,20.97,0.0,15.6,6.9,0,0.0,0.0
1,19,7,0,20.99,0.0,16.33,5.62,0,0.0,0.0
1,20,7,0,20.34,0.0,17.15,2.37,0,0.0,0.0
1,21,7,0,19.93,0.0,17.71,2.24,0,0.0,0.0
1,22,7,0,19.71,0.0,17.95,2.2,0,0.0,0.0
1,23,7,0,19.5,0.0,18.13,2.03,0,0.0,0.0
1,24,7,0,19.31,0.0,18.23,2.42,0,0.0,0.0
1,1,1,0,18.88,0.0,18.58,0.45,0,0.0,0.0
1,2,1,0,18.44,0.0,18.92,0.4,0,0.0,0.0
1,3,1,0,18.09,0.0,19.08,0.46,0,0.0,0.0
1,4,1,0,17.75,0.0,19.16,0.44,0,0.0,0.0
1,5,1,0,17.41,0.0,19.14,0.41,0,0.0,0.0
1,6,1,0,17.11,0.0,18.97,0.46,0,0.0,0.0
1,7,1,0,16.86,0.0,18.68,0.4,0,0.14,0.0
1,8,1,0,16.7,0.0,18.45,0.4,0,0.11,0.0
1,9,1,0,18.67,0.0,16.13,0.41,0,1.13,0.0
1,10,1,0,20.45,0.0,13.68,2.63,0,0.84,0.0
1,11,1,0,20.97,0.0,12.25,6.37,0,0.0,0.0
1,12,1,0,20.97,0.0,11.7,7.51,0,0.0,0.0
1,13,1,0,20.93,0.0,11.62,7.9,0,0.0,0.0
1,14,1,0,20.97,0.0,11.76,8.4,0,0.0,0.0
1,15,1,0,20.97,0.0,11.6,8.54,0,0.0,0.0
1,16,1,0,20.97,0.0,11.35,7.39,0,0.0,0.0
1,17,1,0,20.97,0.0,10.83,7.69,0,0.0,0.0
1,18,1,0,20.95,0.0,9.95,5.75,0,0.0,0.0
1,19,1,0,20.05,0.0,10.31,2.33,0,0.0,0.0
1,20,1,0,19.05,0.0,11.02,2.06,0,0.0,0.0
1,21,1,0,18.87,0.0,11.09,2.13,0,0.0,0.0
1,22,1,0,18.68,0.0,11.23,2.16,0,0.0,0.0
1,23,1,0,18.45,0.0,11.37,2.14,0,0.0,0.0
1,24,1,0,18.24,0.0,11.43,1.38,0,0.0,0.0
1,1,8,0,17.85,0.0,11.62,0.47,0,0.0,0.0
1,2,8,0,17.45,0.0,11.82,0.51,0,0.0,0.0
1,3,8,0,17.18,0.0,11.93,0.52,0,0.14,0.0
1,4,8,0,17.0,0.0,11.97,0.49,0,0.16,0.0
1,5,8,0,16.93,0.0,11.98,0.51,0,0.0,0.0
1,6,8,0,16.83,0.0,12.0,0.45,0,0.15,0.0
1,7,8,0,16.67,0.0,12.07,0.48,0,0.12,0.0
1,8,8,0,16.56,0.0,12.11,0.42,0,0.21,0.0
1,9,8,0,18.65,0.0,10.64,0.4,0,0.91,0.0
1,10,8,0,20.47,0.0,9.49,2.25,0,0.91,0.0
1,11,8,0,20.97,0.0,9.43,5.46,0,0.0,0.0
1,12,8,0,20.99,0.0,9.62,6.84,0,0.0,0.0
1,13,8,0,20.98,0.0,9.69,6.95,0,0.0,0.0
1,14,8,0,20.98,0.0,9.87,6.9,0,0.0,0.0
1,15,8,0,20.95,0.0,9.95,8.27,0,0.0,0.0
1,16,8,0,20.98,0.0,10.28,8.06,0,0.0,0.0
1,17,8,0,20.98,0.0,10.68,8.16,0,0.0,0.0
1,18,8,0,20.96,0.0,11.38,6.03,0,0.0,0.0
1,19,8,0,20.44,0.0,12.73,2.49,0,0.0,0.0
1,20,8,0,19.91,0.0,13.54,2.43,0,0.0,0.0
1,21,8,0,19.85,0.0,13.78,2.6,0,0.0,0.0
1,22,8,0,19.77,0.0,13.98,2.38,0,0.0,0.0
1,23,8,0,19.62,0.0,14.15,2.1,0,0.0,0.0
1,24,8,0,19.42,0.0,14.32,1.54,0,0.0,0.0
1,1,3,0,19.16,0.0,14.55,0.5,0,0.09,0.0
1,2,3,0,18.71,0.0,14.94,0.47,0,0.0,0.0
1,3,3,0,18.41,0.0,15.16,0.48,0,0.0,0.0
1,4,3,0,18.18,0.0,15.3,0.5,0,0.0,0.0
1,5,3,0,18.04,0.0,15.39,0.46,0,0.0,0.0
1,6,3,0,17.94,0.0,15.47,0.47,0,0.0,0.0
1,7,3,0,17.85,0.0,15.58,0.44,0,0.0,0.0
1,8,3,0,18.39,0.0,15.17,0.41,0,0.78,0.0
1,9,3,0,20.94,0.0,13.14,1.41,0,0.66,0.0
1,10,3,0,20.97,0.0,14.11,4.95,0,0.0,0.0
1,11,3,0,20.94,0.0,16.02,8.18,0,0.0,0.0
1,12,3,0,20.99,0.0,18.47,7.33,0,0.0,0.0
1,13,3,0,20.96,0.0,18.87,6.86,0,0.0,0.0
1,14,3,0,20.98,0.0,19.54,7.78,0,0.0,0.0
1,15,3,0,20.99,0.0,20.64,8.43,0,0.0,0.0
1,16,3,0,21.0,0.0,21.54,8.14,0,0.0,0.0
1,17,3,0,20.99,0.0,21.91,7.64,0,0.0,0.0
1,18,3,0,20.98,0.0,21.82,7.31,0,0.0,0.0
1,19,3,0,20.94,0.0,21.84,7.07,0,0.0,0.0
1,20,3,0,21.0,0.0,21.4,6.96,0,0.0,0.0
1,21,3,0,20.99,0.0,20.49,4.48,0,0.0,0.0
