month,day_type,hour,minutes,non_shiftable_load,indoor_dry_bulb_temperature,cooling_demand,heating_demand,hvac_mode,dhw_demand,solar_generation
1,8,20,0,0.082000,6.130000,0.000000,0.178575,2,0.000000,0.000000
1,8,20,15,0.082000,6.130000,0.000000,0.178575,2,0.000000,0.000000
1,8,20,30,0.082000,6.130000,0.000000,0.178575,2,0.000000,0.000000
1,8,20,45,0.082000,6.130000,0.000000,0.178575,2,0.000000,0.000000
1,8,21,0,0.082000,4.910000,0.000000,0.214275,2,0.000000,0.000000
1,8,21,15,0.082000,4.910000,0.000000,0.214275,2,0.000000,0.000000
1,8,21,30,0.082000,4.910000,0.000000,0.214275,2,0.000000,0.000000
1,8,21,45,0.082000,4.910000,0.000000,0.214275,2,0.000000,0.000000
1,8,22,0,0.082000,4.710000,0.000000,0.214275,2,0.000000,0.000000
1,8,22,15,0.082000,4.710000,0.000000,0.214275,2,0.000000,0.000000
1,8,22,30,0.082000,4.710000,0.000000,0.214275,2,0.000000,0.000000
1,8,22,45,0.082000,4.710000,0.000000,0.214275,2,0.000000,0.000000
1,8,23,0,0.082000,4.810000,0.000000,0.214275,2,0.000000,0.000000
1,8,23,15,0.082000,4.810000,0.000000,0.214275,2,0.000000,0.000000
1,8,23,30,0.082000,4.810000,0.000000,0.214275,2,0.000000,0.000000
1,8,23,45,0.082000,4.810000,0.000000,0.214275,2,0.000000,0.000000
1,8,24,0,0.082000,4.710000,0.000000,0.075000,2,0.000000,0.000000
1,8,24,15,0.082000,4.710000,0.000000,0.075000,2,0.000000,0.000000
1,8,24,30,0.082000,4.710000,0.000000,0.075000,2,0.000000,0.000000
1,8,24,45,0.082000,4.710000,0.000000,0.075000,2,0.000000,0.000000
1,4,1,0,0.082000,4.110000,0.000000,0.075000,2,0.000000,0.000000
1,4,1,15,0.082000,4.110000,0.000000,0.075000,2,0.000000,0.000000
1,4,1,30,0.082000,4.110000,0.000000,0.075000,2,0.000000,0.000000
1,4,1,45,0.082000,4.110000,0.000000,0.075000,2,0.000000,0.000000
1,4,2,0,0.082000,3.820000,0.000000,0.075000,2,0.000000,0.000000
1,4,2,15,0.082000,3.820000,0.000000,0.075000,2,0.000000,0.000000
1,4,2,30,0.082000,3.820000,0.000000,0.075000,2,0.000000,0.000000
1,4,2,45,0.082000,3.820000,0.000000,0.075000,2,0.000000,0.000000
1,4,3,0,0.082000,4.010000,0.000000,0.075000,2,0.000000,0.000000
1,4,3,15,0.082000,4.010000,0.000000,0.075000,2,0.000000,0.000000
1,4,3,30,0.082000,4.010000,0.000000,0.075000,2,0.000000,0.000000
1,4,3,45,0.082000,4.010000,0.000000,0.075000,2,0.000000,0.000000
1,4,4,0,0.082000,4.910000,0.000000,0.075000,2,0.000000,0.000000
1,4,4,15,0.082000,4.910000,0.000000,0.075000,2,0.000000,0.000000
1,4,4,30,0.082000,4.910000,0.000000,0.075000,2,0.000000,0.000000
1,4,4,45,0.082000,4.910000,0.000000,0.075000,2,0.000000,0.000000
1,4,5,0,0.082000,4.710000,0.000000,0.075000,2,0.000000,0.000000
1,4,5,15,0.082000,4.710000,0.000000,0.075000,2,0.000000,0.000000
1,4,5,30,0.082000,4.710000,0.000000,0.075000,2,0.000000,0.000000
1,4,5,45,0.082000,4.710000,0.000000,0.075000,2,0.000000,0.000000
1,4,6,0,0.082000,4.890000,0.000000,0.064275,2,0.000000,0.000000
1,4,6,15,0.082000,4.890000,0.000000,0.064275,2,0.000000,0.000000
1,4,6,30,0.082000,4.890000,0.000000,0.064275,2,0.000000,0.000000
1,4,6,45,0.082000,4.890000,0.000000,0.064275,2,0.000000,0.000000
1,4,7,0,0.082000,5.150000,0.000000,0.178575,2,0.000000,0.000000
1,4,7,15,0.082000,5.150000,0.000000,0.178575,2,0.000000,0.000000
1,4,7,30,0.082000,5.150000,0.000000,0.178575,2,0.000000,0.000000
1,4,7,45,0.082000,5.150000,0.000000,0.178575,2,0.000000,0.000000
1,4,8,0,0.082000,4.210000,0.000000,0.142850,2,0.000000,0.000000
1,4,8,15,0.082000,4.210000,0.000000,0.142850,2,0.000000,0.000000
1,4,8,30,0.082000,4.210000,0.000000,0.142850,2,0.000000,0.000000
1,4,8,45,0.082000,4.210000,0.000000,0.142850,2,0.000000,0.000000
1,4,9,0,0.082000,4.160000,0.000000,0.107150,2,0.000000,0.000000
1,4,9,15,0.082000,4.160000,0.000000,0.107150,2,0.000000,0.000000
1,4,9,30,0.082000,4.160000,0.000000,0.107150,2,0.000000,0.000000
1,4,9,45,0.082000,4.160000,0.000000,0.107150,2,0.000000,0.000000
1,4,10,0,0.082000,3.910000,0.000000,0.071425,2,0.000000,0.000000
1,4,10,15,0.082000,3.910000,0.000000,0.071425,2,0.000000,0.000000
1,4,10,30,0.082000,3.910000,0.000000,0.071425,2,0.000000,0.000000
1,4,10,45,0.082000,3.910000,0.000000,0.071425,2,0.000000,0.000000
1,4,11,0,0.082000,5.350000,0.000000,0.035725,2,0.000000,0.000000
1,4,11,15,0.082000,5.350000,0.000000,0.035725,2,0.000000,0.000000
1,4,11,30,0.082000,5.350000,0.000000,0.035725,2,0.000000,0.000000
1,4,11,45,0.082000,5.350000,0.000000,0.035725,2,0.000000,0.000000
1,4,12,0,0.082000,8.400000,0.000000,0.000000,2,0.000000,0.000000
1,4,12,15,0.082000,8.400000,0.000000,0.000000,2,0.000000,0.000000
1,4,12,30,0.082000,8.400000,0.000000,0.000000,2,0.000000,0.000000
1,4,12,45,0.082000,8.400000,0.000000,0.000000,2,0.000000,0.000000
1,4,13,0,0.082000,10.600000,0.000000,0.000000,2,0.000000,0.000000
1,4,13,15,0.082000,10.600000,0.000000,0.000000,2,0.000000,0.000000
1,4,13,30,0.082000,10.600000,0.000000,0.000000,2,0.000000,0.000000
1,4,13,45,0.082000,10.600000,0.000000,0.000000,2,0.000000,0.000000
1,4,14,0,0.082000,12.700000,0.000000,0.000000,2,0.000000,0.000000
1,4,14,15,0.082000,12.700000,0.000000,0.000000,2,0.000000,0.000000
1,4,14,30,0.082000,12.700000,0.000000,0.000000,2,0.000000,0.000000
1,4,14,45,0.082000,12.700000,0.000000,0.000000,2,0.000000,0.000000
1,4,15,0,0.082000,13.520000,0.000000,0.035725,2,0.000000,0.000000
1,4,15,15,0.082000,13.520000,0.000000,0.035725,2,0.000000,0.000000
1,4,15,30,0.082000,13.520000,0.000000,0.035725,2,0.000000,0.000000
1,4,15,45,0.082000,13.520000,0.000000,0.035725,2,0.000000,0.000000
1,4,16,0,0.082000,13.840000,0.000000,0.071425,2,0.000000,0.000000
1,4,16,15,0.082000,13.840000,0.000000,0.071425,2,0.000000,0.000000
1,4,16,30,0.082000,13.840000,0.000000,0.071425,2,0.000000,0.000000
1,4,16,45,0.082000,13.840000,0.000000,0.071425,2,0.000000,0.000000
1,4,17,0,0.082000,13.460000,0.000000,0.107150,2,0.000000,0.000000
1,4,17,15,0.082000,13.460000,0.000000,0.107150,2,0.000000,0.000000
1,4,17,30,0.082000,13.460000,0.000000,0.107150,2,0.000000,0.000000
1,4,17,45,0.082000,13.460000,0.000000,0.107150,2,0.000000,0.000000
1,4,18,0,0.082000,12.890000,0.000000,0.142850,2,0.000000,0.000000
1,4,18,15,0.082000,12.890000,0.000000,0.142850,2,0.000000,0.000000
1,4,18,30,0.082000,12.890000,0.000000,0.142850,2,0.000000,0.000000
1,4,18,45,0.082000,12.890000,0.000000,0.142850,2,0.000000,0.000000
1,4,19,0,0.082000,11.830000,0.000000,0.178575,2,0.000000,0.000000
1,4,19,15,0.082000,11.830000,0.000000,0.178575,2,0.000000,0.000000
1,4,19,30,0.082000,11.830000,0.000000,0.178575,2,0.000000,0.000000
1,4,19,45,0.082000,11.830000,0.000000,0.178575,2,0.000000,0.000000
1,4,20,0,0.082000,10.550000,0.000000,0.178575,2,0.000000,0.000000
1,4,20,15,0.082000,10.550000,0.000000,0.178575,2,0.000000,0.000000
1,4,20,30,0.082000,10.550000,0.000000,0.178575,2,0.000000,0.000000
1,4,20,45,0.082000,10.550000,0.000000,0.178575,2,0.000000,0.000000
1,4,21,0,0.082000,10.390000,0.000000,0.214275,2,0.000000,0.000000
1,4,21,15,0.082000,10.390000,0.000000,0.214275,2,0.000000,0.000000
1,4,21,30,0.082000,10.390000,0.000000,0.214275,2,0.000000,0.000000
1,4,21,45,0.082000,10.390000,0.000000,0.214275,2,0.000000,0.000000
1,4,22,0,0.082000,9.700000,0.000000,0.214275,2,0.000000,0.000000
1,4,22,15,0.082000,9.700000,0.000000,0.214275,2,0.000000,0.000000
1,4,22,30,0.082000,9.700000,0.000000,0.214275,2,0.000000,0.000000
1,4,22,45,0.082000,9.700000,0.000000,0.214275,2,0.000000,0.000000
1,4,23,0,0.082000,9.610000,0.000000,0.214275,2,0.000000,0.000000
1,4,23,15,0.082000,9.610000,0.000000,0.214275,2,0.000000,0.000000
1,4,23,30,0.082000,9.610000,0.000000,0.214275,2,0.000000,0.000000
1,4,23,45,0.082000,9.610000,0.000000,0.214275,2,0.000000,0.000000
1,4,24,0,0.082000,9.080000,0.000000,0.075000,2,0.000000,0.000000
1,4,24,15,0.082000,9.080000,0.000000,0.075000,2,0.000000,0.000000
1,4,24,30,0.082000,9.080000,0.000000,0.075000,2,0.000000,0.000000
1,4,24,45,0.082000,9.080000,0.000000,0.075000,2,0.000000,0.000000
1,5,1,0,0.082000,9.570000,0.000000,0.075000,2,0.000000,0.000000
1,5,1,15,0.082000,9.570000,0.000000,0.075000,2,0.000000,0.000000
1,5,1,30,0.082000,9.570000,0.000000,0.075000,2,0.000000,0.000000
1,5,1,45,0.082000,9.570000,0.000000,0.075000,2,0.000000,0.000000
1,5,2,0,0.082000,9.270000,0.000000,0.075000,2,0.000000,0.000000
1,5,2,15,0.082000,9.270000,0.000000,0.075000,2,0.000000,0.000000
1,5,2,30,0.082000,9.270000,0.000000,0.075000,2,0.000000,0.000000
1,5,2,45,0.082000,9.270000,0.000000,0.075000,2,0.000000,0.000000
1,5,3,0,0.082000,9.670000,0.000000,0.075000,2,0.000000,0.000000
1,5,3,15,0.082000,9.670000,0.000000,0.075000,2,0.000000,0.000000
1,5,3,30,0.082000,9.670000,0.000000,0.075000,2,0.000000,0.000000
1,5,3,45,0.082000,9.670000,0.000000,0.075000,2,0.000000,0.000000
1,5,4,0,0.082000,9.770000,0.000000,0.075000,2,0.000000,0.000000
1,5,4,15,0.082000,9.770000,0.000000,0.075000,2,0.000000,0.000000
1,5,4,30,0.082000,9.770000,0.000000,0.075000,2,0.000000,0.000000
1,5,4,45,0.082000,9.770000,0.000000,0.075000,2,0.000000,0.000000
1,5,5,0,0.082000,9.670000,0.000000,0.075000,2,0.000000,0.000000
1,5,5,15,0.082000,9.670000,0.000000,0.075000,2,0.000000,0.000000
1,5,5,30,0.082000,9.670000,0.000000,0.075000,2,0.000000,0.000000
1,5,5,45,0.082000,9.670000,0.000000,0.075000,2,0.000000,0.000000
1,5,6,0,0.082000,9.860000,0.000000,0.064275,2,0.000000,0.000000
1,5,6,15,0.082000,9.860000,0.000000,0.064275,2,0.000000,0.000000
1,5,6,30,0.082000,9.860000,0.000000,0.064275,2,0.000000,0.000000
1,5,6,45,0.082000,9.860000,0.000000,0.064275,2,0.000000,0.000000
1,5,7,0,0.082000,10.260000,0.000000,0.178575,2,0.000000,0.000000
1,5,7,15,0.082000,10.260000,0.000000,0.178575,2,0.000000,0.000000
1,5,7,30,0.082000,10.260000,0.000000,0.178575,2,0.000000,0.000000
1,5,7,45,0.082000,10.260000,0.000000,0.178575,2,0.000000,0.000000
1,5,8,0,0.082000,10.620000,0.000000,0.142850,2,0.000000,0.000000
1,5,8,15,0.082000,10.620000,0.000000,0.142850,2,0.000000,0.000000
1,5,8,30,0.082000,10.620000,0.000000,0.142850,2,0.000000,0.000000
1,5,8,45,0.082000,10.620000,0.000000,0.142850,2,0.000000,0.000000
1,5,9,0,0.082000,10.290000,0.000000,0.107150,2,0.000000,0.000000
1,5,9,15,0.082000,10.290000,0.000000,0.107150,2,0.000000,0.000000
1,5,9,30,0.082000,10.290000,0.000000,0.107150,2,0.000000,0.000000
1,5,9,45,0.082000,10.290000,0.000000,0.107150,2,0.000000,0.000000
1,5,10,0,0.082000,10.760000,0.000000,0.071425,2,0.000000,0.000000
1,5,10,15,0.082000,10.760000,0.000000,0.071425,2,0.000000,0.000000
1,5,10,30,0.082000,10.760000,0.000000,0.071425,2,0.000000,0.000000
1,5,10,45,0.082000,10.760000,0.000000,0.071425,2,0.000000,0.000000
1,5,11,0,0.082000,11.030000,0.000000,0.035725,2,0.000000,0.000000
1,5,11,15,0.082000,11.030000,0.000000,0.035725,2,0.000000,0.000000
1,5,11,30,0.082000,11.030000,0.000000,0.035725,2,0.000000,0.000000
1,5,11,45,0.082000,11.030000,0.000000,0.035725,2,0.000000,0.000000
1,5,12,0,0.082000,11.800000,0.000000,0.000000,2,0.000000,0.000000
1,5,12,15,0.082000,11.800000,0.000000,0.000000,2,0.000000,0.000000
1,5,12,30,0.082000,11.800000,0.000000,0.000000,2,0.000000,0.000000
1,5,12,45,0.082000,11.800000,0.000000,0.000000,2,0.000000,0.000000
1,5,13,0,0.082000,12.100000,0.000000,0.000000,2,0.000000,0.000000
1,5,13,15,0.082000,12.100000,0.000000,0.000000,2,0.000000,0.000000
1,5,13,30,0.082000,12.100000,0.000000,0.000000,2,0.000000,0.000000
1,5,13,45,0.082000,12.100000,0.000000,0.000000,2,0.000000,0.000000
1,5,14,0,0.082000,12.700000,0.000000,0.000000,2,0.000000,0.000000
1,5,14,15,0.082000,12.700000,0.000000,0.000000,2,0.000000,0.000000
1,5,14,30,0.082000,12.700000,0.000000,0.000000,2,0.000000,0.000000
1,5,14,45,0.082000,12.700000,0.000000,0.000000,2,0.000000,0.000000
1,5,15,0,0.082000,14.120000,0.000000,0.035725,2,0.000000,0.000000
1,5,15,15,0.082000,14.120000,0.000000,0.035725,2,0.000000,0.000000
1,5,15,30,0.082000,14.120000,0.000000,0.035725,2,0.000000,0.000000
1,5,15,45,0.082000,14.120000,0.000000,0.035725,2,0.000000,0.000000
1,5,16,0,0.082000,14.330000,0.000000,0.071425,2,0.000000,0.000000
1,5,16,15,0.082000,14.330000,0.000000,0.071425,2,0.000000,0.000000
1,5,16,30,0.082000,14.330000,0.000000,0.071425,2,0.000000,0.000000
1,5,16,45,0.082000,14.330000,0.000000,0.071425,2,0.000000,0.000000
1,5,17,0,0.082000,14.150000,0.000000,0.107150,2,0.000000,0.000000
1,5,17,15,0.082000,14.150000,0.000000,0.107150,2,0.000000,0.000000
1,5,17,30,0.082000,14.150000,0.000000,0.107150,2,0.000000,0.000000
1,5,17,45,0.082000,14.150000,0.000000,0.107150,2,0.000000,0.000000
1,5,18,0,0.082000,13.870000,0.000000,0.142850,2,0.000000,0.000000
1,5,18,15,0.082000,13.870000,0.000000,0.142850,2,0.000000,0.000000
1,5,18,30,0.082000,13.870000,0.000000,0.142850,2,0.000000,0.000000
1,5,18,45,0.082000,13.870000,0.000000,0.142850,2,0.000000,0.000000
1,5,19,0,0.082000,13.010000,0.000000,0.178575,2,0.000000,0.000000
1,5,19,15,0.082000,13.010000,0.000000,0.178575,2,0.000000,0.000000
1,5,19,30,0.082000,13.010000,0.000000,0.178575,2,0.000000,0.000000
1,5,19,45,0.082000,13.010000,0.000000,0.178575,2,0.000000,0.000000
1,5,20,0,0.082000,12.320000,0.000000,0.178575,2,0.000000,0.000000
1,5,20,15,0.082000,12.320000,0.000000,0.178575,2,0.000000,0.000000
1,5,20,30,0.082000,12.320000,0.000000,0.178575,2,0.000000,0.000000
1,5,20,45,0.082000,12.320000,0.000000,0.178575,2,0.000000,0.000000
1,5,21,0,0.082000,11.760000,0.000000,0.214275,2,0.000000,0.000000
1,5,21,15,0.082000,11.760000,0.000000,0.214275,2,0.000000,0.000000
1,5,21,30,0.082000,11.760000,0.000000,0.214275,2,0.000000,0.000000
1,5,21,45,0.082000,11.760000,0.000000,0.214275,2,0.000000,0.000000
1,5,22,0,0.082000,11.760000,0.000000,0.214275,2,0.000000,0.000000
1,5,22,15,0.082000,11.760000,0.000000,0.214275,2,0.000000,0.000000
1,5,22,30,0.082000,11.760000,0.000000,0.214275,2,0.000000,0.000000
1,5,22,45,0.082000,11.760000,0.000000,0.214275,2,0.000000,0.000000
1,5,23,0,0.082000,12.050000,0.000000,0.214275,2,0.000000,0.000000
1,5,23,15,0.082000,12.050000,0.000000,0.214275,2,0.000000,0.000000
1,5,23,30,0.082000,12.050000,0.000000,0.214275,2,0.000000,0.000000
1,5,23,45,0.082000,12.050000,0.000000,0.214275,2,0.000000,0.000000
1,5,24,0,0.082000,12.050000,0.000000,0.075000,2,0.000000,0.000000
1,5,24,15,0.082000,12.050000,0.000000,0.075000,2,0.000000,0.000000
1,5,24,30,0.082000,12.050000,0.000000,0.075000,2,0.000000,0.000000
1,5,24,45,0.082000,12.050000,0.000000,0.075000,2,0.000000,0.000000
1,6,1,0,0.082000,11.660000,0.000000,0.075000,2,0.000000,0.000000
1,6,1,15,0.082000,11.660000,0.000000,0.075000,2,0.000000,0.000000
1,6,1,30,0.082000,11.660000,0.000000,0.075000,2,0.000000,0.000000
1,6,1,45,0.082000,11.660000,0.000000,0.075000,2,0.000000,0.000000
1,6,2,0,0.082000,11.260000,0.000000,0.075000,2,0.000000,0.000000
1,6,2,15,0.082000,11.260000,0.000000,0.075000,2,0.000000,0.000000
1,6,2,30,0.082000,11.260000,0.000000,0.075000,2,0.000000,0.000000
1,6,2,45,0.082000,11.260000,0.000000,0.075000,2,0.000000,0.000000
1,6,3,0,0.082000,11.460000,0.000000,0.075000,2,0.000000,0.000000
1,6,3,15,0.082000,11.460000,0.000000,0.075000,2,0.000000,0.000000
1,6,3,30,0.082000,11.460000,0.000000,0.075000,2,0.000000,0.000000
1,6,3,45,0.082000,11.460000,0.000000,0.075000,2,0.000000,0.000000
1,6,4,0,0.082000,11.850000,0.000000,0.075000,2,0.000000,0.000000
1,6,4,15,0.082000,11.850000,0.000000,0.075000,2,0.000000,0.000000
1,6,4,30,0.082000,11.850000,0.000000,0.075000,2,0.000000,0.000000
1,6,4,45,0.082000,11.850000,0.000000,0.075000,2,0.000000,0.000000
1,6,5,0,0.082000,11.750000,0.000000,0.075000,2,0.000000,0.000000
1,6,5,15,0.082000,11.750000,0.000000,0.075000,2,0.000000,0.000000
1,6,5,30,0.082000,11.750000,0.000000,0.075000,2,0.000000,0.000000
1,6,5,45,0.082000,11.750000,0.000000,0.075000,2,0.000000,0.000000
1,6,6,0,0.082000,11.450000,0.000000,0.064275,2,0.000000,0.000000
1,6,6,15,0.082000,11.450000,0.000000,0.064275,2,0.000000,0.000000
1,6,6,30,0.082000,11.450000,0.000000,0.064275,2,0.000000,0.000000
1,6,6,45,0.082000,11.450000,0.000000,0.064275,2,0.000000,0.000000
1,6,7,0,0.082000,11.440000,0.000000,0.178575,2,0.000000,0.000000
1,6,7,15,0.082000,11.440000,0.000000,0.178575,2,0.000000,0.000000
1,6,7,30,0.082000,11.440000,0.000000,0.178575,2,0.000000,0.000000
1,6,7,45,0.082000,11.440000,0.000000,0.178575,2,0.000000,0.000000
1,6,8,0,0.082000,11.510000,0.000000,0.142850,2,0.000000,0.000000
1,6,8,15,0.082000,11.510000,0.000000,0.142850,2,0.000000,0.000000
1,6,8,30,0.082000,11.510000,0.000000,0.142850,2,0.000000,0.000000
1,6,8,45,0.082000,11.510000,0.000000,0.142850,2,0.000000,0.000000
1,6,9,0,0.082000,11.180000,0.000000,0.107150,2,0.000000,0.000000
1,6,9,15,0.082000,11.180000,0.000000,0.107150,2,0.000000,0.000000
1,6,9,30,0.082000,11.180000,0.000000,0.107150,2,0.000000,0.000000
1,6,9,45,0.082000,11.180000,0.000000,0.107150,2,0.000000,0.000000
1,6,10,0,0.082000,11.060000,0.000000,0.071425,2,0.000000,0.000000
1,6,10,15,0.082000,11.060000,0.000000,0.071425,2,0.000000,0.000000
1,6,10,30,0.082000,11.060000,0.000000,0.071425,2,0.000000,0.000000
1,6,10,45,0.082000,11.060000,0.000000,0.071425,2,0.000000,0.000000
1,6,11,0,0.082000,11.530000,0.000000,0.035725,2,0.000000,0.000000
1,6,11,15,0.082000,11.530000,0.000000,0.035725,2,0.000000,0.000000
1,6,11,30,0.082000,11.530000,0.000000,0.035725,2,0.000000,0.000000
1,6,11,45,0.082000,11.530000,0.000000,0.035725,2,0.000000,0.000000
1,6,12,0,0.082000,12.900000,0.000000,0.000000,2,0.000000,0.000000
1,6,12,15,0.082000,12.900000,0.000000,0.000000,2,0.000000,0.000000
1,6,12,30,0.082000,12.900000,0.000000,0.000000,2,0.000000,0.000000
1,6,12,45,0.082000,12.900000,0.000000,0.000000,2,0.000000,0.000000
1,6,13,0,0.082000,13.300000,0.000000,0.000000,2,0.000000,0.000000
1,6,13,15,0.082000,13.300000,0.000000,0.000000,2,0.000000,0.000000
1,6,13,30,0.082000,13.300000,0.000000,0.000000,2,0.000000,0.000000
1,6,13,45,0.082000,13.300000,0.000000,0.000000,2,0.000000,0.000000
1,6,14,0,0.082000,14.600000,0.000000,0.000000,2,0.000000,0.000000
1,6,14,15,0.082000,14.600000,0.000000,0.000000,2,0.000000,0.000000
1,6,14,30,0.082000,14.600000,0.000000,0.000000,2,0.000000,0.000000
1,6,14,45,0.082000,14.600000,0.000000,0.000000,2,0.000000,0.000000
1,6,15,0,0.082000,14.820000,0.000000,0.035725,2,0.000000,0.000000
1,6,15,15,0.082000,14.820000,0.000000,0.035725,2,0.000000,0.000000
