outdoor_dry_bulb_temperature,outdoor_relative_humidity,diffuse_solar_irradiance,direct_solar_irradiance,outdoor_dry_bulb_temperature_predicted_1,outdoor_dry_bulb_temperature_predicted_2,outdoor_dry_bulb_temperature_predicted_3,outdoor_relative_humidity_predicted_1,outdoor_relative_humidity_predicted_2,outdoor_relative_humidity_predicted_3,diffuse_solar_irradiance_predicted_1,diffuse_solar_irradiance_predicted_2,diffuse_solar_irradiance_predicted_3,direct_solar_irradiance_predicted_1,direct_solar_irradiance_predicted_2,direct_solar_irradiance_predicted_3
20.7,47.0,194.12,36.0,15.99,8.14,10.8,52.78,76.19,39.6,0.0,0.0,93.13,0.0,0.0,762.63
20.39,45.12,128.75,14.06,14.7,5.52,8.52,55.69,85.77,46.19,0.0,0.0,66.12,0.0,0.0,579.88
19.57,44.62,56.31,1.0,14.23,4.05,9.46,56.25,88.74,43.26,0.0,0.0,44.93,0.0,0.0,461.09
18.45,47.5,4.81,0.0,13.52,3.63,5.59,57.87,85.53,58.9,0.0,0.0,5.11,0.0,0.0,29.5
17.44,50.88,0.0,0.0,12.14,1.52,4.67,61.32,93.81,65.68,0.0,0.0,0.0,0.0,0.0,0.0
16.6,52.62,0.0,0.0,10.64,0.78,3.91,64.53,92.8,67.7,0.0,0.0,0.0,0.0,0.0,0.0
15.8,53.62,0.0,0.0,8.33,0.3,3.87,75.16,91.59,66.16,0.0,26.55,0.0,0.0,86.42,0.0
14.94,54.62,0.0,0.0,5.83,3.04,2.38,83.95,74.88,73.65,0.0,65.53,0.0,0.0,513.51,0.0
14.1,56.88,0.0,0.0,4.23,5.06,1.19,87.62,68.62,79.18,0.0,73.73,0.0,0.0,710.43,0.0
13.24,59.25,0.0,0.0,3.34,7.27,-0.24,87.39,54.84,82.56,0.0,86.8,0.0,0.0,777.42,0.0
12.4,60.0,0.0,0.0,1.77,8.54,-0.33,92.21,46.42,78.72,0.0,94.1,0.0,0.0,767.39,0.0
10.79,63.75,0.0,0.0,0.92,9.86,-2.21,91.9,41.39,95.33,0.0,104.8,0.0,0.0,746.65,0.0
8.5,74.12,0.0,0.0,0.65,10.21,-0.13,89.42,41.42,84.53,27.25,89.51,0.0,88.68,732.94,0.0
6.1,82.12,0.0,0.0,2.8,8.97,-1.15,76.19,44.78,87.45,64.45,68.4,0.0,505.1,599.94,0.0
4.39,86.5,0.0,0.0,4.99,8.94,-1.44,68.93,45.01,88.19,73.39,43.37,0.0,707.22,445.07,0.0
3.09,89.25,0.0,0.0,7.08,6.22,-0.9,55.61,56.45,87.26,85.65,5.37,0.0,767.12,30.97,0.0
1.98,90.62,0.0,0.0,8.47,5.08,-1.78,46.65,63.84,94.14,93.64,0.0,0.0,763.7,0.0,0.0
1.04,91.0,0.0,0.0,9.58,4.2,-0.14,42.25,66.35,82.18,102.77,0.0,0.0,732.23,0.0,0.0
0.95,87.25,27.94,90.94,9.91,3.67,0.57,42.34,67.14,77.59,87.69,0.0,35.81,718.09,0.0,64.25
2.6,77.5,63.38,496.69,9.2,2.43,1.82,44.08,73.38,70.03,69.55,0.0,83.68,609.97,0.0,334.76
4.94,69.25,73.06,704.0,8.67,1.34,4.85,45.88,78.34,54.38,42.59,0.0,106.63,437.07,0.0,485.39
6.92,56.38,84.5,756.81,6.54,0.13,8.63,55.22,80.47,42.29,5.49,0.0,162.22,31.7,0.0,457.45
8.41,46.88,93.19,760.0,5.29,-0.44,11.96,62.92,79.3,34.12,0.0,0.0,166.92,0.0,0.0,587.15
9.34,43.12,100.75,717.81,4.35,-1.56,12.18,65.68,91.29,32.96,0.0,0.0,119.09,0.0,0.0,613.78
9.66,43.25,85.88,703.25,3.57,-0.58,14.05,67.63,87.46,28.33,0.0,0.0,121.57,0.0,0.0,634.37
9.39,43.38,70.69,620.0,2.46,-1.1,13.14,73.25,87.16,30.69,0.0,0.0,86.53,0.0,0.0,595.64
8.45,46.75,41.81,429.06,1.42,-1.23,12.77,77.92,86.9,32.48,0.0,0.0,60.02,0.0,0.0,327.76
6.81,54.0,5.62,32.44,0.32,-0.95,10.72,79.43,87.57,37.07,0.0,0.0,7.28,0.0,0.0,23.47
5.47,62.0,0.0,0.0,-0.49,-1.38,10.29,79.59,91.57,39.45,0.0,0.0,0.0,0.0,0.0,0.0
4.47,65.0,0.0,0.0,-1.24,-0.59,8.22,89.27,84.96,47.39,0.0,0.0,0.0,0.0,0.0,0.0
3.48,68.12,0.0,0.0,-0.81,0.15,7.72,88.92,80.1,48.44,0.0,34.78,0.0,0.0,62.4,0.0
2.48,73.12,0.0,0.0,-1.08,2.09,8.45,87.02,68.77,46.75,0.0,85.31,0.0,0.0,341.29,0.0
1.48,77.5,0.0,0.0,-1.13,5.37,7.25,86.26,52.5,51.51,0.0,110.91,0.0,0.0,504.89,0.0
0.48,78.38,0.0,0.0,-0.98,8.7,7.37,87.72,42.08,51.68,0.0,163.01,0.0,0.0,459.69,0.0
-0.53,79.88,0.0,0.0,-1.17,11.44,5.15,90.28,35.5,61.7,0.0,161.11,0.0,0.0,566.73,0.0
-0.96,87.25,0.0,0.0,-0.81,12.42,4.59,86.36,32.42,62.6,0.0,121.17,0.0,0.0,624.52,0.0
-1.0,90.38,0.0,0.0,-0.07,13.8,2.52,81.36,28.86,70.07,34.26,119.48,0.0,61.48,623.43,0.0
-1.06,86.88,0.0,0.0,2.22,13.55,1.67,68.13,29.84,73.0,86.12,89.21,0.0,344.55,614.04,0.0
-1.04,85.62,0.0,0.0,5.63,12.99,2.43,51.56,31.99,66.65,113.05,60.98,0.0,514.63,333.01,0.0
-1.0,87.88,0.0,0.0,8.73,11.03,2.75,41.98,36.29,63.28,163.41,7.45,0.0,460.82,24.02,0.0
-1.0,89.0,0.0,0.0,11.17,10.17,1.12,36.19,39.79,73.89,158.21,0.0,0.0,556.52,0.0,0.0
-1.0,87.75,0.0,0.0,12.54,8.78,1.47,32.15,45.63,72.86,122.21,0.0,0.0,629.88,0.0,0.0
-0.25,82.62,33.75,60.56,13.68,8.16,0.96,29.12,47.03,76.35,118.43,0.0,34.42,617.97,0.0,27.16
2.33,67.5,86.94,347.81,13.76,8.11,1.56,29.42,47.93,74.48,90.54,0.0,108.29,623.24,0.0,126.29
5.85,50.62,115.19,524.38,13.1,7.15,4.17,31.74,51.88,62.86,61.46,0.0,177.36,335.63,0.0,170.75
8.76,41.88,163.81,461.94,11.19,6.81,5.24,35.89,53.9,58.11,7.54,0.0,198.69,24.29,0.0,253.02
10.95,36.88,155.31,546.31,10.11,5.36,6.03,39.95,60.79,54.45,0.0,0.0,239.02,0.0,0.0,170.7
12.64,31.88,123.25,635.25,9.06,4.63,7.53,44.76,62.43,49.19,0.0,0.0,225.6,0.0,0.0,168.45
13.57,29.38,117.38,612.5,8.37,3.15,7.53,46.33,67.16,49.09,0.0,0.0,165.67,0.0,0.0,28.83
13.93,29.0,91.88,632.44,7.94,2.24,6.75,48.53,70.25,50.39,0.0,0.0,85.27,0.0,0.0,1.33
13.19,31.5,61.94,338.25,7.1,2.25,5.71,52.07,67.52,52.54,0.0,0.0,17.41,0.0,0.0,0.0
11.32,35.5,7.62,24.56,6.54,2.15,4.24,55.01,66.27,58.95,0.0,0.0,2.12,0.0,0.0,0.0
10.06,40.12,0.0,0.0,5.47,1.14,3.11,60.34,73.82,63.85,0.0,0.0,0.0,0.0,0.0,0.0
9.3,43.88,0.0,0.0,4.65,1.13,3.24,62.34,74.74,62.87,0.0,0.0,0.0,0.0,0.0,0.0
8.56,45.62,0.0,0.0,3.47,1.02,1.94,65.71,76.05,67.86,0.0,34.55,0.0,0.0,27.27,0.0
7.8,49.12,0.0,0.0,2.53,2.07,2.62,68.87,71.93,64.81,0.0,112.59,0.0,0.0,131.3,0.0
7.06,52.25,0.0,0.0,2.17,4.24,1.01,67.95,62.55,72.58,0.0,178.24,0.0,0.0,171.6,0.0
6.3,56.12,0.0,0.0,1.85,5.55,0.0,67.76,56.86,74.96,0.0,203.34,0.0,0.0,258.95,0.0
5.56,59.88,0.0,0.0,1.14,6.58,-0.6,73.78,52.48,78.01,0.0,249.16,0.0,0.0,177.94,0.0
4.67,62.25,0.0,0.0,0.96,7.74,-1.34,75.68,48.47,83.9,0.0,229.11,0.0,0.0,171.07,0.0
3.74,64.25,0.0,0.0,1.05,7.75,-1.86,75.9,48.35,85.62,34.62,168.3,0.0,27.33,29.29,0.0
2.77,67.5,0.0,0.0,2.33,7.0,-2.26,70.65,49.51,87.0,114.73,86.89,0.0,133.81,1.35,0.0
2.09,68.38,0.0,0.0,4.27,5.94,-3.79,62.4,51.71,96.13,178.68,17.71,0.0,172.02,0.0,0.0
1.59,69.25,0.0,0.0,5.71,4.64,-3.93,56.24,57.35,95.22,205.67,2.19,0.0,261.92,0.0,0.0
1.15,73.75,0.0,0.0,6.86,3.66,-2.54,51.49,61.55,83.45,254.24,0.0,0.0,181.57,0.0,0.0
0.81,76.62,0.0,0.0,7.85,3.36,-3.35,48.11,62.38,84.44,230.86,0.0,0.0,172.38,0.0,0.0
1.07,75.75,34.69,27.38,7.86,2.33,-4.22,47.99,66.06,86.91,169.62,0.0,26.31,29.52,0.0,73.07
2.55,69.38,116.88,136.31,7.13,2.28,-0.49,49.06,66.46,69.55,87.69,0.0,77.84,1.37,0.0,423.93
4.3,62.25,179.12,172.44,6.05,1.14,2.07,51.29,71.92,62.22,17.85,0.0,116.77,0.0,0.0,487.86
5.84,55.62,208.0,264.88,4.84,0.29,3.93,56.55,73.48,52.44,2.22,0.0,151.07,0.0,0.0,431.32
7.09,50.5,259.31,185.19,3.93,-0.39,5.83,60.4,76.88,44.45,0.0,0.0,127.13,0.0,0.0,561.45
7.94,47.75,232.62,173.69,3.41,-1.1,8.77,62.13,82.51,37.92,0.0,0.0,138.96,0.0,0.0,620.6
7.95,47.62,170.94,29.75,2.53,-1.7,10.31,65.15,84.62,34.31,0.0,0.0,123.17,0.0,0.0,650.99
7.24,48.62,88.5,1.38,2.11,-2.22,8.28,67.29,86.75,40.74,0.0,0.0,68.66,0.0,0.0,545.73
6.15,50.88,18.0,0.0,1.2,-3.2,9.53,71.58,92.38,37.98,0.0,0.0,51.11,0.0,0.0,416.57
5.01,55.75,2.25,0.0,0.44,-3.44,8.24,72.74,92.11,41.76,0.0,0.0,9.07,0.0,0.0,32.31
4.16,59.25,0.0,0.0,-0.29,-2.93,4.42,76.32,85.92,59.4,0.0,0.0,0.0,0.0,0.0,0.0
3.46,61.88,0.0,0.0,-0.98,-3.44,5.45,81.81,84.97,55.81,0.0,0.0,0.0,0.0,0.0,0.0
2.7,64.25,0.0,0.0,-1.61,-3.64,2.89,84.12,83.58,66.55,0.0,27.5,0.0,0.0,76.38,0.0
1.96,68.12,0.0,0.0,-2.2,-0.58,4.28,86.62,70.03,61.42,0.0,77.33,0.0,0.0,421.12,0.0
1.26,71.25,0.0,0.0,-2.9,2.28,2.22,90.5,61.3,70.86,0.0,118.6,0.0,0.0,495.52,0.0
0.56,72.0,0.0,0.0,-3.2,4.44,0.38,90.55,50.66,80.28,0.0,157.01,0.0,0.0,448.25,0.0
-0.2,75.75,0.0,0.0,-3.12,6.44,-0.42,87.15,42.67,80.29,0.0,133.22,0.0,0.0,588.35,0.0
-0.88,81.12,0.0,0.0,-3.48,8.69,1.2,85.23,38.15,66.32,0.0,138.13,0.0,0.0,616.93,0.0
-1.54,83.62,0.0,0.0,-3.35,9.84,-0.8,81.92,35.53,74.26,28.09,119.34,0.0,78.04,630.71,0.0
-2.18,86.5,0.0,0.0,-0.63,8.93,-2.86,70.26,38.99,86.13,77.07,72.2,0.0,419.72,573.92,0.0
-2.65,88.62,0.0,0.0,2.39,9.09,-3.27,60.84,39.24,88.41,119.52,49.62,0.0,499.36,404.38,0.0
-2.99,89.0,0.0,0.0,4.69,7.54,-1.74,49.77,44.07,76.5,159.97,8.66,0.0,456.72,30.84,0.0
-3.29,88.38,0.0,0.0,6.75,5.03,-3.52,41.77,57.01,86.11,136.26,0.0,0.0,601.8,0.0,0.0
-3.52,85.5,0.0,0.0,8.65,5.11,-4.31,38.26,57.21,94.61,137.72,0.0,0.0,615.09,0.0,0.0
-3.1,80.25,28.69,79.69,9.61,3.47,-3.59,36.14,64.02,90.38,117.42,0.0,28.61,620.58,0.0,13.68
-0.67,70.5,76.81,418.31,9.26,3.72,-0.57,38.12,64.08,74.97,73.98,0.0,123.27,588.02,0.0,89.69
2.48,60.38,120.44,503.19,8.88,2.28,0.5,39.87,70.55,72.09,48.87,0.0,184.32,398.28,0.0,131.37
4.91,48.88,162.94,465.19,7.19,0.96,2.42,45.22,77.2,62.73,8.46,0.0,229.77,30.11,0.0,101.75
7.01,40.88,139.31,615.25,5.34,0.16,3.77,55.82,77.21,58.53,0.0,0.0,243.52,0.0,0.0,58.52
8.61,38.38,137.31,613.25,4.94,0.55,3.14,57.92,69.66,62.84,0.0,0.0,223.53,0.0,0.0,79.49
9.41,36.75,115.5,610.44,3.75,-0.8,4.17,62.76,74.25,59.71,0.0,0.0,190.88,0.0,0.0,112.67
9.54,37.25,75.75,602.12,3.44,-2.21,5.68,65.42,82.44,53.54,0.0,0.0,145.71,0.0,0.0,241.96
8.69,40.5,48.12,392.19,2.31,-2.69,3.93,70.4,85.02,61.34,0.0,0.0,70.69,0.0,0.0,69.37
6.89,46.38,8.25,29.38,1.25,-2.16,2.84,75.66,78.94,65.86,0.0,0.0,6.47,0.0,0.0,4.4
5.6,54.62,0.0,0.0,0.45,-3.2,2.43,75.66,84.18,67.28,0.0,0.0,0.0,0.0,0.0,0.0
4.8,58.62,0.0,0.0,0.23,-3.73,0.94,71.33,90.99,74.67,0.0,0.0,0.0,0.0,0.0,0.0
4.0,61.5,0.0,0.0,-0.8,-3.31,1.57,74.25,88.63,71.71,0.0,29.21,0.0,0.0,13.96,0.0
3.2,66.75,0.0,0.0,-1.88,-1.06,0.83,80.59,77.79,75.1,0.0,119.23,0.0,0.0,86.75,0.0
2.34,70.25,0.0,0.0,-2.4,0.59,1.19,83.32,71.61,73.88,0.0,185.6,0.0,0.0,132.28,0.0
1.5,74.12,0.0,0.0,-2.37,2.43,-0.47,80.16,62.68,80.06,0.0,229.98,0.0,0.0,101.85,0.0
0.7,74.12,0.0,0.0,-3.03,3.6,-0.64,83.22,59.26,78.06,0.0,240.6,0.0,0.0,57.82,0.0
-0.04,73.0,0.0,0.0,-3.44,3.63,-0.36,89.19,60.79,77.8,0.0,231.89,0.0,0.0,82.47,0.0
-0.8,74.25,0.0,0.0,-3.17,4.3,-2.94,87.75,59.17,96.41,29.51,192.69,0.0,14.11,113.74,0.0
-1.6,78.75,0.0,0.0,-1.31,5.1,-1.71,79.21,55.96,90.77,117.21,140.14,0.0,85.28,232.7,0.0
-2.15,81.62,0.0,0.0,0.64,3.96,-1.63,71.36,61.23,91.36,186.24,70.81,0.0,132.73,69.5,0.0
-2.55,81.38,0.0,0.0,2.43,2.82,-1.76,62.65,65.99,92.92,230.09,6.45,0.0,101.89,4.39,0.0
-2.89,82.25,0.0,0.0,3.51,2.17,-3.02,59.63,68.58,100.0,239.15,0.0,0.0,57.47,0.0,0.0
-3.19,87.38,0.0,0.0,3.87,1.17,-3.32,59.77,73.46,100.0,236.07,0.0,0.0,83.95,0.0,0.0
-3.05,86.88,29.81,14.25,4.36,1.22,-2.59,58.89,73.61,99.81,193.6,0.0,31.82,114.28,0.0,19.89
-1.52,80.62,115.19,83.81,4.81,0.6,-0.54,57.17,76.36,87.04,137.35,0.0,107.85,228.07,0.0,97.17
0.68,71.12,186.88,133.19,3.97,0.52,1.89,61.17,77.81,73.6,70.88,0.0,175.34,69.56,0.0,97.72
2.44,62.62,230.19,101.94,2.8,-0.54,5.82,66.05,80.47,55.68,6.45,0.0,256.94,4.38,0.0,128.97
3.44,60.0,237.69,57.12,2.04,-0.88,7.11,69.23,79.47,49.89,0.0,0.0,265.07,0.0,0.0,93.35
4.08,58.75,240.25,85.44,1.29,-0.91,7.39,72.86,81.15,50.36,0.0,0.0,231.98,0.0,0.0,31.99
4.42,58.62,194.5,114.81,1.04,-2.26,8.17,74.55,92.14,47.69,0.0,0.0,207.83,0.0,0.0,39.36
4.56,58.38,134.56,223.44,0.49,-1.77,8.44,76.99,91.13,47.08,0.0,0.0,161.05,0.0,0.0,80.62
3.98,61.12,70.94,69.62,0.18,-1.8,8.04,79.78,92.49,48.69,0.0,0.0,83.11,0.0,0.0,46.11
2.79,66.12,6.44,4.38,-0.58,-1.88,6.32,80.68,93.77,55.89,0.0,0.0,7.15,0.0,0.0,3.24
1.93,69.88,0.0,0.0,-1.01,-2.52,5.57,80.17,97.09,58.55,0.0,0.0,0.0,0.0,0.0,0.0
1.39,72.25,0.0,0.0,-1.19,-2.69,2.94,82.83,99.81,71.16,0.0,0.0,0.0,0.0,0.0,0.0
0.89,75.5,0.0,0.0,-1.92,-2.04,2.53,90.01,96.22,73.08,0.0,33.16,0.0,0.0,20.72,0.0
0.39,77.62,0.0,0.0,-1.8,-0.04,0.99,91.32,84.14,78.1,0.0,111.98,0.0,0.0,100.89,0.0
-0.11,81.75,0.0,0.0,-1.89,2.35,0.16,93.06,71.36,79.68,0.0,181.42,0.0,0.0,101.11,0.0
-0.61,80.88,0.0,0.0,-1.95,5.32,1.21,94.2,57.84,69.18,0.0,248.32,0.0,0.0,124.64,0.0
-1.11,80.88,0.0,0.0,-2.27,6.75,-1.55,95.42,51.26,78.66,0.0,258.53,0.0,0.0,91.05,0.0
-1.43,84.5,0.0,0.0,-2.37,7.26,-0.64,97.66,50.8,72.02,0.0,229.99,0.0,0.0,31.71,0.0
-1.63,87.88,0.0,0.0,-1.77,7.75,-3.52,94.42,49.22,86.58,33.83,201.91,0.0,21.14,38.24,0.0
-1.82,91.5,0.0,0.0,0.21,7.87,-5.66,82.7,49.17,98.75,114.05,154.99,0.0,102.76,77.59,0.0
-1.96,93.62,0.0,0.0,2.58,7.37,-6.36,70.24,51.29,100.0,184.46,79.46,0.0,102.81,44.09,0.0
-2.0,94.62,0.0,0.0,5.07,5.91,-6.72,58.92,57.64,100.0,244.0,6.95,0.0,122.48,3.15,0.0
-2.06,93.75,0.0,0.0,6.57,4.98,-5.25,51.94,61.21,88.32,255.27,0.0,0.0,89.9,0.0,0.0
-2.1,95.5,0.0,0.0,7.2,3.25,-7.06,51.03,69.64,93.63,228.99,0.0,0.0,31.58,0.0,0.0
-1.54,92.62,34.5,21.56,7.54,2.59,-5.81,49.98,72.79,80.92,198.96,0.0,27.2,37.68,0.0,115.85
0.42,81.25,116.12,104.62,7.58,1.38,-3.97,50.21,76.05,71.4,151.97,0.0,55.55,76.08,0.0,572.2
2.77,69.12,187.5,104.5,7.03,0.51,-0.87,52.58,77.78,59.71,77.64,0.0,68.59,43.07,0.0,709.11
4.85,60.0,239.69,120.31,5.71,0.55,2.89,58.51,72.78,45.16,6.85,0.0,72.98,3.1,0.0,860.51
6.41,52.62,252.0,88.75,4.69,-1.24,4.55,62.55,77.02,39.6,0.0,0.0,75.47,0.0,0.0,839.91
7.15,51.25,228.0,31.44,3.41,-1.34,4.78,68.88,76.01,37.23,0.0,0.0,68.31,0.0,0.0,752.76
7.36,50.75,196.0,37.12,2.62,-3.33,7.93,72.64,85.42,28.54,0.0,0.0,70.67,0.0,0.0,881.37
7.34,51.25,148.94,74.56,1.57,-4.98,6.81,75.02,94.37,31.39,0.0,0.0,54.78,0.0,0.0,746.5
6.74,53.88,75.81,42.06,0.69,-5.75,4.76,76.83,99.67,36.96,0.0,0.0,35.64,0.0,0.0,478.9
5.53,59.38,6.75,3.06,0.22,-6.23,3.78,74.58,99.73,40.54,0.0,0.0,7.09,0.0,0.0,38.84
4.44,63.88,0.0,0.0,-1.09,-5.77,1.12,76.2,91.85,51.8,0.0,0.0,0.0,0.0,0.0,0.0
3.54,68.12,0.0,0.0,-1.69,-6.88,2.22,78.01,92.44,49.23,0.0,0.0,0.0,0.0,0.0,0.0
2.64,72.5,0.0,0.0,-3.23,-6.12,1.51,84.83,82.77,52.9,0.0,26.63,0.0,0.0,113.43,0.0
1.74,74.0,0.0,0.0,-4.64,-3.91,-0.44,92.19,71.07,61.04,0.0,55.8,0.0,0.0,574.85,0.0
0.84,75.88,0.0,0.0,-5.44,-0.71,-2.1,97.59,59.05,71.69,0.0,69.39,0.0,0.0,717.4,0.0
-0.06,76.38,0.0,0.0,-5.99,2.55,-2.65,98.06,46.33,77.55,0.0,71.27,0.0,0.0,840.35,0.0
-0.96,75.38,0.0,0.0,-6.03,4.5,-2.54,93.62,39.74,77.45,0.0,75.21,0.0,0.0,836.95,0.0
-1.99,80.0,0.0,0.0,-6.79,5.38,-4.27,91.84,35.74,88.03,0.0,71.56,0.0,0.0,788.6,0.0
-3.15,84.25,0.0,0.0,-6.27,7.3,-4.09,83.69,29.96,83.28,26.34,67.74,0.0,112.21,844.84,0.0
-4.35,90.0,0.0,0.0,-3.88,6.76,-6.94,70.91,31.51,99.37,55.93,54.58,0.0,576.18,743.81,0.0
-5.18,95.5,0.0,0.0,-0.63,5.26,-6.99,58.71,35.73,96.07,69.79,37.01,0.0,721.55,497.33,0.0
-5.78,96.38,0.0,0.0,2.38,3.8,-6.87,46.92,40.46,89.9,70.41,7.11,0.0,830.27,38.92,0.0
-6.25,95.38,0.0,0.0,4.47,1.77,-6.39,39.81,49.59,82.84,75.07,0.0,0.0,835.48,0.0,0.0
-6.71,91.25,0.0,0.0,5.69,1.79,-7.45,34.99,50.86,91.77,73.18,0.0,0.0,806.52,0.0,0.0
-6.4,84.62,26.06,111.0,6.98,0.93,-7.1,30.67,55.33,95.34,66.27,0.0,28.47,826.57,0.0,103.09
-3.85,70.75,56.06,577.5,6.73,-0.53,-3.87,31.56,61.46,81.23,54.48,0.0,87.07,742.47,0.0,498.46
-0.56,58.38,70.19,725.69,5.51,-1.85,0.37,35.12,70.47,61.29,37.69,0.0,168.23,506.54,0.0,412.1
2.23,47.5,69.56,820.19,3.82,-2.63,0.8,40.42,77.46,54.83,7.11,0.0,210.15,38.96,0.0,259.14
4.45,39.88,74.94,834.0,2.1,-3.07,2.68,48.48,80.6,46.2,0.0,0.0,199.26,0.0,0.0,401.89
5.95,34.25,74.81,824.44,1.57,-4.31,2.97,51.68,88.26,45.91,0.0,0.0,166.72,0.0,0.0,413.64
6.71,31.38,64.81,808.31,0.63,-4.61,5.82,56.54,86.64,34.88,0.0,0.0,185.44,0.0,0.0,449.06
6.71,31.62,54.38,741.12,-0.58,-6.37,4.19,61.67,95.62,37.4,0.0,0.0,100.48,0.0,0.0,530.25
5.72,34.5,38.38,515.75,-1.73,-6.66,3.76,69.86,93.91,39.22,0.0,0.0,59.44,0.0,0.0,418.39
3.83,40.38,7.12,39.0,-2.63,-6.81,3.07,77.42,89.51,42.35,0.0,0.0,11.65,0.0,0.0,34.3
2.38,47.38,0.0,0.0,-3.33,-6.75,2.6,82.18,85.11,48.89,0.0,0.0,0.0,0.0,0.0,0.0
1.38,52.5,0.0,0.0,-4.32,-7.42,1.93,88.38,91.58,53.96,0.0,0.0,0.0,0.0,0.0,0.0
0.38,57.75,0.0,0.0,-4.88,-7.05,1.04,88.32,94.98,56.84,0.0,28.58,0.0,0.0,103.49,0.0
-0.62,61.88,0.0,0.0,-6.08,-3.98,-1.32,93.75,81.86,64.41,0.0,86.41,0.0,0.0,494.67,0.0
-1.62,69.25,0.0,0.0,-6.49,-0.27,-1.79,92.83,64.39,66.51,0.0,161.15,0.0,0.0,394.74,0.0
-2.62,77.38,0.0,0.0,-6.78,0.95,-3.57,89.32,54.22,75.3,0.0,212.58,0.0,0.0,262.13,0.0
-3.56,83.75,0.0,0.0,-6.93,2.69,-2.49,86.25,46.16,66.9,0.0,199.44,0.0,0.0,402.26,0.0
-4.34,88.5,0.0,0.0,-7.4,3.53,-4.46,91.48,44.2,77.21,0.0,173.99,0.0,0.0,431.67,0.0
-5.1,90.0,0.0,0.0,-7.02,5.27,-4.57,94.8,36.38,78.07,28.64,178.62,0.0,103.68,432.56,0.0
-5.84,91.88,0.0,0.0,-4.03,4.59,-6.98,82.18,36.39,89.64,86.08,103.52,0.0,492.78,546.28,0.0
-6.35,91.75,0.0,0.0,-0.59,4.08,-6.09,65.95,38.36,80.76,157.6,60.88,0.0,386.06,428.48,0.0
-6.75,89.12,0.0,0.0,1.03,2.9,-7.59,53.92,42.86,87.56,213.79,11.52,0.0,263.63,33.9,0.0
-7.09,87.38,0.0,0.0,2.69,2.0,-6.22,46.14,51.2,75.87,199.53,0.0,0.0,402.44,0.0,0.0
-7.39,91.38,0.0,0.0,3.81,1.24,-7.22,43.35,56.92,81.85,177.62,0.0,0.0,440.68,0.0,0.0
-7.0,94.62,28.69,103.88,4.99,0.36,-7.61,37.13,59.86,85.98,175.22,0.0,25.86,424.31,0.0,117.1
-4.08,82.5,85.75,490.88,4.79,-1.21,-5.32,35.88,63.89,74.18,105.04,0.0,47.46,554.29,0.0,577.25
-0.87,67.5,154.06,377.38,4.24,-1.88,-1.15,37.93,66.95,58.67,61.59,0.0,85.17,433.52,0.0,671.4
1.1,53.62,215.0,265.12,2.82,-3.17,2.16,43.12,73.27,42.64,11.45,0.0,159.03,33.7,0.0,532.73
2.7,46.12,199.62,402.62,1.7,-3.1,3.29,52.35,70.07,35.03,0.0,0.0,191.87,0.0,0.0,389.23
4.05,42.5,181.25,449.69,0.9,-4.45,4.83,58.4,77.17,31.26,0.0,0.0,208.49,0.0,0.0,345.26
