Hour,Day Type,Daylight Savings Status,Outdoor Drybulb Temperature [C],Outdoor Relative Humidity [%],Diffuse Solar Radiation [W/m2],Direct Solar Radiation [W/m2],Indoor Temperature [C],Average Unmet Cooling Setpoint Difference [C],Indoor Relative Humidity [%],Equipment Electric Power [kWh],DHW Heating [kWh],Cooling Load [kWh]
4,5.0,0.0,6.85,92.875,0.0,0.0,22.231655529494972,0.0,43.66281294041404,6.667810341535417,0.5127767581415965,0.0
5,5.0,0.0,6.45,92.25,0.0,0.0,22.22024149282113,0.0,42.75277140734642,6.7393055031348785,1.028289911795546,0.0
6,5.0,0.0,6.174999999999999,92.375,0.0,0.0,22.22000000002452,0.0,41.90867029365933,7.3503279909048995,3.0959704718103875,0.0
7,5.0,0.0,5.9125,90.75,0.0,0.0,22.220000000000006,0.0,41.189661311654085,8.88398166109162,7.031521826776512,0.0
8,5.0,0.0,6.299999999999999,90.0,39.375,84.5625,22.21999999999999,0.0,40.650329094159034,10.587420450438342,8.493013614492314,0.0
9,5.0,0.0,8.6625,80.0,94.625,482.625,22.266334925908765,0.0,40.36787616519539,11.181228337918652,8.672595318726689,0.0
10,5.0,0.0,11.712500000000004,65.875,73.75,769.375,22.55618041787709,0.0,39.45835643421794,11.696799700485526,8.07590715264017,0.08303839756806444
11,5.0,0.0,14.3625,50.375,71.25,871.25,22.869864401819992,0.0,38.19325417664011,11.849167580555271,7.053439955128482,1.232183384746204
12,5.0,0.0,16.6125,40.875,77.3125,891.5625,23.025717425698254,8.897882303610705e-07,36.73671658235361,12.053006293960806,6.007167062004074,3.363356839029768
13,5.0,0.0,18.275000000000006,37.125,83.3125,869.875,23.079327860344087,4.957188782151392e-06,35.848637412156,11.884346025370625,5.202668255207638,5.828156767775649
14,5.0,0.0,19.175,32.875,79.0,838.625,23.19719127240163,1.557104891726744e-05,34.87944051276879,11.41164143159925,4.711298787915209,7.525988224072512
15,5.0,0.0,19.4625,30.375,75.0625,751.6875,23.41470596214755,1.2267059194286549e-05,33.432960974482846,11.100646529402862,4.140205094666053,8.904504650354356
16,5.0,0.0,18.8125,31.875,61.625,592.6875,23.51199811657059,1.014104752010877e-05,32.352158493191446,11.509661854183388,4.169636966151983,9.631206383108804
17,5.0,0.0,17.2125,36.125,33.375,329.5625,23.52411161760242,6.203385995206551e-06,31.922176730592554,13.194793824968892,4.653994652313235,7.176116438804187
18,5.0,0.0,15.375,43.0,0.0,0.0,23.48309717352881,3.0139194587028583e-06,32.524340915878646,15.976053967847042,5.695866215792406,3.5551404484676485
19,5.0,0.0,14.075,51.625,0.0,0.0,23.472434667825027,2.0002931425940785e-06,33.875065802071106,15.717724003894267,6.747839907684386,3.1721233648210476
20,5.0,0.0,13.0125,53.125,0.0,0.0,23.432262965347963,1.6013900980518638e-07,35.08766688990136,14.365106755047387,6.955964084353808,2.2137274811002565
21,5.0,0.0,11.975,53.875,0.0,0.0,23.317516873899816,0.0,35.55578404282601,13.615429747283882,6.333988148372886,1.16794858836292
22,5.0,0.0,10.975,55.0,0.0,0.0,23.120797190058873,0.0,35.66734091549584,12.964295099411096,5.5501749503374915,0.5215434652831852
23,5.0,0.0,9.975,57.5,0.0,0.0,22.852679347087253,0.0,35.55433125984605,11.16112536329695,4.191756641253054,0.18832909234714587
24,5.0,0.0,8.975,61.5,0.0,0.0,22.58072035793232,0.0,35.39883485772772,9.292887952065069,2.714462320215967,0.01755643833575649
1,6.0,0.0,7.975,65.5,0.0,0.0,22.383272647362094,0.0,35.034234758734776,7.6833722121192025,1.31457375188539,0.0
2,6.0,0.0,6.975,71.375,0.0,0.0,22.282896124817437,0.0,34.5400739026644,7.131348481968132,0.6944548687152529,0.0
3,6.0,0.0,5.9125,76.5,0.0,0.0,22.230126052067877,0.0,34.18400926572258,6.845460529838587,0.47222784546542024,0.0
4,6.0,0.0,5.1875,77.375,0.0,0.0,22.220000155416752,0.0,33.65418609147628,6.667810341535417,0.5117358988310576,0.0
5,6.0,0.0,4.625,77.0,0.0,0.0,22.22000000000017,0.0,32.96393936126284,6.7393055031348785,1.0254865382103664,0.0
6,6.0,0.0,4.15,82.0,0.0,0.0,22.220000000000017,0.0,32.43566336259708,7.3503279909048995,3.102654556088146,0.0
7,6.0,0.0,3.75,88.75,0.0,0.0,22.220000000000006,0.0,32.56303036643735,8.88398166109162,7.0396323573728825,0.0
8,6.0,0.0,4.0375000000000005,87.875,38.0625,90.9375,22.220000000000006,0.0,32.966523592601256,10.587420450438342,8.506951167771344,0.0
9,6.0,0.0,6.3,77.875,89.875,518.25,22.234091821998845,0.0,33.06099186175013,11.181228337918652,8.686953946801081,0.0
10,6.0,0.0,9.25,66.75,63.0625,815.1875,22.407357965542722,0.0,32.86686080722816,11.696799700485526,8.08680087430432,0.0
11,6.0,0.0,11.8,53.0,66.125,892.8125,22.674781592442063,0.0,32.38472824819701,11.849167580555271,7.075280993508854,0.21000415547106824
12,6.0,0.0,13.8875,43.25,68.25,928.625,22.907535768327346,1.8857705294722056e-06,31.465959550543143,12.053006293960806,6.038097493685569,1.3117673680531008
13,6.0,0.0,15.4125,39.125,64.875,945.1875,23.027058146502835,6.750926303194197e-06,30.832953529956455,11.884346025370625,5.207697009323664,3.211921001246876
14,6.0,0.0,16.3375,36.125,58.3125,930.0,23.059244778117492,1.7990317560706086e-05,30.315162882256494,11.41164143159925,4.701792525369492,5.18508792153678
15,6.0,0.0,16.6,37.5,52.4375,865.5625,23.182487378292098,1.636027770898084e-05,29.643978350534777,11.100646529402862,4.179066602645538,6.424112762274884
16,6.0,0.0,15.975000000000003,40.875,46.0625,727.25,23.31463949394566,7.832352370663188e-06,29.61167460274291,11.509661854183388,4.140263865233992,6.5510942572065165
17,6.0,0.0,14.475000000000003,45.75,30.0,434.9375,23.322275640877578,3.3375935634887885e-06,30.225034506692566,13.194793824968892,4.689379381191475,4.788505877363226
18,6.0,0.0,12.55,51.125,0.0,0.0,23.17358530204128,1.301814238293109e-06,31.679999241608773,15.976053967847042,5.700802811060643,1.2843913997799712
19,6.0,0.0,11.55,56.75,0.0,0.0,23.105632831587496,1.2352171036836887e-06,33.082169918225524,15.717724003894267,6.741991125860725,1.1333687072526972
20,6.0,0.0,11.0875,61.5,0.0,0.0,23.044496450379576,4.052936996209326e-07,34.5871440479141,14.365106755047387,6.96706272022609,0.781871401990035
21,6.0,0.0,10.5875,64.25,0.0,0.0,22.94124360723859,0.0,35.997379496473414,13.615429747283882,6.36077090352732,0.4999516751406743
22,6.0,0.0,10.0875,68.125,0.0,0.0,22.80982131260804,4.3310860870564996e-05,37.08639143656222,12.964295099411096,5.5740518385998294,0.3122204621528306
23,6.0,0.0,9.5875,69.375,0.0,0.0,22.651156496696466,0.0,38.02951226440323,11.16112536329695,4.172852525724008,0.14785856187978008
24,6.0,0.0,9.0875,69.0,0.0,0.0,22.496490380636523,0.0,38.28778516730436,9.292887952065069,2.7367495260425034,0.021982946117726887
1,7.0,0.0,8.837500000000002,63.375,0.0,0.0,22.379103379075175,0.0,37.825941912246385,7.794315217642483,1.463984336186054,0.0
2,7.0,0.0,8.8,61.875,0.0,0.0,22.311597670339832,0.0,36.70158899512301,7.198257821900184,0.7745835420968247,0.0
3,7.0,0.0,8.7375,64.875,0.0,0.0,22.27800562905017,0.0,36.01099456551011,6.889069561207352,0.5257322051862041,0.0
4,7.0,0.0,8.7625,66.625,0.0,0.0,22.253149423376012,0.0,35.74769692495626,6.692355996816513,0.5687786034804498,0.0
5,7.0,0.0,8.8,68.875,0.0,0.0,22.24551201803174,0.0,35.75836850185895,6.785887419237894,1.1545409309578691,0.0
6,7.0,0.0,8.8,70.625,0.0,0.0,22.238490660614637,0.0,36.08340649896729,7.423987574611205,3.424357844053328,0.0
7,7.0,0.0,8.8,74.125,0.0,0.0,22.23310344988672,0.0,36.717312952068,9.066921661472994,7.760781742898911,0.0
8,7.0,0.0,8.925,81.0,13.3125,0.0,22.231292945139675,0.0,37.945941158942034,10.949979190344084,9.455868234884893,0.0
9,7.0,0.0,9.5625,82.125,51.1875,0.0,22.22857990681887,0.0,39.07015258174091,11.741014049883574,9.757610392886058,0.0
10,7.0,0.0,10.3375,81.0,80.375,0.0,22.23099839515582,0.0,40.141517246373404,12.454497414957867,9.14275908391978,0.0
11,7.0,0.0,10.662499999999998,83.5,78.875,0.0,22.223778460521295,0.0,41.299056658910466,12.687478672504858,8.012999515981907,0.0
12,7.0,0.0,11.0125,82.5,66.75,0.0,22.223516062640183,0.0,42.49791445552487,12.902946819716412,6.8370418036059135,0.0
13,7.0,0.0,11.2,81.0,99.9375,56.8125,22.235444863258834,0.0,43.23264546633141,12.65665649132132,5.917939583698646,0.0
14,7.0,0.0,12.6375,81.0,252.3125,328.6875,22.34918413060234,0.0,43.686261131385976,12.118764013942258,5.303687172334317,0.09222593905534637
15,7.0,0.0,14.3125,67.875,139.375,512.8125,22.602073290297444,0.0,43.85577448541796,11.732479713551907,4.7427916071775815,0.7984501593631181
16,7.0,0.0,15.1125,57.5,92.875,433.75,22.802210738420502,0.0,43.06251039971081,12.107492710919825,4.687356015844412,1.2465175642895223
17,7.0,0.0,15.05,56.625,43.75,219.125,22.8068996777347,0.0,42.8375178163306,13.778196779200126,5.290447809707055,0.9015170965779236
18,7.0,0.0,14.4,58.25,0.0,0.0,22.646933767427555,0.0,43.55704758977266,16.555466290950594,6.42565414875707,0.3964113232060666
19,7.0,0.0,13.7875,63.375,0.0,0.0,22.649127163171674,0.0,44.34927758301887,16.29998221063618,7.625345581282371,0.44084164389877945
20,7.0,0.0,13.225,65.375,0.0,0.0,22.651927748409847,0.0,45.08561711834617,14.95791996811918,7.921594563813674,0.4102610062173856
21,7.0,0.0,12.6875,68.125,0.0,0.0,22.59073373425129,0.0,45.46885400498147,14.20731335900552,7.2631066250945,0.35785068259563135
22,7.0,0.0,12.1875,72.5,0.0,0.0,22.532952271586844,0.0,45.93578556107071,13.554210953460414,6.351102887409519,0.2957459927021716
23,7.0,0.0,11.6875,75.25,0.0,0.0,22.446332768272807,0.0,46.46093357683509,11.621593008693123,4.7891286085162985,0.18212301188876662
24,7.0,0.0,11.1875,77.875,0.0,0.0,22.374260484210723,0.0,46.65305482087551,9.54829133482013,3.0899166557275417,0.019492890061994582
1,1.0,0.0,10.5,79.625,0.0,0.0,22.320226505786728,0.0,46.55002758046887,7.794315217642483,1.4701617898990016,0.0
2,1.0,0.0,9.7625,86.875,0.0,0.0,22.28744349778941,0.0,46.30342543287894,7.198257821900184,0.7784048393856408,0.0
3,1.0,0.0,9.0,93.5,0.0,0.0,22.267966018130103,0.0,46.540123448623,6.889069561207352,0.5280036448683046,0.0
4,1.0,0.0,8.45,98.125,0.0,0.0,22.249538267364272,0.0,46.75144287726127,6.692355996816513,0.5706353565022473,0.0
5,1.0,0.0,8.05,100.0,0.0,0.0,22.235714804910685,0.0,46.99995208019725,6.785887419237894,1.148700949528771,0.0
6,1.0,0.0,7.7125,100.0,0.0,0.0,22.230746114744715,0.0,47.00405233758738,7.423987574611205,3.433745127330772,0.0
7,1.0,0.0,7.4125,100.0,0.0,0.0,22.22234296141477,0.0,46.94567362676352,9.066921661472994,7.772825991297976,0.0
8,1.0,0.0,7.425,100.0,15.0,0.0,22.220035819716614,0.0,46.90114713360106,10.949979190344084,9.472451635543502,0.0
9,1.0,0.0,7.875,96.25,52.0625,0.0,22.219998770955534,0.0,46.63026528070311,11.741014049883574,9.775413119905059,0.0
10,1.0,0.0,8.4125,92.125,74.4375,0.0,22.219988803433843,0.0,45.88554876360198,12.454497414957867,9.158407641316597,0.0
11,1.0,0.0,8.6,89.75,59.1875,0.0,22.219997436998778,0.0,45.11745557757807,12.687478672504858,8.02367694581849,0.0
12,1.0,0.0,8.7875,88.375,86.6875,0.0,22.219999999997807,0.0,44.44869936626768,12.902946819716412,6.842477524473081,0.0
13,1.0,0.0,8.9,85.5,107.375,112.5,22.224723011311365,0.0,43.91895757168839,12.65665649132132,5.919199532900662,0.0
14,1.0,0.0,10.275,79.0,197.625,579.375,22.344184620092427,0.0,43.236367007342544,12.118764013942258,5.325820298914124,0.05601277479754274
15,1.0,0.0,11.725,73.5,112.8125,697.875,22.56332538849006,0.0,42.503488468706635,11.732479713551907,4.7443380099946255,0.8522934151996772
16,1.0,0.0,12.474999999999998,68.875,83.625,730.125,22.866206753096275,0.0,41.57599896723423,12.107492710919825,4.685746356453799,2.2992394123952273
17,1.0,0.0,12.45,67.625,34.3125,509.625,22.903449016051376,0.0,41.40363083243503,13.778196779200126,5.313162329344642,2.048573431108284
18,1.0,0.0,11.8,68.625,0.0,0.0,22.549410183716383,0.0,42.8076184930239,16.555466290950594,6.431471636700831,0.2764774178867081
19,1.0,0.0,11.0625,70.25,0.0,0.0,22.476023251720857,0.0,43.61487126438336,16.29998221063618,7.635384971628376,0.28019050583423
20,1.0,0.0,10.425,72.25,0.0,0.0,22.443477430460618,0.0,43.860875503075185,14.95791996811918,7.933033537555707,0.21850889237203944
21,1.0,0.0,9.7625,73.0,0.0,0.0,22.397442352726248,0.0,43.62979808301299,14.20731335900552,7.271450405446867,0.12015266172915642
22,1.0,0.0,9.0625,76.75,0.0,0.0,22.354575674188293,0.0,43.09360207323897,13.554210953460414,6.35957025634272,0.02330453506296187
