outdoor_dry_bulb_temperature,outdoor_relative_humidity,diffuse_solar_irradiance,direct_solar_irradiance,outdoor_dry_bulb_temperature_predicted_1,outdoor_dry_bulb_temperature_predicted_2,outdoor_dry_bulb_temperature_predicted_3,outdoor_relative_humidity_predicted_1,outdoor_relative_humidity_predicted_2,outdoor_relative_humidity_predicted_3,diffuse_solar_irradiance_predicted_1,diffuse_solar_irradiance_predicted_2,diffuse_solar_irradiance_predicted_3,direct_solar_irradiance_predicted_1,direct_solar_irradiance_predicted_2,direct_solar_irradiance_predicted_3
20.62,98.12,0.0,0.0,24.048632,23.056234,20.797918,82.31928,91.39745,90.38858,46.555305,29.599947,0.0,27.516428,34.248314,0.0
20.55,97.62,0.0,0.0,24.194468,21.197926,21.141058,94.00209,80.42655,78.35577,76.980865,33.698406,0.0,56.04173,24.197817,0.0
21.08,97.56,63.8,79.33,23.502554,21.056942,18.849815,79.32851,72.72169,79.14304,83.54068,13.402994,61.16365,34.375813,19.997643,55.974445
21.56,95.94,116.56,164.82,24.086256,20.88369,20.892464,77.630424,100.0,92.411385,59.220253,0.0,122.37286,27.986992,0.0,39.66723
22.07,95.19,180.28,148.73,23.100077,20.585756,20.92863,91.45664,100.0,72.78423,62.780605,0.0,211.15167,43.47019,0.0,67.642876
22.92,93.94,207.36,125.66,22.500586,22.119522,21.89345,100.0,95.8114,86.3728,40.025723,0.0,280.9198,26.783184,0.0,107.18657
23.61,91.5,47.59,26.96,23.81016,20.124033,24.363607,86.04219,76.98349,57.158047,37.41575,0.0,391.42484,25.791124,0.0,130.11523
23.9,89.38,96.04,52.18,22.790506,20.534502,25.428137,100.0,75.32491,86.731384,22.434486,0.0,498.34418,27.833942,0.0,261.64392
23.95,87.88,70.24,36.91,22.310823,18.896381,24.300098,100.0,69.003044,47.96245,12.054599,0.0,281.41992,21.505354,0.0,175.17957
23.91,86.94,52.24,33.41,20.901583,21.708378,24.700478,100.0,100.0,72.58695,0.0,0.0,272.9628,0.0,0.0,315.78543
23.57,88.06,56.72,36.56,22.182264,19.369577,27.135452,100.0,76.62505,56.160145,0.0,0.0,231.42212,0.0,0.0,257.02148
23.15,90.44,35.63,23.81,21.482038,19.377693,26.389427,100.0,100.0,80.4364,0.0,0.0,188.26143,0.0,0.0,179.93065
22.82,92.94,36.52,27.57,20.34993,19.698002,23.566986,88.231895,100.0,86.93366,0.0,0.0,270.56873,0.0,0.0,175.64754
22.47,95.19,27.32,28.43,20.93882,21.004232,22.693546,100.0,78.88456,69.89937,0.0,0.0,94.80483,0.0,0.0,139.28851
22.08,96.88,10.72,24.6,20.652958,19.314949,23.947554,100.0,100.0,84.042244,0.0,38.85319,63.518906,0.0,49.54805,40.624203
21.57,97.75,0.0,0.0,20.061884,20.220547,20.78386,100.0,88.307045,100.0,0.0,105.18472,0.0,0.0,70.401405,0.0
21.27,97.62,0.0,0.0,21.032871,21.01421,20.847244,83.342926,66.416115,76.25875,0.0,169.61807,0.0,0.0,97.915665,0.0
20.94,97.94,0.0,0.0,20.42113,22.068754,21.526619,79.32457,65.952675,100.0,0.0,308.10474,0.0,0.0,138.14798,0.0
20.75,98.12,0.0,0.0,19.764496,23.759777,23.261398,82.02832,81.708534,61.0787,0.0,391.22418,0.0,0.0,128.12886,0.0
20.35,98.62,0.0,0.0,19.899582,23.69199,23.19804,100.0,80.55195,100.0,0.0,391.69968,0.0,0.0,197.48723,0.0
20.32,98.19,0.0,0.0,19.596998,25.81231,22.929577,100.0,60.692936,73.27297,45.847805,408.6284,0.0,51.910538,317.86572,0.0
20.28,98.25,0.0,0.0,21.38914,27.052645,19.343681,77.89373,52.477303,100.0,93.71303,297.82877,0.0,66.35028,215.40656,0.0
20.19,98.19,0.0,0.0,20.707447,27.515928,19.237274,74.51467,89.04388,75.735245,209.29665,311.51892,0.0,84.850235,268.10257,0.0
20.3,97.88,0.0,0.0,22.845264,24.71351,20.232529,76.590355,63.48841,94.141914,234.69348,220.71246,0.0,149.75424,145.6909,0.0
20.33,97.62,0.0,0.0,23.537268,25.032955,21.06162,95.728035,57.661823,100.0,380.31226,155.65353,0.0,130.14406,114.55963,0.0
20.3,97.31,0.0,0.0,24.50606,24.455563,20.238707,78.267944,84.68221,72.38448,381.12405,122.6838,0.0,232.73128,85.810104,0.0
20.55,96.75,51.25,48.64,25.720297,24.000362,21.554485,69.037094,75.68086,62.34497,320.5378,70.798004,47.65849,271.7639,73.285545,265.53323
20.95,95.81,116.34,64.11,25.12964,21.099932,24.509474,78.82496,74.24566,72.777054,307.3086,0.0,174.40485,320.554,0.0,569.11444
21.48,92.5,219.39,89.44,26.122118,22.82569,24.693747,61.253044,87.618675,82.97351,311.56607,0.0,96.031044,187.44751,0.0,748.82764
22.34,87.75,273.11,128.09,25.618502,21.517857,24.341051,88.39275,88.67235,58.040123,297.92847,0.0,178.2458,132.51782,0.0,347.04065
23.65,82.5,328.45,130.39,24.790487,22.695127,25.347183,86.024895,100.0,82.63284,208.75143,0.0,400.58102,134.61577,0.0,451.30276
24.76,78.81,399.1,228.67,24.465977,21.297314,26.686987,98.90247,74.253174,78.327034,116.45046,0.0,267.66913,114.333786,0.0,330.6079
25.42,76.19,325.41,290.18,22.909397,19.861887,26.922583,100.0,100.0,52.595036,58.715366,0.0,387.80002,58.031944,0.0,567.3246
25.83,74.25,259.65,288.21,23.065327,21.722496,26.634428,100.0,87.96395,60.184937,0.0,0.0,197.17441,0.0,0.0,243.57646
26.06,73.62,356.0,208.55,22.285204,19.12612,27.398527,78.81294,78.88407,77.37287,0.0,0.0,226.92833,0.0,0.0,243.62134
25.8,75.75,292.18,147.46,21.156593,21.569405,26.161259,79.445984,100.0,77.68381,0.0,0.0,279.9548,0.0,0.0,120.39456
25.08,82.31,217.3,139.05,20.975527,21.215952,27.558239,97.752106,72.67039,91.52967,0.0,0.0,191.50432,0.0,0.0,100.46997
24.19,87.25,121.78,109.51,20.412233,19.779741,27.471422,100.0,100.0,50.99915,0.0,0.0,202.02884,0.0,0.0,111.254326
23.3,92.19,58.15,66.02,20.713125,21.841755,26.440754,100.0,100.0,66.49719,0.0,79.48265,80.83626,0.0,279.48923,112.22615
22.58,94.81,0.0,0.0,21.122957,23.907137,22.2173,81.49021,100.0,100.0,0.0,143.42052,0.0,0.0,502.57053,0.0
22.18,95.88,0.0,0.0,19.549698,25.684551,22.37374,88.23148,86.05046,74.79042,0.0,138.69926,0.0,0.0,454.4407,0.0
21.89,96.25,0.0,0.0,19.754826,25.178205,22.887163,97.02524,67.0411,91.71654,0.0,142.85289,0.0,0.0,377.12268,0.0
21.62,96.75,0.0,0.0,19.655172,27.802347,23.237595,100.0,69.08248,72.88892,0.0,429.91623,0.0,0.0,354.18454,0.0
21.3,97.56,0.0,0.0,18.873821,26.418913,21.104345,100.0,83.82153,84.0266,0.0,233.38591,0.0,0.0,699.8923,0.0
21.01,98.25,0.0,0.0,20.83302,28.645784,21.056643,89.5711,47.435703,100.0,73.30757,246.67851,0.0,286.67178,366.29584,0.0
20.68,98.69,0.0,0.0,22.798235,27.660748,21.687628,100.0,65.46089,100.0,124.91642,340.45215,0.0,489.54904,400.41095,0.0
20.35,98.75,0.0,0.0,23.564695,27.282312,22.79339,65.34595,65.077286,100.0,145.4637,306.25232,0.0,591.8884,218.3704,0.0
20.12,98.5,0.0,0.0,25.960642,26.901167,22.479778,83.10582,78.691986,100.0,174.57959,273.33728,0.0,246.95161,138.95975,0.0
19.82,98.69,0.0,0.0,26.5638,28.178898,21.337091,58.395943,50.00789,71.5003,394.76968,199.61674,0.0,384.75824,124.685005,0.0
19.8,97.88,0.0,0.0,27.112192,26.336666,22.159855,67.01151,52.39784,64.20509,207.25317,133.65681,0.0,600.85223,123.6669,0.0
21.11,95.0,66.9,240.86,26.978363,24.732706,22.125828,59.618286,96.39584,100.0,337.73703,65.56964,55.93214,481.61026,120.67154,321.18817
22.65,88.75,133.94,418.44,27.37603,22.631674,22.125143,55.830624,100.0,55.693604,369.19882,0.0,134.45529,308.5276,0.0,292.61765
24.23,81.06,154.41,613.77,29.01409,24.363323,23.986496,63.167526,80.077446,100.0,242.62025,0.0,227.92981,245.07158,0.0,111.5586
25.69,74.12,147.54,303.5,28.518522,21.195255,27.72084,61.672955,100.0,100.0,229.01315,0.0,321.3259,104.55717,0.0,159.90846
26.88,68.69,337.33,327.98,28.220688,21.476482,28.551424,55.8343,96.32375,45.23759,189.2184,0.0,202.05505,96.953514,0.0,453.91748
27.53,66.06,240.16,549.11,27.52697,20.862314,29.230988,59.169197,100.0,57.845924,160.63185,0.0,251.61331,157.8993,0.0,669.4603
27.84,64.88,294.56,423.39,24.844196,22.46847,26.95324,66.8834,100.0,52.381855,74.84916,0.0,127.184395,125.19606,0.0,891.9476
28.04,64.0,324.34,322.35,23.220812,21.77263,26.580505,81.466415,82.96142,69.23463,0.0,0.0,241.30904,0.0,0.0,586.21204
28.04,63.62,276.04,224.43,22.69462,21.861345,26.433601,91.60522,100.0,64.10997,0.0,0.0,232.84302,0.0,0.0,410.84085
27.86,63.75,252.24,119.91,22.489805,22.059748,27.962776,100.0,100.0,81.85778,0.0,0.0,142.14157,0.0,0.0,361.10178
27.39,66.06,225.84,98.61,21.574135,20.62574,28.180786,100.0,100.0,67.56842,0.0,0.0,153.2583,0.0,0.0,579.88556
26.8,71.25,148.78,141.92,22.065868,19.854734,26.170734,91.022,98.82192,52.166126,0.0,0.0,156.00447,0.0,0.0,449.00812
25.82,76.31,62.44,107.95,21.407255,21.43077,26.93731,100.0,100.0,47.390984,0.0,56.89339,79.77725,0.0,209.55281,140.13974
23.89,89.12,0.0,0.0,20.466562,24.292727,24.929148,100.0,99.185135,66.497505,0.0,90.99674,0.0,0.0,263.4243,0.0
22.95,91.19,0.0,0.0,21.587507,25.734756,24.390388,100.0,79.11487,56.193165,0.0,208.46693,0.0,0.0,144.25801,0.0
22.44,93.0,0.0,0.0,20.976229,27.959303,23.346432,98.06704,72.14766,55.495007,0.0,296.3206,0.0,0.0,180.24712,0.0
22.12,94.94,0.0,0.0,21.037947,28.707678,25.608475,100.0,51.688423,89.54832,0.0,175.39455,0.0,0.0,490.26376,0.0
21.88,97.06,0.0,0.0,20.37985,29.675636,25.096245,87.01845,53.98814,84.048744,0.0,168.47285,0.0,0.0,410.3749,0.0
21.55,99.56,0.0,0.0,22.172998,28.550497,23.483683,78.79798,71.89134,100.0,49.631428,238.48674,0.0,270.72943,752.05365,0.0
21.3,100.0,0.0,0.0,24.485607,27.199934,22.392967,100.0,67.64769,71.83973,109.956566,160.76271,0.0,308.67596,418.81805,0.0
21.14,100.0,0.0,0.0,24.83057,27.6243,24.708473,97.15483,77.21276,100.0,166.69571,267.14334,0.0,192.87807,719.4035,0.0
20.87,100.0,0.0,0.0,26.551298,27.018831,25.92878,72.390816,53.988766,79.40176,281.3838,154.71335,0.0,184.10365,570.81116,0.0
20.56,100.0,0.0,0.0,28.507936,26.451796,24.173641,70.169785,61.900272,100.0,188.67363,207.32643,0.0,392.17163,560.6452,0.0
20.45,100.0,0.0,0.0,28.784298,26.49417,24.566126,61.33013,48.43215,100.0,208.09663,140.1745,0.0,543.13385,422.83713,0.0
22.04,95.75,57.71,240.0,28.752682,25.290724,25.75705,55.20991,56.75427,100.0,156.41684,62.674294,31.982962,783.9808,173.48907,40.220028
23.66,91.06,100.46,322.71,27.413082,23.997578,24.64811,64.37291,76.098854,100.0,237.19025,0.0,133.25818,527.6558,0.0,106.52717
25.28,83.12,188.48,180.78,26.84443,24.96712,28.474243,71.45646,85.01671,76.0989,194.52898,0.0,104.65064,505.45105,0.0,185.40796
26.73,75.56,266.91,167.06,26.40946,25.268888,26.099401,72.45205,86.26333,52.516605,195.38745,0.0,130.22682,487.13104,0.0,65.02238
27.99,70.19,219.84,415.27,26.706976,23.338326,27.158482,65.782036,70.12934,92.8503,170.45082,0.0,96.67225,433.8022,0.0,83.31271
28.79,65.94,216.69,527.38,27.055893,23.850048,31.038023,64.192154,100.0,45.04113,120.79201,0.0,89.22733,385.07523,0.0,71.511345
28.45,64.75,189.68,691.62,25.240383,24.710344,30.679422,82.078575,76.0374,62.14346,73.33662,0.0,142.77786,161.97029,0.0,118.06197
28.4,63.31,228.26,550.59,24.938013,22.674955,31.16446,99.67374,88.40448,91.70646,0.0,0.0,549.4058,0.0,0.0,207.2874
27.4,64.62,224.56,604.74,24.85941,23.938278,28.375015,83.33258,100.0,86.58982,0.0,0.0,411.40588,0.0,0.0,110.01451
26.74,66.56,209.66,574.22,23.622536,23.334616,27.521246,85.44789,73.28744,100.0,0.0,0.0,217.37245,0.0,0.0,230.60757
26.96,66.31,184.62,452.21,24.265736,24.460783,28.57647,99.37573,100.0,97.62068,0.0,0.0,311.04007,0.0,0.0,266.46973
27.19,68.0,135.36,333.59,23.079157,22.81235,30.060661,95.9817,82.90099,98.86346,0.0,0.0,127.25432,0.0,0.0,139.01968
26.24,76.75,69.69,167.17,23.44533,23.99344,29.645329,100.0,100.0,100.0,0.0,36.319626,75.26153,0.0,53.179646,111.17979
24.23,83.69,0.0,0.0,23.993496,25.765968,25.029474,100.0,100.0,87.48725,0.0,115.899635,0.0,0.0,90.15841,0.0
24.12,82.94,0.0,0.0,23.659853,26.030323,26.363102,99.4365,67.53312,63.943947,0.0,166.38417,0.0,0.0,132.1205,0.0
24.33,86.56,0.0,0.0,23.260664,27.903402,23.85197,91.17458,76.620125,100.0,0.0,134.4275,0.0,0.0,59.15125,0.0
24.08,93.25,0.0,0.0,24.717947,27.769186,25.817915,100.0,65.1169,94.047905,0.0,126.984535,0.0,0.0,66.49933,0.0
23.87,96.94,0.0,0.0,23.382284,29.050085,25.562199,81.045494,53.240368,100.0,0.0,118.653694,0.0,0.0,46.49625,0.0
23.8,97.44,0.0,0.0,24.263092,28.603485,22.643858,89.24424,64.07719,100.0,43.08369,215.66579,0.0,51.34128,96.54947,0.0
23.82,96.88,0.0,0.0,25.531317,28.283958,24.149048,100.0,92.90147,100.0,115.247734,365.12775,0.0,91.255875,220.46815,0.0
23.9,96.69,0.0,0.0,26.181316,29.94826,23.029673,91.33745,80.24962,88.02534,153.60655,376.46817,0.0,118.8183,135.50804,0.0
23.98,96.75,0.0,0.0,28.34137,30.74621,23.7226,90.14467,77.16831,100.0,182.74852,283.8685,0.0,81.43302,160.73326,0.0
24.0,96.94,0.0,0.0,28.478073,27.756592,24.41683,76.23201,61.19265,83.66836,160.39465,265.94202,0.0,56.439037,234.0548,0.0
23.76,98.0,0.0,0.0,28.528263,28.546007,23.78638,64.097115,100.0,100.0,141.951,182.80864,0.0,67.47368,107.54609,0.0
24.48,95.0,51.15,48.23,28.4843,27.105652,25.411205,62.0929,80.96661,92.352104,231.50853,48.239056,15.671075,114.30591,135.58301,40.254154
25.53,91.44,125.8,78.73,28.972984,27.51185,24.068878,67.27157,97.06323,81.23111,425.8618,0.0,77.14388,206.3782,0.0,33.85797
26.61,85.69,144.87,140.5,30.010826,26.954573,27.614613,75.63297,82.490555,75.10279,311.24817,0.0,120.336105,162.46883,0.0,75.77834
27.63,79.62,189.67,82.73,29.23316,25.514046,25.719217,91.75778,76.3803,93.39067,312.27856,0.0,310.7326,183.93858,0.0,146.63731
28.69,75.0,159.4,59.77,28.546978,24.831316,29.864552,63.832424,100.0,69.00456,294.99066,0.0,457.5149,265.91718,0.0,138.9913
29.33,72.75,126.05,60.12,29.475246,25.60807,29.333725,70.3709,88.048004,56.090157,171.30212,0.0,348.27042,174.5201,0.0,231.80508
29.17,73.62,236.4,98.55,28.649517,23.948412,30.367573,84.74863,76.74383,59.702763,69.47335,0.0,632.8922,115.51372,0.0,183.88269
29.29,74.38,415.99,182.08,27.125067,23.092138,30.620634,100.0,79.228584,56.388824,0.0,0.0,376.49533,0.0,0.0,120.92945
29.27,75.75,332.62,160.59,25.406874,24.25391,28.969456,100.0,100.0,59.811222,0.0,0.0,307.27264,0.0,0.0,265.03568
29.27,76.81,304.72,197.71,25.743423,24.602615,29.168037,100.0,88.057816,92.19289,0.0,0.0,311.349,0.0,0.0,194.23553
29.2,77.81,257.24,227.63,24.863745,22.737644,28.064457,100.0,83.846054,100.0,0.0,0.0,134.28441,0.0,0.0,376.1151
28.75,80.19,172.17,152.14,24.388311,24.7353,29.401398,86.69062,90.73799,56.23609,0.0,0.0,97.38524,0.0,0.0,498.98837
27.76,84.0,67.16,113.19,25.266272,23.667198,28.992884,92.22117,77.86623,58.149555,0.0,13.745117,51.80784,0.0,44.9107,132.02005
26.55,88.44,0.0,0.0,25.220057,24.62876,27.08769,92.99964,100.0,89.450264,0.0,63.77061,0.0,0.0,36.367702,0.0
25.9,90.69,0.0,0.0,25.277176,27.443247,26.275452,97.10086,63.455044,90.86257,0.0,107.90961,0.0,0.0,48.75373,0.0
25.4,93.0,0.0,0.0,23.341448,28.622742,23.73478,100.0,100.0,90.897484,0.0,370.76035,0.0,0.0,91.44226,0.0
24.8,96.19,0.0,0.0,23.185287,28.525288,25.504574,93.437485,77.29516,100.0,0.0,350.4812,0.0,0.0,178.47115,0.0
24.48,97.38,0.0,0.0,22.955708,27.440012,22.374973,100.0,83.09928,100.0,0.0,516.5201,0.0,0.0,213.1777,0.0
24.53,96.81,0.0,0.0,23.679155,29.48911,24.818708,100.0,64.10165,94.028496,13.938999,571.4214,0.0,66.53635,135.85008,0.0
24.59,96.5,0.0,0.0,26.02731,30.573265,21.603226,100.0,82.13218,100.0,50.01548,482.52322,0.0,46.458366,177.79095,0.0
24.48,96.56,0.0,0.0,25.513973,29.007221,22.111263,94.84589,85.01351,100.0,142.32759,441.40616,0.0,62.99946,225.52136,0.0
24.23,97.12,0.0,0.0,27.740097,28.83417,22.14378,69.66832,96.22875,69.97139,333.16193,305.18167,0.0,107.89514,291.58798,0.0
23.81,98.69,0.0,0.0,27.977718,27.40577,22.453493,65.69924,57.416256,100.0,304.68805,166.07954,0.0,128.73476,548.6393,0.0
23.4,100.0,0.0,0.0,28.976412,27.089792,24.057074,87.81755,82.72583,80.87563,390.87366,111.73041,0.0,193.92178,273.77005,0.0
24.44,96.25,15.85,61.46,29.505245,26.613338,26.150831,68.91089,63.360825,100.0,468.99994,51.544704,72.6883,160.36581,196.58388,196.79088
25.44,93.38,57.66,51.84,29.73943,25.611547,24.21965,67.75985,82.02149,100.0,358.44537,0.0,109.772575,168.23888,0.0,227.09787
26.37,88.88,128.59,64.73,30.039646,24.210443,28.0655,83.34776,69.43114,83.57853,432.7813,0.0,170.84076,171.9775,0.0,531.5545
27.15,83.69,309.87,121.26,28.461159,24.512465,28.878796,78.42671,96.9586,99.23178,374.129,0.0,231.5719,236.19173,0.0,460.7417
27.98,78.88,375.03,142.91,28.76938,24.716515,31.020882,70.918015,72.59804,92.14204,194.80412,0.0,386.8762,469.04617,0.0,202.38834
28.63,75.31,423.62,218.33,28.860756,23.866009,29.80823,96.67727,70.94997,92.46615,125.26868,0.0,197.65646,415.19498,0.0,379.1068
29.12,73.0,454.7,185.96,28.00652,23.266506,32.58234,73.123085,88.23254,49.79766,73.73082,0.0,190.60616,243.80708,0.0,589.7585
29.25,71.56,413.2,169.82,26.018158,22.511955,29.91092,100.0,98.64495,63.048172,0.0,0.0,237.57027,0.0,0.0,540.45105
29.15,72.31,377.61,200.63,25.38326,22.941238,33.323322,93.956085,100.0,48.193817,0.0,0.0,213.13486,0.0,0.0,636.4841
28.87,74.31,319.26,265.53,25.227854,22.204979,31.116028,75.956696,77.089775,80.60652,0.0,0.0,211.14575,0.0,0.0,506.80313
28.62,77.12,167.85,430.48,24.84283,21.409767,32.222527,93.36242,100.0,80.14539,0.0,0.0,231.98788,0.0,0.0,580.0922
