electric_vehicle_charger_state,electric_vehicle_id,electric_vehicle_departure_time,electric_vehicle_required_soc_departure,electric_vehicle_estimated_arrival_time,electric_vehicle_estimated_soc_arrival
1,Electric_Vehicle_3,,82.0,,
1,Electric_Vehicle_3,,82.0,,
1,Electric_Vehicle_3,,82.0,,
1,Electric_Vehicle_3,7.0,82.0,,
1,Electric_Vehicle_3,6.0,82.0,,
1,Electric_Vehicle_3,5.0,82.0,,
1,Electric_Vehicle_3,4.0,82.0,,
1,Electric_Vehicle_3,3.0,82.0,,
1,Electric_Vehicle_3,2.0,82.0,,
1,Electric_Vehicle_3,1.0,82.0,,
1,Electric_Vehicle_3,0.0,82.0,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,Electric_Vehicle_3,,,0.0,78.0
1,Electric_Vehicle_3,13.0,86.0,,
1,Electric_Vehicle_3,12.0,86.0,,
1,Electric_Vehicle_3,11.0,86.0,,
1,Electric_Vehicle_3,10.0,86.0,,
1,Electric_Vehicle_3,9.0,86.0,,
1,Electric_Vehicle_3,8.0,86.0,,
1,Electric_Vehicle_3,7.0,86.0,,
1,Electric_Vehicle_3,6.0,86.0,,
1,Electric_Vehicle_3,5.0,86.0,,
1,Electric_Vehicle_3,4.0,86.0,,
1,Electric_Vehicle_3,3.0,86.0,,
1,Electric_Vehicle_3,2.0,86.0,,
1,Electric_Vehicle_3,1.0,86.0,,
1,Electric_Vehicle_3,0.0,86.0,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,Electric_Vehicle_3,,,1.0,76.0
2,Electric_Vehicle_3,,,0.0,76.0
1,Electric_Vehicle_3,14.0,86.0,,
1,Electric_Vehicle_3,13.0,86.0,,
1,Electric_Vehicle_3,12.0,86.0,,
1,Electric_Vehicle_3,11.0,86.0,,
1,Electric_Vehicle_3,10.0,86.0,,
1,Electric_Vehicle_3,9.0,86.0,,
1,Electric_Vehicle_3,8.0,86.0,,
1,Electric_Vehicle_3,7.0,86.0,,
1,Electric_Vehicle_3,6.0,86.0,,
1,Electric_Vehicle_3,5.0,86.0,,
1,Electric_Vehicle_3,4.0,86.0,,
1,Electric_Vehicle_3,3.0,86.0,,
1,Electric_Vehicle_3,2.0,86.0,,
1,Electric_Vehicle_3,1.0,86.0,,
1,Electric_Vehicle_3,0.0,86.0,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,Electric_Vehicle_3,,,0.0,73.0
1,Electric_Vehicle_3,12.0,85.0,,
1,Electric_Vehicle_3,11.0,85.0,,
1,Electric_Vehicle_3,10.0,85.0,,
1,Electric_Vehicle_3,9.0,85.0,,
1,Electric_Vehicle_3,8.0,85.0,,
1,Electric_Vehicle_3,7.0,85.0,,
1,Electric_Vehicle_3,6.0,85.0,,
1,Electric_Vehicle_3,5.0,85.0,,
1,Electric_Vehicle_3,4.0,85.0,,
1,Electric_Vehicle_3,3.0,85.0,,
1,Electric_Vehicle_3,2.0,85.0,,
1,Electric_Vehicle_3,1.0,85.0,,
1,Electric_Vehicle_3,0.0,85.0,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,Electric_Vehicle_3,,,1.0,50.0
2,Electric_Vehicle_3,,,0.0,50.0
1,Electric_Vehicle_3,13.0,87.0,,
1,Electric_Vehicle_3,12.0,87.0,,
1,Electric_Vehicle_3,11.0,87.0,,
1,Electric_Vehicle_3,10.0,87.0,,
1,Electric_Vehicle_3,9.0,87.0,,
1,Electric_Vehicle_3,8.0,87.0,,
1,Electric_Vehicle_3,7.0,87.0,,
1,Electric_Vehicle_3,6.0,87.0,,
1,Electric_Vehicle_3,5.0,87.0,,
1,Electric_Vehicle_3,4.0,87.0,,
1,Electric_Vehicle_3,3.0,87.0,,
1,Electric_Vehicle_3,2.0,87.0,,
1,Electric_Vehicle_3,1.0,87.0,,
1,Electric_Vehicle_3,0.0,87.0,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,Electric_Vehicle_3,,,0.0,52.0
1,Electric_Vehicle_3,,87.0,,
1,Electric_Vehicle_3,,87.0,,
1,Electric_Vehicle_3,,87.0,,
1,Electric_Vehicle_3,,87.0,,
1,Electric_Vehicle_3,,87.0,,
1,Electric_Vehicle_3,,87.0,,
1,Electric_Vehicle_3,,87.0,,
1,Electric_Vehicle_3,,87.0,,
1,Electric_Vehicle_3,,87.0,,
1,Electric_Vehicle_3,,87.0,,
1,Electric_Vehicle_3,,87.0,,
1,Electric_Vehicle_3,,87.0,,
1,Electric_Vehicle_3,,87.0,,
1,Electric_Vehicle_3,,87.0,,
1,Electric_Vehicle_3,,87.0,,
1,Electric_Vehicle_3,,87.0,,
1,Electric_Vehicle_3,,87.0,,
1,Electric_Vehicle_3,,87.0,,
1,Electric_Vehicle_3,,87.0,,
1,Electric_Vehicle_3,,87.0,,
1,Electric_Vehicle_3,,87.0,,
1,Electric_Vehicle_3,,87.0,,
1,Electric_Vehicle_3,,87.0,,
1,Electric_Vehicle_3,,87.0,,
1,Electric_Vehicle_3,,87.0,,
1,Electric_Vehicle_3,,87.0,,
1,Electric_Vehicle_3,,87.0,,
1,Electric_Vehicle_3,,87.0,,
1,Electric_Vehicle_3,,87.0,,
1,Electric_Vehicle_3,,87.0,,
1,Electric_Vehicle_3,,87.0,,
1,Electric_Vehicle_3,,87.0,,
1,Electric_Vehicle_3,,87.0,,
1,Electric_Vehicle_3,,87.0,,
1,Electric_Vehicle_3,,87.0,,
1,Electric_Vehicle_3,,87.0,,
1,Electric_Vehicle_3,,87.0,,
1,Electric_Vehicle_3,,87.0,,
1,Electric_Vehicle_3,,87.0,,
1,Electric_Vehicle_3,,87.0,,
1,Electric_Vehicle_3,,87.0,,
1,Electric_Vehicle_3,,87.0,,
1,Electric_Vehicle_3,,87.0,,
1,Electric_Vehicle_3,,87.0,,
1,Electric_Vehicle_3,,87.0,,
1,Electric_Vehicle_3,,87.0,,
1,Electric_Vehicle_3,,87.0,,
1,Electric_Vehicle_3,,87.0,,
1,Electric_Vehicle_3,,87.0,,
1,Electric_Vehicle_3,,87.0,,
1,Electric_Vehicle_3,,87.0,,
1,Electric_Vehicle_3,,87.0,,
1,Electric_Vehicle_3,7.0,87.0,,
1,Electric_Vehicle_3,6.0,87.0,,
1,Electric_Vehicle_3,5.0,87.0,,
1,Electric_Vehicle_3,4.0,87.0,,
1,Electric_Vehicle_3,3.0,87.0,,
1,Electric_Vehicle_3,2.0,87.0,,
1,Electric_Vehicle_3,1.0,87.0,,
1,Electric_Vehicle_3,0.0,87.0,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,Electric_Vehicle_3,,,0.0,52.0
1,Electric_Vehicle_3,13.0,83.0,,
1,Electric_Vehicle_3,12.0,83.0,,
1,Electric_Vehicle_3,11.0,83.0,,
1,Electric_Vehicle_3,10.0,83.0,,
1,Electric_Vehicle_3,9.0,83.0,,
1,Electric_Vehicle_3,8.0,83.0,,
1,Electric_Vehicle_3,7.0,83.0,,
1,Electric_Vehicle_3,6.0,83.0,,
1,Electric_Vehicle_3,5.0,83.0,,
1,Electric_Vehicle_3,4.0,83.0,,
1,Electric_Vehicle_3,3.0,83.0,,
1,Electric_Vehicle_3,2.0,83.0,,
1,Electric_Vehicle_3,1.0,83.0,,
1,Electric_Vehicle_3,0.0,83.0,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,Electric_Vehicle_3,,,1.0,48.0
2,Electric_Vehicle_3,,,0.0,48.0
1,Electric_Vehicle_3,14.0,93.0,,
1,Electric_Vehicle_3,13.0,93.0,,
1,Electric_Vehicle_3,12.0,93.0,,
1,Electric_Vehicle_3,11.0,93.0,,
1,Electric_Vehicle_3,10.0,93.0,,
1,Electric_Vehicle_3,9.0,93.0,,
1,Electric_Vehicle_3,8.0,93.0,,
1,Electric_Vehicle_3,7.0,93.0,,
1,Electric_Vehicle_3,6.0,93.0,,
1,Electric_Vehicle_3,5.0,93.0,,
1,Electric_Vehicle_3,4.0,93.0,,
1,Electric_Vehicle_3,3.0,93.0,,
1,Electric_Vehicle_3,2.0,93.0,,
1,Electric_Vehicle_3,1.0,93.0,,
1,Electric_Vehicle_3,0.0,93.0,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,Electric_Vehicle_3,,,2.0,49.0
2,Electric_Vehicle_3,,,1.0,49.0
2,Electric_Vehicle_3,,,0.0,49.0
1,Electric_Vehicle_3,13.0,85.0,,
1,Electric_Vehicle_3,12.0,85.0,,
1,Electric_Vehicle_3,11.0,85.0,,
1,Electric_Vehicle_3,10.0,85.0,,
1,Electric_Vehicle_3,9.0,85.0,,
1,Electric_Vehicle_3,8.0,85.0,,
1,Electric_Vehicle_3,7.0,85.0,,
1,Electric_Vehicle_3,6.0,85.0,,
1,Electric_Vehicle_3,5.0,85.0,,
1,Electric_Vehicle_3,4.0,85.0,,
1,Electric_Vehicle_3,3.0,85.0,,
1,Electric_Vehicle_3,2.0,85.0,,
1,Electric_Vehicle_3,1.0,85.0,,
1,Electric_Vehicle_3,0.0,85.0,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,Electric_Vehicle_3,,,1.0,60.0
2,Electric_Vehicle_3,,,0.0,60.0
1,Electric_Vehicle_3,13.0,85.0,,
1,Electric_Vehicle_3,12.0,85.0,,
1,Electric_Vehicle_3,11.0,85.0,,
1,Electric_Vehicle_3,10.0,85.0,,
1,Electric_Vehicle_3,9.0,85.0,,
1,Electric_Vehicle_3,8.0,85.0,,
1,Electric_Vehicle_3,7.0,85.0,,
1,Electric_Vehicle_3,6.0,85.0,,
1,Electric_Vehicle_3,5.0,85.0,,
1,Electric_Vehicle_3,4.0,85.0,,
1,Electric_Vehicle_3,3.0,85.0,,
1,Electric_Vehicle_3,2.0,85.0,,
1,Electric_Vehicle_3,1.0,85.0,,
1,Electric_Vehicle_3,0.0,85.0,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,Electric_Vehicle_3,,,1.0,37.0
2,Electric_Vehicle_3,,,0.0,37.0
1,Electric_Vehicle_3,14.0,90.0,,
1,Electric_Vehicle_3,13.0,90.0,,
1,Electric_Vehicle_3,12.0,90.0,,
1,Electric_Vehicle_3,11.0,90.0,,
1,Electric_Vehicle_3,10.0,90.0,,
1,Electric_Vehicle_3,9.0,90.0,,
1,Electric_Vehicle_3,8.0,90.0,,
1,Electric_Vehicle_3,7.0,90.0,,
1,Electric_Vehicle_3,6.0,90.0,,
1,Electric_Vehicle_3,5.0,90.0,,
1,Electric_Vehicle_3,4.0,90.0,,
1,Electric_Vehicle_3,3.0,90.0,,
1,Electric_Vehicle_3,2.0,90.0,,
1,Electric_Vehicle_3,1.0,90.0,,
1,Electric_Vehicle_3,0.0,90.0,,
3,,,,,
2,Electric_Vehicle_3,,,0.0,77.0
1,Electric_Vehicle_3,0.0,90.0,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
1,Electric_Vehicle_3,13.0,87.0,,
1,Electric_Vehicle_3,12.0,87.0,,
1,Electric_Vehicle_3,11.0,87.0,,
1,Electric_Vehicle_3,10.0,87.0,,
1,Electric_Vehicle_3,9.0,87.0,,
1,Electric_Vehicle_3,8.0,87.0,,
1,Electric_Vehicle_3,7.0,87.0,,
1,Electric_Vehicle_3,6.0,87.0,,
1,Electric_Vehicle_3,5.0,87.0,,
1,Electric_Vehicle_3,4.0,87.0,,
1,Electric_Vehicle_3,3.0,87.0,,
1,Electric_Vehicle_3,2.0,87.0,,
1,Electric_Vehicle_3,1.0,87.0,,
1,Electric_Vehicle_3,0.0,87.0,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,Electric_Vehicle_3,,,0.0,77.0
1,Electric_Vehicle_3,13.0,87.0,,
1,Electric_Vehicle_3,12.0,87.0,,
1,Electric_Vehicle_3,11.0,87.0,,
1,Electric_Vehicle_3,10.0,87.0,,
1,Electric_Vehicle_3,9.0,87.0,,
1,Electric_Vehicle_3,8.0,87.0,,
1,Electric_Vehicle_3,7.0,87.0,,
1,Electric_Vehicle_3,6.0,87.0,,
1,Electric_Vehicle_3,5.0,87.0,,
1,Electric_Vehicle_3,4.0,87.0,,
1,Electric_Vehicle_3,3.0,87.0,,
1,Electric_Vehicle_3,2.0,87.0,,
1,Electric_Vehicle_3,1.0,87.0,,
1,Electric_Vehicle_3,0.0,87.0,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,Electric_Vehicle_3,,,0.0,75.0
1,Electric_Vehicle_3,12.0,87.0,,
1,Electric_Vehicle_3,11.0,87.0,,
1,Electric_Vehicle_3,10.0,87.0,,
1,Electric_Vehicle_3,9.0,87.0,,
1,Electric_Vehicle_3,8.0,87.0,,
1,Electric_Vehicle_3,7.0,87.0,,
1,Electric_Vehicle_3,6.0,87.0,,
1,Electric_Vehicle_3,5.0,87.0,,
1,Electric_Vehicle_3,4.0,87.0,,
1,Electric_Vehicle_3,3.0,87.0,,
1,Electric_Vehicle_3,2.0,87.0,,
1,Electric_Vehicle_3,1.0,87.0,,
1,Electric_Vehicle_3,0.0,87.0,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,Electric_Vehicle_3,,,0.0,78.0
1,Electric_Vehicle_3,11.0,81.0,,
1,Electric_Vehicle_3,10.0,81.0,,
1,Electric_Vehicle_3,9.0,81.0,,
1,Electric_Vehicle_3,8.0,81.0,,
1,Electric_Vehicle_3,7.0,81.0,,
1,Electric_Vehicle_3,6.0,81.0,,
1,Electric_Vehicle_3,5.0,81.0,,
1,Electric_Vehicle_3,4.0,81.0,,
1,Electric_Vehicle_3,3.0,81.0,,
1,Electric_Vehicle_3,2.0,81.0,,
1,Electric_Vehicle_3,1.0,81.0,,
1,Electric_Vehicle_3,0.0,81.0,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,Electric_Vehicle_3,,,0.0,71.0
1,Electric_Vehicle_3,14.0,86.0,,
1,Electric_Vehicle_3,13.0,86.0,,
1,Electric_Vehicle_3,12.0,86.0,,
1,Electric_Vehicle_3,11.0,86.0,,
1,Electric_Vehicle_3,10.0,86.0,,
1,Electric_Vehicle_3,9.0,86.0,,
1,Electric_Vehicle_3,8.0,86.0,,
1,Electric_Vehicle_3,7.0,86.0,,
1,Electric_Vehicle_3,6.0,86.0,,
1,Electric_Vehicle_3,5.0,86.0,,
1,Electric_Vehicle_3,4.0,86.0,,
1,Electric_Vehicle_3,3.0,86.0,,
1,Electric_Vehicle_3,2.0,86.0,,
1,Electric_Vehicle_3,1.0,86.0,,
1,Electric_Vehicle_3,0.0,86.0,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,Electric_Vehicle_3,,,0.0,77.0
1,Electric_Vehicle_3,13.0,86.0,,
1,Electric_Vehicle_3,12.0,86.0,,
1,Electric_Vehicle_3,11.0,86.0,,
1,Electric_Vehicle_3,10.0,86.0,,
1,Electric_Vehicle_3,9.0,86.0,,
1,Electric_Vehicle_3,8.0,86.0,,
1,Electric_Vehicle_3,7.0,86.0,,
1,Electric_Vehicle_3,6.0,86.0,,
1,Electric_Vehicle_3,5.0,86.0,,
1,Electric_Vehicle_3,4.0,86.0,,
1,Electric_Vehicle_3,3.0,86.0,,
1,Electric_Vehicle_3,2.0,86.0,,
1,Electric_Vehicle_3,1.0,86.0,,
1,Electric_Vehicle_3,0.0,86.0,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,Electric_Vehicle_3,,,0.0,77.0
1,Electric_Vehicle_3,,86.0,,
1,Electric_Vehicle_3,,86.0,,
1,Electric_Vehicle_3,,86.0,,
1,Electric_Vehicle_3,,86.0,,
1,Electric_Vehicle_3,,86.0,,
1,Electric_Vehicle_3,,86.0,,
1,Electric_Vehicle_3,,86.0,,
1,Electric_Vehicle_3,,86.0,,
1,Electric_Vehicle_3,,86.0,,
1,Electric_Vehicle_3,,86.0,,
1,Electric_Vehicle_3,,86.0,,
1,Electric_Vehicle_3,,86.0,,
1,Electric_Vehicle_3,,86.0,,
1,Electric_Vehicle_3,,86.0,,
1,Electric_Vehicle_3,,86.0,,
1,Electric_Vehicle_3,,86.0,,
1,Electric_Vehicle_3,,86.0,,
1,Electric_Vehicle_3,,86.0,,
1,Electric_Vehicle_3,,86.0,,
1,Electric_Vehicle_3,,86.0,,
1,Electric_Vehicle_3,,86.0,,
1,Electric_Vehicle_3,,86.0,,
1,Electric_Vehicle_3,,86.0,,
1,Electric_Vehicle_3,,86.0,,
1,Electric_Vehicle_3,,86.0,,
1,Electric_Vehicle_3,,86.0,,
1,Electric_Vehicle_3,,86.0,,
1,Electric_Vehicle_3,,86.0,,
1,Electric_Vehicle_3,,86.0,,
1,Electric_Vehicle_3,,86.0,,
1,Electric_Vehicle_3,,86.0,,
1,Electric_Vehicle_3,,86.0,,
1,Electric_Vehicle_3,,86.0,,
1,Electric_Vehicle_3,,86.0,,
1,Electric_Vehicle_3,,86.0,,
1,Electric_Vehicle_3,,86.0,,
1,Electric_Vehicle_3,,86.0,,
1,Electric_Vehicle_3,,86.0,,
1,Electric_Vehicle_3,,86.0,,
1,Electric_Vehicle_3,,86.0,,
1,Electric_Vehicle_3,,86.0,,
1,Electric_Vehicle_3,,86.0,,
1,Electric_Vehicle_3,,86.0,,
1,Electric_Vehicle_3,,86.0,,
1,Electric_Vehicle_3,,86.0,,
1,Electric_Vehicle_3,,86.0,,
1,Electric_Vehicle_3,,86.0,,
1,Electric_Vehicle_3,,86.0,,
1,Electric_Vehicle_3,,86.0,,
1,Electric_Vehicle_3,,86.0,,
1,Electric_Vehicle_3,,86.0,,
1,Electric_Vehicle_3,,86.0,,
1,Electric_Vehicle_3,,86.0,,
1,Electric_Vehicle_3,5.0,86.0,,
1,Electric_Vehicle_3,4.0,86.0,,
1,Electric_Vehicle_3,3.0,86.0,,
1,Electric_Vehicle_3,2.0,86.0,,
1,Electric_Vehicle_3,1.0,86.0,,
1,Electric_Vehicle_3,0.0,86.0,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,Electric_Vehicle_3,,,0.0,77.0
1,Electric_Vehicle_3,6.0,90.0,,
1,Electric_Vehicle_3,5.0,90.0,,
1,Electric_Vehicle_3,4.0,90.0,,
1,Electric_Vehicle_3,3.0,90.0,,
1,Electric_Vehicle_3,2.0,90.0,,
1,Electric_Vehicle_3,1.0,90.0,,
1,Electric_Vehicle_3,0.0,90.0,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,Electric_Vehicle_3,,,0.0,81.0
1,Electric_Vehicle_3,9.0,90.0,,
1,Electric_Vehicle_3,8.0,90.0,,
1,Electric_Vehicle_3,7.0,90.0,,
1,Electric_Vehicle_3,6.0,90.0,,
1,Electric_Vehicle_3,5.0,90.0,,
1,Electric_Vehicle_3,4.0,90.0,,
1,Electric_Vehicle_3,3.0,90.0,,
1,Electric_Vehicle_3,2.0,90.0,,
1,Electric_Vehicle_3,1.0,90.0,,
1,Electric_Vehicle_3,0.0,90.0,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,Electric_Vehicle_3,,,0.0,82.0
1,Electric_Vehicle_3,13.0,62.0,,
1,Electric_Vehicle_3,12.0,62.0,,
1,Electric_Vehicle_3,11.0,62.0,,
1,Electric_Vehicle_3,10.0,62.0,,
1,Electric_Vehicle_3,9.0,62.0,,
1,Electric_Vehicle_3,8.0,62.0,,
1,Electric_Vehicle_3,7.0,62.0,,
1,Electric_Vehicle_3,6.0,62.0,,
1,Electric_Vehicle_3,5.0,62.0,,
1,Electric_Vehicle_3,4.0,62.0,,
1,Electric_Vehicle_3,3.0,62.0,,
1,Electric_Vehicle_3,2.0,62.0,,
1,Electric_Vehicle_3,1.0,62.0,,
1,Electric_Vehicle_3,0.0,62.0,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,Electric_Vehicle_3,,,0.0,36.0
1,Electric_Vehicle_3,14.0,62.0,,
1,Electric_Vehicle_3,13.0,62.0,,
1,Electric_Vehicle_3,12.0,62.0,,
1,Electric_Vehicle_3,11.0,62.0,,
1,Electric_Vehicle_3,10.0,62.0,,
1,Electric_Vehicle_3,9.0,62.0,,
1,Electric_Vehicle_3,8.0,62.0,,
1,Electric_Vehicle_3,7.0,62.0,,
1,Electric_Vehicle_3,6.0,62.0,,
1,Electric_Vehicle_3,5.0,62.0,,
1,Electric_Vehicle_3,4.0,62.0,,
1,Electric_Vehicle_3,3.0,62.0,,
1,Electric_Vehicle_3,2.0,62.0,,
1,Electric_Vehicle_3,1.0,62.0,,
1,Electric_Vehicle_3,0.0,62.0,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,Electric_Vehicle_3,,,0.0,36.0
1,Electric_Vehicle_3,,84.0,,
1,Electric_Vehicle_3,,84.0,,
1,Electric_Vehicle_3,,84.0,,
1,Electric_Vehicle_3,,84.0,,
1,Electric_Vehicle_3,,84.0,,
1,Electric_Vehicle_3,,84.0,,
1,Electric_Vehicle_3,,84.0,,
1,Electric_Vehicle_3,,84.0,,
1,Electric_Vehicle_3,,84.0,,
1,Electric_Vehicle_3,,84.0,,
1,Electric_Vehicle_3,,84.0,,
1,Electric_Vehicle_3,,84.0,,
1,Electric_Vehicle_3,,84.0,,
1,Electric_Vehicle_3,,84.0,,
1,Electric_Vehicle_3,,84.0,,
1,Electric_Vehicle_3,,84.0,,
1,Electric_Vehicle_3,,84.0,,
1,Electric_Vehicle_3,,84.0,,
1,Electric_Vehicle_3,,84.0,,
1,Electric_Vehicle_3,,84.0,,
1,Electric_Vehicle_3,,84.0,,
1,Electric_Vehicle_3,,84.0,,
1,Electric_Vehicle_3,,84.0,,
1,Electric_Vehicle_3,,84.0,,
1,Electric_Vehicle_3,,84.0,,
1,Electric_Vehicle_3,,84.0,,
1,Electric_Vehicle_3,,84.0,,
1,Electric_Vehicle_3,,84.0,,
1,Electric_Vehicle_3,,84.0,,
1,Electric_Vehicle_3,,84.0,,
1,Electric_Vehicle_3,,84.0,,
1,Electric_Vehicle_3,,84.0,,
1,Electric_Vehicle_3,,84.0,,
1,Electric_Vehicle_3,,84.0,,
1,Electric_Vehicle_3,,84.0,,
1,Electric_Vehicle_3,,84.0,,
1,Electric_Vehicle_3,,84.0,,
1,Electric_Vehicle_3,,84.0,,
1,Electric_Vehicle_3,,84.0,,
1,Electric_Vehicle_3,,84.0,,
1,Electric_Vehicle_3,,84.0,,
1,Electric_Vehicle_3,,84.0,,
1,Electric_Vehicle_3,,84.0,,
1,Electric_Vehicle_3,,84.0,,
1,Electric_Vehicle_3,,84.0,,
1,Electric_Vehicle_3,,84.0,,
1,Electric_Vehicle_3,,84.0,,
1,Electric_Vehicle_3,,84.0,,
1,Electric_Vehicle_3,,84.0,,
1,Electric_Vehicle_3,,84.0,,
1,Electric_Vehicle_3,,84.0,,
1,Electric_Vehicle_3,,84.0,,
1,Electric_Vehicle_3,8.0,84.0,,
1,Electric_Vehicle_3,7.0,84.0,,
1,Electric_Vehicle_3,6.0,84.0,,
1,Electric_Vehicle_3,5.0,84.0,,
1,Electric_Vehicle_3,4.0,84.0,,
1,Electric_Vehicle_3,3.0,84.0,,
1,Electric_Vehicle_3,2.0,84.0,,
1,Electric_Vehicle_3,1.0,84.0,,
1,Electric_Vehicle_3,0.0,84.0,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,Electric_Vehicle_3,,,2.0,48.0
2,Electric_Vehicle_3,,,1.0,48.0
2,Electric_Vehicle_3,,,0.0,48.0
1,Electric_Vehicle_3,13.0,83.0,,
1,Electric_Vehicle_3,12.0,83.0,,
1,Electric_Vehicle_3,11.0,83.0,,
1,Electric_Vehicle_3,10.0,83.0,,
1,Electric_Vehicle_3,9.0,83.0,,
1,Electric_Vehicle_3,8.0,83.0,,
1,Electric_Vehicle_3,7.0,83.0,,
1,Electric_Vehicle_3,6.0,83.0,,
1,Electric_Vehicle_3,5.0,83.0,,
1,Electric_Vehicle_3,4.0,83.0,,
1,Electric_Vehicle_3,3.0,83.0,,
1,Electric_Vehicle_3,2.0,83.0,,
1,Electric_Vehicle_3,1.0,83.0,,
1,Electric_Vehicle_3,0.0,83.0,,
