Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature [C],Average Unmet Cooling Setpoint Difference [C],Indoor Relative Humidity [%],Equipment Electric Power [kWh],DHW Heating [kWh],Cooling Load [kWh],Heating Load [kWh],Solar Generation [W/kW],Occupant Count [people],Temperature Set Point [C],Cooling Device Load Schedule [On/Off],Heating Device Load Schedule [On/Off]
6,17,1,1,25.9999999999999,0,49.9999920158506,7.16059172560061,1.16539434669666,26.0639976836126,0,235398.0,74.0834135314063,26,1,0
6,18,1,1,26.0,0,50.0000001418696,4.77372781706707,1.12184255080007,15.2180653423428,0,87137.4,37.0417067657032,26,1,0
6,19,1,1,26.3203086641226,0,48.2101094315382,1.77158941559471,0.0,0.0,0,9355.449999999999,0.0,30,1,0
6,20,1,1,26.2066775502864,0,46.5776873846013,1.77158941559471,0.350626773458054,0.0,0,0.0,0.0,30,1,0
6,21,1,1,25.9252335827861,0,45.337430588882,1.77158941559471,0.0,0.0,0,0.0,0.0,30,1,0
6,22,1,1,25.6577900431071,0,44.5596380431305,1.77158941559471,0.350708149246528,0.0,0,0.0,0.0,30,1,0
6,23,1,1,25.414426280928,0,44.1148816328696,1.77158941559471,0.0,0.0,0,0.0,0.0,30,1,0
6,24,1,1,25.1915434840439,0,43.8801431557218,1.77158941559471,0.0,0.0,0,0.0,0.0,30,1,0
6,1,2,1,25.0221677578788,0,43.6692264764608,2.36211922079294,0.350682900591909,0.0,0,0.0,0.0,30,1,0
6,2,2,1,24.8636833457863,0,43.5612184378104,2.36211922079294,0.0,0.0,0,0.0,0.0,30,1,0
6,3,2,1,24.6912460538555,0,43.5774572139102,2.36211922079294,0.350707074441532,0.0,0,0.0,0.0,30,1,0
6,4,2,1,24.4998061739291,0,43.7042020067711,2.36211922079294,0.0,0.0,0,0.0,0.0,30,1,0
6,5,2,1,24.303390663717,0,43.9262195982082,2.36211922079294,0.0,0.0,0,0.0,0.0,28,1,0
6,6,2,1,24.2402398412292,0,49.6654905474592,2.36211922079294,0.350682788134036,4.47708918905626,0,7353.4800000000005,0.0,26,1,0
6,7,2,1,24.4504305023625,0,49.8211224660121,4.77372781706707,0.730985423668444,3.20265129221936,0,89239.8,37.0417067657032,26,1,0
6,8,2,1,24.9772802447498,0,49.740422061709,7.16059172560061,0.747849269831135,10.7335870220099,0,238795.0,74.0834135314063,26,1,0
6,9,2,1,25.8572233814087,0,49.6410278803853,10.7408875884009,1.15157435426827,18.8253312154414,0,386274.0,185.208533828515,26,1,0
6,10,2,1,25.9999999735533,0,49.9999890114131,10.7408875884009,1.23080974918308,32.7568631080147,0,558966.0,185.208533828515,26,1,0
6,11,2,1,26.0,0,49.9999994841106,10.7408875884009,2.02173292429269,47.5948428622707,0,579218.0,259.291947359922,26,1,0
6,12,2,1,26.0,0,49.9991003523161,10.7408875884009,2.10549802936496,53.1381717712046,0,554090.0,259.291947359922,26,1,0
6,13,2,1,25.9999999999999,0,49.9989833908026,10.7408875884009,2.09865827653965,57.1840842983366,0,529468.0,259.291947359922,26,1,0
6,14,2,1,26.0,0,49.9989167464447,10.7408875884009,1.62145928090089,59.5920426530018,0,471897.0,259.291947359922,26,1,0
6,15,2,1,25.9999999999999,0,49.9999769405988,10.7408875884009,1.59665239790004,63.4438494123893,0,443519.0,296.333654125625,26,1,0
6,16,2,1,26.0,0,49.9989690374997,10.7408875884009,1.60144857562296,58.3261929314692,0,374987.0,259.291947359922,26,1,0
6,17,2,1,26.0,0,49.9999807499166,10.7408875884009,1.60637102198058,49.2409336277039,0,244040.0,185.208533828515,26,1,0
6,18,2,1,25.9999999999999,0,49.9999998747008,10.7408875884009,1.58206430883805,43.3292507506176,0,86889.79999999999,185.208533828515,26,1,0
6,19,2,1,25.9999999999999,0,50.0005511389102,8.35402367986738,1.1582973962488,29.0337583334999,0,9338.97,111.12512029711,26,1,0
6,20,2,1,25.9999999999999,0,50.0000049770521,8.35402367986738,1.15495510069999,24.36443195043,0,0.0,111.12512029711,26,1,0
6,21,2,1,26.3402204597379,0,48.0139935650937,2.36211922079294,0.0,0.0,0,0.0,0.0,30,1,0
6,22,2,1,26.1889023422646,0,46.8310495820248,2.36211922079294,0.350609655895613,0.0,0,0.0,0.0,30,1,0
6,23,2,1,25.8835843045784,0,46.5457941529353,2.36211922079294,0.0,0.0,0,0.0,0.0,30,1,0
6,24,2,1,25.6123058103681,0,46.4423204591605,2.36211922079294,0.0,0.0,0,0.0,0.0,30,1,0
6,1,3,1,25.3735031238752,0,46.3620782477108,2.36211922079294,0.35066554389334,0.0,0,0.0,0.0,30,1,0
6,2,3,1,25.154794224009,0,46.339645658867,2.36211922079294,0.0,0.0,0,0.0,0.0,30,1,0
6,3,3,1,24.943422710762,0,46.3742978720094,2.36211922079294,0.350691785216239,0.0,0,0.0,0.0,30,1,0
6,4,3,1,24.731689375331,0,46.4639397766565,2.36211922079294,0.0,0.0,0,0.0,0.0,30,1,0
6,5,3,1,24.5217706511761,0,46.5920390005872,2.36211922079294,0.166533952497123,0.0,0,0.0,0.0,28,1,0
6,6,3,1,24.4387907983416,0,49.7963224960014,2.36211922079294,0.184131135815982,3.56612587634808,0,12871.9,0.0,26,1,0
6,7,3,1,24.594792899801,0,49.8529876404955,4.77372781706707,0.730936515868218,3.87686506950135,0,99576.2,37.0417067657032,26,1,0
6,8,3,1,25.0696234798428,0,49.7615668862917,7.16059172560061,0.74761282701731,11.0554160235027,0,261260.0,74.0834135314063,26,1,0
6,9,3,1,25.8586625804341,0,49.6757435542487,10.7408875884009,1.15136113514306,19.9881798866265,0,439149.0,185.208533828515,26,1,0
6,10,3,1,25.9999999872755,0,49.9999967035464,10.7408875884009,1.36564673996765,34.2054507492536,0,578797.0,185.208533828515,26,1,0
6,11,3,1,26.0,0,49.9999999282059,10.7408875884009,1.87910728282324,49.3845354056042,0,674650.0,259.291947359922,26,1,0
6,12,3,1,26.0,0,49.9990635492649,10.7408875884009,2.10450604996625,54.9585980298538,0,718233.0,259.291947359922,26,1,0
6,13,3,1,26.0,0,49.9989749139892,10.7408875884009,2.09764295381749,57.7525078897002,0,713124.0,259.291947359922,26,1,0
6,14,3,1,26.0,0,49.9989600556171,10.7408875884009,1.62080540503557,58.053723998602,0,662198.0,259.291947359922,26,1,0
6,15,3,1,26.0,0,49.9999785143509,10.7408875884009,1.59610848934294,60.885471234896,0,561240.0,296.333654125625,26,1,0
6,16,3,1,26.0,0,50.0009566894655,10.7408875884009,1.60091112939739,55.2902441311535,0,426856.0,259.291947359922,26,1,0
6,17,3,1,26.0,0,50.0000161464919,10.7408875884009,1.60580705429428,45.0332646700338,0,247332.0,185.208533828515,26,1,0
6,18,3,1,26.0,0,49.9999998587184,10.7408875884009,1.58156551487868,38.5395939567364,0,91195.09999999999,185.208533828515,26,1,0
6,19,3,1,25.9999999999999,0,50.0004494678996,8.35402367986738,1.15800144533418,24.7676736663715,0,10849.7,111.12512029711,26,1,0
6,20,3,1,26.0,0,50.0002516668808,8.35402367986738,1.15472026585059,21.4336464862227,0,0.0,111.12512029711,26,1,0
6,21,3,1,26.1111004222827,0,49.2412073704629,2.36211922079294,0.0,0.0,0,0.0,0.0,30,1,0
6,22,3,1,25.8845877086995,0,49.1445157616667,2.36211922079294,0.350670612968399,0.0,0,0.0,0.0,30,1,0
6,23,3,1,25.6180262950405,0,49.3133252508001,2.36211922079294,0.0,0.0,0,0.0,0.0,30,1,0
6,24,3,1,25.3954744884268,0,49.4470093430251,2.36211922079294,0.0,0.0,0,0.0,0.0,30,1,0
6,1,4,1,25.1700864171942,0,49.5789237735245,2.36211922079294,0.350670807813651,0.0,0,0.0,0.0,30,1,0
6,2,4,1,24.9379180712452,0,49.6911974236792,2.36211922079294,0.0,0.0,0,0.0,0.0,30,1,0
6,3,4,1,24.716914173256,0,49.7794996493674,2.36211922079294,0.35072263573396,0.0,0,0.0,0.0,30,1,0
6,4,4,1,24.5229749340018,0,49.9041465910339,2.36211922079294,0.0,0.0,0,0.0,0.0,30,1,0
6,5,4,1,24.3438421011727,0,50.0597220806471,2.36211922079294,0.0655378683675023,0.0,0,0.0,0.0,28,1,0
6,6,4,1,24.2840393743311,0,49.9649989468801,2.36211922079294,0.285185330638112,10.0957416274538,0,12905.4,0.0,26,1,0
6,7,4,1,24.4476704946995,0,49.8559222997041,4.77372781706707,0.730876057403064,3.80063340155564,0,99515.1,37.0417067657032,26,1,0
6,8,4,1,24.8898781509921,0,49.7817475395558,7.16059172560061,0.747486624442787,10.5460023085481,0,265663.0,74.0834135314063,26,1,0
6,9,4,1,25.6790310277042,0,49.5714338594974,10.7408875884009,1.15108529185405,16.889661350544,0,451057.0,185.208533828515,26,1,0
6,10,4,1,25.999985528792,0,49.9971856313287,10.7408875884009,1.29840769683214,32.013204619592,0,592274.0,185.208533828515,26,1,0
6,11,4,1,25.9999999999999,0,49.9999993362168,10.7408875884009,1.94836054060961,47.3343028116395,0,685456.0,259.291947359922,26,1,0
6,12,4,1,26.0,0,49.9992220647083,10.7408875884009,2.10344407823311,52.7737294997475,0,727678.0,259.291947359922,26,1,0
6,13,4,1,25.9999999999999,0,49.9990132596795,10.7408875884009,2.0966577441427,56.4525783790439,0,725568.0,259.291947359922,26,1,0
6,14,4,1,25.9999999999999,0,49.9990046598656,10.7408875884009,1.62018038546775,56.6517999803912,0,679055.0,259.291947359922,26,1,0
6,15,4,1,26.0,0,49.9999799573069,10.7408875884009,1.59550903071084,58.9991919262729,0,586069.0,296.333654125625,26,1,0
6,16,4,1,25.9999999999999,0,50.0000000730143,10.7408875884009,1.6002530493236,53.7590861182019,0,439464.0,259.291947359922,26,1,0
6,17,4,1,25.9999999999999,0,49.9999999210966,10.7408875884009,1.60511200064099,44.0738431880346,0,253548.0,185.208533828515,26,1,0
6,18,4,1,25.9999999999999,0,49.9999996955256,10.7408875884009,1.58084527059482,38.371838059847,0,93639.5,185.208533828515,26,1,0
6,19,4,1,25.9999999999999,0,50.000452463932,8.35402367986738,1.1576168374996,24.8867814846246,0,10231.1,111.12512029711,26,1,0
6,20,4,1,25.9999999999999,0,50.0000007813001,8.35402367986738,1.15428377296672,21.3695493669956,0,0.0,111.12512029711,26,1,0
6,21,4,1,26.1440122903238,0,48.7395259578897,2.36211922079294,0.0,0.0,0,0.0,0.0,30,1,0
6,22,4,1,25.914010509871,0,48.0793581508815,2.36211922079294,0.293703677152294,0.0,0,0.0,0.0,30,1,0
6,23,4,1,25.606612261408,0,48.1241749591382,2.36211922079294,0.0569519413843443,0.0,0,0.0,0.0,30,1,0
6,24,4,1,25.3453426840559,0,48.3649343534698,2.36211922079294,0.0,0.0,0,0.0,0.0,30,1,0
6,1,5,1,25.1100202012533,0,48.5776733746454,2.36211922079294,0.350676702310193,0.0,0,0.0,0.0,30,1,0
6,2,5,1,24.9033232114935,0,48.7084561317188,2.36211922079294,0.0,0.0,0,0.0,0.0,30,1,0
6,3,5,1,24.7116155328106,0,48.838514805558,2.36211922079294,0.35072368886468,0.0,0,0.0,0.0,30,1,0
6,4,5,1,24.529165530482,0,48.9866387127487,2.36211922079294,0.0,0.0,0,0.0,0.0,30,1,0
6,5,5,1,24.3539590273818,0,49.1799912294109,2.36211922079294,0.0,0.0,0,0.0,0.0,28,1,0
6,6,5,1,24.3029503483828,0,49.9140105850246,2.36211922079294,0.350747541758112,8.99663517512586,0,7357.11,0.0,26,1,0
6,7,5,1,24.5092645354326,0,49.8228137519965,4.77372781706707,0.365384581702239,3.13755928820221,0,82611.7,37.0417067657032,26,1,0
6,8,5,1,25.0397176595731,0,49.7410614290687,7.16059172560061,1.12117876639209,10.5781440658,0,202159.0,74.0834135314063,26,1,0
6,9,5,1,25.8788835910286,0,49.6728724931238,10.7408875884009,1.15067586484683,18.5704832209144,0,330243.0,185.208533828515,26,1,0
6,10,5,1,25.9999999850849,0,49.9999933031621,10.7408875884009,1.18173358110793,32.2217705836465,0,400006.0,185.208533828515,26,1,0
6,11,5,1,25.9999999999999,0,50.0000000425142,10.7408875884009,2.06934426850649,46.4393019370179,0,451873.0,259.291947359922,26,1,0
6,12,5,1,26.0,0,49.9992342220089,10.7408875884009,2.10241707643515,51.4388948837469,0,439791.0,259.291947359922,26,1,0
6,13,5,1,26.0,0,49.9999832243167,10.7408875884009,2.09559971258275,55.1558411645745,0,442941.0,259.291947359922,26,1,0
6,14,5,1,26.0,0,49.9990004356974,10.7408875884009,1.61959976188721,56.8099664732593,0,550977.0,259.291947359922,26,1,0
6,15,5,1,26.0,0,49.9999790410265,10.7408875884009,1.59480062498792,61.1239464263993,0,522270.99999999994,296.333654125625,26,1,0
6,16,5,1,25.9999999999999,0,49.9990026844999,10.7408875884009,1.59987907337498,56.4371945546523,0,398837.0,259.291947359922,26,1,0
6,17,5,1,26.0,0,49.9999825604518,10.7408875884009,1.60473236975244,47.1631569174165,0,267007.0,185.208533828515,26,1,0
6,18,5,1,25.9999999999999,0,49.9999999923422,10.7408875884009,1.18529758505901,40.4940668155503,0,92879.3,185.208533828515,26,1,0
6,19,5,1,25.9999999999999,0,50.0004962003168,8.35402367986738,1.16306725354177,26.2871045535723,0,15902.0,111.12512029711,26,1,0
6,20,5,1,26.0,0,50.0000008309078,8.35402367986738,1.29557450422439,22.3317793226464,0,0.0,111.12512029711,26,1,0
6,21,5,1,26.2203499936501,0,48.3942627178481,2.36211922079294,0.216479906458369,0.0,0,0.0,0.0,30,1,0
6,22,5,1,26.0297596806532,0,47.6238567534617,2.36211922079294,0.0,0.0,0,0.0,0.0,30,1,0
6,23,5,1,25.7474829098682,0,47.7602267115478,2.36211922079294,0.350808647219243,0.0,0,0.0,0.0,30,1,0
6,24,5,1,25.497540789471,0,48.1091280440721,2.36211922079294,0.0,0.0,0,0.0,0.0,30,1,0
6,1,6,1,25.2509292796175,0,48.3841047001483,2.36211922079294,0.350682359435683,0.0,0,0.0,0.0,30,1,0
6,2,6,1,25.0200271582245,0,48.4777608871118,2.36211922079294,0.0,0.0,0,0.0,0.0,30,1,0
6,3,6,1,24.8040850749516,0,48.423411350818,2.36211922079294,0.0,0.0,0,0.0,0.0,30,1,0
6,4,6,1,24.6100602423,0,48.3173476631524,2.36211922079294,0.350652744855703,0.0,0,0.0,0.0,30,1,0
6,5,6,1,24.4334034064383,0,48.2030508118364,2.36211922079294,0.0,0.0,0,0.0,0.0,28,1,0
6,6,6,1,24.3875257187166,0,49.8545284909807,2.36211922079294,0.350722024467461,6.47282246021146,0,0.0,0.0,26,1,0
6,7,6,1,24.6261610361367,0,49.8044589807442,4.77372781706707,0.365376084993869,2.58763683737639,0,82601.20000000001,37.0417067657032,26,1,0
6,8,6,1,25.155374338186,0,49.7528857610531,7.16059172560061,1.12100686136698,9.91490005515155,0,215137.0,74.0834135314063,26,1,0
6,9,6,1,25.9318947267749,0,49.7284267556903,10.7408875884009,1.119146680225,19.7227665917274,0,406207.0,185.208533828515,26,1,0
6,10,6,1,25.9999999983931,0,49.999429805339,10.7408875884009,1.21334212638325,30.725248487709,0,491753.0,185.208533828515,26,1,0
6,11,6,1,25.9999999999999,0,49.9999909215686,10.7408875884009,2.06831493855788,43.0159234897982,0,499524.0,259.291947359922,26,1,0
6,12,6,1,25.9999999999999,0,49.9992925629359,10.7408875884009,2.10151727449717,46.7732939457015,0,533141.0,259.291947359922,26,1,0
6,13,6,1,25.9999999999999,0,49.9999850726376,10.7408875884009,1.91267580100093,50.8045524979335,0,127795.0,259.291947359922,26,1,0
6,14,6,1,25.9999999999999,0,49.9991587304346,10.7408875884009,1.79455486784087,49.2152865176468,0,245822.0,259.291947359922,26,1,0
6,15,6,1,26.0,0,49.9999843234839,10.7408875884009,1.52374944883431,52.6228733993916,0,40729.0,296.333654125625,26,1,0
6,16,6,1,25.9999999999999,0,49.9991706297381,10.7408875884009,1.36804679075988,48.1201447006363,0,167886.0,259.291947359922,26,1,0
6,17,6,1,25.9999999999999,0,49.9999876447858,10.7408875884009,1.56731320219545,40.0402055503372,0,206192.0,185.208533828515,26,1,0
6,18,6,1,26.0,0,50.0004620635821,10.7408875884009,1.51950940316845,35.9237665959848,0,95193.1,185.208533828515,26,1,0
6,19,6,1,26.0,0,50.0001537908002,8.35402367986738,1.15736005008038,23.4128316466041,0,17759.699999999997,111.12512029711,26,1,0
6,20,6,1,25.9941804744675,0,50.0142152773227,8.35402367986738,1.15388007837504,20.0864577725395,0,0.0,111.12512029711,26,1,0
6,21,6,1,25.9381697805057,0,49.9035600667291,2.36211922079294,0.3507174869548,0.0,0,0.0,0.0,30,1,0
6,22,6,1,25.6198867894269,0,50.4175585395385,2.36211922079294,0.0,0.0,0,0.0,0.0,30,1,0
6,23,6,1,25.3109201605737,0,50.9474547501623,2.36211922079294,0.272546418003117,0.0,0,0.0,0.0,30,1,0
6,24,6,1,25.0756909887576,0,51.2814822112544,2.36211922079294,0.0780873413853023,0.0,0,0.0,0.0,30,1,0
6,1,7,1,24.8702381967723,0,51.5474230742796,1.77158941559471,0.0,0.0,0,0.0,0.0,30,1,0
6,2,7,1,24.7077117877673,0,51.7427381753936,1.77158941559471,0.350723546115033,0.0,0,0.0,0.0,30,1,0
6,3,7,1,24.5818900940816,0,51.8892482088962,1.77158941559471,0.0,0.0,0,0.0,0.0,30,1,0
6,4,7,1,24.453483014567,0,52.0528901415818,1.77158941559471,0.35075506187816,0.0,0,0.0,0.0,30,1,0
6,5,7,1,24.3227611864416,0,52.237961494218,1.77158941559471,0.0,0.0,0,0.0,0.0,28,1,0
6,6,7,1,24.2457296260871,0,50.0887479643085,1.77158941559471,0.0,11.8750159992967,0,12917.5,0.0,26,1,0
6,7,7,1,24.1993050084252,0,50.012525131455,3.5802958628003,0.740992288066152,5.70905146259461,0,95173.7,37.0417067657032,26,1,0
6,8,7,1,24.2403720822798,0,50.0053394060617,5.96715977133384,1.12402027027225,11.0193452934231,0,241949.0,74.0834135314063,26,1,0
6,9,7,1,24.2475014628797,0,49.9280292055382,9.54745563413415,0.755667573319466,25.04096159221,0,397304.0,185.208533828515,26,1,0
6,10,7,1,24.6867881053628,0,49.7205061409093,10.7408875884009,1.57960735800378,27.4102386590505,0,532592.0,222.250240594219,26,1,0
6,11,7,1,24.982781004297,0,49.9699741215886,10.7408875884009,1.66435097386982,39.7831036770574,0,604801.0,296.333654125625,26,1,0
6,12,7,1,25.0552495899538,0,49.8632040994795,10.7408875884009,2.05435527588482,36.4716385114348,0,662858.0,296.333654125625,26,1,0
6,13,7,1,25.5770020855812,0,49.7008016646652,10.7408875884009,2.08708461432997,33.1566742972254,0,665859.0,296.333654125625,26,1,0
6,14,7,1,25.9697381598605,0,49.8876563988706,10.7408875884009,1.61342201789313,36.44363737952,0,619437.0,296.333654125625,26,1,0
6,15,7,1,25.9999999791332,0,49.9991295644538,10.7408875884009,1.60860724581155,41.0300102930024,0,529559.0,296.333654125625,26,1,0
6,16,7,1,25.9976898165257,0,50.0053143997689,10.7408875884009,1.60372680454647,42.5727595800971,0,383455.0,296.333654125625,26,1,0
6,17,7,1,25.9293967758886,0,50.0950965785829,10.7408875884009,1.59879048677443,34.895455213656,0,229755.0,222.250240594219,26,1,0
6,18,7,1,25.8171400611279,0,50.0057508558031,8.35402367986738,1.58929775379395,13.4737570568937,0,91064.2,74.0834135314063,26,1,0
6,19,7,1,25.6406622290123,0,50.1482459275781,5.96715977133384,1.16414790045157,13.1324084087031,0,10169.1,74.0834135314063,26,1,0
6,20,7,1,25.4125976552233,0,50.0485094482997,5.96715977133384,1.14072976372298,14.818957824429,0,0.0,74.0834135314063,26,1,0
6,21,7,1,25.1169704354203,0,50.1601917534631,3.5802958628003,0.745385196852462,7.29391747172825,0,0.0,37.0417067657032,26,1,0
6,22,7,1,24.8134678624833,0,50.4541615339586,1.77158941559471,0.0,0.0,0,0.0,0.0,30,1,0
6,23,7,1,24.5792675180025,0,51.0136424334954,1.77158941559471,0.350812244346702,0.0,0,0.0,0.0,30,1,0
6,24,7,1,24.3824873429985,0,51.4757921396232,1.77158941559471,0.0,0.0,0,0.0,0.0,30,1,0
6,1,1,1,24.1707654705348,0,51.9072961786429,1.77158941559471,0.350823187673594,0.0,0,0.0,0.0,30,1,0
6,2,1,1,23.9495896440406,0,52.2770209709942,1.77158941559471,0.0,0.0,0,0.0,0.0,30,1,0
6,3,1,1,23.7385666378917,0,52.5261195165016,1.77158941559471,0.317203223468899,0.0,0,0.0,0.0,30,1,0
6,4,1,1,23.5580772772415,0,52.6662872604199,1.77158941559471,0.03364144859005,0.0,0,0.0,0.0,30,1,0
6,5,1,1,23.3978459467422,0,52.7392981945607,1.77158941559471,0.0,0.0,0,0.0,0.0,30,1,0
6,6,1,1,23.3124769104176,0,52.5997820590517,1.77158941559471,0.350843666543356,0.0,0,12950.900000000001,0.0,30,1,0
6,7,1,1,23.425562117256,0,51.9241954513192,1.77158941559471,0.0,0.0,0,98311.0,0.0,28,1,0
6,8,1,1,23.7060703529104,0,49.8684889619256,1.77158941559471,0.350756100318192,11.1603798182852,0,263172.0,0.0,26,1,0
6,9,1,1,24.2269928510789,0,49.7057603329016,3.5802958628003,0.364307850018401,1.8548581683064,0,444867.0,37.0417067657032,26,1,0
6,10,1,1,24.9303231434884,0,49.7523201502646,7.16059172560061,1.13984603964284,16.4750232436344,0,581191.0,74.0834135314063,26,1,0
6,11,1,1,25.7325432210337,0,49.6881281146255,7.16059172560061,1.14672265209741,5.59568029723647,0,673896.0,74.0834135314063,26,1,0
6,12,1,1,25.9727114267667,0,49.9672513857497,9.54745563413415,1.16345288672723,22.8647085097766,0,712907.0,148.166827062812,26,1,0
6,13,1,1,25.9999999517999,0,49.9994811525393,9.54745563413415,1.16334345395728,26.9621421787421,0,714458.0,148.166827062812,26,1,0
6,14,1,1,26.0,0,49.9999942505902,9.54745563413415,1.15672665302753,26.2318134908281,0,667234.0,148.166827062812,26,1,0
6,15,1,1,26.0,0,49.9995073816789,9.54745563413415,1.53331117586768,25.3772058544198,0,569253.0,148.166827062812,26,1,0
6,16,1,1,25.9999999999999,0,49.999502682553,9.54745563413415,1.18027918570755,27.0015653493943,0,432641.0,148.166827062812,26,1,0
6,17,1,1,26.0,0,49.9999959550505,7.16059172560061,1.15679760340002,16.8485897362468,0,256286.0,74.0834135314063,26,1,0
6,18,1,1,25.9999999999999,0,49.9999997351955,4.77372781706707,0.751312290022515,7.67274670088697,0,95064.7,37.0417067657032,26,1,0
6,19,1,1,25.8826186686183,0,49.8713612695425,1.77158941559471,0.350648579775486,0.0,0,11815.2,0.0,30,1,0
6,20,1,1,25.537882145433,0,50.074619623164,1.77158941559471,0.0,0.0,0,0.0,0.0,30,1,0
6,21,1,1,25.1916098146768,0,50.2754981151911,1.77158941559471,0.350696123241795,0.0,0,0.0,0.0,30,1,0
6,22,1,1,24.9239775094879,0,50.5138680409495,1.77158941559471,0.0,0.0,0,0.0,0.0,30,1,0
6,23,1,1,24.6913676534867,0,50.8563195524587,1.77158941559471,0.0,0.0,0,0.0,0.0,30,1,0
6,24,1,1,24.4715563250619,0,51.254188615621,1.77158941559471,0.350732006862259,0.0,0,0.0,0.0,30,1,0
6,1,2,1,24.2801399252054,0,51.5035770916777,2.36211922079294,0.0,0.0,0,0.0,0.0,30,1,0
6,2,2,1,24.094836044592,0,51.6499054338111,2.36211922079294,0.350790389290156,0.0,0,0.0,0.0,30,1,0
6,3,2,1,23.9041040474875,0,51.7439457375893,2.36211922079294,0.0,0.0,0,0.0,0.0,30,1,0
6,4,2,1,23.7158450108723,0,51.8398396185749,2.36211922079294,0.350832708599003,0.0,0,0.0,0.0,30,1,0
6,5,2,1,23.5249485274645,0,51.9535689402659,2.36211922079294,0.0,0.0,0,0.0,0.0,28,1,0
6,6,2,1,23.4921427217143,0,50.0363474455699,2.36211922079294,0.0,14.4546790342469,0,2668.19,0.0,26,1,0
6,7,2,1,23.6831808113987,0,49.8388233091389,4.77372781706707,0.73064237028147,4.11913288445365,0,78530.6,37.0417067657032,26,1,0
6,8,2,1,24.205057201003,0,49.7177794759195,7.16059172560061,0.746972903171343,10.8721799007973,0,193213.0,74.0834135314063,26,1,0
6,9,2,1,25.204362501992,0,49.4644434272392,10.7408875884009,1.14969261284292,14.3204548671697,0,258414.0,185.208533828515,26,1,0
6,10,2,1,25.9127363419021,0,49.7904435244665,10.7408875884009,1.57395208033611,21.6784592406483,0,292824.0,185.208533828515,26,1,0
6,11,2,1,25.999993700623,0,49.9989876172878,10.7408875884009,1.65245460810539,40.3678464798762,0,319401.0,259.291947359922,26,1,0
6,12,2,1,26.0,0,49.9994349028506,10.7408875884009,2.0986247959322,46.0397262451224,0,324973.0,259.291947359922,26,1,0
6,13,2,1,25.9999999999999,0,49.9999874343775,10.7408875884009,2.09184451998281,50.1573757344679,0,303332.0,259.291947359922,26,1,0
6,14,2,1,25.9999999999999,0,49.9991352532367,10.7408875884009,1.61703254301651,50.6282200939791,0,408048.0,259.291947359922,26,1,0
6,15,2,1,26.0,0,49.9999839605274,10.7408875884009,1.59278262729001,55.2156704370964,0,134890.0,296.333654125625,26,1,0
6,16,2,1,26.0,0,50.0000000628164,10.7408875884009,1.59777542323747,52.6254625956246,0,103079.0,259.291947359922,26,1,0
6,17,2,1,26.0,0,49.9991933894362,10.7408875884009,1.60251757502197,43.9538417592439,0,59100.700000000004,185.208533828515,26,1,0
