Outdoor Drybulb Temperature [C],Outdoor Relative Humidity [%],Diffuse Solar Radiation [W/m2],Direct Solar Radiation [W/m2],6h Prediction Outdoor Drybulb Temperature [C],12h Prediction Outdoor Drybulb Temperature [C],24h Prediction Outdoor Drybulb Temperature [C],6h Prediction Outdoor Relative Humidity [%],12h Prediction Outdoor Relative Humidity [%],24h Prediction Outdoor Relative Humidity [%],6h Prediction Diffuse Solar Radiation [W/m2],12h Prediction Diffuse Solar Radiation [W/m2],24h Prediction Diffuse Solar Radiation [W/m2],6h Prediction Direct Solar Radiation [W/m2],12h Prediction Direct Solar Radiation [W/m2],24h Prediction Direct Solar Radiation [W/m2]
25.51,44.25,0.00,0.00,20.99,12.78,13.44,53.03,90.55,64.90,0.00,0.00,0.00,0.00,0.00,0.00
24.90,46.88,0.00,0.00,19.24,12.39,14.00,63.24,90.99,59.84,0.00,0.00,0.00,0.00,0.00,0.00
24.10,48.00,0.00,0.00,17.65,12.75,12.37,70.43,86.52,65.99,0.00,35.07,0.00,0.00,16.08,0.00
23.30,49.25,0.00,0.00,15.82,13.09,11.23,78.39,84.65,72.67,0.00,118.06,0.00,0.00,64.75,0.00
22.50,50.62,0.00,0.00,14.92,13.39,9.96,82.55,84.62,77.56,0.00,170.80,0.00,0.00,18.67,0.00
21.64,51.62,0.00,0.00,13.71,14.73,9.25,88.54,78.98,79.09,0.00,226.06,0.00,0.00,50.93,0.00
20.80,53.88,0.00,0.00,12.99,15.80,8.82,89.28,71.65,78.89,0.00,279.90,0.00,0.00,161.83,0.00
19.50,61.88,0.00,0.00,12.43,16.07,8.37,90.75,67.70,81.06,0.00,265.80,0.00,0.00,44.09,0.00
17.77,69.75,0.00,0.00,12.52,15.19,8.84,88.01,69.73,81.10,34.50,237.02,0.00,15.82,37.30,0.00
16.04,77.00,0.00,0.00,13.12,15.54,10.09,84.45,63.35,74.79,118.34,195.23,0.00,64.91,93.24,0.00
14.84,83.12,0.00,0.00,13.67,15.68,10.18,83.00,59.15,73.87,174.34,121.31,0.00,19.05,210.14,0.00
13.94,86.88,0.00,0.00,14.56,15.33,9.16,79.99,58.41,79.23,223.31,60.31,0.00,50.31,262.21,0.00
13.16,88.00,0.00,0.00,15.46,13.85,9.11,73.51,63.07,78.54,273.29,0.00,0.00,158.01,0.00,0.00
12.46,90.50,0.00,0.00,15.83,13.69,10.05,68.91,61.23,70.68,261.37,0.00,0.00,43.35,0.00,0.00
12.32,89.50,33.94,15.56,15.47,12.49,9.16,68.43,65.43,74.26,241.82,0.00,42.48,38.05,0.00,33.17
13.15,84.25,118.62,65.06,15.60,11.53,10.82,63.11,71.21,66.75,195.96,0.00,114.83,93.59,0.00,192.79
13.91,81.38,177.88,19.44,15.53,10.50,13.83,59.76,74.78,56.07,120.09,0.00,164.17,208.04,0.00,352.36
14.41,81.00,220.56,49.69,15.15,9.74,16.09,59.21,76.49,49.62,59.53,0.00,185.01,258.82,0.00,440.43
15.16,75.38,266.69,154.19,14.06,9.12,19.80,62.16,77.26,39.13,0.00,0.00,208.54,0.00,0.00,568.42
15.62,70.12,256.94,42.62,13.53,8.72,21.94,61.93,79.15,34.45,0.00,0.00,197.59,0.00,0.00,635.85
15.70,67.12,246.62,38.81,12.55,8.89,22.26,65.16,80.80,35.02,0.00,0.00,174.08,0.00,0.00,555.97
15.64,62.88,196.69,93.94,11.67,9.47,21.59,70.48,78.40,36.56,0.00,0.00,156.47,0.00,0.00,399.87
15.41,60.38,118.88,205.94,10.77,9.48,22.64,73.39,77.94,32.36,0.00,0.00,85.42,0.00,0.00,538.40
14.99,60.00,58.75,255.44,9.99,8.97,21.34,75.18,80.30,34.88,0.00,0.00,36.71,0.00,0.00,325.46
14.24,61.25,0.00,0.00,9.27,8.95,17.55,76.44,79.46,44.96,0.00,0.00,0.00,0.00,0.00,0.00
13.40,62.62,0.00,0.00,8.89,9.43,16.73,78.20,74.09,51.60,0.00,0.00,0.00,0.00,0.00,0.00
12.60,64.88,0.00,0.00,8.92,9.35,15.72,80.65,73.25,58.42,0.00,43.08,0.00,0.00,33.65,0.00
11.80,69.75,0.00,0.00,9.16,11.15,15.13,80.20,65.25,57.84,0.00,117.66,0.00,0.00,197.55,0.00
11.00,72.00,0.00,0.00,9.14,13.96,15.01,79.97,55.54,56.34,0.00,165.80,0.00,0.00,355.87,0.00
10.20,73.88,0.00,0.00,8.88,16.39,14.08,80.84,48.62,60.17,0.00,189.06,0.00,0.00,450.09,0.00
9.40,75.62,0.00,0.00,8.87,19.34,13.52,79.92,40.50,64.30,0.00,202.12,0.00,0.00,550.90,0.00
9.04,77.25,0.00,0.00,9.12,21.27,12.19,75.79,36.29,71.58,0.00,188.92,0.00,0.00,607.95,0.00
8.94,80.50,0.00,0.00,9.45,22.00,12.80,72.75,35.70,70.03,43.39,170.95,0.00,33.88,545.96,0.00
8.90,82.00,0.00,0.00,11.32,21.82,12.12,64.50,35.97,76.79,119.08,159.18,0.00,199.93,406.78,0.00
8.84,82.00,0.00,0.00,14.03,22.11,9.79,55.27,33.68,88.35,166.62,82.43,0.00,357.62,519.54,0.00
8.80,81.38,0.00,0.00,16.53,20.85,9.63,48.12,36.19,88.12,191.09,35.51,0.00,454.92,314.82,0.00
8.80,80.38,0.00,0.00,19.11,18.14,9.42,41.19,43.23,91.17,198.90,0.00,0.00,542.14,0.00,0.00
8.86,77.50,0.00,0.00,20.93,17.16,9.41,37.20,50.11,89.33,184.58,0.00,0.00,594.01,0.00,0.00
9.53,72.25,43.69,34.12,21.87,16.31,9.66,36.04,56.15,85.31,169.38,0.00,31.36,540.95,0.00,2.93
11.46,63.75,120.50,202.31,21.94,15.67,11.36,35.68,55.79,78.21,160.53,0.00,117.93,410.24,0.00,17.28
14.09,55.00,167.44,359.38,21.85,15.28,13.04,34.34,55.29,68.43,80.94,0.00,195.05,510.12,0.00,25.10
16.66,47.62,193.12,459.75,20.61,14.48,13.99,36.84,58.52,64.00,34.91,0.00,246.63,309.51,0.00,34.88
18.91,41.88,195.69,533.38,18.43,13.88,14.78,42.37,62.71,61.52,0.00,0.00,287.07,0.00,0.00,101.33
20.64,38.12,180.25,580.06,17.38,12.84,15.75,49.36,68.54,58.78,0.00,0.00,290.46,0.00,0.00,137.32
21.76,36.38,167.81,535.94,16.61,12.66,16.70,55.01,70.70,54.70,0.00,0.00,260.95,0.00,0.00,217.61
22.04,35.38,161.88,413.69,15.93,11.87,16.48,54.77,78.20,56.33,0.00,0.00,161.93,0.00,0.00,406.14
21.62,35.00,79.44,500.69,15.41,10.41,16.34,54.77,84.74,56.79,0.00,0.00,96.29,0.00,0.00,431.63
20.40,37.50,34.31,304.19,14.69,10.11,16.69,57.70,85.31,52.85,0.00,0.00,46.86,0.00,0.00,341.42
18.68,41.50,0.00,0.00,14.06,9.80,15.98,61.91,88.83,53.88,0.00,0.00,0.00,0.00,0.00,0.00
17.56,48.62,0.00,0.00,13.16,9.62,14.32,67.02,88.04,61.84,0.00,0.00,0.00,0.00,0.00,0.00
16.86,53.88,0.00,0.00,12.60,9.81,13.23,71.04,84.41,65.35,0.00,31.71,0.00,0.00,2.97,0.00
16.16,53.75,0.00,0.00,11.75,11.19,12.52,78.91,79.17,67.11,0.00,116.56,0.00,0.00,17.08,0.00
15.53,54.25,0.00,0.00,10.72,12.68,11.12,82.93,70.28,74.37,0.00,190.30,0.00,0.00,24.49,0.00
14.86,56.88,0.00,0.00,10.35,13.70,9.71,83.91,65.38,80.03,0.00,241.75,0.00,0.00,34.19,0.00
14.22,61.12,0.00,0.00,9.99,14.63,10.45,87.67,62.20,73.82,0.00,284.03,0.00,0.00,100.26,0.00
13.44,65.50,0.00,0.00,9.72,15.64,9.21,87.39,59.26,82.21,0.00,288.13,0.00,0.00,136.22,0.00
12.54,71.38,0.00,0.00,9.88,16.48,8.31,83.95,55.60,90.54,31.89,256.91,0.00,2.98,214.24,0.00
11.64,79.62,0.00,0.00,11.11,16.65,6.24,79.64,55.66,100.00,115.88,163.94,0.00,16.98,411.17,0.00
10.99,81.12,0.00,0.00,12.50,16.65,8.08,71.20,55.58,84.44,187.93,98.52,0.00,24.19,441.62,0.00
10.55,82.50,0.00,0.00,13.55,16.54,7.56,66.06,53.43,84.67,239.32,46.37,0.00,33.84,337.86,0.00
10.15,86.50,0.00,0.00,14.55,15.65,5.66,62.54,55.19,95.86,282.52,0.00,0.00,99.73,0.00,0.00
9.81,86.75,0.00,0.00,15.58,14.33,5.29,59.51,61.80,94.95,286.97,0.00,0.00,135.67,0.00,0.00
9.95,83.50,32.06,3.00,16.37,13.31,4.99,56.05,64.98,98.73,254.90,0.00,35.56,212.56,0.00,76.36
11.04,80.12,115.19,16.88,16.74,12.48,7.76,55.33,67.31,85.33,164.94,0.00,88.31,413.68,0.00,450.45
12.35,72.12,185.56,23.88,16.81,11.34,10.69,54.98,73.25,70.84,99.63,0.00,68.19,446.62,0.00,711.41
13.43,66.75,236.88,33.50,16.46,10.16,15.44,53.71,77.64,46.36,46.12,0.00,76.94,336.09,0.00,940.79
14.49,62.88,281.00,99.19,15.49,10.03,17.65,55.85,76.16,37.73,0.00,0.00,83.27,0.00,0.00,960.25
15.53,59.75,285.81,135.12,14.34,9.03,18.20,61.77,83.29,37.33,0.00,0.00,82.85,0.00,0.00,865.04
16.27,56.50,252.88,210.88,13.35,8.20,18.23,64.80,91.27,35.20,0.00,0.00,73.41,0.00,0.00,779.33
16.81,55.00,165.94,416.19,12.46,6.82,19.28,67.40,99.58,30.79,0.00,0.00,74.04,0.00,0.00,741.49
16.94,54.38,100.75,451.62,11.45,7.44,19.25,72.68,88.66,30.84,0.00,0.00,63.64,0.00,0.00,612.11
16.40,54.00,45.88,334.31,10.38,6.98,16.97,76.45,88.46,36.77,0.00,0.00,32.78,0.00,0.00,323.63
15.35,56.50,0.00,0.00,9.82,5.93,15.20,77.33,94.12,43.59,0.00,0.00,0.00,0.00,0.00,0.00
14.34,61.75,0.00,0.00,8.94,5.61,14.75,83.84,92.85,49.02,0.00,0.00,0.00,0.00,0.00,0.00
13.38,64.62,0.00,0.00,8.15,5.67,14.27,91.64,94.37,48.17,0.00,37.47,0.00,0.00,80.46,0.00
12.44,67.50,0.00,0.00,7.11,8.23,11.63,97.60,82.67,55.24,0.00,91.47,0.00,0.00,466.54,0.00
11.54,72.12,0.00,0.00,7.12,11.22,10.23,90.77,68.36,58.01,0.00,70.97,0.00,0.00,740.39,0.00
10.57,75.25,0.00,0.00,6.70,14.88,10.57,90.35,48.37,54.96,0.00,74.09,0.00,0.00,906.02,0.00
9.64,78.50,0.00,0.00,6.06,17.11,7.93,93.25,39.31,66.25,0.00,80.29,0.00,0.00,925.91,0.00
8.86,84.38,0.00,0.00,5.77,18.24,8.02,91.80,37.22,65.25,0.00,83.08,0.00,0.00,867.46,0.00
8.10,92.00,0.00,0.00,6.01,18.72,7.14,92.18,34.04,70.47,38.42,76.21,0.00,82.51,808.98,0.00
7.36,95.62,0.00,0.00,8.46,19.37,5.09,81.33,30.59,81.12,93.04,74.55,0.00,474.58,746.59,0.00
6.85,92.88,0.00,0.00,11.48,19.02,4.43,67.12,31.36,81.72,72.36,62.63,0.00,754.89,602.40,0.00
6.45,92.25,0.00,0.00,14.60,17.09,5.93,49.37,36.45,69.54,72.67,33.08,0.00,888.63,326.59,0.00
6.17,92.38,0.00,0.00,16.84,15.29,3.98,40.09,43.29,83.03,78.80,0.00,0.00,908.73,0.00,0.00
5.91,90.75,0.00,0.00,18.26,14.40,4.23,37.17,50.32,85.59,83.19,0.00,0.00,868.67,0.00,0.00
6.30,90.00,39.38,84.56,18.97,13.62,3.81,33.46,50.64,89.39,77.60,0.00,37.41,823.80,0.00,89.38
8.66,80.00,94.62,482.62,19.42,11.81,7.61,30.48,54.56,70.35,74.81,0.00,98.58,749.14,0.00,568.39
11.71,65.88,73.75,769.38,18.91,10.61,8.38,31.62,56.51,71.04,62.12,0.00,59.01,597.54,0.00,762.83
14.36,50.38,71.25,871.25,17.16,10.26,11.29,36.28,56.23,55.02,33.23,0.00,63.60,328.08,0.00,858.75
16.61,40.88,77.31,891.56,15.34,8.47,12.72,43.15,63.88,47.01,0.00,0.00,62.32,0.00,0.00,847.88
18.28,37.12,83.31,869.88,14.22,8.00,14.19,50.97,65.37,42.66,0.00,0.00,59.00,0.00,0.00,859.58
19.18,32.88,79.00,838.62,13.29,7.05,16.18,51.88,70.92,36.55,0.00,0.00,57.62,0.00,0.00,918.94
19.46,30.38,75.06,751.69,11.89,5.52,17.25,54.22,78.81,35.69,0.00,0.00,54.97,0.00,0.00,907.38
18.81,31.88,61.62,592.69,10.81,4.83,15.58,55.75,79.55,42.09,0.00,0.00,44.70,0.00,0.00,705.72
17.21,36.12,33.38,329.56,10.10,5.25,14.49,56.86,73.27,45.73,0.00,0.00,30.02,0.00,0.00,435.16
15.38,43.00,0.00,0.00,8.74,4.07,12.33,62.69,82.51,51.96,0.00,0.00,0.00,0.00,0.00,0.00
14.07,51.62,0.00,0.00,7.98,3.98,11.70,65.44,87.17,56.12,0.00,0.00,0.00,0.00,0.00,0.00
13.01,53.12,0.00,0.00,7.01,3.93,9.75,71.15,88.63,67.62,0.00,37.73,0.00,0.00,90.16,0.00
11.97,53.88,0.00,0.00,5.73,6.93,10.89,77.66,74.11,62.81,0.00,94.23,0.00,0.00,543.32,0.00
10.97,55.00,0.00,0.00,5.02,8.83,10.22,78.46,68.89,67.47,0.00,61.03,0.00,0.00,789.01,0.00
9.97,57.50,0.00,0.00,4.91,11.55,10.26,75.13,54.01,65.93,0.00,64.86,0.00,0.00,875.78,0.00
8.97,61.50,0.00,0.00,4.11,13.32,8.33,82.26,45.13,72.87,0.00,65.28,0.00,0.00,888.25,0.00
7.97,65.50,0.00,0.00,3.86,14.82,9.44,87.96,40.89,60.57,0.00,61.94,0.00,0.00,902.38,0.00
6.97,71.38,0.00,0.00,3.99,16.26,9.60,88.26,36.33,58.21,37.90,57.96,0.00,90.55,924.47,0.00
5.91,76.50,0.00,0.00,6.59,16.91,9.66,76.00,36.59,60.45,92.05,53.71,0.00,530.78,886.47,0.00
5.19,77.38,0.00,0.00,9.06,15.79,9.09,67.82,41.49,65.01,62.05,45.38,0.00,802.10,716.49,0.00
4.62,77.00,0.00,0.00,11.69,14.48,9.18,53.51,45.74,66.96,65.49,30.01,0.00,884.30,435.05,0.00
4.15,82.00,0.00,0.00,13.63,12.44,9.37,44.19,51.54,67.63,66.77,0.00,0.00,908.43,0.00,0.00
3.75,88.75,0.00,0.00,15.14,11.62,7.46,40.01,56.44,81.50,63.41,0.00,0.00,923.79,0.00,0.00
4.04,87.88,38.06,90.94,16.30,10.44,9.50,36.23,64.56,77.55,58.14,0.00,13.88,927.24,0.00,0.00
6.30,77.88,89.88,518.25,16.74,10.74,10.77,37.05,63.53,74.77,53.07,0.00,55.77,876.02,0.00,0.00
9.25,66.75,63.06,815.19,15.89,10.15,9.69,41.18,67.80,84.87,45.72,0.00,76.54,721.87,0.00,0.00
11.80,53.00,66.12,892.81,14.48,9.91,11.60,45.74,67.65,77.66,30.00,0.00,84.39,434.99,0.00,0.00
13.89,43.25,68.25,928.62,12.50,8.73,11.08,51.33,70.94,82.10,0.00,0.00,67.07,0.00,0.00,0.00
15.41,39.12,64.88,945.19,11.58,9.13,12.07,56.59,61.97,75.81,0.00,0.00,106.35,0.00,0.00,60.45
16.34,36.12,58.31,930.00,10.79,9.19,12.01,63.03,60.05,84.79,0.00,0.00,240.52,0.00,0.00,313.33
16.60,37.50,52.44,865.56,10.66,9.18,15.60,63.89,62.67,61.40,0.00,0.00,152.69,0.00,0.00,561.77
15.98,40.88,46.06,727.25,10.12,8.92,15.05,67.96,65.81,57.77,0.00,0.00,92.44,0.00,0.00,431.70
14.48,45.75,30.00,434.94,9.74,8.98,14.28,68.52,67.92,59.84,0.00,0.00,41.26,0.00,0.00,206.64
12.55,51.12,0.00,0.00,8.92,9.07,13.53,69.97,69.13,62.02,0.00,0.00,0.00,0.00,0.00,0.00
11.55,56.75,0.00,0.00,8.97,8.15,14.75,62.68,77.81,58.89,0.00,0.00,0.00,0.00,0.00,0.00
11.09,61.50,0.00,0.00,8.98,9.21,13.40,60.96,79.28,64.50,0.00,13.59,0.00,0.00,0.00,0.00
10.59,64.25,0.00,0.00,8.94,10.14,13.35,63.77,78.44,64.79,0.00,53.48,0.00,0.00,0.00,0.00
10.09,68.12,0.00,0.00,8.83,10.03,12.24,66.22,82.94,72.22,0.00,78.46,0.00,0.00,0.00,0.00
9.59,69.38,0.00,0.00,8.88,11.11,12.14,68.40,80.58,72.73,0.00,81.64,0.00,0.00,0.00,0.00
9.09,69.00,0.00,0.00,8.93,11.04,11.98,69.87,82.30,73.30,0.00,66.91,0.00,0.00,0.00,0.00
8.84,63.38,0.00,0.00,8.50,11.62,9.23,75.96,78.40,87.13,0.00,103.14,0.00,0.00,58.63,0.00
8.80,61.88,0.00,0.00,9.06,12.34,10.42,80.14,82.89,82.64,13.45,246.41,0.00,0.00,321.01,0.00
8.74,64.88,0.00,0.00,9.83,14.93,9.49,80.28,64.64,90.13,52.34,146.03,0.00,0.00,537.29,0.00
8.76,66.62,0.00,0.00,10.20,15.08,7.45,81.97,57.64,100.00,79.42,92.66,0.00,0.00,432.73,0.00
8.80,68.88,0.00,0.00,10.87,14.68,7.74,82.04,58.23,100.00,80.26,42.50,0.00,0.00,212.88,0.00
8.80,70.62,0.00,0.00,11.02,13.98,7.62,82.40,60.13,100.00,66.83,0.00,0.00,0.00,0.00,0.00
8.80,74.12,0.00,0.00,11.39,14.25,6.07,79.70,61.14,100.00,101.54,0.00,0.00,57.72,0.00,0.00
8.93,81.00,13.31,0.00,12.50,13.31,7.01,81.95,64.94,100.00,249.36,0.00,14.54,324.85,0.00,0.00
9.56,82.12,51.19,0.00,14.60,13.01,7.92,66.26,66.46,95.98,142.71,0.00,52.21,525.05,0.00,0.00
10.34,81.00,80.38,0.00,15.10,12.22,8.81,57.57,72.36,89.40,92.77,0.00,76.64,433.24,0.00,0.00
10.66,83.50,78.88,0.00,14.88,11.91,9.49,57.43,73.99,83.83,43.13,0.00,63.09,216.00,0.00,0.00
11.01,82.50,66.75,0.00,14.21,11.57,9.36,59.19,75.59,84.67,0.00,0.00,90.33,0.00,0.00,0.00
11.20,81.00,99.94,56.81,14.00,9.89,9.28,62.26,83.37,83.07,0.00,0.00,110.43,0.00,0.00,115.69
12.64,81.00,252.31,328.69,13.26,10.08,9.56,65.16,84.76,83.19,0.00,0.00,187.14,0.00,0.00,548.66
14.31,67.88,139.38,512.81,12.84,9.23,12.60,67.29,91.81,68.72,0.00,0.00,120.15,0.00,0.00,743.31
15.11,57.50,92.88,433.75,12.20,7.97,13.39,72.43,100.00,64.20,0.00,0.00,89.31,0.00,0.00,779.78
15.05,56.62,43.75,219.12,11.79,7.90,11.81,74.62,100.00,70.84,0.00,0.00,32.67,0.00,0.00,485.33
14.40,58.25,0.00,0.00,11.37,7.67,11.26,76.73,100.00,71.35,0.00,0.00,0.00,0.00,0.00,0.00
13.79,63.38,0.00,0.00,10.22,6.76,10.67,81.50,100.00,72.26,0.00,0.00,0.00,0.00,0.00,0.00
13.22,65.38,0.00,0.00,9.91,7.22,11.09,85.82,100.00,68.73,0.00,14.77,0.00,0.00,0.00,0.00
12.69,68.12,0.00,0.00,9.11,7.90,9.78,92.66,96.11,72.90,0.00,52.13,0.00,0.00,0.00,0.00
12.19,72.50,0.00,0.00,8.23,8.60,9.09,99.93,90.76,76.57,0.00,75.54,0.00,0.00,0.00,0.00
11.69,75.25,0.00,0.00,7.98,9.03,8.94,100.00,86.79,75.40,0.00,61.14,0.00,0.00,0.00,0.00
11.19,77.88,0.00,0.00,7.69,9.06,8.56,100.00,86.52,76.92,0.00,88.51,0.00,0.00,0.00,0.00
10.50,79.62,0.00,0.00,7.11,9.08,8.34,100.00,84.29,78.56,0.00,108.90,0.00,0.00,114.10,0.00
9.76,86.88,0.00,0.00,7.33,9.94,6.04,100.00,81.09,92.71,14.89,192.38,0.00,0.00,564.02,0.00
9.00,93.50,0.00,0.00,7.89,12.14,7.36,96.18,71.11,80.57,52.10,116.48,0.00,0.00,720.59,0.00
8.45,98.12,0.00,0.00,8.50,12.91,5.16,91.44,66.54,91.94,74.99,86.46,0.00,0.00,754.95,0.00
8.05,100.00,0.00,0.00,8.80,12.14,6.38,88.27,69.23,83.12,60.17,33.49,0.00,0.00,497.47,0.00
7.71,100.00,0.00,0.00,8.92,11.54,5.92,87.45,69.99,82.54,87.60,0.00,0.00,0.00,0.00,0.00
7.41,100.00,0.00,0.00,8.99,10.87,4.22,84.89,71.26,93.20,108.14,0.00,0.00,113.30,0.00,0.00
7.42,100.00,15.00,0.00,10.12,10.75,4.84,80.05,70.49,92.52,195.00,0.00,35.79,571.70,0.00,25.06
7.88,96.25,52.06,0.00,11.92,9.77,7.36,72.30,72.95,77.13,114.65,0.00,88.88,709.24,0.00,5.05
8.41,92.12,74.44,0.00,12.67,9.08,6.43,67.71,76.66,84.37,85.04,0.00,155.43,742.53,0.00,10.05
8.60,89.75,59.19,0.00,12.31,8.68,8.89,68.43,76.89,72.26,33.90,0.00,179.33,503.55,0.00,4.08
8.79,88.38,86.69,0.00,11.68,8.14,8.42,69.30,79.34,74.54,0.00,0.00,137.04,0.00,0.00,112.07
8.90,85.50,107.38,112.50,10.97,7.74,9.75,70.75,82.22,71.27,0.00,0.00,213.10,0.00,0.00,474.99
10.28,79.00,197.62,579.38,10.58,6.34,10.93,71.37,90.79,68.46,0.00,0.00,262.44,0.00,0.00,188.18
11.72,73.50,112.81,697.88,9.76,6.67,12.81,72.98,84.98,60.45,0.00,0.00,236.79,0.00,0.00,163.99
12.47,68.88,83.62,730.12,9.07,5.40,10.64,76.71,90.47,67.89,0.00,0.00,120.62,0.00,0.00,133.30
12.45,67.62,34.31,509.62,8.54,5.82,10.86,77.64,86.69,63.80,0.00,0.00,58.29,0.00,0.00,189.95
11.80,68.62,0.00,0.00,7.94,5.45,8.82,80.54,85.52,72.14,0.00,0.00,0.00,0.00,0.00,0.00
11.06,70.25,0.00,0.00,7.45,4.51,8.55,84.05,91.35,73.49,0.00,0.00,0.00,0.00,0.00,0.00
10.43,72.25,0.00,0.00,6.49,5.15,8.60,89.84,90.51,73.25,0.00,36.65,0.00,0.00,25.65,0.00
9.76,73.00,0.00,0.00,6.33,6.70,8.47,87.18,81.12,73.02,0.00,85.07,0.00,0.00,4.84,0.00
9.06,76.75,0.00,0.00,5.51,6.73,6.95,89.74,82.63,75.41,0.00,158.93,0.00,0.00,10.27,0.00
8.43,78.38,0.00,0.00,5.55,8.40,7.30,88.47,75.00,71.50,0.00,173.42,0.00,0.00,3.94,0.00
7.76,81.75,0.00,0.00,5.21,8.30,7.01,87.01,75.14,74.23,0.00,135.96,0.00,0.00,111.19,0.00
7.19,85.88,0.00,0.00,4.66,9.70,6.83,90.42,71.58,79.64,0.00,212.21,0.00,0.00,472.99,0.00
6.62,88.88,0.00,0.00,5.31,10.97,6.49,89.51,68.29,87.27,37.07,263.09,0.00,25.95,188.65,0.00
6.03,89.38,0.00,0.00,6.37,12.13,5.41,83.12,63.72,94.54,83.16,226.24,0.00,4.73,156.69,0.00
5.61,89.00,0.00,0.00,6.88,11.01,6.20,81.75,66.19,88.68,160.69,123.97,0.00,10.39,136.99,0.00
5.31,90.25,0.00,0.00,8.15,10.81,5.75,76.38,64.02,88.56,170.46,58.08,0.00,3.88,189.29,0.00
5.01,88.50,0.00,0.00,8.25,9.37,5.61,75.45,69.51,90.88,135.42,0.00,0.00,110.75,0.00,0.00
4.78,89.50,0.00,0.00,9.67,8.91,6.23,71.73,71.69,86.03,211.76,0.00,0.00,472.00,0.00,0.00
5.45,88.50,37.50,26.25,10.99,8.76,6.96,68.20,72.43,82.82,263.42,0.00,8.73,188.88,0.00,0.00
6.09,85.12,81.25,4.62,11.78,8.51,6.22,65.36,72.82,87.83,220.96,0.00,23.33,153.03,0.00,0.00
7.01,80.88,162.44,10.50,11.19,7.57,8.36,65.35,72.33,75.54,125.64,0.00,49.10,138.84,0.00,0.00
7.94,77.75,167.50,3.81,10.78,7.56,8.68,64.14,70.19,76.36,57.98,0.00,70.63,188.95,0.00,0.00
8.20,75.75,134.88,110.31,9.64,7.24,6.95,68.19,73.06,89.05,0.00,0.00,69.40,0.00,0.00,0.00
9.64,71.88,211.31,471.00,9.09,6.97,9.81,70.78,78.82,66.28,0.00,0.00,119.00,0.00,0.00,81.58
11.00,68.12,263.75,189.12,8.84,6.59,9.14,72.03,86.63,69.37,0.00,0.00,206.23,0.00,0.00,353.76
11.49,67.00,215.69,149.38,8.53,6.01,10.73,72.72,90.83,65.94,0.00,0.00,148.16,0.00,0.00,389.94
11.35,64.50,127.31,140.69,7.88,6.47,13.29,70.79,87.03,57.93,0.00,0.00,107.41,0.00,0.00,389.74
