KPI,Building_1,District
building_deferrable_appliance_service_served_energy_total_delta_to_business_as_usual_kwh,0.0,
building_deferrable_appliance_service_served_energy_total_kwh,0.0,
building_deferrable_appliance_service_service_level_business_as_usual_ratio,,
building_deferrable_appliance_service_service_level_delta_to_business_as_usual_ratio,,
building_deferrable_appliance_service_service_level_ratio,,
building_deferrable_appliance_service_unserved_energy_total_business_as_usual_kwh,0.0,
building_deferrable_appliance_service_unserved_energy_total_delta_to_business_as_usual_kwh,0.0,
building_deferrable_appliance_service_unserved_energy_total_kwh,0.0,
building_electrical_service_phase_imbalance_phase_average_ratio,,
building_electrical_service_phase_violations_energy_total_kwh,0.0,
building_electrical_service_phase_violations_event_count,0.0,
building_emissions_daily_average_baseline_kgco2,42.675245261530215,
building_emissions_daily_average_business_as_usual_kgco2,38.70169656928174,
building_emissions_daily_average_control_kgco2,38.70169656928174,
building_emissions_daily_average_delta_kgco2,-3.9735486922484755,
building_emissions_daily_average_delta_to_business_as_usual_kgco2,0.0,
building_emissions_ratio_to_baseline_total_ratio,0.9068886735648021,
building_emissions_ratio_to_business_as_usual_total_ratio,1.0,
building_emissions_total_baseline_kgco2,15576.019986653719,
building_emissions_total_business_as_usual_kgco2,14125.716105115236,
building_emissions_total_control_kgco2,14125.716105115236,
building_emissions_total_delta_kgco2,-1450.3038815384825,
building_emissions_total_delta_to_business_as_usual_kgco2,0.0,
building_energy_grid_community_market_grid_export_after_local_daily_average_kwh,0.0,
building_energy_grid_community_market_grid_export_after_local_total_kwh,0.0,
building_energy_grid_community_market_grid_import_after_local_daily_average_kwh,0.0,
building_energy_grid_community_market_grid_import_after_local_total_kwh,0.0,
building_energy_grid_community_market_local_export_daily_average_kwh,0.0,
building_energy_grid_community_market_local_export_total_kwh,0.0,
building_energy_grid_community_market_local_import_daily_average_kwh,0.0,
building_energy_grid_community_market_local_import_total_kwh,0.0,
building_energy_grid_daily_average_export_baseline_kwh,43.988435036549745,
building_energy_grid_daily_average_export_business_as_usual_kwh,17.159054122839898,
building_energy_grid_daily_average_export_control_kwh,17.159054122839898,
building_energy_grid_daily_average_export_delta_kwh,-26.82938091370985,
building_energy_grid_daily_average_export_delta_to_business_as_usual_kwh,0.0,
building_energy_grid_daily_average_import_baseline_kwh,262.53179832307603,
building_energy_grid_daily_average_import_business_as_usual_kwh,238.3927871185501,
building_energy_grid_daily_average_import_control_kwh,238.3927871185501,
building_energy_grid_daily_average_import_delta_kwh,-24.13901120452594,
building_energy_grid_daily_average_import_delta_to_business_as_usual_kwh,0.0,
building_energy_grid_daily_average_net_exchange_baseline_kwh,218.5433632865263,
building_energy_grid_daily_average_net_exchange_business_as_usual_kwh,221.2337329957102,
building_energy_grid_daily_average_net_exchange_control_kwh,221.2337329957102,
building_energy_grid_daily_average_net_exchange_delta_kwh,2.69036970918391,
building_energy_grid_daily_average_net_exchange_delta_to_business_as_usual_kwh,0.0,
building_energy_grid_ratio_to_baseline_export_total_ratio,0.39008103172078146,
building_energy_grid_ratio_to_baseline_import_total_ratio,0.908053000212873,
building_energy_grid_ratio_to_baseline_net_exchange_total_ratio,1.0123104617258802,
building_energy_grid_ratio_to_business_as_usual_export_total_ratio,1.0,
building_energy_grid_ratio_to_business_as_usual_import_total_ratio,1.0,
building_energy_grid_ratio_to_business_as_usual_net_exchange_total_ratio,1.0,
building_energy_grid_total_export_baseline_kwh,16055.320575475693,
building_energy_grid_total_export_business_as_usual_kwh,6262.876014689449,
building_energy_grid_total_export_control_kwh,6262.876014689449,
building_energy_grid_total_export_delta_kwh,-9792.444560786244,
building_energy_grid_total_export_delta_to_business_as_usual_kwh,0.0,
building_energy_grid_total_import_baseline_kwh,95821.37168169022,
building_energy_grid_total_import_business_as_usual_kwh,87010.88404007163,
building_energy_grid_total_import_control_kwh,87010.88404007163,
building_energy_grid_total_import_delta_kwh,-8810.487641618587,
building_energy_grid_total_import_delta_to_business_as_usual_kwh,0.0,
building_energy_grid_total_net_exchange_baseline_kwh,79766.05110621452,
building_energy_grid_total_net_exchange_business_as_usual_kwh,80748.00802538218,
building_energy_grid_total_net_exchange_control_kwh,80748.00802538218,
building_energy_grid_total_net_exchange_delta_kwh,981.9569191676565,
building_energy_grid_total_net_exchange_delta_to_business_as_usual_kwh,0.0,
building_equity_benefit_relative_percent,9.305516994272665,
building_ev_events_departure_count,0.0,
building_ev_events_departure_met_count,0.0,
building_ev_events_departure_min_acceptable_count,0.0,
building_ev_events_departure_min_acceptable_feasible_count,0.0,
building_ev_events_departure_min_acceptable_infeasible_count,0.0,
building_ev_events_departure_target_feasible_count,0.0,
building_ev_events_departure_target_infeasible_count,0.0,
building_ev_events_departure_within_tolerance_count,0.0,
building_ev_events_departure_within_tolerance_feasible_count,0.0,
building_ev_events_departure_within_tolerance_infeasible_count,0.0,
building_ev_performance_departure_min_acceptable_feasible_ratio,,
building_ev_performance_departure_min_acceptable_ratio,,
building_ev_performance_departure_shortfall_beyond_tolerance_mean_ratio,,
building_ev_performance_departure_soc_absolute_error_mean_ratio,,
building_ev_performance_departure_soc_deficit_mean_ratio,,
building_ev_performance_departure_soc_surplus_mean_ratio,,
building_ev_performance_departure_success_feasible_ratio,,
building_ev_performance_departure_success_ratio,,
building_ev_performance_departure_tolerance_ratio,0.05,
building_ev_performance_departure_within_tolerance_feasible_ratio,,
building_ev_performance_departure_within_tolerance_ratio,,
building_ev_ratio_to_business_as_usual_charge_total_ratio,1.0,
building_ev_ratio_to_business_as_usual_v2g_export_total_ratio,1.0,
building_ev_total_charge_business_as_usual_kwh,0.0,
building_ev_total_charge_delta_to_business_as_usual_kwh,0.0,
building_ev_total_charge_kwh,0.0,
building_ev_total_v2g_export_business_as_usual_kwh,0.0,
building_ev_total_v2g_export_delta_to_business_as_usual_kwh,0.0,
building_ev_total_v2g_export_kwh,0.0,
building_solar_self_consumption_community_market_local_share_of_demand_ratio,,
building_solar_self_consumption_community_market_local_share_of_export_ratio,,
building_solar_self_consumption_daily_average_export_business_as_usual_kwh,17.159054122839898,
building_solar_self_consumption_daily_average_export_delta_to_business_as_usual_kwh,0.0,
building_solar_self_consumption_daily_average_export_kwh,17.159054122839898,
building_solar_self_consumption_daily_average_generation_business_as_usual_kwh,177.48746979047613,
building_solar_self_consumption_daily_average_generation_delta_to_business_as_usual_kwh,0.0,
building_solar_self_consumption_daily_average_generation_kwh,177.48746979047613,
building_solar_self_consumption_ratio_self_consumption_business_as_usual_ratio,0.9033224478150702,
building_solar_self_consumption_ratio_self_consumption_delta_to_business_as_usual_ratio,0.0,
building_solar_self_consumption_ratio_self_consumption_ratio,0.9033224478150702,
building_solar_self_consumption_ratio_to_business_as_usual_export_total_ratio,1.0,
building_solar_self_consumption_ratio_to_business_as_usual_generation_total_ratio,1.0,
building_solar_self_consumption_ratio_to_business_as_usual_self_consumption_ratio,1.0,
building_solar_self_consumption_total_export_business_as_usual_kwh,6262.876014689449,
building_solar_self_consumption_total_export_delta_to_business_as_usual_kwh,0.0,
building_solar_self_consumption_total_export_kwh,6262.876014689449,
building_solar_self_consumption_total_generation_business_as_usual_kwh,64781.07764571346,
building_solar_self_consumption_total_generation_delta_to_business_as_usual_kwh,0.0,
building_solar_self_consumption_total_generation_kwh,64781.07764571346,
district_battery_health_capacity_fade_business_as_usual_ratio,,0.00969435839092334
district_battery_health_capacity_fade_delta_to_business_as_usual_ratio,,0.0
district_battery_health_capacity_fade_ratio,,0.00969435839092334
district_battery_health_equivalent_full_cycles_business_as_usual_count,,155.0244358787934
district_battery_health_equivalent_full_cycles_count,,155.0244358787934
district_battery_health_equivalent_full_cycles_delta_to_business_as_usual_count,,0.0
district_battery_ratio_to_business_as_usual_capacity_fade_ratio,,1.0
district_battery_ratio_to_business_as_usual_charge_ratio,,1.0
district_battery_ratio_to_business_as_usual_discharge_ratio,,1.0
district_battery_ratio_to_business_as_usual_equivalent_full_cycles_ratio,,1.0
district_battery_ratio_to_business_as_usual_throughput_ratio,,1.0
district_battery_total_charge_business_as_usual_kwh,,9792.444608211517
district_battery_total_charge_delta_to_business_as_usual_kwh,,0.0
district_battery_total_charge_kwh,,9792.444608211517
district_battery_total_discharge_business_as_usual_kwh,,8810.48769724369
district_battery_total_discharge_delta_to_business_as_usual_kwh,,0.0
district_battery_total_discharge_kwh,,8810.48769724369
district_battery_total_throughput_business_as_usual_kwh,,18602.932305455208
district_battery_total_throughput_delta_to_business_as_usual_kwh,,0.0
district_battery_total_throughput_kwh,,18602.932305455208
district_comfort_resilience_discomfort_cold_delta_average_c,,0.0
district_comfort_resilience_discomfort_cold_delta_max_c,,0.0
district_comfort_resilience_discomfort_cold_delta_min_c,,0.0
district_comfort_resilience_discomfort_cold_ratio,,
district_comfort_resilience_discomfort_hot_delta_average_c,,0.0
district_comfort_resilience_discomfort_hot_delta_max_c,,0.0
district_comfort_resilience_discomfort_hot_delta_min_c,,0.0
district_comfort_resilience_discomfort_hot_ratio,,
district_comfort_resilience_discomfort_overall_ratio,,
district_comfort_resilience_resilience_one_minus_thermal_ratio,,
district_comfort_resilience_resilience_unserved_energy_annual_normalized_ratio,,0.0
district_comfort_resilience_resilience_unserved_energy_outage_normalized_ratio,,0.0
district_cost_community_market_counterfactual_daily_average_eur,,0.0
district_cost_community_market_counterfactual_total_eur,,0.0
district_cost_community_market_savings_daily_average_eur,,0.0
district_cost_community_market_savings_total_eur,,0.0
district_cost_community_market_settled_daily_average_eur,,0.0
district_cost_community_market_settled_total_eur,,0.0
district_cost_daily_average_baseline_eur,,24.136894334908245
district_cost_daily_average_business_as_usual_eur,,21.890831530683723
district_cost_daily_average_control_eur,,21.890831530683723
district_cost_daily_average_delta_eur,,-2.2460628042245228
district_cost_daily_average_delta_to_business_as_usual_eur,,0.0
district_cost_ratio_to_baseline_total_ratio,,0.9069448300572733
district_cost_ratio_to_business_as_usual_total_ratio,,1.0
district_cost_total_baseline_eur,,8809.715006258853
district_cost_total_business_as_usual_eur,,7989.925479204447
district_cost_total_control_eur,,7989.925479204447
district_cost_total_delta_eur,,-819.7895270544068
district_cost_total_delta_to_business_as_usual_eur,,0.0
district_deferrable_appliance_ratio_to_business_as_usual_average_start_delay_ratio,,1.0
district_deferrable_appliance_ratio_to_business_as_usual_completed_cycles_ratio,,1.0
district_deferrable_appliance_ratio_to_business_as_usual_missed_cycles_ratio,,1.0
district_deferrable_appliance_ratio_to_business_as_usual_served_energy_total_ratio,,1.0
district_deferrable_appliance_ratio_to_business_as_usual_service_level_ratio,,1.0
district_deferrable_appliance_ratio_to_business_as_usual_unserved_energy_total_ratio,,1.0
district_deferrable_appliance_service_average_start_delay_business_as_usual_hours,,0.0
district_deferrable_appliance_service_average_start_delay_delta_to_business_as_usual_hours,,0.0
district_deferrable_appliance_service_average_start_delay_hours,,0.0
district_deferrable_appliance_service_completed_cycles_business_as_usual_count,,0.0
district_deferrable_appliance_service_completed_cycles_count,,0.0
district_deferrable_appliance_service_completed_cycles_delta_to_business_as_usual_count,,0.0
district_deferrable_appliance_service_missed_cycles_business_as_usual_count,,0.0
district_deferrable_appliance_service_missed_cycles_count,,0.0
district_deferrable_appliance_service_missed_cycles_delta_to_business_as_usual_count,,0.0
district_deferrable_appliance_service_served_energy_total_business_as_usual_kwh,,0.0
district_deferrable_appliance_service_served_energy_total_delta_to_business_as_usual_kwh,,0.0
district_deferrable_appliance_service_served_energy_total_kwh,,0.0
district_deferrable_appliance_service_service_level_business_as_usual_ratio,,
district_deferrable_appliance_service_service_level_delta_to_business_as_usual_ratio,,
district_deferrable_appliance_service_service_level_ratio,,
district_deferrable_appliance_service_unserved_energy_total_business_as_usual_kwh,,0.0
district_deferrable_appliance_service_unserved_energy_total_delta_to_business_as_usual_kwh,,0.0
district_deferrable_appliance_service_unserved_energy_total_kwh,,0.0
district_electrical_service_phase_imbalance_phase_average_ratio,,
district_electrical_service_phase_violations_energy_total_kwh,,0.0
district_electrical_service_phase_violations_event_count,,0.0
district_emissions_daily_average_baseline_kgco2,,42.675245261530215
district_emissions_daily_average_business_as_usual_kgco2,,38.70169656928174
district_emissions_daily_average_control_kgco2,,38.70169656928174
district_emissions_daily_average_delta_kgco2,,-3.9735486922484755
district_emissions_daily_average_delta_to_business_as_usual_kgco2,,0.0
district_emissions_ratio_to_baseline_total_ratio,,0.9068886735648021
district_emissions_ratio_to_business_as_usual_total_ratio,,1.0
district_emissions_total_baseline_kgco2,,15576.019986653719
district_emissions_total_business_as_usual_kgco2,,14125.716105115236
district_emissions_total_control_kgco2,,14125.716105115236
district_emissions_total_delta_kgco2,,-1450.3038815384825
district_emissions_total_delta_to_business_as_usual_kgco2,,0.0
district_energy_grid_community_market_grid_export_after_local_daily_average_kwh,,0.0
district_energy_grid_community_market_grid_export_after_local_total_kwh,,0.0
district_energy_grid_community_market_grid_import_after_local_daily_average_kwh,,0.0
district_energy_grid_community_market_grid_import_after_local_total_kwh,,0.0
district_energy_grid_community_market_local_export_daily_average_kwh,,0.0
district_energy_grid_community_market_local_export_total_kwh,,0.0
district_energy_grid_community_market_local_import_daily_average_kwh,,0.0
district_energy_grid_community_market_local_import_total_kwh,,0.0
district_energy_grid_daily_average_export_baseline_kwh,,43.988435036549745
district_energy_grid_daily_average_export_business_as_usual_kwh,,17.159054122839898
district_energy_grid_daily_average_export_control_kwh,,17.159054122839898
district_energy_grid_daily_average_export_delta_kwh,,-26.82938091370985
district_energy_grid_daily_average_export_delta_to_business_as_usual_kwh,,0.0
district_energy_grid_daily_average_import_baseline_kwh,,262.53179832307603
district_energy_grid_daily_average_import_business_as_usual_kwh,,238.3927871185501
district_energy_grid_daily_average_import_control_kwh,,238.3927871185501
district_energy_grid_daily_average_import_delta_kwh,,-24.13901120452594
district_energy_grid_daily_average_import_delta_to_business_as_usual_kwh,,0.0
district_energy_grid_daily_average_net_exchange_baseline_kwh,,218.5433632865263
district_energy_grid_daily_average_net_exchange_business_as_usual_kwh,,221.2337329957102
district_energy_grid_daily_average_net_exchange_control_kwh,,221.2337329957102
district_energy_grid_daily_average_net_exchange_delta_kwh,,2.69036970918391
district_energy_grid_daily_average_net_exchange_delta_to_business_as_usual_kwh,,0.0
district_energy_grid_ratio_to_baseline_export_total_ratio,,0.39008103172078146
district_energy_grid_ratio_to_baseline_import_total_ratio,,0.908053000212873
district_energy_grid_ratio_to_baseline_net_exchange_total_ratio,,1.0123104617258802
district_energy_grid_ratio_to_business_as_usual_export_total_ratio,,1.0
district_energy_grid_ratio_to_business_as_usual_import_total_ratio,,1.0
district_energy_grid_ratio_to_business_as_usual_net_exchange_total_ratio,,1.0
district_energy_grid_shape_quality_load_factor_penalty_daily_average_business_as_usual_ratio,,0.6735792332552711
district_energy_grid_shape_quality_load_factor_penalty_daily_average_delta_to_business_as_usual_ratio,,0.0
district_energy_grid_shape_quality_load_factor_penalty_daily_average_to_baseline_ratio,,0.9729250670025831
district_energy_grid_shape_quality_load_factor_penalty_daily_average_to_business_as_usual_ratio,,1.0
district_energy_grid_shape_quality_load_factor_penalty_monthly_average_business_as_usual_ratio,,0.7802041919859043
district_energy_grid_shape_quality_load_factor_penalty_monthly_average_delta_to_business_as_usual_ratio,,0.0
district_energy_grid_shape_quality_load_factor_penalty_monthly_average_to_baseline_ratio,,0.9947797477583943
district_energy_grid_shape_quality_load_factor_penalty_monthly_average_to_business_as_usual_ratio,,1.0
district_energy_grid_shape_quality_peak_all_time_average_business_as_usual_kw,,50.0
district_energy_grid_shape_quality_peak_all_time_average_delta_to_business_as_usual_kw,,0.0
district_energy_grid_shape_quality_peak_all_time_average_to_baseline_ratio,,1.0
district_energy_grid_shape_quality_peak_all_time_average_to_business_as_usual_ratio,,1.0
district_energy_grid_shape_quality_peak_daily_average_business_as_usual_kw,,24.7110734443142
district_energy_grid_shape_quality_peak_daily_average_delta_to_business_as_usual_kw,,0.0
district_energy_grid_shape_quality_peak_daily_average_to_baseline_ratio,,0.9465782016289975
district_energy_grid_shape_quality_peak_daily_average_to_business_as_usual_ratio,,1.0
district_energy_grid_shape_quality_ramping_average_business_as_usual_kw,,30742.812597615644
district_energy_grid_shape_quality_ramping_average_delta_to_business_as_usual_kw,,0.0
district_energy_grid_shape_quality_ramping_average_to_baseline_ratio,,0.7623925786421919
district_energy_grid_shape_quality_ramping_average_to_business_as_usual_ratio,,1.0
district_energy_grid_total_export_baseline_kwh,,16055.320575475693
district_energy_grid_total_export_business_as_usual_kwh,,6262.876014689449
district_energy_grid_total_export_control_kwh,,6262.876014689449
district_energy_grid_total_export_delta_kwh,,-9792.444560786244
district_energy_grid_total_export_delta_to_business_as_usual_kwh,,0.0
district_energy_grid_total_import_baseline_kwh,,95821.37168169022
district_energy_grid_total_import_business_as_usual_kwh,,87010.88404007163
district_energy_grid_total_import_control_kwh,,87010.88404007163
district_energy_grid_total_import_delta_kwh,,-8810.487641618587
district_energy_grid_total_import_delta_to_business_as_usual_kwh,,0.0
district_energy_grid_total_net_exchange_baseline_kwh,,79766.05110621452
district_energy_grid_total_net_exchange_business_as_usual_kwh,,80748.00802538218
district_energy_grid_total_net_exchange_control_kwh,,80748.00802538218
district_energy_grid_total_net_exchange_delta_kwh,,981.9569191676565
district_energy_grid_total_net_exchange_delta_to_business_as_usual_kwh,,0.0
district_equity_distribution_bpr_asset_poor_over_rich_ratio,,
district_equity_distribution_gini_benefit_ratio,,0.0
district_equity_distribution_losers_percent,,0.0
district_equity_distribution_top20_benefit_ratio,,1.0
district_ev_events_departure_count,,0.0
district_ev_events_departure_met_count,,0.0
district_ev_events_departure_min_acceptable_count,,0.0
district_ev_events_departure_min_acceptable_feasible_count,,0.0
district_ev_events_departure_min_acceptable_infeasible_count,,0.0
district_ev_events_departure_target_feasible_count,,0.0
district_ev_events_departure_target_infeasible_count,,0.0
district_ev_events_departure_within_tolerance_count,,0.0
district_ev_events_departure_within_tolerance_feasible_count,,0.0
district_ev_events_departure_within_tolerance_infeasible_count,,0.0
district_ev_performance_departure_min_acceptable_feasible_ratio,,
district_ev_performance_departure_min_acceptable_ratio,,
district_ev_performance_departure_shortfall_beyond_tolerance_mean_ratio,,
district_ev_performance_departure_soc_absolute_error_mean_ratio,,
district_ev_performance_departure_soc_deficit_mean_ratio,,
district_ev_performance_departure_soc_surplus_mean_ratio,,
district_ev_performance_departure_success_feasible_ratio,,
district_ev_performance_departure_success_ratio,,
district_ev_performance_departure_tolerance_ratio,,0.05
district_ev_performance_departure_within_tolerance_feasible_ratio,,
district_ev_performance_departure_within_tolerance_ratio,,
district_ev_ratio_to_business_as_usual_charge_total_ratio,,1.0
district_ev_ratio_to_business_as_usual_v2g_export_total_ratio,,1.0
district_ev_total_charge_business_as_usual_kwh,,0.0
district_ev_total_charge_delta_to_business_as_usual_kwh,,0.0
district_ev_total_charge_kwh,,0.0
district_ev_total_v2g_export_business_as_usual_kwh,,0.0
district_ev_total_v2g_export_delta_to_business_as_usual_kwh,,0.0
district_ev_total_v2g_export_kwh,,0.0
district_solar_self_consumption_community_market_local_share_of_demand_ratio,,
district_solar_self_consumption_community_market_local_share_of_export_ratio,,
district_solar_self_consumption_daily_average_export_business_as_usual_kwh,,17.159054122839898
district_solar_self_consumption_daily_average_export_delta_to_business_as_usual_kwh,,0.0
district_solar_self_consumption_daily_average_export_kwh,,17.159054122839898
district_solar_self_consumption_daily_average_generation_business_as_usual_kwh,,177.48746979047613
district_solar_self_consumption_daily_average_generation_delta_to_business_as_usual_kwh,,0.0
district_solar_self_consumption_daily_average_generation_kwh,,177.48746979047613
district_solar_self_consumption_ratio_self_consumption_business_as_usual_ratio,,0.9033224478150702
district_solar_self_consumption_ratio_self_consumption_delta_to_business_as_usual_ratio,,0.0
district_solar_self_consumption_ratio_self_consumption_ratio,,0.9033224478150702
district_solar_self_consumption_ratio_to_business_as_usual_export_total_ratio,,1.0
district_solar_self_consumption_ratio_to_business_as_usual_generation_total_ratio,,1.0
district_solar_self_consumption_ratio_to_business_as_usual_self_consumption_ratio,,1.0
district_solar_self_consumption_total_export_business_as_usual_kwh,,6262.876014689449
district_solar_self_consumption_total_export_delta_to_business_as_usual_kwh,,0.0
district_solar_self_consumption_total_export_kwh,,6262.876014689449
district_solar_self_consumption_total_generation_business_as_usual_kwh,,64781.07764571346
district_solar_self_consumption_total_generation_delta_to_business_as_usual_kwh,,0.0
district_solar_self_consumption_total_generation_kwh,,64781.07764571346
