market_date,filename,url,periods,raw_sha256
2023-03-23,marginalpdbcpt_20230323.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230323.1,24,83c428dc430a2bc56e7ca8ba659665b6a8c8c2e4f6909a1112abfb28fcc7e616
2023-03-24,marginalpdbcpt_20230324.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230324.1,24,abee4571da06dc476313e9bbc8aac5bba3ab0d0173fa4d4b454c23e3d03ca19d
2023-03-25,marginalpdbcpt_20230325.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230325.1,24,8593c51bb324bdd6922ce93075f797cf4a60754fa46a5608b19a4b0fada9c5c3
2023-03-26,marginalpdbcpt_20230326.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230326.1,23,7ca81b9869e05af51e37f0a438a50062ff1839ca3817f4cb610c326dfe6f23e7
2023-03-27,marginalpdbcpt_20230327.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230327.1,24,a5cc8185ea0f91a9804bf1b3397679b858d868117b4868e9bb2cb506add6a666
2023-03-28,marginalpdbcpt_20230328.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230328.1,24,12cee6f1dbb04e2081d2d7ff265bd9a8f87965c4a561a55a4a8ab3a1ba5a9836
2023-03-29,marginalpdbcpt_20230329.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230329.1,24,e1a981cf1c9044c3abb13e12ec6fc3b94a0021d049ac935190e68532d8972ca6
2023-03-30,marginalpdbcpt_20230330.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230330.1,24,82b6e3bc6aa4552a9e9828f9fc166c7396c132e23277ab2743083c80a06c9a60
2023-03-31,marginalpdbcpt_20230331.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230331.1,24,06b5e46ba70f86262cf802090d9e8f46d775a6ecff085fb2803a94a7ddd89376
2023-04-01,marginalpdbcpt_20230401.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230401.1,24,2eff65155c723e5eda151cf19a3dab5be005c1cbb9ce6c9a21f6bf1e2181383a
2023-04-02,marginalpdbcpt_20230402.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230402.1,24,cf56ac725d613277482635aa977009b264ebd67e8f1e506400a56a717a205afd
2023-04-03,marginalpdbcpt_20230403.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230403.1,24,4d6b36ba941b771eb346a315a59155425115afb5aa34a14787883519ca1548b3
2023-04-04,marginalpdbcpt_20230404.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230404.1,24,bb58ef473017e350dd25a137e091f889da5a4bff0879470b12313616d99ad5fa
2023-04-05,marginalpdbcpt_20230405.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230405.1,24,4a589a9054cd3e9322134cdaf7354d664bab80fd3daa2e374321eb3be92c9662
2023-04-06,marginalpdbcpt_20230406.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230406.1,24,d9f2d8b1771ffdb77d434c566d3166a9fd1fed893a49c6b91479d37aa157f559
2023-04-07,marginalpdbcpt_20230407.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230407.1,24,993f8007c82f933b44bd60dc2e96d6dc070f2f87aada620d09b10490258faf13
2023-04-08,marginalpdbcpt_20230408.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230408.1,24,47fbc23f3e01c4c7598bfcdcdb00787c1d815574a34111c0c7dc51d9267ae3b4
2023-04-09,marginalpdbcpt_20230409.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230409.1,24,704854a56b83c7af0b94bc06e7a3bd2fc13969df292f9576f727fc58304b9350
2023-04-10,marginalpdbcpt_20230410.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230410.1,24,b26db3232a5286cd9945047d37a958bc935ec6a33d634391286a60ebcfbc2d1f
2023-04-11,marginalpdbcpt_20230411.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230411.1,24,bc9d54a3fcf4e3c11cacd0a91828a65d5eefc7acc010e1a848389da9787e139a
2023-04-12,marginalpdbcpt_20230412.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230412.1,24,d172c4b1d9470c12552d8fc4e98cd385404b68ec39660a3208d52a1ea16b6b8a
2023-04-13,marginalpdbcpt_20230413.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230413.1,24,28fcaeb0cf86f3825bc380850f4b35943be454c49be26d57629ad1770b054b1b
2023-04-14,marginalpdbcpt_20230414.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230414.1,24,c84493bbb1284f6aef8be3310a3baa3851b33b1c956028ee592b3aaf8ac5a586
2023-04-15,marginalpdbcpt_20230415.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230415.1,24,ebe66afea88ecd94e14dfbfe396f15e9f6c6a8bd991fa327d1beb4586d62bda1
2023-04-16,marginalpdbcpt_20230416.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230416.1,24,b2e470ddf95635f0074b94800033dc15ca5e09752ac4a374082b47cc92eabd2b
2023-04-17,marginalpdbcpt_20230417.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230417.1,24,ac73e003703c26566a78bf157717695631d15cb5f5feeff29054a4959f774e7e
2023-04-18,marginalpdbcpt_20230418.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230418.1,24,ea4bc86125ac8c1f4b3cbbc42646288c4b44d5664e518fdc6d8e6061aa4f16c4
2023-04-19,marginalpdbcpt_20230419.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230419.1,24,27650bcf6c70229f2adb8f59076c6fcc495ea0ea59ea830d2e9b52d05830b11a
2023-04-20,marginalpdbcpt_20230420.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230420.1,24,98cbba20642553bd3edb09e6438eed5ef8f4669cc4376ed6590a01dd41d1c4b9
2023-04-21,marginalpdbcpt_20230421.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230421.1,24,8c3b7a87965da874d401833f362080f7ccd7792bc785d9fe2c040a17304c5774
2023-04-22,marginalpdbcpt_20230422.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230422.1,24,554ccf154e3cbaf792b121788f3d5f115bd2406d0096121f2fbc4657df29796e
2023-04-23,marginalpdbcpt_20230423.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230423.1,24,1353d62cded70d9f1ee4092de78a855eff3f1bee413e23ea86c4af8a94480803
2023-04-24,marginalpdbcpt_20230424.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230424.1,24,56ddb30c32e03912bc8629ce9d3df1e053632763ef5a62eec418e098d2bf5d06
2023-04-25,marginalpdbcpt_20230425.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230425.1,24,18043ac01385fe29a33f93857122accdb2c35e878de3e7d01aef8dbe6307ac78
2023-04-26,marginalpdbcpt_20230426.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230426.1,24,124e12d9cc16cb3a1bfa0189f101ab45e7c2d294f3e333b907c8c127423cb3ea
2023-04-27,marginalpdbcpt_20230427.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230427.1,24,78ab946e5d20739dd0a3734b1136d37563f1e4e826e6dbedb41ddf41a1892c99
2023-04-28,marginalpdbcpt_20230428.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230428.1,24,c66b250bf3549de9799ec759043b2eaf137b33f4a497da50b251eb6659e295ef
2023-04-29,marginalpdbcpt_20230429.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230429.1,24,5437471ae1ca24efe2b7f697d98463e03795ef17b6336c98827c1b7976799911
2023-04-30,marginalpdbcpt_20230430.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230430.1,24,cfffd59ed3b875869395f1bb763e5a5c097496a83919c635550717740fc6012e
2023-05-01,marginalpdbcpt_20230501.1,https://www.omie.es/en/file-download?parents=marginalpdbcpt&filename=marginalpdbcpt_20230501.1,24,75566ebd12c28d71d050e7362046ecdf03293dd76f82487d4f2b9549c41dde6c
