electric_vehicle_charger_state,charger,electric_vehicle_departure_time,electric_vehicle_required_soc_departure,electric_vehicle_estimated_arrival_time, electric_vehicle_estimated_soc_arrival
1,charger_15_2,7,83,,
1,charger_15_2,6,83,,
1,charger_15_2,5,83,,
1,charger_15_2,4,83,,
1,charger_15_2,3,83,,
1,charger_15_2,2,83,,
1,charger_15_2,1,83,,
1,charger_15_2,0,83,,
3,,,,,
3,,,,,
3,,,,,
2,charger_15_2,,,0,81
1,charger_15_2,18,74,,
1,charger_15_2,17,74,,
1,charger_15_2,16,74,,
1,charger_15_2,15,74,,
1,charger_15_2,14,74,,
1,charger_15_2,13,74,,
1,charger_15_2,12,74,,
1,charger_15_2,11,74,,
1,charger_15_2,10,74,,
1,charger_15_2,9,74,,
1,charger_15_2,8,74,,
1,charger_15_2,7,74,,
1,charger_15_2,6,74,,
1,charger_15_2,5,74,,
1,charger_15_2,4,74,,
1,charger_15_2,3,74,,
1,charger_15_2,2,74,,
1,charger_15_2,1,74,,
1,charger_15_2,0,74,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,charger_15_2,,,1,42
2,charger_15_2,,,0,42
1,charger_15_2,13,74,,
1,charger_15_2,12,74,,
1,charger_15_2,11,74,,
1,charger_15_2,10,74,,
1,charger_15_2,9,74,,
1,charger_15_2,8,74,,
1,charger_15_2,7,74,,
1,charger_15_2,6,74,,
1,charger_15_2,5,74,,
1,charger_15_2,4,74,,
1,charger_15_2,3,74,,
1,charger_15_2,2,74,,
1,charger_15_2,1,74,,
1,charger_15_2,0,74,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,charger_15_2,,,2,9
2,charger_15_2,,,1,9
2,charger_15_2,,,0,9
1,charger_15_2,14,85,,
1,charger_15_2,13,85,,
1,charger_15_2,12,85,,
1,charger_15_2,11,85,,
1,charger_15_2,10,85,,
1,charger_15_2,9,85,,
1,charger_15_2,8,85,,
1,charger_15_2,7,85,,
1,charger_15_2,6,85,,
1,charger_15_2,5,85,,
1,charger_15_2,4,85,,
1,charger_15_2,3,85,,
1,charger_15_2,2,85,,
1,charger_15_2,1,85,,
1,charger_15_2,0,85,,
3,,,,,
3,,,,,
3,,,,,
2,charger_15_2,,,2,29
2,charger_15_2,,,1,29
2,charger_15_2,,,0,29
1,charger_15_2,14,85,,
1,charger_15_2,13,85,,
1,charger_15_2,12,85,,
1,charger_15_2,11,85,,
1,charger_15_2,10,85,,
1,charger_15_2,9,85,,
1,charger_15_2,8,85,,
1,charger_15_2,7,85,,
1,charger_15_2,6,85,,
1,charger_15_2,5,85,,
1,charger_15_2,4,85,,
1,charger_15_2,3,85,,
1,charger_15_2,2,85,,
1,charger_15_2,1,85,,
1,charger_15_2,0,85,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,charger_15_2,,,1,64
2,charger_15_2,,,0,64
1,charger_15_2,17,95,,
1,charger_15_2,16,95,,
1,charger_15_2,15,95,,
1,charger_15_2,14,95,,
1,charger_15_2,13,95,,
1,charger_15_2,12,95,,
1,charger_15_2,11,95,,
1,charger_15_2,10,95,,
1,charger_15_2,9,95,,
1,charger_15_2,8,95,,
1,charger_15_2,7,95,,
1,charger_15_2,6,95,,
1,charger_15_2,5,95,,
1,charger_15_2,4,95,,
1,charger_15_2,3,95,,
1,charger_15_2,2,95,,
1,charger_15_2,1,95,,
1,charger_15_2,0,95,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,charger_15_2,,,1,64
2,charger_15_2,,,0,64
1,charger_15_2,18,74,,
1,charger_15_2,17,74,,
1,charger_15_2,16,74,,
1,charger_15_2,15,74,,
1,charger_15_2,14,74,,
1,charger_15_2,13,74,,
1,charger_15_2,12,74,,
1,charger_15_2,11,74,,
1,charger_15_2,10,74,,
1,charger_15_2,9,74,,
1,charger_15_2,8,74,,
1,charger_15_2,7,74,,
1,charger_15_2,6,74,,
1,charger_15_2,5,74,,
1,charger_15_2,4,74,,
1,charger_15_2,3,74,,
1,charger_15_2,2,74,,
1,charger_15_2,1,74,,
1,charger_15_2,0,74,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,charger_15_2,,,0,72
1,charger_15_2,10,74,,
1,charger_15_2,9,74,,
1,charger_15_2,8,74,,
1,charger_15_2,7,74,,
1,charger_15_2,6,74,,
1,charger_15_2,5,74,,
1,charger_15_2,4,74,,
1,charger_15_2,3,74,,
1,charger_15_2,2,74,,
1,charger_15_2,1,74,,
1,charger_15_2,0,74,,
2,charger_15_2,,,0,72
1,charger_15_2,22,86,,
1,charger_15_2,21,86,,
1,charger_15_2,20,86,,
1,charger_15_2,19,86,,
1,charger_15_2,18,86,,
1,charger_15_2,17,86,,
1,charger_15_2,16,86,,
1,charger_15_2,15,86,,
1,charger_15_2,14,86,,
1,charger_15_2,13,86,,
1,charger_15_2,12,86,,
1,charger_15_2,11,86,,
1,charger_15_2,10,86,,
1,charger_15_2,9,86,,
1,charger_15_2,8,86,,
1,charger_15_2,7,86,,
1,charger_15_2,6,86,,
1,charger_15_2,5,86,,
1,charger_15_2,4,86,,
1,charger_15_2,3,86,,
1,charger_15_2,2,86,,
1,charger_15_2,1,86,,
1,charger_15_2,0,86,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,charger_15_2,,,0,55
1,charger_15_2,18,86,,
1,charger_15_2,17,86,,
1,charger_15_2,16,86,,
1,charger_15_2,15,86,,
1,charger_15_2,14,86,,
1,charger_15_2,13,86,,
1,charger_15_2,12,86,,
1,charger_15_2,11,86,,
1,charger_15_2,10,86,,
1,charger_15_2,9,86,,
1,charger_15_2,8,86,,
1,charger_15_2,7,86,,
1,charger_15_2,6,86,,
1,charger_15_2,5,86,,
1,charger_15_2,4,86,,
1,charger_15_2,3,86,,
1,charger_15_2,2,86,,
1,charger_15_2,1,86,,
1,charger_15_2,0,86,,
3,,,,,
3,,,,,
2,charger_15_2,,,0,81
1,charger_15_2,15,80,,
1,charger_15_2,14,80,,
1,charger_15_2,13,80,,
1,charger_15_2,12,80,,
1,charger_15_2,11,80,,
1,charger_15_2,10,80,,
1,charger_15_2,9,80,,
1,charger_15_2,8,80,,
1,charger_15_2,7,80,,
1,charger_15_2,6,80,,
1,charger_15_2,5,80,,
1,charger_15_2,4,80,,
1,charger_15_2,3,80,,
1,charger_15_2,2,80,,
1,charger_15_2,1,80,,
1,charger_15_2,0,80,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,charger_15_2,,,0,70
1,charger_15_2,13,82,,
1,charger_15_2,12,82,,
1,charger_15_2,11,82,,
1,charger_15_2,10,82,,
1,charger_15_2,9,82,,
1,charger_15_2,8,82,,
1,charger_15_2,7,82,,
1,charger_15_2,6,82,,
1,charger_15_2,5,82,,
1,charger_15_2,4,82,,
1,charger_15_2,3,82,,
1,charger_15_2,2,82,,
1,charger_15_2,1,82,,
1,charger_15_2,0,82,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,charger_15_2,,,0,74
1,charger_15_2,13,82,,
1,charger_15_2,12,82,,
1,charger_15_2,11,82,,
1,charger_15_2,10,82,,
1,charger_15_2,9,82,,
1,charger_15_2,8,82,,
1,charger_15_2,7,82,,
1,charger_15_2,6,82,,
1,charger_15_2,5,82,,
1,charger_15_2,4,82,,
1,charger_15_2,3,82,,
1,charger_15_2,2,82,,
1,charger_15_2,1,82,,
1,charger_15_2,0,82,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,charger_15_2,,,0,77
1,charger_15_2,15,85,,
1,charger_15_2,14,85,,
1,charger_15_2,13,85,,
1,charger_15_2,12,85,,
1,charger_15_2,11,85,,
1,charger_15_2,10,85,,
1,charger_15_2,9,85,,
1,charger_15_2,8,85,,
1,charger_15_2,7,85,,
1,charger_15_2,6,85,,
1,charger_15_2,5,85,,
1,charger_15_2,4,85,,
1,charger_15_2,3,85,,
1,charger_15_2,2,85,,
1,charger_15_2,1,85,,
1,charger_15_2,0,85,,
2,charger_15_2,,,0,83
1,charger_15_2,2,85,,
1,charger_15_2,1,85,,
1,charger_15_2,0,85,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
1,charger_15_2,13,94,,
1,charger_15_2,12,94,,
1,charger_15_2,11,94,,
1,charger_15_2,10,94,,
1,charger_15_2,9,94,,
1,charger_15_2,8,94,,
1,charger_15_2,7,94,,
1,charger_15_2,6,94,,
1,charger_15_2,5,94,,
1,charger_15_2,4,94,,
1,charger_15_2,3,94,,
1,charger_15_2,2,94,,
1,charger_15_2,1,94,,
1,charger_15_2,0,94,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,charger_15_2,,,1,74
2,charger_15_2,,,0,74
1,charger_15_2,12,94,,
1,charger_15_2,11,94,,
1,charger_15_2,10,94,,
1,charger_15_2,9,94,,
1,charger_15_2,8,94,,
1,charger_15_2,7,94,,
1,charger_15_2,6,94,,
1,charger_15_2,5,94,,
1,charger_15_2,4,94,,
1,charger_15_2,3,94,,
1,charger_15_2,2,94,,
1,charger_15_2,1,94,,
1,charger_15_2,0,94,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,charger_15_2,,,1,70
2,charger_15_2,,,0,70
1,charger_15_2,13,83,,
1,charger_15_2,12,83,,
1,charger_15_2,11,83,,
1,charger_15_2,10,83,,
1,charger_15_2,9,83,,
1,charger_15_2,8,83,,
1,charger_15_2,7,83,,
1,charger_15_2,6,83,,
1,charger_15_2,5,83,,
1,charger_15_2,4,83,,
1,charger_15_2,3,83,,
1,charger_15_2,2,83,,
1,charger_15_2,1,83,,
1,charger_15_2,0,83,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,charger_15_2,,,3,21
2,charger_15_2,,,2,21
2,charger_15_2,,,1,21
2,charger_15_2,,,0,21
1,charger_15_2,10,83,,
1,charger_15_2,9,83,,
1,charger_15_2,8,83,,
1,charger_15_2,7,83,,
1,charger_15_2,6,83,,
1,charger_15_2,5,83,,
1,charger_15_2,4,83,,
1,charger_15_2,3,83,,
1,charger_15_2,2,83,,
1,charger_15_2,1,83,,
1,charger_15_2,0,83,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,charger_15_2,,,1,21
2,charger_15_2,,,0,21
1,charger_15_2,6,88,,
1,charger_15_2,5,88,,
1,charger_15_2,4,88,,
1,charger_15_2,3,88,,
1,charger_15_2,2,88,,
1,charger_15_2,1,88,,
1,charger_15_2,0,88,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,charger_15_2,,,1,26
2,charger_15_2,,,0,26
1,charger_15_2,7,88,,
1,charger_15_2,6,88,,
1,charger_15_2,5,88,,
1,charger_15_2,4,88,,
1,charger_15_2,3,88,,
1,charger_15_2,2,88,,
1,charger_15_2,1,88,,
1,charger_15_2,0,88,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,charger_15_2,,,0,26
1,charger_15_2,,89,,
1,charger_15_2,,89,,
1,charger_15_2,,89,,
1,charger_15_2,,89,,
1,charger_15_2,,89,,
1,charger_15_2,,89,,
1,charger_15_2,,89,,
1,charger_15_2,,89,,
1,charger_15_2,,89,,
1,charger_15_2,,89,,
1,charger_15_2,,89,,
1,charger_15_2,,89,,
1,charger_15_2,,89,,
1,charger_15_2,,89,,
1,charger_15_2,,89,,
1,charger_15_2,,89,,
1,charger_15_2,,89,,
1,charger_15_2,,89,,
1,charger_15_2,,89,,
1,charger_15_2,,89,,
1,charger_15_2,,89,,
1,charger_15_2,,89,,
1,charger_15_2,,89,,
1,charger_15_2,,89,,
1,charger_15_2,,89,,
1,charger_15_2,,89,,
1,charger_15_2,,89,,
1,charger_15_2,,89,,
1,charger_15_2,,89,,
1,charger_15_2,,89,,
1,charger_15_2,,89,,
1,charger_15_2,,89,,
1,charger_15_2,,89,,
1,charger_15_2,,89,,
1,charger_15_2,,89,,
1,charger_15_2,,89,,
1,charger_15_2,,89,,
1,charger_15_2,,89,,
1,charger_15_2,,89,,
1,charger_15_2,,89,,
1,charger_15_2,,89,,
1,charger_15_2,,89,,
1,charger_15_2,,89,,
1,charger_15_2,,89,,
1,charger_15_2,,89,,
1,charger_15_2,,89,,
1,charger_15_2,,89,,
1,charger_15_2,,89,,
1,charger_15_2,,89,,
1,charger_15_2,9,89,,
1,charger_15_2,8,89,,
1,charger_15_2,7,89,,
1,charger_15_2,6,89,,
1,charger_15_2,5,89,,
1,charger_15_2,4,89,,
1,charger_15_2,3,89,,
1,charger_15_2,2,89,,
1,charger_15_2,1,89,,
1,charger_15_2,0,89,,
3,,,,,
2,charger_15_2,,,3,28
2,charger_15_2,,,2,28
2,charger_15_2,,,1,28
2,charger_15_2,,,0,28
1,charger_15_2,18,88,,
1,charger_15_2,17,88,,
1,charger_15_2,16,88,,
1,charger_15_2,15,88,,
1,charger_15_2,14,88,,
1,charger_15_2,13,88,,
1,charger_15_2,12,88,,
1,charger_15_2,11,88,,
1,charger_15_2,10,88,,
1,charger_15_2,9,88,,
1,charger_15_2,8,88,,
1,charger_15_2,7,88,,
1,charger_15_2,6,88,,
1,charger_15_2,5,88,,
1,charger_15_2,4,88,,
1,charger_15_2,3,88,,
1,charger_15_2,2,88,,
1,charger_15_2,1,88,,
1,charger_15_2,0,88,,
3,,,,,
3,,,,,
3,,,,,
