Current Date,Day Name,Time,Leave Home,Arrive Home,Trip Time,State,Arrival Soc,Departure Soc,Charger
2023-07-01,6,15.5,12,17,0.75,NoState,-1,-1,-1
2023-07-01,6,15.75,12,17,0.75,NoState,-1,-1,-1
2023-07-01,6,16.0,12,17,0.75,NoState,-1,-1,-1
2023-07-01,6,16.25,12,17,0.75,Incoming,76,-1,0
2023-07-01,6,16.5,12,17,0.75,Incoming,76,-1,0
2023-07-01,6,16.75,12,17,0.75,Incoming,76,-1,0
2023-07-01,6,17.0,12,17,0.75,Charging,-1,88,0
2023-07-01,6,17.25,12,17,0.75,Charging,-1,88,0
2023-07-01,6,17.5,12,17,0.75,Charging,-1,88,0
2023-07-01,6,17.75,12,17,0.75,Charging,-1,88,0
2023-07-01,6,18.0,12,17,0.75,Charging,-1,88,0
2023-07-01,6,18.25,12,17,0.75,Charging,-1,88,0
2023-07-01,6,18.5,12,17,0.75,Charging,-1,88,0
2023-07-01,6,18.75,12,17,0.75,Charging,-1,88,0
2023-07-01,6,19.0,12,17,0.75,Charging,-1,88,0
2023-07-01,6,19.25,12,17,0.75,Charging,-1,88,0
2023-07-01,6,19.5,12,17,0.75,Charging,-1,88,0
2023-07-01,6,19.75,12,17,0.75,Charging,-1,88,0
2023-07-01,6,20.0,12,17,0.75,Charging,-1,88,0
2023-07-01,6,20.25,12,17,0.75,Charging,-1,88,0
2023-07-01,6,20.5,12,17,0.75,Charging,-1,88,0
2023-07-01,6,20.75,12,17,0.75,Charging,-1,88,0
2023-07-01,6,21.0,12,17,0.75,Charging,-1,88,0
2023-07-01,6,21.25,12,17,0.75,Charging,-1,88,0
2023-07-01,6,21.5,12,17,0.75,Charging,-1,88,0
2023-07-01,6,21.75,12,17,0.75,Charging,-1,88,0
2023-07-01,6,22.0,12,17,0.75,Charging,-1,88,0
2023-07-01,6,22.25,12,17,0.75,Charging,-1,88,0
2023-07-01,6,22.5,12,17,0.75,Charging,-1,88,0
2023-07-01,6,22.75,12,17,0.75,Charging,-1,88,0
2023-07-01,6,23.0,12,17,0.75,Charging,-1,88,0
2023-07-01,6,23.25,12,17,0.75,Charging,-1,88,0
2023-07-01,6,23.5,12,17,0.75,Charging,-1,88,0
2023-07-01,6,23.75,12,17,0.75,Charging,-1,88,0
2023-07-02,7,0.0,12,19,0.5,Charging,-1,88,0
2023-07-02,7,0.25,12,19,0.5,Charging,-1,88,0
2023-07-02,7,0.5,12,19,0.5,Charging,-1,88,0
2023-07-02,7,0.75,12,19,0.5,Charging,-1,88,0
2023-07-02,7,1.0,12,19,0.5,Charging,-1,88,0
2023-07-02,7,1.25,12,19,0.5,Charging,-1,88,0
2023-07-02,7,1.5,12,19,0.5,Charging,-1,88,0
2023-07-02,7,1.75,12,19,0.5,Charging,-1,88,0
2023-07-02,7,2.0,12,19,0.5,Charging,-1,88,0
2023-07-02,7,2.25,12,19,0.5,Charging,-1,88,0
2023-07-02,7,2.5,12,19,0.5,Charging,-1,88,0
2023-07-02,7,2.75,12,19,0.5,Charging,-1,88,0
2023-07-02,7,3.0,12,19,0.5,Charging,-1,88,0
2023-07-02,7,3.25,12,19,0.5,Charging,-1,88,0
2023-07-02,7,3.5,12,19,0.5,Charging,-1,88,0
2023-07-02,7,3.75,12,19,0.5,Charging,-1,88,0
2023-07-02,7,4.0,12,19,0.5,Charging,-1,88,0
2023-07-02,7,4.25,12,19,0.5,Charging,-1,88,0
2023-07-02,7,4.5,12,19,0.5,Charging,-1,88,0
2023-07-02,7,4.75,12,19,0.5,Charging,-1,88,0
2023-07-02,7,5.0,12,19,0.5,Charging,-1,88,0
2023-07-02,7,5.25,12,19,0.5,Charging,-1,88,0
2023-07-02,7,5.5,12,19,0.5,Charging,-1,88,0
2023-07-02,7,5.75,12,19,0.5,Charging,-1,88,0
2023-07-02,7,6.0,12,19,0.5,Charging,-1,88,0
2023-07-02,7,6.25,12,19,0.5,Charging,-1,88,0
2023-07-02,7,6.5,12,19,0.5,Charging,-1,88,0
2023-07-02,7,6.75,12,19,0.5,Charging,-1,88,0
2023-07-02,7,7.0,12,19,0.5,Charging,-1,88,0
2023-07-02,7,7.25,12,19,0.5,Charging,-1,88,0
2023-07-02,7,7.5,12,19,0.5,Charging,-1,88,0
2023-07-02,7,7.75,12,19,0.5,Charging,-1,88,0
2023-07-02,7,8.0,12,19,0.5,Charging,-1,88,0
2023-07-02,7,8.25,12,19,0.5,Charging,-1,88,0
2023-07-02,7,8.5,12,19,0.5,Charging,-1,88,0
2023-07-02,7,8.75,12,19,0.5,Charging,-1,88,0
2023-07-02,7,9.0,12,19,0.5,Charging,-1,88,0
2023-07-02,7,9.25,12,19,0.5,Charging,-1,88,0
2023-07-02,7,9.5,12,19,0.5,Charging,-1,88,0
2023-07-02,7,9.75,12,19,0.5,Charging,-1,88,0
2023-07-02,7,10.0,12,19,0.5,Charging,-1,88,0
2023-07-02,7,10.25,12,19,0.5,Charging,-1,88,0
2023-07-02,7,10.5,12,19,0.5,Charging,-1,88,0
2023-07-02,7,10.75,12,19,0.5,Charging,-1,88,0
2023-07-02,7,11.0,12,19,0.5,Charging,-1,88,0
2023-07-02,7,11.25,12,19,0.5,Charging,-1,88,0
2023-07-02,7,11.5,12,19,0.5,Charging,-1,88,0
2023-07-02,7,11.75,12,19,0.5,Charging,-1,88,0
2023-07-02,7,12.0,12,19,0.5,Charging,-1,88,0
2023-07-02,7,12.25,12,19,0.5,NoState,-1,-1,-1
2023-07-02,7,12.5,12,19,0.5,NoState,-1,-1,-1
2023-07-02,7,12.75,12,19,0.5,NoState,-1,-1,-1
2023-07-02,7,13.0,12,19,0.5,NoState,-1,-1,-1
2023-07-02,7,13.25,12,19,0.5,NoState,-1,-1,-1
2023-07-02,7,13.5,12,19,0.5,NoState,-1,-1,-1
2023-07-02,7,13.75,12,19,0.5,NoState,-1,-1,-1
2023-07-02,7,14.0,12,19,0.5,NoState,-1,-1,-1
2023-07-02,7,14.25,12,19,0.5,NoState,-1,-1,-1
2023-07-02,7,14.5,12,19,0.5,NoState,-1,-1,-1
2023-07-02,7,14.75,12,19,0.5,NoState,-1,-1,-1
2023-07-02,7,15.0,12,19,0.5,NoState,-1,-1,-1
2023-07-02,7,15.25,12,19,0.5,NoState,-1,-1,-1
2023-07-02,7,15.5,12,19,0.5,NoState,-1,-1,-1
2023-07-02,7,15.75,12,19,0.5,NoState,-1,-1,-1
2023-07-02,7,16.0,12,19,0.5,NoState,-1,-1,-1
2023-07-02,7,16.25,12,19,0.5,NoState,-1,-1,-1
2023-07-02,7,16.5,12,19,0.5,NoState,-1,-1,-1
2023-07-02,7,16.75,12,19,0.5,NoState,-1,-1,-1
2023-07-02,7,17.0,12,19,0.5,NoState,-1,-1,-1
2023-07-02,7,17.25,12,19,0.5,NoState,-1,-1,-1
2023-07-02,7,17.5,12,19,0.5,NoState,-1,-1,-1
2023-07-02,7,17.75,12,19,0.5,NoState,-1,-1,-1
2023-07-02,7,18.0,12,19,0.5,NoState,-1,-1,-1
2023-07-02,7,18.25,12,19,0.5,NoState,-1,-1,-1
2023-07-02,7,18.5,12,19,0.5,Incoming,84,-1,0
2023-07-02,7,18.75,7,19,0.5,Incoming,84,-1,0
2023-07-02,7,19.0,7,19,0.5,Charging,-1,89,0
2023-07-02,7,19.25,7,19,0.5,Charging,-1,89,0
2023-07-02,7,19.5,7,19,0.5,Charging,-1,89,0
2023-07-02,7,19.75,7,19,0.5,Charging,-1,89,0
2023-07-02,7,20.0,7,19,0.5,Charging,-1,89,0
2023-07-02,7,20.25,7,19,0.5,Charging,-1,89,0
2023-07-02,7,20.5,7,19,0.5,Charging,-1,89,0
2023-07-02,7,20.75,7,19,0.5,Charging,-1,89,0
2023-07-02,7,21.0,7,19,0.5,Charging,-1,89,0
2023-07-02,7,21.25,7,19,0.5,Charging,-1,89,0
2023-07-02,7,21.5,7,19,0.5,Charging,-1,89,0
2023-07-02,7,21.75,7,19,0.5,Charging,-1,89,0
2023-07-02,7,22.0,7,19,0.5,Charging,-1,89,0
2023-07-02,7,22.25,7,19,0.5,Charging,-1,89,0
2023-07-02,7,22.5,7,19,0.5,Charging,-1,89,0
2023-07-02,7,22.75,7,19,0.5,Charging,-1,89,0
2023-07-02,7,23.0,7,19,0.5,Charging,-1,89,0
2023-07-02,7,23.25,7,19,0.5,Charging,-1,89,0
2023-07-02,7,23.5,7,19,0.5,Charging,-1,89,0
2023-07-02,7,23.75,7,19,0.5,Charging,-1,89,0
2023-07-03,1,0.0,7,17,0.5,Charging,-1,89,0
2023-07-03,1,0.25,7,17,0.5,Charging,-1,89,0
2023-07-03,1,0.5,7,17,0.5,Charging,-1,89,0
2023-07-03,1,0.75,7,17,0.5,Charging,-1,89,0
2023-07-03,1,1.0,7,17,0.5,Charging,-1,89,0
2023-07-03,1,1.25,7,17,0.5,Charging,-1,89,0
2023-07-03,1,1.5,7,17,0.5,Charging,-1,89,0
2023-07-03,1,1.75,7,17,0.5,Charging,-1,89,0
2023-07-03,1,2.0,7,17,0.5,Charging,-1,89,0
2023-07-03,1,2.25,7,17,0.5,Charging,-1,89,0
2023-07-03,1,2.5,7,17,0.5,Charging,-1,89,0
2023-07-03,1,2.75,7,17,0.5,Charging,-1,89,0
2023-07-03,1,3.0,7,17,0.5,Charging,-1,89,0
2023-07-03,1,3.25,7,17,0.5,Charging,-1,89,0
2023-07-03,1,3.5,7,17,0.5,Charging,-1,89,0
2023-07-03,1,3.75,7,17,0.5,Charging,-1,89,0
2023-07-03,1,4.0,7,17,0.5,Charging,-1,89,0
2023-07-03,1,4.25,7,17,0.5,Charging,-1,89,0
2023-07-03,1,4.5,7,17,0.5,Charging,-1,89,0
2023-07-03,1,4.75,7,17,0.5,Charging,-1,89,0
2023-07-03,1,5.0,7,17,0.5,Charging,-1,89,0
2023-07-03,1,5.25,7,17,0.5,Charging,-1,89,0
2023-07-03,1,5.5,7,17,0.5,Charging,-1,89,0
2023-07-03,1,5.75,7,17,0.5,Charging,-1,89,0
2023-07-03,1,6.0,7,17,0.5,Charging,-1,89,0
2023-07-03,1,6.25,7,17,0.5,Charging,-1,89,0
2023-07-03,1,6.5,7,17,0.5,Charging,-1,89,0
2023-07-03,1,6.75,7,17,0.5,Charging,-1,89,0
2023-07-03,1,7.0,7,17,0.5,Charging,-1,89,0
2023-07-03,1,7.25,7,17,0.5,NoState,-1,-1,-1
2023-07-03,1,7.5,7,17,0.5,NoState,-1,-1,-1
2023-07-03,1,7.75,7,17,0.5,NoState,-1,-1,-1
2023-07-03,1,8.0,7,17,0.5,NoState,-1,-1,-1
2023-07-03,1,8.25,7,17,0.5,NoState,-1,-1,-1
2023-07-03,1,8.5,7,17,0.5,NoState,-1,-1,-1
2023-07-03,1,8.75,7,17,0.5,NoState,-1,-1,-1
2023-07-03,1,9.0,7,17,0.5,NoState,-1,-1,-1
2023-07-03,1,9.25,7,17,0.5,NoState,-1,-1,-1
2023-07-03,1,9.5,7,17,0.5,NoState,-1,-1,-1
2023-07-03,1,9.75,7,17,0.5,NoState,-1,-1,-1
2023-07-03,1,10.0,7,17,0.5,NoState,-1,-1,-1
2023-07-03,1,10.25,7,17,0.5,NoState,-1,-1,-1
2023-07-03,1,10.5,7,17,0.5,NoState,-1,-1,-1
2023-07-03,1,10.75,7,17,0.5,NoState,-1,-1,-1
2023-07-03,1,11.0,7,17,0.5,NoState,-1,-1,-1
2023-07-03,1,11.25,7,17,0.5,NoState,-1,-1,-1
2023-07-03,1,11.5,7,17,0.5,NoState,-1,-1,-1
2023-07-03,1,11.75,7,17,0.5,NoState,-1,-1,-1
2023-07-03,1,12.0,7,17,0.5,NoState,-1,-1,-1
2023-07-03,1,12.25,7,17,0.5,NoState,-1,-1,-1
2023-07-03,1,12.5,7,17,0.5,NoState,-1,-1,-1
2023-07-03,1,12.75,7,17,0.5,NoState,-1,-1,-1
2023-07-03,1,13.0,7,17,0.5,NoState,-1,-1,-1
2023-07-03,1,13.25,7,17,0.5,NoState,-1,-1,-1
2023-07-03,1,13.5,7,17,0.5,NoState,-1,-1,-1
2023-07-03,1,13.75,7,17,0.5,NoState,-1,-1,-1
2023-07-03,1,14.0,7,17,0.5,NoState,-1,-1,-1
2023-07-03,1,14.25,7,17,0.5,NoState,-1,-1,-1
2023-07-03,1,14.5,7,17,0.5,NoState,-1,-1,-1
2023-07-03,1,14.75,7,17,0.5,NoState,-1,-1,-1
2023-07-03,1,15.0,7,17,0.5,NoState,-1,-1,-1
2023-07-03,1,15.25,7,17,0.5,NoState,-1,-1,-1
2023-07-03,1,15.5,7,17,0.5,NoState,-1,-1,-1
2023-07-03,1,15.75,7,17,0.5,NoState,-1,-1,-1
2023-07-03,1,16.0,7,17,0.5,NoState,-1,-1,-1
2023-07-03,1,16.25,7,17,0.5,NoState,-1,-1,-1
2023-07-03,1,16.5,7,17,0.5,Incoming,84,-1,0
2023-07-03,1,16.75,7,17,0.5,Incoming,84,-1,0
2023-07-03,1,17.0,7,17,0.5,Charging,-1,89,0
2023-07-03,1,17.25,7,17,0.5,Charging,-1,89,0
2023-07-03,1,17.5,7,17,0.5,Charging,-1,89,0
2023-07-03,1,17.75,7,17,0.5,Charging,-1,89,0
2023-07-03,1,18.0,7,17,0.5,Charging,-1,89,0
2023-07-03,1,18.25,7,17,0.5,Charging,-1,89,0
2023-07-03,1,18.5,7,17,0.5,Charging,-1,89,0
2023-07-03,1,18.75,7,17,0.5,Charging,-1,89,0
2023-07-03,1,19.0,7,17,0.5,Charging,-1,89,0
2023-07-03,1,19.25,7,17,0.5,Charging,-1,89,0
2023-07-03,1,19.5,7,17,0.5,Charging,-1,89,0
2023-07-03,1,19.75,7,17,0.5,Charging,-1,89,0
2023-07-03,1,20.0,7,17,0.5,Charging,-1,89,0
2023-07-03,1,20.25,7,17,0.5,Charging,-1,89,0
2023-07-03,1,20.5,7,17,0.5,Charging,-1,89,0
2023-07-03,1,20.75,7,17,0.5,Charging,-1,89,0
2023-07-03,1,21.0,7,17,0.5,Charging,-1,89,0
2023-07-03,1,21.25,7,17,0.5,Charging,-1,89,0
2023-07-03,1,21.5,7,17,0.5,Charging,-1,89,0
2023-07-03,1,21.75,7,17,0.5,Charging,-1,89,0
2023-07-03,1,22.0,7,17,0.5,Charging,-1,89,0
2023-07-03,1,22.25,7,17,0.5,Charging,-1,89,0
2023-07-03,1,22.5,7,17,0.5,Charging,-1,89,0
2023-07-03,1,22.75,7,17,0.5,Charging,-1,89,0
2023-07-03,1,23.0,7,17,0.5,Charging,-1,89,0
2023-07-03,1,23.25,7,17,0.5,Charging,-1,89,0
2023-07-03,1,23.5,7,17,0.5,Charging,-1,89,0
2023-07-03,1,23.75,7,17,0.5,Charging,-1,89,0
2023-07-04,2,0.0,7,17,1.0,Charging,-1,89,0
2023-07-04,2,0.25,7,17,1.0,Charging,-1,89,0
2023-07-04,2,0.5,7,17,1.0,Charging,-1,89,0
2023-07-04,2,0.75,7,17,1.0,Charging,-1,89,0
2023-07-04,2,1.0,7,17,1.0,Charging,-1,89,0
2023-07-04,2,1.25,7,17,1.0,Charging,-1,89,0
2023-07-04,2,1.5,7,17,1.0,Charging,-1,89,0
2023-07-04,2,1.75,7,17,1.0,Charging,-1,89,0
2023-07-04,2,2.0,7,17,1.0,Charging,-1,89,0
2023-07-04,2,2.25,7,17,1.0,Charging,-1,89,0
2023-07-04,2,2.5,7,17,1.0,Charging,-1,89,0
2023-07-04,2,2.75,7,17,1.0,Charging,-1,89,0
2023-07-04,2,3.0,7,17,1.0,Charging,-1,89,0
2023-07-04,2,3.25,7,17,1.0,Charging,-1,89,0
2023-07-04,2,3.5,7,17,1.0,Charging,-1,89,0
2023-07-04,2,3.75,7,17,1.0,Charging,-1,89,0
2023-07-04,2,4.0,7,17,1.0,Charging,-1,89,0
2023-07-04,2,4.25,7,17,1.0,Charging,-1,89,0
2023-07-04,2,4.5,7,17,1.0,Charging,-1,89,0
2023-07-04,2,4.75,7,17,1.0,Charging,-1,89,0
2023-07-04,2,5.0,7,17,1.0,Charging,-1,89,0
2023-07-04,2,5.25,7,17,1.0,Charging,-1,89,0
2023-07-04,2,5.5,7,17,1.0,Charging,-1,89,0
2023-07-04,2,5.75,7,17,1.0,Charging,-1,89,0
2023-07-04,2,6.0,7,17,1.0,Charging,-1,89,0
2023-07-04,2,6.25,7,17,1.0,Charging,-1,89,0
2023-07-04,2,6.5,7,17,1.0,Charging,-1,89,0
2023-07-04,2,6.75,7,17,1.0,Charging,-1,89,0
2023-07-04,2,7.0,7,17,1.0,Charging,-1,89,0
2023-07-04,2,7.25,7,17,1.0,NoState,-1,-1,-1
2023-07-04,2,7.5,7,17,1.0,NoState,-1,-1,-1
2023-07-04,2,7.75,7,17,1.0,NoState,-1,-1,-1
2023-07-04,2,8.0,7,17,1.0,NoState,-1,-1,-1
2023-07-04,2,8.25,7,17,1.0,NoState,-1,-1,-1
2023-07-04,2,8.5,7,17,1.0,NoState,-1,-1,-1
2023-07-04,2,8.75,7,17,1.0,NoState,-1,-1,-1
2023-07-04,2,9.0,7,17,1.0,NoState,-1,-1,-1
2023-07-04,2,9.25,7,17,1.0,NoState,-1,-1,-1
2023-07-04,2,9.5,7,17,1.0,NoState,-1,-1,-1
2023-07-04,2,9.75,7,17,1.0,NoState,-1,-1,-1
2023-07-04,2,10.0,7,17,1.0,NoState,-1,-1,-1
2023-07-04,2,10.25,7,17,1.0,NoState,-1,-1,-1
2023-07-04,2,10.5,7,17,1.0,NoState,-1,-1,-1
2023-07-04,2,10.75,7,17,1.0,NoState,-1,-1,-1
2023-07-04,2,11.0,7,17,1.0,NoState,-1,-1,-1
2023-07-04,2,11.25,7,17,1.0,NoState,-1,-1,-1
2023-07-04,2,11.5,7,17,1.0,NoState,-1,-1,-1
2023-07-04,2,11.75,7,17,1.0,NoState,-1,-1,-1
2023-07-04,2,12.0,7,17,1.0,NoState,-1,-1,-1
2023-07-04,2,12.25,7,17,1.0,NoState,-1,-1,-1
2023-07-04,2,12.5,7,17,1.0,NoState,-1,-1,-1
2023-07-04,2,12.75,7,17,1.0,NoState,-1,-1,-1
2023-07-04,2,13.0,7,17,1.0,NoState,-1,-1,-1
2023-07-04,2,13.25,7,17,1.0,NoState,-1,-1,-1
2023-07-04,2,13.5,7,17,1.0,NoState,-1,-1,-1
2023-07-04,2,13.75,7,17,1.0,NoState,-1,-1,-1
2023-07-04,2,14.0,7,17,1.0,NoState,-1,-1,-1
2023-07-04,2,14.25,7,17,1.0,NoState,-1,-1,-1
2023-07-04,2,14.5,7,17,1.0,NoState,-1,-1,-1
2023-07-04,2,14.75,7,17,1.0,NoState,-1,-1,-1
2023-07-04,2,15.0,7,17,1.0,NoState,-1,-1,-1
2023-07-04,2,15.25,7,17,1.0,NoState,-1,-1,-1
2023-07-04,2,15.5,7,17,1.0,NoState,-1,-1,-1
2023-07-04,2,15.75,7,17,1.0,NoState,-1,-1,-1
2023-07-04,2,16.0,7,17,1.0,Incoming,62,-1,0
2023-07-04,2,16.25,8,17,1.0,Incoming,62,-1,0
2023-07-04,2,16.5,8,17,1.0,Incoming,62,-1,0
2023-07-04,2,16.75,8,17,1.0,Incoming,62,-1,0
2023-07-04,2,17.0,8,17,1.0,Charging,-1,85,0
2023-07-04,2,17.25,8,17,1.0,Charging,-1,85,0
2023-07-04,2,17.5,8,17,1.0,Charging,-1,85,0
2023-07-04,2,17.75,8,17,1.0,Charging,-1,85,0
2023-07-04,2,18.0,8,17,1.0,Charging,-1,85,0
2023-07-04,2,18.25,8,17,1.0,Charging,-1,85,0
2023-07-04,2,18.5,8,17,1.0,Charging,-1,85,0
2023-07-04,2,18.75,8,17,1.0,Charging,-1,85,0
2023-07-04,2,19.0,8,17,1.0,Charging,-1,85,0
2023-07-04,2,19.25,8,17,1.0,Charging,-1,85,0
2023-07-04,2,19.5,8,17,1.0,Charging,-1,85,0
2023-07-04,2,19.75,8,17,1.0,Charging,-1,85,0
2023-07-04,2,20.0,8,17,1.0,Charging,-1,85,0
2023-07-04,2,20.25,8,17,1.0,Charging,-1,85,0
2023-07-04,2,20.5,8,17,1.0,Charging,-1,85,0
2023-07-04,2,20.75,8,17,1.0,Charging,-1,85,0
2023-07-04,2,21.0,8,17,1.0,Charging,-1,85,0
2023-07-04,2,21.25,8,17,1.0,Charging,-1,85,0
2023-07-04,2,21.5,8,17,1.0,Charging,-1,85,0
2023-07-04,2,21.75,8,17,1.0,Charging,-1,85,0
2023-07-04,2,22.0,8,17,1.0,Charging,-1,85,0
2023-07-04,2,22.25,8,17,1.0,Charging,-1,85,0
2023-07-04,2,22.5,8,17,1.0,Charging,-1,85,0
2023-07-04,2,22.75,8,17,1.0,Charging,-1,85,0
2023-07-04,2,23.0,8,17,1.0,Charging,-1,85,0
2023-07-04,2,23.25,8,17,1.0,Charging,-1,85,0
2023-07-04,2,23.5,8,17,1.0,Charging,-1,85,0
2023-07-04,2,23.75,8,17,1.0,Charging,-1,85,0
2023-07-05,3,0.0,8,17,0.25,Charging,-1,85,0
2023-07-05,3,0.25,8,17,0.25,Charging,-1,85,0
2023-07-05,3,0.5,8,17,0.25,Charging,-1,85,0
2023-07-05,3,0.75,8,17,0.25,Charging,-1,85,0
2023-07-05,3,1.0,8,17,0.25,Charging,-1,85,0
2023-07-05,3,1.25,8,17,0.25,Charging,-1,85,0
2023-07-05,3,1.5,8,17,0.25,Charging,-1,85,0
2023-07-05,3,1.75,8,17,0.25,Charging,-1,85,0
2023-07-05,3,2.0,8,17,0.25,Charging,-1,85,0
2023-07-05,3,2.25,8,17,0.25,Charging,-1,85,0
2023-07-05,3,2.5,8,17,0.25,Charging,-1,85,0
2023-07-05,3,2.75,8,17,0.25,Charging,-1,85,0
2023-07-05,3,3.0,8,17,0.25,Charging,-1,85,0
2023-07-05,3,3.25,8,17,0.25,Charging,-1,85,0
2023-07-05,3,3.5,8,17,0.25,Charging,-1,85,0
2023-07-05,3,3.75,8,17,0.25,Charging,-1,85,0
2023-07-05,3,4.0,8,17,0.25,Charging,-1,85,0
2023-07-05,3,4.25,8,17,0.25,Charging,-1,85,0
2023-07-05,3,4.5,8,17,0.25,Charging,-1,85,0
2023-07-05,3,4.75,8,17,0.25,Charging,-1,85,0
2023-07-05,3,5.0,8,17,0.25,Charging,-1,85,0
2023-07-05,3,5.25,8,17,0.25,Charging,-1,85,0
2023-07-05,3,5.5,8,17,0.25,Charging,-1,85,0
2023-07-05,3,5.75,8,17,0.25,Charging,-1,85,0
2023-07-05,3,6.0,8,17,0.25,Charging,-1,85,0
2023-07-05,3,6.25,8,17,0.25,Charging,-1,85,0
2023-07-05,3,6.5,8,17,0.25,Charging,-1,85,0
2023-07-05,3,6.75,8,17,0.25,Charging,-1,85,0
2023-07-05,3,7.0,8,17,0.25,Charging,-1,85,0
2023-07-05,3,7.25,8,17,0.25,Charging,-1,85,0
2023-07-05,3,7.5,8,17,0.25,Charging,-1,85,0
2023-07-05,3,7.75,8,17,0.25,Charging,-1,85,0
2023-07-05,3,8.0,8,17,0.25,Charging,-1,85,0
2023-07-05,3,8.25,8,17,0.25,NoState,-1,-1,-1
2023-07-05,3,8.5,8,17,0.25,NoState,-1,-1,-1
2023-07-05,3,8.75,8,17,0.25,NoState,-1,-1,-1
2023-07-05,3,9.0,8,17,0.25,NoState,-1,-1,-1
2023-07-05,3,9.25,8,17,0.25,NoState,-1,-1,-1
2023-07-05,3,9.5,8,17,0.25,NoState,-1,-1,-1
2023-07-05,3,9.75,8,17,0.25,NoState,-1,-1,-1
2023-07-05,3,10.0,8,17,0.25,NoState,-1,-1,-1
2023-07-05,3,10.25,8,17,0.25,NoState,-1,-1,-1
