Outdoor Drybulb Temperature (C),Outdoor Relative Humidity (%),Diffuse Solar Radiation (W/m2),Direct Solar Radiation (W/m2),6h Outdoor Drybulb Temperature (C),12h Outdoor Drybulb Temperature (C),24h Outdoor Drybulb Temperature (C),6h Outdoor Relative Humidity (%),12h Outdoor Relative Humidity (%),24h Outdoor Relative Humidity (%),6h Diffuse Solar Radiation (W/m2),12h Diffuse Solar Radiation (W/m2),24h Diffuse Solar Radiation (W/m2),6h Direct Solar Radiation (W/m2),12h Direct Solar Radiation (W/m2),24h Direct Solar Radiation (W/m2)
32.61,43.31,0.0,0.0,26.02791278830218,27.676417918509454,31.5115755854899,77.56025006070006,57.88618331520937,37.61064670753324,0.0,141.08924867572455,0.0,0.0,330.48743357900315,0.0
31.19,49.25,0.0,0.0,23.88933759822409,28.88935328227254,30.255563676779833,86.35238877827109,60.25362623697129,54.05829896269983,0.0,258.6650722092882,0.0,0.0,338.32026950666096,0.0
29.6,56.25,0.0,0.0,24.212109493887365,32.6857586876924,32.217402669824935,86.35720593412137,57.35118306204828,68.92526822629296,0.0,146.93661872711147,0.0,0.0,600.1001625702797,0.0
28.04,63.06,0.0,0.0,23.865452169578944,33.5369373614559,28.45532217453683,97.59110064679356,36.97087792017031,38.01210635130161,0.0,212.79843280215775,0.0,0.0,856.487359324078,0.0
26.8,69.69,0.0,0.0,25.31902366153993,35.419364551362406,27.428365376403484,97.39928207375802,33.31193571131995,45.24503294824435,0.0,170.47556840108956,0.0,0.0,626.9551643037104,0.0
25.85,76.44,0.0,0.0,24.82681988194357,38.48764406758493,26.930542526983366,93.05430012444353,37.181739724366516,61.580409221337895,77.06422114262794,108.35413693073933,0.0,158.09053072116893,858.2539115839511,0.0
25.19,83.19,0.0,0.0,28.007140303573685,40.08721556251146,26.822914519309958,75.91921634618767,27.210247549129736,66.86084433112896,170.9846952598166,132.38854855811138,0.0,329.766010684188,1096.818864330259,0.0
24.85,87.5,0.0,0.0,28.575554007722147,39.172871382469,26.505304839280438,60.40107619798536,18.750454935186248,86.42555893007166,186.01118052208673,109.95351411617713,0.0,438.34098384053794,808.9185850161413,0.0
24.76,88.75,0.0,0.0,31.373488214867177,41.76142338346026,25.137736405234083,52.00003329666183,28.015509582730466,51.56560218126004,170.15962278833226,121.7054934457032,0.0,618.1786929734171,894.9290243593049,0.0
24.75,88.75,0.0,0.0,34.88600250262938,38.330620070506235,23.993776359478037,37.20747085939677,24.71558179131967,85.19979694080831,190.49629421077503,76.06129409433092,0.0,810.0702248522309,752.3161765990822,0.0
24.69,88.69,0.0,0.0,36.86639480871608,39.30374736323736,26.774896951151213,29.25308611359162,23.2647443171577,70.6165384363925,144.76385325871007,64.60322894491696,0.0,831.3776434140611,463.53648415790593,0.0
25.41,83.62,64.66,180.9,38.79588188854575,35.60645114514002,26.333538275623557,25.107905935237557,24.866024255948265,100.0,119.97657711877869,52.00547630967436,103.55491804468112,699.2215123743548,274.5748303050939,89.15014891008894
27.01,72.88,149.62,288.82,39.33432597867883,31.813728998023983,26.191482881011897,22.76614411454321,36.465090870644794,57.73705787681307,101.84259075963638,0.0,107.62613333609139,966.9036129801902,0.0,128.80284274871804
29.38,59.5,203.7,457.82,40.44803090148305,32.68168159264051,28.218564334252918,20.816806458522514,42.24006829406892,49.76822434908164,100.25750090882383,0.0,240.33484779389815,988.9263512201918,0.0,411.44829590344574
32.06,46.31,185.7,670.79,40.090436803847886,31.403639364112166,31.022391632794644,19.43029945701465,48.8147576451994,81.49801687415521,122.70626751830478,0.0,347.77079461601346,847.1080132866292,0.0,556.2994880568515
34.51,37.75,167.12,767.73,39.04517650085882,28.666230249611566,30.64762968303506,28.829995021561384,70.36229670579806,54.874423919891086,99.2646495747963,0.0,146.73324007277643,827.8542819073365,0.0,678.1330947967546
36.64,32.44,157.48,799.56,37.700897216788114,28.192008782212273,34.18820262181242,25.488235624427126,80.52631539520799,59.18890044123475,73.49269114851019,0.0,216.5897949976586,672.7493093026396,0.0,775.808798559414
38.33,28.94,124.03,839.03,36.22551485286853,27.482831709402,29.897132641324617,31.029315413831753,70.96175775778818,55.60167192420192,56.45125506740853,0.0,190.3789506345949,385.5740696499622,0.0,844.2439160146371
39.51,26.56,120.41,852.89,31.75471807227609,25.527333793484832,30.43063270860908,45.984988395249594,75.21399711806887,62.43526447131346,0.0,0.0,265.12125328877545,0.0,0.0,709.7009274422425
40.18,24.88,118.06,842.73,31.456697993032908,25.747561861816827,33.16775326939943,55.751474086753944,75.24257375063647,68.28105325998523,0.0,0.0,204.501748145158,0.0,0.0,352.66111509544174
40.32,24.12,111.57,799.73,30.163491740667226,25.1924044161346,32.783798134091725,49.20621349239039,100.0,66.26540024294596,0.0,0.0,308.0222082481549,0.0,0.0,318.83025387939574
39.76,24.56,103.02,722.1,29.50876055633288,25.032678624095006,29.29611818485099,60.014327349411666,100.0,53.27496954905622,0.0,0.0,142.37486852612608,0.0,0.0,134.34720001173264
38.66,26.19,85.92,591.91,28.510482091874398,25.212062664594775,30.366834730376087,71.02006659006915,100.0,64.42021399717885,0.0,0.0,182.21087787076218,0.0,0.0,130.3986387485122
36.54,31.38,53.13,345.33,27.47832927601706,26.463562640301905,28.7962377750595,57.01208370922846,100.0,85.43209785111955,0.0,73.8249106001679,82.38211089189207,0.0,68.85533367607634,59.024347700834014
32.42,45.19,0.0,0.0,26.319718644473905,27.45731855518511,26.475491115752238,69.68775040887165,100.0,89.98521153415668,0.0,213.34871743201137,0.0,0.0,133.19031851294255,0.0
31.33,47.81,0.0,0.0,26.500878976159896,29.38753334183412,25.49045599546359,88.15825630875914,85.04225051384823,69.42811786344582,0.0,280.4220796068541,0.0,0.0,253.36743658227837,0.0
30.82,50.0,0.0,0.0,24.340866919752905,29.288176994824905,24.32311662540001,85.69591329068317,45.295074451008546,65.99292284652255,0.0,181.329044743444,0.0,0.0,328.3686503565699,0.0
29.33,55.88,0.0,0.0,25.656776073630123,32.22680191631647,24.608050697653706,97.96566091845911,58.16538638532932,100.0,0.0,162.34358813841163,0.0,0.0,668.4029513975348,0.0
27.83,62.19,0.0,0.0,24.162153043831527,31.60593168285845,26.663084430521625,85.37093473524301,57.6245911060158,91.32908793127326,0.0,216.86152336637736,0.0,0.0,605.1265075277515,0.0
26.69,67.88,0.0,0.0,24.533361953502947,31.768985238673338,26.551667914999207,70.4535433256938,42.00330804179288,100.0,97.63429055699973,221.60734608481218,0.0,69.3229492493905,559.5832715022001,0.0
25.99,72.56,0.0,0.0,25.99850418392333,32.67228676785357,24.628357849852193,80.38321914341617,43.10898396700831,100.0,146.53538199991507,244.28805493923574,0.0,132.76718887539607,443.4880907005513,0.0
25.54,76.62,0.0,0.0,27.508979710832147,30.415347089159628,25.49586041390521,73.08006892746336,53.78435642844081,80.3215508574163,246.46404586032483,197.08438797829467,0.0,256.9218899446504,573.1357251076358,0.0
25.23,80.06,0.0,0.0,31.18653473627435,30.56899346343963,25.325017941317736,55.390567311575445,72.42597553989378,67.32384632177637,249.1193603620277,292.26595525273035,0.0,395.1054462371846,277.99264112890677,0.0
25.04,82.5,0.0,0.0,33.02885434941454,31.698323163513788,22.6739190110215,42.60014626264926,46.58316309044568,94.64981542076434,227.73278213672012,279.6363955457386,0.0,552.2035742514463,257.439565950648,0.0
24.9,84.0,0.0,0.0,31.298825578361587,29.21026561684449,25.28813964072561,47.891128004806774,74.3731310513373,100.0,199.98626927021016,95.68747481662929,0.0,675.6647528737046,155.26336906993473,0.0
25.33,82.75,81.66,65.88,31.442841282687816,27.416724695131773,22.0243887181507,52.03764043072803,68.76640034456837,98.98208810661016,242.40999688832326,60.785778885365715,42.512275521672485,679.4321480739507,60.77901199918429,47.85340736946583
26.38,78.56,167.86,146.64,31.61651185637191,25.73394646725804,24.243373408531102,45.817164311920365,85.1131136778157,92.23866355882687,280.6671385575304,0.0,65.68265875591122,533.2992807192073,0.0,31.203717797261625
28.36,69.0,228.13,304.44,31.7712875905259,27.345912749530676,26.613784411325955,64.11434659263878,74.1561721647114,92.17441145500914,253.80788938349517,0.0,122.69004782004964,491.55349020474665,0.0,57.61156414667861
30.53,58.44,252.27,444.23,32.217415498462756,26.174506677907456,27.516031601396875,47.55407463637726,65.18645630017622,65.58694840766057,241.13401870561867,0.0,389.95609461449715,299.4979018667899,0.0,85.69828497938347
32.62,49.31,207.91,659.51,31.857414951074485,24.56322884898536,27.660181398796503,55.269420903694666,88.06834662019394,46.592595523202604,249.82795196498031,0.0,315.28367467784994,220.86400410558414,0.0,166.23553474927556
32.22,50.56,183.22,708.77,30.91601225669699,24.326911085059052,30.52710222195405,73.89408034153865,90.88162174903333,70.02746593416184,117.7501149807971,0.0,347.8775804419798,192.24441953399094,0.0,226.1019587310754
31.18,55.19,263.15,610.15,29.42933775944206,23.794840878157103,30.8714035008072,85.49151004638271,96.81253451080985,86.488644939246,72.46836982107064,0.0,266.19024147330924,40.35623952749564,0.0,237.04059664482676
31.74,54.5,292.62,552.8,27.617209764812714,25.213738300639804,28.603862501685754,83.51525302399232,70.70078286100585,70.65225081462604,0.0,0.0,262.2558095325906,0.0,0.0,247.3155176241549
31.79,54.88,271.8,518.42,26.42230437212543,23.925342426640434,27.71474299919623,96.95642576213511,72.41052969117239,54.51938208345137,0.0,0.0,412.0584132864988,0.0,0.0,276.28192093575484
31.57,56.25,290.89,299.29,25.946805643405384,24.12207335147299,31.428908225387666,77.91397922515274,87.39744151667394,65.14492312183262,0.0,0.0,227.7476146928098,0.0,0.0,294.87288729932607
31.08,59.06,218.77,223.27,25.12518101044784,23.619971987101913,27.688641056947905,100.0,71.54655647033225,83.16659983393862,0.0,0.0,314.9373637956822,0.0,0.0,270.33317945284375
30.12,66.25,130.27,180.99,24.340148918243802,24.68216437989807,30.12034577275623,100.0,95.35503286094324,77.08149505519218,0.0,0.0,236.3482543448463,0.0,0.0,192.04562866991012
28.69,75.94,66.24,48.42,24.045237936687677,22.49267044032181,27.328259697701412,74.7135239388246,87.89710300618233,51.426640262290704,0.0,36.97860562050204,92.12798958871774,0.0,41.14915469260066,193.2401596489897
26.94,82.94,0.0,0.0,25.3105979562696,24.564871617987073,27.0482204932829,100.0,100.0,67.09166295874098,0.0,86.70972168238612,0.0,0.0,58.68322662195551,0.0
26.31,83.56,0.0,0.0,24.56968519956736,27.090284748196677,24.785995420759324,86.67163115142255,87.34529150683761,62.99482474280056,0.0,175.38558436340122,0.0,0.0,57.96304308482274,0.0
25.89,84.44,0.0,0.0,23.620827548394836,29.518233960848605,23.569039176048406,89.0928920373845,69.18664158036846,100.0,0.0,235.81499494084437,0.0,0.0,90.36596455131898,0.0
25.39,86.75,0.0,0.0,24.66559187350602,29.728904890348918,25.935088048177384,100.0,74.30626096688404,100.0,0.0,349.5567752025429,0.0,0.0,121.44188375481842,0.0
24.88,89.44,0.0,0.0,22.730866889005547,28.97120264551291,23.087920202301845,96.35542921204343,50.134679570822584,60.77989471511871,0.0,345.8500830681708,0.0,0.0,131.65875761316747,0.0
24.76,90.94,0.0,0.0,23.054962995776243,28.98804736360919,24.41054438466296,86.30718418703748,81.84604638590817,100.0,43.89603337526181,380.77561944888544,0.0,29.760708707881463,167.56880021050202,0.0
24.63,91.44,0.0,0.0,23.969801444678925,28.53706067385426,21.669212318602064,100.0,53.8226150657161,80.98265225036072,106.26233388749425,362.57963394021726,0.0,52.048623262948425,255.18369057847372,0.0
24.46,90.81,0.0,0.0,26.55469777801856,30.609999351998347,21.105866953495514,70.68749240308978,89.3261204115044,100.0,143.82683786256942,298.47313613973796,0.0,65.06107729019887,175.50917593894636,0.0
24.24,91.31,0.0,0.0,28.52464990001943,28.55519985466906,24.100721677120266,66.74892521918123,74.51495648226539,99.69033176080754,299.93310513870557,353.39116531015304,0.0,129.59645405516446,255.19078015962046,0.0
23.72,93.62,0.0,0.0,28.650324169646264,30.103456257436466,21.80342010313545,80.45449891868866,49.33181034651027,56.90548156041592,296.3993521821034,342.7781085290691,0.0,159.44147688223023,344.02853907714604,0.0
23.38,95.12,0.0,0.0,30.513248036902684,29.527989987999202,23.50054198213719,70.11967318207734,68.99620111775944,100.0,244.28706467241233,183.04382001986355,0.0,180.6817641310652,279.659657130709,0.0
23.76,95.06,42.7,34.32,29.537250049998164,28.047704212599356,25.183944283015492,61.933641956966255,91.78311284883735,80.90956458351847,343.1777404498596,76.70068789683955,94.20833293238438,229.58993648026433,152.79420932788426,289.3450480220344
24.94,90.31,106.22,48.53,30.30241435543943,28.926324335027665,24.46845766310929,58.9609703428991,90.25669003675668,75.6041613795811,269.8063859696365,0.0,88.829939601408,186.36808922896418,0.0,325.4331491962101
26.74,81.5,151.34,63.43,30.39189289063654,25.322524244193275,27.55101205434688,74.37606943824338,73.83596160255433,55.024601752566305,322.2045633713459,0.0,98.96696252639751,195.99710823058837,0.0,678.6795508062697
28.26,74.88,292.15,116.08,30.368865396990895,25.08339705114111,28.285814081470562,82.67330246389835,100.0,51.53281153093147,379.42964839910246,0.0,269.0091208818819,367.89207314622405,0.0,688.2404600018453
29.16,71.5,328.13,135.68,29.864698812053508,24.698914106531383,33.74125724089333,73.82509989607686,100.0,46.99410451486549,273.1803034258503,0.0,92.37314048535478,346.95533463642494,0.0,1046.610333532137
29.61,70.0,269.21,164.38,28.821733768720463,25.721009307903387,32.412225987929375,66.02929663685187,83.11475560861918,34.20695839494418,224.49674269163953,0.0,121.78348268773466,260.84709652580455,0.0,596.8335436246709
29.72,69.75,334.51,198.08,28.477256546747164,24.73851849227951,37.50424255205177,65.18946413807583,95.23520011739491,26.11314662996012,77.4861977141384,0.0,80.79225857761732,150.02874415926243,0.0,624.6377085280989
29.77,69.56,322.81,196.76,26.9855781786612,21.94209552929976,37.75294796690169,88.06883508674309,59.69812812713169,25.440515260975616,0.0,0.0,109.77866464860521,0.0,0.0,558.973626208099
29.63,69.94,355.41,215.31,25.372630787584853,23.295875735281825,36.5052318072255,75.5725909634289,62.51408121208493,39.62954078256487,0.0,0.0,133.43471045987852,0.0,0.0,1148.8024499653848
29.52,69.75,336.47,315.44,25.1971504344816,22.814541350246543,38.71447274458155,92.06686135194445,100.0,32.91255256036862,0.0,0.0,223.11955309769192,0.0,0.0,418.0567938812008
29.58,68.56,276.65,307.54,25.794285363295,20.81223900338217,37.46930151619623,100.0,81.013958479084,34.86564489557564,0.0,0.0,126.74657105719547,0.0,0.0,511.85158587974826
29.77,66.81,191.77,220.04,24.199895400091588,23.295267679354787,36.57133982439981,69.94162976773893,100.0,30.21168296645766,0.0,0.0,83.0901716168611,0.0,0.0,616.0339459347556
29.11,70.88,67.82,184.63,24.13852050112994,25.025360887043377,34.550086964817986,81.87317297538146,93.22631970654098,58.61151829937536,0.0,71.49451262532757,39.73799077882436,0.0,351.70444111896285,358.4190588351169
27.63,77.81,0.0,0.0,22.73753931180407,24.207549744435966,29.820475798528843,77.19226975173673,66.35842506732055,53.31281195716231,0.0,76.92439608074386,0.0,0.0,493.7775944731152,0.0
26.01,86.5,0.0,0.0,21.90063943662611,27.719401873979646,30.25072684913766,96.64767319887405,64.85496704925653,75.07338424235523,0.0,144.34649644706766,0.0,0.0,678.317296666855,0.0
25.2,87.69,0.0,0.0,23.378239375375212,30.467963502594326,26.352066280857308,89.35386503558594,50.57487180849767,83.96862502454601,0.0,211.41765049204892,0.0,0.0,679.0653320252446,0.0
24.8,86.19,0.0,0.0,22.316730859347164,31.190407287142307,28.76136734832406,100.0,41.75949969334215,76.54480917431619,0.0,143.9514184467755,0.0,0.0,911.7040197606058,0.0
24.42,82.62,0.0,0.0,21.76744177562761,33.228727800543524,26.92940346907385,81.80961643643889,36.529246310077426,88.01527238704384,0.0,142.95372734350923,0.0,0.0,637.2764835893178,0.0
23.87,81.31,0.0,0.0,23.341899439101653,36.84276260338189,25.60159072145283,81.5118662093428,48.054824338596546,57.81647579642109,78.15557239301276,92.44872290355761,0.0,292.5787862563621,839.003291846321,0.0
23.24,82.69,0.0,0.0,26.223190592840005,37.055748604967505,24.30284209959714,82.40241273768935,26.379436006011048,64.23170901524747,123.37264090555243,74.73688848770811,0.0,473.4981827316853,1034.225981873846,0.0
22.79,85.56,0.0,0.0,26.908440659958455,37.92030273581744,22.407640707432567,63.184330566481364,27.367557622708077,65.47780922385391,127.13670290435721,116.97879293360631,0.0,759.0157983924771,766.1498778249022,0.0
22.42,90.19,0.0,0.0,29.98191217079286,37.043802832156416,25.25645232851047,54.209587469683996,35.945366435257014,100.0,210.64107281295452,249.58290172846353,0.0,717.651281338359,714.1300880648712,0.0
22.17,94.25,0.0,0.0,31.31939480968451,36.91518808040389,22.691431590118757,56.64531907012857,45.47379439177211,76.67660283183119,162.95986403815917,119.74343217017474,0.0,701.820298149707,589.891122329396,0.0
22.22,96.0,0.0,0.0,34.25668104202379,34.665112427449,23.87372133183827,47.1467468182293,46.38648327992611,100.0,136.89682140056115,51.385131287064674,0.0,824.5517240021732,617.2682385332746,0.0
23.54,90.69,67.6,276.4,36.11043292507476,32.93618996069423,26.629937550842804,33.92351568456179,57.60619577605027,100.0,117.44822141231852,63.30185151808051,87.99122837318674,899.7496100664778,359.4675748163013,78.32873959700238
25.55,79.94,104.78,528.33,35.52654427280507,29.597433895417954,25.07056444423597,29.94107024383048,77.18625801101248,75.65100523024108,86.08656941394601,0.0,135.4670936470714,938.5008486395918,0.0,396.6456534576716
27.75,68.25,138.43,664.09,36.71644841981256,28.02680158122393,29.518798341941462,33.91356986251185,68.5069351019969,56.975635546771926,115.01429765913483,0.0,136.14709167056895,694.7690333757231,0.0,445.215443732229
30.04,57.0,193.7,673.3,36.415800532665955,27.42440777051475,31.178215625444764,39.4481402377029,54.62048036185223,82.04200111144705,229.09120841360968,0.0,62.362420444501375,603.4077830086013,0.0,894.1124203423074
32.26,48.38,136.42,818.08,35.983422854679546,28.806645161997153,33.90399276876138,28.76246183060813,61.63922105298216,44.28178913303195,168.53386859045256,0.0,58.64298220528936,706.4706552892017,0.0,579.8687102205363
34.12,42.62,118.27,852.02,36.46729278003114,27.046625006157562,35.25664248803358,42.887211774589034,67.24342294704438,53.81212276667864,79.00268755455595,0.0,67.11321797780377,645.5414585080098,0.0,718.2111341177219
35.51,38.94,105.91,859.53,34.81806967032905,26.17883653023147,36.388358320525164,51.60144302030437,86.38586254424368,35.85366394730394,56.39299712972489,0.0,105.35451416640981,336.4385918224511,0.0,911.9388737359336
36.45,36.69,94.53,884.23,30.43763246385673,25.260002114988055,37.73252161318613,70.0770571221321,65.36692032460147,46.67463931947428,0.0,0.0,99.20028103232858,0.0,0.0,626.089439735284
36.9,35.62,128.42,833.09,28.38143534070911,25.304036590573368,34.79153213590619,53.585406913501,89.65761220864766,33.88415805103351,0.0,0.0,147.85961952167474,0.0,0.0,834.8295273251573
37.01,35.31,229.65,615.04,28.929262263766013,22.275478227585605,38.32574666725825,57.32508066730635,100.0,33.49128897228841,0.0,0.0,131.90375565997743,0.0,0.0,1045.6187969517914
36.62,35.69,163.14,611.49,26.984267094386816,24.110872360868726,35.44079525431799,64.36103122204702,81.26134837837321,33.28689281189916,0.0,0.0,104.9946466176137,0.0,0.0,761.7481043413582
35.69,38.44,71.66,683.53,26.180594896667657,22.380824150274037,36.54131955975863,58.72786824506054,71.22101985574226,43.13874197109084,0.0,0.0,87.90910313350834,0.0,0.0,775.0353924328554
33.94,46.56,51.22,415.39,26.278509530010357,24.771773282054944,34.500219638887245,67.51492495801153,67.37889289488106,31.480495610945766,0.0,85.7455824340367,62.54965546474448,0.0,98.17849838556846,307.7129903256184
29.92,65.31,0.0,0.0,24.6156914407463,25.43151267634405,30.627980345644033,98.83098538637518,76.8926111120909,82.41947307318517,0.0,199.81391252652395,0.0,0.0,411.84928859877516,0.0
28.61,62.56,0.0,0.0,23.635055329466898,27.33710470847114,28.310079803005674,80.11352016826413,56.570987810587205,48.825136373876575,0.0,124.25636355113517,0.0,0.0,611.8229267815574,0.0
27.93,61.56,0.0,0.0,23.7253064468824,31.163974477951083,27.165016965329567,84.31916162345635,50.70241747148841,49.70008265955862,0.0,89.98534833880544,0.0,0.0,740.5998060982689,0.0
27.38,62.38,0.0,0.0,22.86474554034035,32.375286525713925,26.078594608463607,100.0,53.848511302279135,84.34369750693158,0.0,68.7785547072566,0.0,0.0,871.0663413325918,0.0
26.58,67.38,0.0,0.0,23.969801345325827,33.14337642583036,25.033390758792706,88.2459366717168,59.041266513584276,55.98698146691408,0.0,89.65381848787669,0.0,0.0,1091.3116516777304,0.0
25.33,76.88,0.0,0.0,25.607198381698485,34.6477903958571,27.476337964986662,100.0,57.2450759731957,84.42487418800133,101.54883386038664,113.69188651316051,0.0,123.44918619069819,687.3928903014651,0.0
24.46,84.25,0.0,0.0,25.96547071042167,37.170372002164356,23.955661210495638,90.60874828112333,45.85919058482024,100.0,166.78923226342042,139.20072930188516,0.0,412.0026846605456,872.2265061362028,0.0
23.84,89.5,0.0,0.0,29.05974708376083,37.998435987137306,25.03281724220202,65.63286602307875,28.92257687945891,75.02583743206176,135.57643645779294,139.3715886498403,0.0,609.5940249287022,895.7586931381934,0.0
23.41,93.25,0.0,0.0,31.081097567680708,37.8579417924616,25.216571695722816,67.43607300934849,31.610448764124538,100.0,83.8450326880342,85.73729314736417,0.0,967.7013912522508,863.2236390264112,0.0
23.08,96.0,0.0,0.0,32.09334006854396,36.78933454822815,21.990597874864257,45.92033163219445,44.88783994602375,66.0628551818122,80.12592565195216,123.48444987599608,0.0,819.6033832929625,801.5412948347852,0.0
23.21,96.12,0.0,0.0,34.57433801762215,35.1914178418013,23.140274166574184,49.22610266846837,27.643067416736777,68.44867425069182,74.1499276678684,92.5202722784633,0.0,899.6967988710868,595.8535713552378,0.0
24.63,89.75,95.52,109.43,34.379639703111806,34.03439007038997,24.09952962191457,41.93950976451547,41.77361599314213,100.0,101.05144756622137,65.61218394067153,53.89352857427014,915.017776614972,267.2088408636846,274.20125038002595
26.79,78.44,154.8,351.34,36.248867561895715,29.687652524215757,25.135979359446747,35.773593609108346,49.01925382937812,48.23915939826262,99.68448181240579,0.0,140.83393022143557,696.1635580370353,0.0,459.84745943317824
28.81,68.44,113.51,670.21,36.86213274629805,29.639937171164505,30.18488590788756,34.00465043124056,78.25948071987018,70.40518558622666,141.33520234817325,0.0,227.05105522276207,710.30815678349,0.0,247.61706170182435
30.8,59.62,103.48,817.44,37.0878084522561,29.386458702170465,29.75474154896124,34.21776736661241,50.5212938159974,50.16742650959808,113.29964107875668,0.0,271.7737798516458,772.6425211731812,0.0,214.151177240155
32.67,52.5,88.28,885.78,36.31307504083903,28.88331269287771,33.2639053762386,41.04031162756275,76.82078680358785,43.16084587142273,87.01979021323498,0.0,453.27613652768684,843.1795782325393,0.0,512.1403243909488
34.21,47.56,87.91,886.93,35.14752881434033,27.463632241659333,35.91442925376157,35.27043340474225,83.42866470305962,27.49526474007194,107.01269645661611,0.0,235.32169938205413,570.2133523879578,0.0,603.941448915721
35.35,44.06,116.96,833.43,33.433604697460815,26.475319440244004,34.55887299208476,50.091048453391096,91.97136183905714,34.40713549564383,62.252304854800926,0.0,219.61117397579784,312.35444728935556,0.0,811.2119175843213
36.21,41.06,118.26,843.12,30.58594491722909,24.877471045726274,38.36467397287274,68.15659023760698,62.36051722037837,27.491120298724944,0.0,0.0,211.18525211589903,0.0,0.0,783.2601781360386
