Outdoor Drybulb Temperature (C),Outdoor Relative Humidity (%),Diffuse Solar Radiation (W/m2),Direct Solar Radiation (W/m2),6h Outdoor Drybulb Temperature (C),12h Outdoor Drybulb Temperature (C),24h Outdoor Drybulb Temperature (C),6h Outdoor Relative Humidity (%),12h Outdoor Relative Humidity (%),24h Outdoor Relative Humidity (%),6h Diffuse Solar Radiation (W/m2),12h Diffuse Solar Radiation (W/m2),24h Diffuse Solar Radiation (W/m2),6h Direct Solar Radiation (W/m2),12h Direct Solar Radiation (W/m2),24h Direct Solar Radiation (W/m2)
27.55,68.06,266.77,539.52,24.15690507012982,22.268399237126026,22.604893500679683,86.28565219508037,86.5922551000556,62.45761905983626,0.0,0.0,64.91678820458885,0.0,0.0,23.273118251998838
27.63,68.56,297.46,254.66,23.24793875128804,19.842937989131915,23.647420230449374,100.0,100.0,100.0,0.0,0.0,39.28258321983431,0.0,0.0,18.76142885738895
27.22,73.25,217.46,230.98,22.330435161899146,20.846865686378244,24.416784800143343,100.0,100.0,85.05085066551261,0.0,0.0,34.66757624889572,0.0,0.0,28.71710109177484
26.48,75.44,146.02,132.59,22.365324238398674,19.679741147804222,24.175577158004675,100.0,100.0,80.50660471862719,0.0,0.0,37.038567255727386,0.0,0.0,33.453906766360994
25.08,86.62,61.24,81.07,21.910179326455896,20.25828733114097,23.60655845940697,93.77524195700674,100.0,100.0,0.0,82.41516895490987,14.217065938326552,0.0,90.51511826797923,15.45968186046027
23.69,88.44,0.0,0.0,20.364896223802557,20.789285977267863,23.315074545179804,100.0,100.0,100.0,0.0,90.98059176016561,0.0,0.0,123.43636592708371,0.0
23.16,89.12,0.0,0.0,21.719626934318924,22.592143197735364,21.56373141476771,91.73604699869517,99.37599371638301,94.16026802212117,0.0,131.93663859503357,0.0,0.0,106.64819245395712,0.0
22.66,91.12,0.0,0.0,21.51377916186519,22.73750419081417,21.68693686243552,83.03206891669568,100.0,84.94818890419302,0.0,221.5399742640068,0.0,0.0,99.7324607850487,0.0
22.08,94.06,0.0,0.0,20.949849986028646,24.090977277370637,22.379634559540474,88.10044558459143,85.87630175340793,82.88633045980309,0.0,35.05752954742494,0.0,0.0,31.12181805207694,0.0
21.47,96.88,0.0,0.0,20.51877545411042,23.06846855654667,20.139315449494624,100.0,63.00858932011839,87.67289748251923,0.0,106.62810293135081,0.0,0.0,64.90822100232326,0.0
20.92,99.5,0.0,0.0,21.015971071962596,24.78737167457168,18.454213752354903,82.11538784981367,62.81251069548388,92.98002287121624,57.05083335986184,84.48145279887945,0.0,84.60990865389263,33.98147335044975,0.0
20.68,99.69,0.0,0.0,21.155832360559874,24.62273242346464,19.715105602728183,100.0,90.74817707617335,100.0,112.20080868401682,48.58779956852806,0.0,163.57017516257244,37.57971743243043,0.0
20.82,98.62,0.0,0.0,21.38243411950172,23.2718835220829,20.51555446337847,87.25209402679377,70.1221794571689,70.00996520916976,209.86705580673203,42.31755779421931,0.0,151.35853915684422,36.59715122386049,0.0
20.79,98.06,0.0,0.0,23.608200340857426,23.581965037977618,21.644694250374233,100.0,100.0,75.29513326574667,205.10514532833736,31.342242654362437,0.0,145.3670152738568,26.921872449323995,0.0
20.62,98.12,0.0,0.0,24.04863167676388,23.056234914963436,20.79791865144277,82.31928559081744,91.39745606771586,90.38858176398243,46.5553066824,29.59994691163148,0.0,27.51642856634425,34.2483139022717,0.0
20.55,97.62,0.0,0.0,24.19446792840947,21.197926310844494,21.141057242831938,94.00208801912413,80.42654950719073,78.35576755742753,76.98086478172772,33.698405516949464,0.0,56.041729421954855,24.197817495477167,0.0
21.08,97.56,63.8,79.33,23.502553194005678,21.05694228645483,18.849814851595237,79.32850436597398,72.72168890947756,79.14304255108178,83.54068289292809,13.402994410206604,61.16365162457444,34.375814330040924,19.99764264576769,55.97444641662325
21.56,95.94,116.56,164.82,24.086255579222488,20.88368980082815,20.892463171283072,77.6304281751458,100.0,92.41138807482602,59.22025290997251,0.0,122.37286070525482,27.986991798137208,0.0,39.66722869875193
22.07,95.19,180.28,148.73,23.100076443468534,20.585755937315227,20.92863082914789,91.4566424296607,100.0,72.78423297412907,62.7806070673553,0.0,211.15166734235555,43.47018883813834,0.0,67.64287748981764
22.92,93.94,207.36,125.66,22.500585944108405,22.11952279186052,21.89344984557746,100.0,95.81140504897577,86.37280175408388,40.0257219503232,0.0,280.91979175813145,26.783183810823918,0.0,107.1865673510858
23.61,91.5,47.59,26.96,23.81015914143327,20.12403367915595,24.363606844020847,86.04219257652007,76.98349308565174,57.158046956021465,37.4157503958452,0.0,391.42484451477907,25.791124687438295,0.0,130.1152368805722
23.9,89.38,96.04,52.18,22.790506318525257,20.534502124046252,25.42813732055652,100.0,75.32491541411667,86.73138648882332,22.43448697205454,0.0,498.34416631424756,27.833943147830798,0.0,261.6439359148322
23.95,87.88,70.24,36.91,22.31082335291401,18.896381092010426,24.300098079754665,100.0,69.00304678835539,47.962449503861656,12.054598487685462,0.0,281.419928553341,21.5053532594231,0.0,175.17955908990587
23.91,86.94,52.24,33.41,20.90158289368265,21.70837854474234,24.700477487822,100.0,100.0,72.58695443315368,0.0,0.0,272.96280609779603,0.0,0.0,315.78544161557284
23.57,88.06,56.72,36.56,22.182264068338206,19.36957829291233,27.13545282505701,100.0,76.62505523913666,56.160143221044315,0.0,0.0,231.42212445369148,0.0,0.0,257.0214818134753
23.15,90.44,35.63,23.81,21.482038911835424,19.377692807002735,26.389427533615255,100.0,100.0,80.43639993804447,0.0,0.0,188.26143329249453,0.0,0.0,179.9306473728256
22.82,92.94,36.52,27.57,20.349929716247736,19.69800238384725,23.566985818081378,88.23189551518325,100.0,86.93366082332427,0.0,0.0,270.56872740294375,0.0,0.0,175.64753630721412
22.47,95.19,27.32,28.43,20.93881978845316,21.004231812717386,22.693545885519626,100.0,78.88456209020299,69.89937071554738,0.0,0.0,94.8048359740278,0.0,0.0,139.2885143985002
22.08,96.88,10.72,24.6,20.65295865642107,19.31494937106646,23.947553584576646,100.0,100.0,84.04224473126472,0.0,38.853191555791845,63.51890464395464,0.0,49.548050872835574,40.62420211212084
21.57,97.75,0.0,0.0,20.06188442043266,20.22054737596087,20.7838599280784,100.0,88.30704867226578,100.0,0.0,105.18472074741791,0.0,0.0,70.40140722104377,0.0
21.27,97.62,0.0,0.0,21.032872141912964,21.014210042003686,20.847243770861287,83.34292601569625,66.41611799496157,76.25874971509285,0.0,169.61807822906204,0.0,0.0,97.91566789548864,0.0
20.94,97.94,0.0,0.0,20.421129686013266,22.06875381795189,21.526619608670973,79.32456775639376,65.95267392134289,100.0,0.0,308.10473027415236,0.0,0.0,138.1479732322537,0.0
20.75,98.12,0.0,0.0,19.764495948558793,23.759777497908598,23.261397444151914,82.02832388689825,81.70853324359382,61.07869918671594,0.0,391.22418125243445,0.0,0.0,128.12885533349046,0.0
20.35,98.62,0.0,0.0,19.899582197286417,23.691988946735965,23.198040633268835,100.0,80.55194681623834,100.0,0.0,391.69968707896277,0.0,0.0,197.48722169608686,0.0
20.32,98.19,0.0,0.0,19.596998452246126,25.81230917937674,22.92957666971226,100.0,60.692935215212046,73.27297482841806,45.84780488637988,408.62839868278974,0.0,51.91053665641872,317.86571642774004,0.0
20.28,98.25,0.0,0.0,21.389139667540473,27.052644532668253,19.343680714576234,77.89373373726431,52.47730320688391,100.0,93.71303085008057,297.8287732418872,0.0,66.35028249864394,215.40655110767077,0.0
20.19,98.19,0.0,0.0,20.707447509577886,27.51592832173009,19.237273523282973,74.51467109994395,89.04387933433937,75.73524272993595,209.29664688061186,311.51892314578043,0.0,84.85023395167636,268.10256880232015,0.0
20.3,97.88,0.0,0.0,22.84526378085434,24.71351084320077,20.232528112898194,76.59035136808289,63.488410673048776,94.14191540350076,234.69347731945598,220.71246812936226,0.0,149.75424031427264,145.6908957960849,0.0
20.33,97.62,0.0,0.0,23.53726719176919,25.03295535713549,21.061620603133278,95.72803279170304,57.661824736274966,100.0,380.31225891278217,155.6535341415315,0.0,130.14405625612457,114.55962766506285,0.0
20.3,97.31,0.0,0.0,24.506060149849652,24.45556202256043,20.23870639092685,78.26794332681831,84.68221648450637,72.38448306641341,381.12404090064666,122.68379721825336,0.0,232.7312748388782,85.81010145176747,0.0
20.55,96.75,51.25,48.64,25.720296580824396,24.00036165560128,21.554484624162903,69.0370961448901,75.68086526182586,62.34497090493467,320.537815227753,70.79800083414784,47.65849029083883,271.7638912592284,73.28554663437335,265.53323752710776
20.95,95.81,116.34,64.11,25.129640039586775,21.099931582280472,24.509474412104495,78.82496178531127,74.24565892221646,72.77705614657751,307.30858233067664,0.0,174.40484363955937,320.55398496041437,0.0,569.1144318704439
21.48,92.5,219.39,89.44,26.122118907241532,22.825689664223077,24.693747316751693,61.253045927957714,87.61867489541206,82.97351110248442,311.56606481723844,0.0,96.03104141226882,187.4475107081977,0.0,748.8276118605544
22.34,87.75,273.11,128.09,25.618501515573765,21.517855803670436,24.341051904830774,88.39275604036231,88.67234607685675,58.040121485615764,297.9284732087547,0.0,178.24579668231453,132.51782275775054,0.0,347.04066071859677
23.65,82.5,328.45,130.39,24.79048681730888,22.695127705084666,25.34718377105877,86.02489354378187,100.0,82.63284333197784,208.75142680678718,0.0,400.58101964737784,134.61577340213887,0.0,451.3027765884326
24.76,78.81,399.1,228.67,24.465977134446874,21.297312769190903,26.686986917212586,98.90247701209714,74.25317371419602,78.32703092952225,116.45045928986765,0.0,267.6691263557047,114.33378647139494,0.0,330.6078981239874
25.42,76.19,325.41,290.18,22.909396340922292,19.861887516030546,26.92258180063765,100.0,100.0,52.59503705700326,58.71536694434736,0.0,387.8000322389688,58.03194399758818,0.0,567.3246085862447
25.83,74.25,259.65,288.21,23.06532621095415,21.72249541638263,26.634427203176514,100.0,87.96395150627096,60.184937913900285,0.0,0.0,197.17441215897205,0.0,0.0,243.57646677726808
26.06,73.62,356.0,208.55,22.285203758363703,19.12611882154456,27.398527734765167,78.81294628542241,78.88407217621241,77.37287001389319,0.0,0.0,226.928324542869,0.0,0.0,243.62133160969864
25.8,75.75,292.18,147.46,21.156593987274217,21.56940389668379,26.16125867741278,79.44598320028273,100.0,77.68380487729743,0.0,0.0,279.9547914901613,0.0,0.0,120.39456101763878
25.08,82.31,217.3,139.05,20.975526194140382,21.21595218038744,27.558238315730385,97.75210862597918,72.67038993465542,91.52967116497226,0.0,0.0,191.50432335888942,0.0,0.0,100.46996864983598
24.19,87.25,121.78,109.51,20.41223410943684,19.779741933124868,27.471422917027525,100.0,100.0,50.999150131902695,0.0,0.0,202.02883262852382,0.0,0.0,111.2543256678454
23.3,92.19,58.15,66.02,20.713125898674917,21.841754621184965,26.44075468884852,100.0,100.0,66.49719213124658,0.0,79.48265444183009,80.83625777083563,0.0,279.489238633338,112.2261467148315
22.58,94.81,0.0,0.0,21.122956709510877,23.907137428706907,22.217299756688863,81.49020850624493,100.0,100.0,0.0,143.42050955904188,0.0,0.0,502.57053062667137,0.0
22.18,95.88,0.0,0.0,19.549698199567278,25.684551120436574,22.37373891883729,88.23148039259534,86.05046340714463,74.79042402433146,0.0,138.69927091395235,0.0,0.0,454.44070984966504,0.0
21.89,96.25,0.0,0.0,19.754825528050443,25.178205450955573,22.887162771057476,97.02523630626713,67.04110335920956,91.71653555658966,0.0,142.85288240060336,0.0,0.0,377.1226656122827,0.0
21.62,96.75,0.0,0.0,19.655172335539728,27.802347582353818,23.237595344559796,100.0,69.08248458256236,72.8889267149918,0.0,429.9162359384699,0.0,0.0,354.18454471555765,0.0
21.3,97.56,0.0,0.0,18.8738205169232,26.418912910865924,21.104345356007748,100.0,83.82153018486314,84.02660637865041,0.0,233.38591668321834,0.0,0.0,699.8922652544534,0.0
21.01,98.25,0.0,0.0,20.83301944833415,28.64578392105065,21.05664290209778,89.57109720431885,47.43570320500128,100.0,73.3075693087681,246.6785083085961,0.0,286.67176860959177,366.2958278072638,0.0
20.68,98.69,0.0,0.0,22.798234845929464,27.660747051832278,21.687628118800887,100.0,65.46089372134512,100.0,124.91641623013616,340.4521567466372,0.0,489.54903228599187,400.4109472358618,0.0
20.35,98.75,0.0,0.0,23.56469617764061,27.282312724430863,22.79339016641764,65.34594536530115,65.07728495702517,100.0,145.46369312624458,306.25232802553074,0.0,591.8884033186719,218.37040036740663,0.0
20.12,98.5,0.0,0.0,25.960642673830353,26.901166587486376,22.47977794835664,83.10581616468392,78.69198322923242,100.0,174.57958760601792,273.337292730752,0.0,246.95160858535337,138.9597461286746,0.0
19.82,98.69,0.0,0.0,26.563801372154373,28.178897214715754,21.337091238205417,58.39594366555542,50.00788953290933,71.5003009262882,394.7696909451948,199.61674891133978,0.0,384.7582519311829,124.68500615367734,0.0
19.8,97.88,0.0,0.0,27.11219162312685,26.336665282388,22.159855143084393,67.01150907549268,52.39783696738371,64.20509462533349,207.25317779942228,133.6568118191503,0.0,600.8522467672507,123.66689978442044,0.0
21.11,95.0,66.9,240.86,26.978362743266057,24.732706229233415,22.12582773575703,59.61828466296659,96.39584296696827,100.0,337.737030288737,65.56963979617669,55.93214023550062,481.6102750549144,120.67154210748494,321.1881645161228
22.65,88.75,133.94,418.44,27.376030032453478,22.631673087678323,22.125143705587412,55.83062175272734,100.0,55.693603564631175,369.19881446071986,0.0,134.4552898668568,308.52757501264324,0.0,292.61764609213583
24.23,81.06,154.41,613.77,29.014089236410914,24.363324163117028,23.986495542711875,63.16752568741124,80.07744395714799,100.0,242.6202505550204,0.0,227.92980548275136,245.07157438405306,0.0,111.55859796155704
25.69,74.12,147.54,303.5,28.518522753265565,21.19525565769003,27.720840205919355,61.6729555189302,100.0,100.0,229.01316057149992,0.0,321.3258894650505,104.55716802315705,0.0,159.90846939220842
26.88,68.69,337.33,327.98,28.220688278386596,21.47648272646496,28.55142444171706,55.83430079318883,96.3237495699798,45.2375895035025,189.2184033640017,0.0,202.05505343011126,96.95351044074634,0.0,453.9174860222217
27.53,66.06,240.16,549.11,27.52697054864879,20.862315118899605,29.230987079535243,59.16919582950979,100.0,57.8459249362548,160.6318474304171,0.0,251.61330896253614,157.899311142434,0.0,669.4603369135198
27.84,64.88,294.56,423.39,24.844196806453656,22.46846987772431,26.953239942829505,66.88339735213383,100.0,52.381855900304956,74.84915826691443,0.0,127.18439420891156,125.19606286191035,0.0,891.9475602539885
28.04,64.0,324.34,322.35,23.220811570078617,21.77263109016054,26.58050487104652,81.46641487863855,82.96141813106867,69.2346273656302,0.0,0.0,241.30903990647366,0.0,0.0,586.2120376773489
28.04,63.62,276.04,224.43,22.69461922099192,21.86134480251156,26.433602069525808,91.60521940459171,100.0,64.10996847270528,0.0,0.0,232.8430140467868,0.0,0.0,410.8408514687955
27.86,63.75,252.24,119.91,22.489805644225346,22.059747806542045,27.962775491381596,100.0,100.0,81.85777878568564,0.0,0.0,142.14156730105603,0.0,0.0,361.1017823223789
27.39,66.06,225.84,98.61,21.574134416511455,20.625740609251448,28.180787063137114,100.0,100.0,67.56842064390192,0.0,0.0,153.25830060972737,0.0,0.0,579.8855590301542
26.8,71.25,148.78,141.92,22.065868352090597,19.854734927467995,26.170733717229677,91.0220058655455,98.82192321971121,52.16612524349884,0.0,0.0,156.00447817065026,0.0,0.0,449.00811988585076
25.82,76.31,62.44,107.95,21.407254296323693,21.43077086994431,26.937308349005754,100.0,100.0,47.39098388248152,0.0,56.89339098169223,79.77725473042466,0.0,209.55280322506505,140.13973878073278
23.89,89.12,0.0,0.0,20.46656173492093,24.292727035086507,24.92914852178195,100.0,99.18513663460585,66.49750661230865,0.0,90.99674077027314,0.0,0.0,263.4242840882788,0.0
22.95,91.19,0.0,0.0,21.587507376334493,25.734757085602666,24.390388870026744,100.0,79.11486573565719,56.193164989656196,0.0,208.46693876428276,0.0,0.0,144.25801387435777,0.0
22.44,93.0,0.0,0.0,20.976228251141226,27.959302934082896,23.346431695345625,98.0670390790817,72.14766229707524,55.49500580766204,0.0,296.32058826755423,0.0,0.0,180.24711961274895,0.0
22.12,94.94,0.0,0.0,21.0379457612013,28.707676952060844,25.608475365136503,100.0,51.688421279885276,89.54831691144669,0.0,175.39454832131622,0.0,0.0,490.2637689738447,0.0
21.88,97.06,0.0,0.0,20.379850216401096,29.675635878346053,25.09624520423128,87.01844649012415,53.98814060322016,84.04874788919481,0.0,168.47284855018862,0.0,0.0,410.3749196602803,0.0
21.55,99.56,0.0,0.0,22.17299851111233,28.55049676351011,23.483682766910807,78.79798029155221,71.89134222580806,100.0,49.631429476075645,238.4867433537048,0.0,270.7294359260992,752.0536332141415,0.0
21.3,100.0,0.0,0.0,24.48560743921906,27.19993380940662,22.392968088782386,100.0,67.64768767504127,71.83973172851236,109.9565636446502,160.76270296380397,0.0,308.6759647424086,418.81804471800353,0.0
21.14,100.0,0.0,0.0,24.830569557522367,27.62430092775847,24.70847382941693,97.15482965599566,77.21276195786453,100.0,166.69571640875978,267.14332799633746,0.0,192.87806724730893,719.403498946934,0.0
20.87,100.0,0.0,0.0,26.55129787228109,27.01883030462549,25.928780111616323,72.39081867631194,53.98876711938238,79.40175499874184,281.3837933702685,154.71335419633985,0.0,184.1036509831877,570.8111354346726,0.0
20.56,100.0,0.0,0.0,28.50793673420292,26.451795135384042,24.17364208654734,70.16978382281178,61.90027341130346,100.0,188.67363509280023,207.32642889246532,0.0,392.1716270552125,560.6452200438591,0.0
20.45,100.0,0.0,0.0,28.784298826968904,26.494169092431218,24.56612675387339,61.330129750744874,48.43215188357544,100.0,208.09663372519918,140.1745020505379,0.0,543.1338733580311,422.8371295666606,0.0
22.04,95.75,57.71,240.0,28.752680905863738,25.290723076711995,25.757050223673556,55.20990981913994,56.754268241863215,100.0,156.4168414719075,62.67429219165062,31.98296111749709,783.9807868269622,173.48908029761157,40.220029527319376
23.66,91.06,100.46,322.71,27.41308219156407,23.997577878665933,24.648109831472148,64.37291204076632,76.09885611310247,100.0,237.19025407564757,0.0,133.2581821192497,527.6558066488099,0.0,106.52716697935406
25.28,83.12,188.48,180.78,26.844430507710566,24.96711868468532,28.47424367798525,71.45645705613065,85.01671003252083,76.09889874561121,194.5289811936395,0.0,104.65063914239389,505.4510503848613,0.0,185.40796323539792
26.73,75.56,266.91,167.06,26.409459668422585,25.268888579404123,26.099401332079918,72.45204751551134,86.26332686223947,52.516605835614264,195.38745352778187,0.0,130.2268181257393,487.13105520517433,0.0,65.0223797523585
27.99,70.19,219.84,415.27,26.706976459654033,23.338325062686323,27.158482389346624,65.7820380068235,70.12934476234324,92.85030061456366,170.4508224802343,0.0,96.67224980417603,433.8021782872978,0.0,83.31271251017135
28.79,65.94,216.69,527.38,27.055892301912763,23.850048158442466,31.038022199216364,64.19215541750032,100.0,45.04112943972085,120.79200855726805,0.0,89.22732969110066,385.075235258383,0.0,71.51134623876189
28.45,64.75,189.68,691.62,25.240382899512092,24.71034473437476,30.679422428606433,82.07857261378442,76.03739707489521,62.143457659041445,73.33661789502354,0.0,142.77786785323772,161.9702953614078,0.0,118.061976913188
28.4,63.31,228.26,550.59,24.938013033423104,22.674956027437823,31.164459603928776,99.6737356924907,88.40447674359858,91.70646009922534,0.0,0.0,549.4058180234728,0.0,0.0,207.28739831599512
27.4,64.62,224.56,604.74,24.85940896178609,23.938277633854312,28.375014527651288,83.3325781737793,100.0,86.58982343833853,0.0,0.0,411.4058765809624,0.0,0.0,110.01451123716805
26.74,66.56,209.66,574.22,23.622535507307305,23.334615802176227,27.521245421695028,85.44789378258369,73.28743987743056,100.0,0.0,0.0,217.37245451788834,0.0,0.0,230.60756690551796
26.96,66.31,184.62,452.21,24.26573552429951,24.460783466740352,28.576470348109964,99.37573377110265,100.0,97.62068392883577,0.0,0.0,311.04006201988295,0.0,0.0,266.4697275508308
