building_name,month,rmse,mape
resstock-amy2018-2021-release-1-139908,7,0.30573565,0.9931205
resstock-amy2018-2021-release-1-146210,12,0.57790905,1.9290504
resstock-amy2018-2021-release-1-146210,11,0.44716117,1.4213991
resstock-amy2018-2021-release-1-146210,10,0.46320933,1.5229323
resstock-amy2018-2021-release-1-146210,9,0.5726082,1.7560716
resstock-amy2018-2021-release-1-146210,8,0.45892203,1.4235691
resstock-amy2018-2021-release-1-146210,6,0.7857738,2.5880404
resstock-amy2018-2021-release-1-146210,5,0.52323526,1.8154963
resstock-amy2018-2021-release-1-146210,4,0.48063543,1.6831907
resstock-amy2018-2021-release-1-146210,3,0.5267805,1.7441783
resstock-amy2018-2021-release-1-146210,2,0.50345856,1.6031545
resstock-amy2018-2021-release-1-146210,1,0.3826798,1.3240436
resstock-amy2018-2021-release-1-146210,7,0.5293644,1.7543901
resstock-amy2018-2021-release-1-149402,12,0.57794464,2.4685318
resstock-amy2018-2021-release-1-149402,11,0.5515044,2.1616585
resstock-amy2018-2021-release-1-149402,10,0.17953111,0.7739469
resstock-amy2018-2021-release-1-149402,9,0.26421562,1.1732639
resstock-amy2018-2021-release-1-149402,8,0.25533736,0.995096
resstock-amy2018-2021-release-1-149402,6,0.27948585,1.2557225
resstock-amy2018-2021-release-1-149402,5,0.46419394,1.9932595
resstock-amy2018-2021-release-1-149402,4,0.4101551,1.6174418
resstock-amy2018-2021-release-1-149402,3,0.5375712,2.0610414
resstock-amy2018-2021-release-1-149402,2,0.5526331,2.3810039
resstock-amy2018-2021-release-1-149402,1,0.35691097,1.3843292
resstock-amy2018-2021-release-1-149402,7,0.17010646,0.6738196
resstock-amy2018-2021-release-1-159251,12,0.4998659,2.0402465
resstock-amy2018-2021-release-1-159251,10,0.5528209,1.5996548
resstock-amy2018-2021-release-1-159251,9,0.27075237,0.8224285
resstock-amy2018-2021-release-1-159251,8,0.22811195,0.71671844
resstock-amy2018-2021-release-1-159251,11,0.7085803,2.527505
resstock-amy2018-2021-release-1-159251,6,0.3743332,1.2674012
resstock-amy2018-2021-release-1-159251,5,0.29358023,0.9905989
resstock-amy2018-2021-release-1-159251,4,0.33140582,1.080576
resstock-amy2018-2021-release-1-159251,3,0.80399287,2.9645455
resstock-amy2018-2021-release-1-159251,2,0.62339544,2.506096
resstock-amy2018-2021-release-1-159251,1,0.4775959,1.9948145
resstock-amy2018-2021-release-1-159251,7,0.21420734,0.6670579
resstock-amy2018-2021-release-1-163360,12,0.53706264,2.3579204
resstock-amy2018-2021-release-1-163360,1,0.52975535,2.1206598
resstock-amy2018-2021-release-1-163360,2,0.48575065,1.9844805
resstock-amy2018-2021-release-1-163360,4,0.7645634,3.1237645
resstock-amy2018-2021-release-1-163360,5,0.46203864,1.8547807
resstock-amy2018-2021-release-1-163360,6,0.41613358,1.6678658
resstock-amy2018-2021-release-1-163360,7,0.3742002,1.5803721
resstock-amy2018-2021-release-1-163360,8,0.46150467,1.8670441
resstock-amy2018-2021-release-1-163360,9,0.42557254,1.6125594
resstock-amy2018-2021-release-1-163360,10,0.34184787,1.4711393
resstock-amy2018-2021-release-1-163360,11,0.8142853,3.2556584
resstock-amy2018-2021-release-1-163360,3,0.6790005,2.492978
resstock-amy2018-2021-release-1-164698,2,0.5617953,2.112366
resstock-amy2018-2021-release-1-164698,1,0.3606632,1.308237
resstock-amy2018-2021-release-1-164698,3,0.55118096,1.9280708
resstock-amy2018-2021-release-1-164698,9,0.32178113,1.152064
resstock-amy2018-2021-release-1-164698,4,0.47948837,1.754756
resstock-amy2018-2021-release-1-164698,11,0.46659416,1.6527392
resstock-amy2018-2021-release-1-164698,12,0.4542436,1.6692147
resstock-amy2018-2021-release-1-164698,8,0.46531257,1.4485799
resstock-amy2018-2021-release-1-164698,7,0.4081137,1.5100713
resstock-amy2018-2021-release-1-164698,6,0.6661572,2.2890072
resstock-amy2018-2021-release-1-164698,5,0.561743,2.054558
resstock-amy2018-2021-release-1-164698,10,0.25355867,0.9307507
resstock-amy2018-2021-release-1-16597,1,0.2650703,1.2363757
resstock-amy2018-2021-release-1-16597,2,0.33469218,1.4528965
resstock-amy2018-2021-release-1-16597,3,0.3657994,1.5451994
resstock-amy2018-2021-release-1-16597,4,0.5009251,1.8641717
resstock-amy2018-2021-release-1-16597,5,0.49695674,1.8631103
resstock-amy2018-2021-release-1-16597,7,0.38220677,1.3441775
resstock-amy2018-2021-release-1-16597,8,0.40652844,1.2952735
resstock-amy2018-2021-release-1-16597,9,0.34093457,1.1935711
resstock-amy2018-2021-release-1-16597,10,0.34806567,1.2899165
resstock-amy2018-2021-release-1-16597,11,0.38530505,1.6988896
resstock-amy2018-2021-release-1-16597,12,0.34237722,1.5375991
resstock-amy2018-2021-release-1-16597,6,0.41584867,1.4383653
resstock-amy2018-2021-release-1-174340,3,0.52942663,1.8503562
resstock-amy2018-2021-release-1-174340,4,0.47246653,1.7018019
resstock-amy2018-2021-release-1-174340,5,0.39544213,1.3889765
resstock-amy2018-2021-release-1-174340,6,0.34486675,1.1808416
resstock-amy2018-2021-release-1-174340,7,0.34514463,1.3981768
resstock-amy2018-2021-release-1-174340,8,0.68249255,3.0111055
resstock-amy2018-2021-release-1-174340,1,0.35039037,1.2384977
resstock-amy2018-2021-release-1-174340,10,0.31856126,1.238696
resstock-amy2018-2021-release-1-174340,11,0.4761046,1.6452771
resstock-amy2018-2021-release-1-174340,12,0.4465234,1.4697602
resstock-amy2018-2021-release-1-174340,2,0.68048275,2.2838378
resstock-amy2018-2021-release-1-174340,9,0.5482734,1.976121
resstock-amy2018-2021-release-1-174488,12,0.683603,2.5168772
resstock-amy2018-2021-release-1-174488,11,0.5921083,2.2353673
resstock-amy2018-2021-release-1-174488,10,0.4329498,1.6112219
resstock-amy2018-2021-release-1-174488,9,0.55773747,1.9913222
resstock-amy2018-2021-release-1-174488,8,0.54121417,2.0670793
resstock-amy2018-2021-release-1-174488,5,0.5866295,2.3060243
resstock-amy2018-2021-release-1-174488,7,0.4746842,1.7570245
resstock-amy2018-2021-release-1-174488,1,0.5130647,1.8615345
resstock-amy2018-2021-release-1-174488,6,0.5831705,2.2715204
resstock-amy2018-2021-release-1-174488,3,0.6006101,2.1603112
resstock-amy2018-2021-release-1-174488,2,0.6622124,2.5721958
resstock-amy2018-2021-release-1-174488,4,0.569834,2.1617694
resstock-amy2018-2021-release-1-177474,12,0.63411576,2.519313
resstock-amy2018-2021-release-1-177474,11,0.65060407,2.4361
resstock-amy2018-2021-release-1-177474,10,0.4133706,1.859322
resstock-amy2018-2021-release-1-177474,9,0.48658273,1.815924
resstock-amy2018-2021-release-1-177474,8,0.44960123,1.5095236
resstock-amy2018-2021-release-1-177474,5,0.4543701,1.9390928
resstock-amy2018-2021-release-1-177474,4,0.7866727,2.99743
resstock-amy2018-2021-release-1-177474,3,0.7435458,2.7719817
resstock-amy2018-2021-release-1-177474,2,0.7265807,2.7565129
resstock-amy2018-2021-release-1-177474,1,0.41440278,1.5449771
resstock-amy2018-2021-release-1-177474,7,0.36668167,1.2217494
resstock-amy2018-2021-release-1-177474,6,0.40159917,1.175222
resstock-amy2018-2021-release-1-185734,11,0.50810164,2.1708689
resstock-amy2018-2021-release-1-185734,10,0.49750185,1.902512
resstock-amy2018-2021-release-1-185734,9,0.48030478,1.6380105
resstock-amy2018-2021-release-1-185734,8,0.52842075,1.6726884
resstock-amy2018-2021-release-1-185734,7,0.49540627,1.6351919
resstock-amy2018-2021-release-1-185734,3,0.5643918,2.3028882
resstock-amy2018-2021-release-1-185734,4,0.54122204,2.080492
resstock-amy2018-2021-release-1-185734,2,0.5872225,2.5786936
resstock-amy2018-2021-release-1-185734,1,0.44806468,1.8558786
resstock-amy2018-2021-release-1-185734,5,0.85641915,3.8148434
resstock-amy2018-2021-release-1-185734,12,0.6048296,2.5198998
resstock-amy2018-2021-release-1-185734,6,0.625413,2.1333475
resstock-amy2018-2021-release-1-201841,12,0.47013494,1.7672405
resstock-amy2018-2021-release-1-201841,10,0.37741813,1.585751
resstock-amy2018-2021-release-1-201841,9,0.50151074,2.0375898
resstock-amy2018-2021-release-1-201841,8,0.45881432,2.0167828
resstock-amy2018-2021-release-1-201841,11,1.0957953,3.857756
resstock-amy2018-2021-release-1-201841,6,0.3271982,1.3283341
resstock-amy2018-2021-release-1-201841,5,0.4424878,1.8113765
resstock-amy2018-2021-release-1-201841,4,0.8255316,3.135037
resstock-amy2018-2021-release-1-201841,3,0.6532883,2.7941208
resstock-amy2018-2021-release-1-201841,2,0.60511905,2.1894698
resstock-amy2018-2021-release-1-201841,7,0.3391862,1.4046462
resstock-amy2018-2021-release-1-201841,1,0.4456609,1.7657647
resstock-amy2018-2021-release-1-210179,11,0.7046746,2.9130166
resstock-amy2018-2021-release-1-210179,9,0.40095973,1.2358139
resstock-amy2018-2021-release-1-210179,8,0.36077562,1.1364801
resstock-amy2018-2021-release-1-210179,7,0.29496938,0.9360816
resstock-amy2018-2021-release-1-210179,6,0.54822004,2.2908814
resstock-amy2018-2021-release-1-210179,1,0.29509062,1.1774061
resstock-amy2018-2021-release-1-210179,4,0.44839308,1.8448949
resstock-amy2018-2021-release-1-210179,3,0.49536577,1.9874537
resstock-amy2018-2021-release-1-210179,2,0.59141,2.4073598
resstock-amy2018-2021-release-1-210179,10,0.4329325,1.4198261
resstock-amy2018-2021-release-1-210179,5,0.5380671,2.330573
resstock-amy2018-2021-release-1-210179,12,0.6238711,2.6581318
resstock-amy2018-2021-release-1-221347,9,0.5886117,2.0717535
resstock-amy2018-2021-release-1-221347,7,0.7698756,2.6137493
resstock-amy2018-2021-release-1-221347,6,0.6044137,2.06818
resstock-amy2018-2021-release-1-221347,5,0.6525535,2.4306087
resstock-amy2018-2021-release-1-221347,12,0.57720304,2.3465967
resstock-amy2018-2021-release-1-221347,3,0.6513394,2.5606444
resstock-amy2018-2021-release-1-221347,2,0.57342917,2.221659
resstock-amy2018-2021-release-1-221347,1,0.3226002,1.2411879
resstock-amy2018-2021-release-1-221347,10,0.56675726,2.0965736
resstock-amy2018-2021-release-1-221347,4,0.5075841,1.959832
resstock-amy2018-2021-release-1-221347,11,0.51322913,1.9376704
resstock-amy2018-2021-release-1-221347,8,0.6234331,2.016576
resstock-amy2018-2021-release-1-230010,12,0.5947847,2.4235551
resstock-amy2018-2021-release-1-230010,11,0.72741354,2.830873
resstock-amy2018-2021-release-1-230010,10,0.5047396,1.7390076
resstock-amy2018-2021-release-1-230010,9,0.487362,1.5570793
resstock-amy2018-2021-release-1-230010,8,0.3657686,1.1414765
resstock-amy2018-2021-release-1-230010,6,0.5824968,1.9347504
resstock-amy2018-2021-release-1-230010,5,0.4418906,1.7674689
resstock-amy2018-2021-release-1-230010,4,0.5142365,2.0577247
resstock-amy2018-2021-release-1-230010,3,0.61177933,2.3445187
resstock-amy2018-2021-release-1-230010,2,0.4633908,1.8378625
resstock-amy2018-2021-release-1-230010,7,0.26663667,0.827735
resstock-amy2018-2021-release-1-230010,1,0.36369878,1.5126997
resstock-amy2018-2021-release-1-230680,7,0.3096738,1.0833668
resstock-amy2018-2021-release-1-230680,11,0.6838978,2.8403137
resstock-amy2018-2021-release-1-230680,10,0.40900415,1.4118888
resstock-amy2018-2021-release-1-230680,9,0.5848532,1.7582692
resstock-amy2018-2021-release-1-230680,8,0.3881784,1.3033795
resstock-amy2018-2021-release-1-230680,6,0.62332803,1.8531549
resstock-amy2018-2021-release-1-230680,3,0.55683726,2.2843173
resstock-amy2018-2021-release-1-230680,4,0.49220505,1.8584672
resstock-amy2018-2021-release-1-230680,12,0.50681275,1.9056929
resstock-amy2018-2021-release-1-230680,2,0.64036524,2.6318166
resstock-amy2018-2021-release-1-230680,1,0.5635172,2.5196824
resstock-amy2018-2021-release-1-230680,5,0.63133615,2.226737
resstock-amy2018-2021-release-1-231329,3,0.6669976,2.4457355
resstock-amy2018-2021-release-1-231329,4,0.76308244,2.742447
resstock-amy2018-2021-release-1-231329,5,0.6102561,2.2880762
resstock-amy2018-2021-release-1-231329,7,0.48996913,1.4143513
resstock-amy2018-2021-release-1-231329,6,0.6802681,2.3048022
resstock-amy2018-2021-release-1-231329,9,0.6344649,2.296328
resstock-amy2018-2021-release-1-231329,10,0.48249823,1.811411
resstock-amy2018-2021-release-1-231329,11,0.7085201,2.565247
resstock-amy2018-2021-release-1-231329,12,0.7096155,2.882448
resstock-amy2018-2021-release-1-231329,2,0.6614109,2.4454687
resstock-amy2018-2021-release-1-231329,8,0.63983774,2.1262412
resstock-amy2018-2021-release-1-231329,1,0.45244494,1.5832675
resstock-amy2018-2021-release-1-233158,7,0.38275808,1.0217628
resstock-amy2018-2021-release-1-233158,1,0.3788408,1.4220451
resstock-amy2018-2021-release-1-233158,2,0.47112787,1.6791826
resstock-amy2018-2021-release-1-233158,3,0.5289455,2.0389519
resstock-amy2018-2021-release-1-233158,8,0.53058225,1.4975561
resstock-amy2018-2021-release-1-233158,9,0.37101352,1.0084
resstock-amy2018-2021-release-1-233158,4,0.52445656,1.9451684
resstock-amy2018-2021-release-1-233158,10,0.4432413,1.3761071
resstock-amy2018-2021-release-1-233158,11,0.724595,3.093523
resstock-amy2018-2021-release-1-233158,12,0.5001778,1.9622871
resstock-amy2018-2021-release-1-233158,6,0.41257048,1.1440318
resstock-amy2018-2021-release-1-233158,5,0.47696152,1.8422006
resstock-amy2018-2021-release-1-249559,1,0.37949207,1.5487021
resstock-amy2018-2021-release-1-249559,2,0.5519859,2.1655574
resstock-amy2018-2021-release-1-249559,4,0.6479663,2.6621299
resstock-amy2018-2021-release-1-249559,5,0.6319003,2.6105962
resstock-amy2018-2021-release-1-249559,6,0.65876263,2.715742
resstock-amy2018-2021-release-1-249559,7,0.42172796,1.5091307
resstock-amy2018-2021-release-1-249559,8,0.46429533,1.7137263
resstock-amy2018-2021-release-1-249559,10,0.34648442,1.3487631
resstock-amy2018-2021-release-1-249559,11,0.59493315,2.4173334
resstock-amy2018-2021-release-1-249559,12,0.6637885,2.806703
resstock-amy2018-2021-release-1-249559,3,0.575485,2.2287757
resstock-amy2018-2021-release-1-249559,9,0.42594436,1.6219819
resstock-amy2018-2021-release-1-250074,7,0.5270355,1.7216469
resstock-amy2018-2021-release-1-250074,10,0.7655988,2.6461558
resstock-amy2018-2021-release-1-250074,9,0.7745934,2.4880815
resstock-amy2018-2021-release-1-250074,8,0.6690617,2.2574465
resstock-amy2018-2021-release-1-250074,6,0.69615203,2.3214345
resstock-amy2018-2021-release-1-250074,5,0.7433081,2.3415895
resstock-amy2018-2021-release-1-250074,4,0.47899547,1.979769
resstock-amy2018-2021-release-1-250074,3,0.6584068,2.9939442
resstock-amy2018-2021-release-1-250074,2,0.6261871,2.8422918
resstock-amy2018-2021-release-1-250074,11,0.8655763,3.709629
resstock-amy2018-2021-release-1-250074,1,0.39362574,1.7099631
resstock-amy2018-2021-release-1-250074,12,0.5203579,2.2709746
resstock-amy2018-2021-release-1-250187,3,0.46368,1.8466289
resstock-amy2018-2021-release-1-250187,12,0.5026898,2.0665236
resstock-amy2018-2021-release-1-250187,11,0.6809909,2.8508215
resstock-amy2018-2021-release-1-250187,10,0.3658384,1.5046915
resstock-amy2018-2021-release-1-250187,9,0.5544708,2.203543
resstock-amy2018-2021-release-1-250187,1,0.29589552,1.1617372
resstock-amy2018-2021-release-1-250187,4,0.4519964,1.7022352
resstock-amy2018-2021-release-1-250187,8,0.45311543,1.813611
resstock-amy2018-2021-release-1-250187,7,0.41861188,1.6964636
resstock-amy2018-2021-release-1-250187,2,0.4836484,1.8894761
resstock-amy2018-2021-release-1-250187,5,0.48248243,1.9566841
resstock-amy2018-2021-release-1-250187,6,0.38537478,1.5939307
resstock-amy2018-2021-release-1-251607,2,0.600913,2.4591768
resstock-amy2018-2021-release-1-251607,12,0.5018073,1.8785806
resstock-amy2018-2021-release-1-251607,11,0.5261696,1.9453655
resstock-amy2018-2021-release-1-251607,10,0.24072903,1.0468879
resstock-amy2018-2021-release-1-251607,9,0.5267285,2.2724843
resstock-amy2018-2021-release-1-251607,7,0.32936716,1.4880314
resstock-amy2018-2021-release-1-251607,6,0.5195698,2.2820575
resstock-amy2018-2021-release-1-251607,5,0.4960197,2.0814698
resstock-amy2018-2021-release-1-251607,4,0.41812703,1.6086513
resstock-amy2018-2021-release-1-251607,8,0.3699809,1.5297674
resstock-amy2018-2021-release-1-251607,3,0.59286916,2.368391
resstock-amy2018-2021-release-1-251607,1,0.39698914,1.6647859
resstock-amy2018-2021-release-1-255425,11,0.5253973,2.209237
resstock-amy2018-2021-release-1-255425,8,0.2215434,0.5527447
resstock-amy2018-2021-release-1-255425,2,0.5335872,2.1766338
resstock-amy2018-2021-release-1-255425,7,0.19115803,0.54304814
resstock-amy2018-2021-release-1-255425,6,0.3643264,1.0575495
resstock-amy2018-2021-release-1-255425,5,0.38662452,1.4153777
resstock-amy2018-2021-release-1-255425,4,0.5301746,2.08985
resstock-amy2018-2021-release-1-255425,9,0.28219476,0.6065762
resstock-amy2018-2021-release-1-255425,10,0.1682365,0.505509
resstock-amy2018-2021-release-1-255425,3,0.5248674,2.1984253
resstock-amy2018-2021-release-1-255425,1,0.3908325,1.5334367
resstock-amy2018-2021-release-1-255425,12,0.45339152,1.8311995
resstock-amy2018-2021-release-1-266469,9,0.6008395,2.1889386
resstock-amy2018-2021-release-1-266469,12,0.7292827,2.9706163
resstock-amy2018-2021-release-1-266469,11,0.54107463,2.150992
resstock-amy2018-2021-release-1-266469,10,0.55719525,2.1172528
resstock-amy2018-2021-release-1-266469,8,0.5441506,1.9502244
resstock-amy2018-2021-release-1-266469,1,0.68872344,2.8952641
resstock-amy2018-2021-release-1-266469,6,0.695171,2.625882
resstock-amy2018-2021-release-1-266469,5,0.6431173,2.5662053
resstock-amy2018-2021-release-1-266469,4,0.596414,2.3141026
resstock-amy2018-2021-release-1-266469,3,0.7371992,2.8667963
resstock-amy2018-2021-release-1-266469,2,0.85852337,3.469888
resstock-amy2018-2021-release-1-266469,7,0.6268936,2.2665832
resstock-amy2018-2021-release-1-268127,12,0.60374945,2.2470808
resstock-amy2018-2021-release-1-268127,10,0.49192363,1.7831966
resstock-amy2018-2021-release-1-268127,9,0.58406365,2.2105794
resstock-amy2018-2021-release-1-268127,8,0.46155372,1.7942109
resstock-amy2018-2021-release-1-268127,11,0.63447255,2.328998
resstock-amy2018-2021-release-1-268127,6,0.7391781,2.8363225
resstock-amy2018-2021-release-1-268127,7,0.45818156,1.6124328
resstock-amy2018-2021-release-1-268127,1,0.42584583,1.6345031
resstock-amy2018-2021-release-1-268127,5,0.5941418,2.3742762
resstock-amy2018-2021-release-1-268127,3,0.5732982,2.172576
resstock-amy2018-2021-release-1-268127,4,0.5491959,2.037736
resstock-amy2018-2021-release-1-268127,2,0.58415747,2.212439
resstock-amy2018-2021-release-1-268480,1,0.393997,1.4850092
resstock-amy2018-2021-release-1-268480,2,0.61369395,2.4163408
resstock-amy2018-2021-release-1-268480,3,0.5497529,2.2306511
resstock-amy2018-2021-release-1-268480,5,0.7692469,3.4015381
resstock-amy2018-2021-release-1-268480,7,0.38166267,1.3833581
resstock-amy2018-2021-release-1-268480,8,0.5868009,2.2463956
