month,day,hour,kg_CO2/kWh
1,19,10,0.53347100875
1,19,11,0.5268319805
1,19,12,0.5203476017499999
1,19,13,0.51538067225
1,19,14,0.5097619094999999
1,19,15,0.50835858625
1,19,16,0.509804763
1,19,17,0.523611749
1,19,18,0.5306893785
1,19,19,0.518977971
1,19,20,0.51083809825
1,19,21,0.5038952065
1,19,22,0.49251544
1,19,23,0.48030487749999995
1,20,0,0.4614690925
1,20,1,0.46781976200000003
1,20,2,0.47287504375
1,20,3,0.47653976149999994
1,20,4,0.485980725
1,20,5,0.49045825925
1,20,6,0.50680618525
1,20,7,0.52078446775
1,20,8,0.5183002502499999
1,20,9,0.5258980425
1,20,10,0.527359372
1,20,11,0.519327678
1,20,12,0.51265699675
1,20,13,0.50355201775
1,20,14,0.49479542699999995
1,20,15,0.48783286125
1,20,16,0.48739289425
1,20,17,0.50251097
1,20,18,0.518942094
1,20,19,0.50314112425
1,20,20,0.4877384565
1,20,21,0.4809763065
1,20,22,0.48111875725000003
1,20,23,0.48396272225000003
1,21,0,0.48985149499999997
1,21,1,0.4784849015
1,21,2,0.470704935
1,21,3,0.464638369
1,21,4,0.4699995345
1,21,5,0.48068259175
1,21,6,0.4981779270000001
1,21,7,0.5185364135
1,21,8,0.5182056287500001
1,21,9,0.5217119807499999
1,21,10,0.519000529
1,21,11,0.519034249
1,21,12,0.51322179725
1,21,13,0.49805672600000006
1,21,14,0.4835496575
1,21,15,0.468607958
1,21,16,0.46689792525
1,21,17,0.46786723750000003
1,21,18,0.4803256055
1,21,19,0.48011302499999997
1,21,20,0.48069172849999997
1,21,21,0.483206567
1,21,22,0.4726414255
1,21,23,0.454661067
1,22,0,0.439584052
1,22,1,0.42556462024999997
1,22,2,0.41822048375
1,22,3,0.41856110825000004
1,22,4,0.42147370175
1,22,5,0.4258081445
1,22,6,0.4412096205
1,22,7,0.45612092299999996
1,22,8,0.4613841945
1,22,9,0.468924548
1,22,10,0.47507171225
1,22,11,0.47862207925
1,22,12,0.485224325
1,22,13,0.4909258395
1,22,14,0.4882058
1,22,15,0.4867641087499999
1,22,16,0.4869379335
1,22,17,0.503223999
1,22,18,0.5269320455000001
1,22,19,0.5320721515
1,22,20,0.52731384
1,22,21,0.5182191405000001
1,22,22,0.505911841
1,22,23,0.49196896925
1,23,0,0.48079025825
1,23,1,0.47460595075
1,23,2,0.47255725725
1,23,3,0.47105112974999996
1,23,4,0.47068254200000004
1,23,5,0.48100509999999996
1,23,6,0.498340295
1,23,7,0.5113461029999999
1,23,8,0.502959794
1,23,9,0.5002909755
1,23,10,0.5088439269999999
1,23,11,0.507027463
1,23,12,0.49867512974999995
1,23,13,0.481222391
1,23,14,0.46826351325000004
1,23,15,0.46317620475
1,23,16,0.46532316775000004
1,23,17,0.47837323499999995
1,23,18,0.48154199124999997
1,23,19,0.462246299
1,23,20,0.44868766225
1,23,21,0.4336918835
1,23,22,0.4258175025
1,23,23,0.4229065865
1,24,0,0.415189295
1,24,1,0.41917683825
1,24,2,0.42061483774999997
1,24,3,0.42146160650000003
1,24,4,0.42780092025
1,24,5,0.43574817275
1,24,6,0.4451264895
1,24,7,0.4555181380000001
1,24,8,0.45956978949999994
1,24,9,0.47248424650000004
1,24,10,0.48025515825
1,24,11,0.4772011407499999
1,24,12,0.47389345399999994
1,24,13,0.4703932135
1,24,14,0.46669192224999995
1,24,15,0.46523760975000006
1,24,16,0.465637462
1,24,17,0.466160454
1,24,18,0.46842753924999997
1,24,19,0.454234607
1,24,20,0.43648628349999996
1,24,21,0.42638737325
1,24,22,0.42049947374999996
1,24,23,0.4174311195
1,25,0,0.42548479300000003
1,25,1,0.41411754224999997
1,25,2,0.41927130275
1,25,3,0.43179191325
1,25,4,0.44445220750000003
1,25,5,0.45842910625
1,25,6,0.47444606425
1,25,7,0.49013649925
1,25,8,0.49664522024999996
1,25,9,0.5187365365000001
1,25,10,0.51828614875
1,25,11,0.52016751075
1,25,12,0.5275097480000001
1,25,13,0.532340873
1,25,14,0.539055544
1,25,15,0.5451047147500001
1,25,16,0.5493033860000001
1,25,17,0.55797541825
1,25,18,0.57076454175
1,25,19,0.5707718655
1,25,20,0.5543803414999999
1,25,21,0.5404177594999999
1,25,22,0.53085760025
1,25,23,0.5155553559999999
1,26,0,0.50170857625
1,26,1,0.48666929449999996
1,26,2,0.48064735525
1,26,3,0.47877567625000006
1,26,4,0.4829748215
1,26,5,0.49597963074999996
1,26,6,0.5154350507500001
1,26,7,0.52848189775
1,26,8,0.52846697375
1,26,9,0.5350836425
1,26,10,0.53388715525
1,26,11,0.5265664505000001
1,26,12,0.5278402722500001
1,26,13,0.52800334075
1,26,14,0.5238093722499999
1,26,15,0.5244300820000001
1,26,16,0.53258943225
1,26,17,0.547545815
1,26,18,0.56464895075
1,26,19,0.5668978920000001
1,26,20,0.561396638
1,26,21,0.55126902725
1,26,22,0.538385992
1,26,23,0.519744874
1,27,0,0.5057676815
1,27,1,0.49974263099999994
1,27,2,0.49092396625
1,27,3,0.486971509
1,27,4,0.490624118
1,27,5,0.506972399
1,27,6,0.53058016125
1,27,7,0.544393951
1,27,8,0.5465257185
1,27,9,0.54982190275
1,27,10,0.5499033735
1,27,11,0.5459635155
1,27,12,0.54177022625
1,27,13,0.54084256175
1,27,14,0.5379712042500001
1,27,15,0.53475713475
1,27,16,0.533140597
1,27,17,0.540935289
1,27,18,0.556297807
1,27,19,0.5551821315000001
1,27,20,0.5455774365
1,27,21,0.530834032
1,27,22,0.520285481
1,27,23,0.50968052025
1,28,0,0.49238389775
1,28,1,0.47331741425
1,28,2,0.46477993275
1,28,3,0.4712080832500001
1,28,4,0.47366591425000004
1,28,5,0.481886185
1,28,6,0.49934055375
1,28,7,0.5131474235
1,28,8,0.51991404875
1,28,9,0.534354366
1,28,10,0.54768690275
1,28,11,0.5488727252500001
1,28,12,0.5428419835
1,28,13,0.53442961825
1,28,14,0.527260468
1,28,15,0.5173240382500001
1,28,16,0.5105906825000001
1,28,17,0.52563899925
1,28,18,0.5516266295000001
1,28,19,0.5559342442499999
1,28,20,0.5495818605
1,28,21,0.538601292
1,28,22,0.5261633920000001
1,28,23,0.50750692575
1,29,0,0.4864285855
1,29,1,0.4787395975
1,29,2,0.47826575675
1,29,3,0.47309610625000004
1,29,4,0.47728961900000005
1,29,5,0.47835285125
1,29,6,0.48128518275
1,29,7,0.48769071799999997
1,29,8,0.4837395554999999
1,29,9,0.4989069745
1,29,10,0.50534931975
1,29,11,0.48616441450000003
1,29,12,0.47049235675
1,29,13,0.46476179025
1,29,14,0.45958881900000004
1,29,15,0.45259226775
1,29,16,0.45059921925
1,29,17,0.46289303125000003
1,29,18,0.4860488115
1,29,19,0.49064147999999996
1,29,20,0.48680901199999993
1,29,21,0.47929232124999993
1,29,22,0.47449991324999996
1,29,23,0.47390975849999994
1,30,0,0.46317809175
1,30,1,0.47693026250000004
1,30,2,0.479501077
1,30,3,0.48553312899999995
1,30,4,0.49462507375000003
1,30,5,0.4988736385
1,30,6,0.5045215172499999
1,30,7,0.51312527975
1,30,8,0.5157114217500001
1,30,9,0.5264539415
1,30,10,0.53656795125
1,30,11,0.5262671987499999
1,30,12,0.50815323475
1,30,13,0.4958789425
1,30,14,0.48595348125000004
1,30,15,0.47658607025
1,30,16,0.475399429
1,30,17,0.484227779
1,30,18,0.48701420975
1,30,19,0.47676177375
1,30,20,0.46712864525
1,30,21,0.45392399075
1,30,22,0.4322980027500001
1,30,23,0.40903271524999996
1,31,0,0.40268635825
1,31,1,0.39230710875
1,31,2,0.3888013615
1,31,3,0.39274727275
1,31,4,0.40195085525
1,31,5,0.41636634125
1,31,6,0.43527550525
1,31,7,0.45231631399999994
1,31,8,0.46628996624999997
1,31,9,0.49719168775000006
1,31,10,0.51285631975
1,31,11,0.5144231905
1,31,12,0.5091124982499999
1,31,13,0.5065628609999999
1,31,14,0.51149885625
1,31,15,0.5155497812500001
1,31,16,0.51827486875
1,31,17,0.5266975812500001
1,31,18,0.53126277975
1,31,19,0.513752973
1,31,20,0.49719598475
1,31,21,0.479394757
1,31,22,0.4578594695
1,31,23,0.44007645674999996
2,1,0,0.4352604292500001
2,1,1,0.4324820275
2,1,2,0.43116157400000005
2,1,3,0.42841025725000004
2,1,4,0.43277376249999994
2,1,5,0.44730346049999997
2,1,6,0.46270749850000004
2,1,7,0.483730812
2,1,8,0.48278218875
2,1,9,0.48502297099999997
2,1,10,0.4793724765
2,1,11,0.47163276425
2,1,12,0.4685696335
2,1,13,0.4737757315
2,1,14,0.4743617445
2,1,15,0.47311218075
2,1,16,0.47584066775
2,1,17,0.4728311845
2,1,18,0.4717821782500001
2,1,19,0.45343889049999997
2,1,20,0.43816967625000003
2,1,21,0.41838784500000004
2,1,22,0.4003316125
2,1,23,0.39339122375
2,2,0,0.3868568385
2,2,1,0.38126228425
2,2,2,0.380362805
2,2,3,0.3867686225
2,2,4,0.39765690075
2,2,5,0.4191736435
2,2,6,0.4421612695
2,2,7,0.465472783
2,2,8,0.47695752525
2,2,9,0.47835219349999997
2,2,10,0.48318678149999994
2,2,11,0.4932584135
2,2,12,0.50253774725
2,2,13,0.50589810125
2,2,14,0.5067457305
2,2,15,0.5086099180000001
2,2,16,0.5074132155
2,2,17,0.51624894875
2,2,18,0.533042602
2,2,19,0.5360356205000001
2,2,20,0.52980595275
2,2,21,0.52109862675
2,2,22,0.51368924325
2,2,23,0.5020847909999999
2,3,0,0.49496622450000005
2,3,1,0.48828031400000005
2,3,2,0.48951413499999996
2,3,3,0.4906532395
2,3,4,0.49210403950000003
2,3,5,0.49465014924999995
2,3,6,0.5046490305
2,3,7,0.51411550325
2,3,8,0.5153493855000001
2,3,9,0.52164368225
2,3,10,0.527012695
2,3,11,0.5284127185
2,3,12,0.52445842075
2,3,13,0.52240164675
2,3,14,0.5174737574999999
2,3,15,0.511709541
2,3,16,0.5121943165
2,3,17,0.518719697
2,3,18,0.5271813555
2,3,19,0.5288648497499999
2,3,20,0.526542251
2,3,21,0.52428999575
2,3,22,0.52401614075
2,3,23,0.52116019675
2,4,0,0.52233173725
2,4,1,0.52680850375
2,4,2,0.5282629892499999
2,4,3,0.5274337812500001
2,4,4,0.52873159725
2,4,5,0.5341844955
2,4,6,0.538692151
2,4,7,0.543859046
2,4,8,0.54846902975
2,4,9,0.549855356
2,4,10,0.5441136125
2,4,11,0.5379758955
2,4,12,0.536104041
2,4,13,0.5364989975
2,4,14,0.53266864075
2,4,15,0.5248466144999999
2,4,16,0.5156530225
2,4,17,0.51461006725
2,4,18,0.529079496
2,4,19,0.5217407082500001
2,4,20,0.507863303
2,4,21,0.49982656025000005
2,4,22,0.48417600574999997
2,4,23,0.46987255424999996
2,5,0,0.45442121950000003
2,5,1,0.44429322675
2,5,2,0.44463661875
2,5,3,0.45068927574999995
2,5,4,0.45810797925
2,5,5,0.46881926199999996
2,5,6,0.48742313625
2,5,7,0.502157911
2,5,8,0.5099760787500001
2,5,9,0.51863585675
2,5,10,0.5171195390000001
2,5,11,0.5194198545000001
2,5,12,0.5255073072499999
2,5,13,0.5268224935
2,5,14,0.52409012
2,5,15,0.52191220325
2,5,16,0.5156139815
2,5,17,0.51251558025
2,5,18,0.51426151825
2,5,19,0.50306567925
2,5,20,0.48720234
2,5,21,0.47850332450000005
2,5,22,0.4768828355
2,5,23,0.4627833927499999
2,6,0,0.450410747
2,6,1,0.44397988425000007
2,6,2,0.44367765175000007
2,6,3,0.44221037799999996
2,6,4,0.44388208474999996
2,6,5,0.450218694
2,6,6,0.46599044274999996
2,6,7,0.48105703325000004
2,6,8,0.48656334600000006
2,6,9,0.501331946
2,6,10,0.50957341
2,6,11,0.51078838625
2,6,12,0.51158812875
2,6,13,0.5073688359999999
2,6,14,0.50106229375
2,6,15,0.49239724525000006
2,6,16,0.49166646725000007
2,6,17,0.4991112475
2,6,18,0.5061061985
2,6,19,0.4905218255
2,6,20,0.477191372
2,6,21,0.46922573000000006
2,6,22,0.4639543885
2,6,23,0.4568931785
2,7,0,0.44050845325
2,7,1,0.43148912375000004
2,7,2,0.43237932375000004
2,7,3,0.43471809325
2,7,4,0.44251904924999996
2,7,5,0.45149806775
2,7,6,0.46023202150000003
2,7,7,0.47147860825
2,7,8,0.47625473825
2,7,9,0.4955921165
2,7,10,0.50907453425
2,7,11,0.516929957
2,7,12,0.5153374705
2,7,13,0.51285987825
2,7,14,0.50337150825
2,7,15,0.49407455825
2,7,16,0.48671021625
2,7,17,0.485756819
2,7,18,0.4897385615
2,7,19,0.472020011
2,7,20,0.45216142499999995
2,7,21,0.44007977825
2,7,22,0.42970545325
2,7,23,0.413449186
2,8,0,0.40682948074999997
2,8,1,0.39921376425
2,8,2,0.3984037505
2,8,3,0.399875553
2,8,4,0.40185074374999996
2,8,5,0.40802253875
2,8,6,0.42795607225
2,8,7,0.446835724
2,8,8,0.45311753624999995
2,8,9,0.47101626350000003
2,8,10,0.47026193
2,8,11,0.4712405215
2,8,12,0.46830895975000003
2,8,13,0.46645738000000003
2,8,14,0.4656838045
2,8,15,0.46784140625
2,8,16,0.47262239325
2,8,17,0.48700030875
2,8,18,0.524371251
2,8,19,0.5407025672500001
2,8,20,0.545887768
2,8,21,0.5483519505000001
2,8,22,0.54399237675
2,8,23,0.53567167525
2,9,0,0.5320986175
2,9,1,0.53152698275
2,9,2,0.5237889235
2,9,3,0.52457017925
2,9,4,0.52701259925
2,9,5,0.53340529925
2,9,6,0.5366656775
2,9,7,0.5396239399999999
2,9,8,0.541129354
2,9,9,0.54762503175
2,9,10,0.5536650697500001
2,9,11,0.54536626125
2,9,12,0.5342390312499999
2,9,13,0.52256068525
2,9,14,0.51136578525
2,9,15,0.500593477
2,9,16,0.49973828000000003
2,9,17,0.4998451765
2,9,18,0.5049192097499999
2,9,19,0.49676815875
2,9,20,0.484216456
2,9,21,0.47437489325
2,9,22,0.47335558424999996
2,9,23,0.46404192425
2,10,0,0.45625624349999994
2,10,1,0.44977717325
2,10,2,0.44980443625
2,10,3,0.45540916649999996
2,10,4,0.464697033
2,10,5,0.46839439325000004
2,10,6,0.47647977350000004
2,10,7,0.48922384625000004
2,10,8,0.487113076
2,10,9,0.49624346750000004
2,10,10,0.49692651024999995
2,10,11,0.492323452
2,10,12,0.49050887649999997
2,10,13,0.4872500365
2,10,14,0.48622110875
2,10,15,0.48294754725
2,10,16,0.47963110275000004
2,10,17,0.48035186775
2,10,18,0.48076379399999997
2,10,19,0.45729647149999997
2,10,20,0.43592511025
2,10,21,0.4249712375
2,10,22,0.41770088375
2,10,23,0.41116758349999993
2,11,0,0.40141744074999997
2,11,1,0.4013504375
2,11,2,0.40446545375
2,11,3,0.41007893125
2,11,4,0.42225516225
2,11,5,0.43271098975
2,11,6,0.44543563099999994
2,11,7,0.45898146500000003
2,11,8,0.46784398824999995
2,11,9,0.491847656
2,11,10,0.5042942487500001
2,11,11,0.50609469275
2,11,12,0.5051080134999999
2,11,13,0.503665795
2,11,14,0.50192894625
2,11,15,0.4978567465
2,11,16,0.4937760995
2,11,17,0.4939580825
2,11,18,0.49817969900000003
2,11,19,0.49404329125
2,11,20,0.48304503625
2,11,21,0.47340890125
2,11,22,0.46807885674999994
2,11,23,0.46116530875
2,12,0,0.45697703475
2,12,1,0.45616468600000004
2,12,2,0.45842333125
2,12,3,0.47539838125
2,12,4,0.4767532845
2,12,5,0.47162554125
2,12,6,0.47384848525
2,12,7,0.4848727275
2,12,8,0.48953587925000003
2,12,9,0.48950902225000004
2,12,10,0.48928538400000005
2,12,11,0.49532816799999996
2,12,12,0.50365072525
2,12,13,0.5162059495
2,12,14,0.52016405475
2,12,15,0.51621658325
2,12,16,0.51156677475
2,12,17,0.50893669675
2,12,18,0.511675558
2,12,19,0.510255464
2,12,20,0.5018046094999999
2,12,21,0.49316811475
2,12,22,0.48614433325
2,12,23,0.47432375925000003
2,13,0,0.46807822699999996
2,13,1,0.457144352
2,13,2,0.453746722
2,13,3,0.44826899449999996
2,13,4,0.451695645
2,13,5,0.46989120025000003
