Hours since 00:00 Jan 1,Hourly Data: AC inverter power (W)
223,0
224,0.124723
225,14.0722
226,32.2379
227,51.9997
228,62.2394
229,61.2818
230,488.59
231,382.19
232,236.544
233,81.7439
234,0
235,0
236,0
237,0
238,0
239,0
240,0
241,0
242,0
243,0
244,0
245,0
246,0
247,0
248,18.4845
249,282.209
250,495.876
251,509.773
252,575.074
253,580.466
254,396.288
255,364.109
256,247.424
257,78.4703
258,0
259,0
260,0
261,0
262,0
263,0
264,0
265,0
266,0
267,0
268,0
269,0
270,0
271,0
272,19.9087
273,314.433
274,527.64
275,729.343
276,718.202
277,490.707
278,289.662
279,140.022
280,112.876
281,20.9842
282,0
283,0
284,0
285,0
286,0
287,0
288,0
289,0
290,0
291,0
292,0
293,0
294,0
295,0
296,16.3532
297,221.983
298,300.912
299,396.86
300,422.57
301,447.729
302,424.992
303,345.179
304,204.065
305,87.4151
306,0
307,0
308,0
309,0
310,0
311,0
312,0
313,0
314,0
315,0
316,0
317,0
318,0
319,0
320,4.54577
321,69.5248
322,120.613
323,173.273
324,171.472
325,141.647
326,117.13
327,98.7056
328,31.215
329,14.6743
330,0
331,0
332,0
333,0
334,0
335,0
336,0
337,0
338,0
339,0
340,0
341,0
342,0
343,0
344,17.2658
345,328.023
346,523.073
347,622.369
348,673.738
349,652.715
350,599.467
351,485.141
352,322.945
353,114.994
354,0
355,0
356,0
357,0
358,0
359,0
360,0
361,0
362,0
363,0
364,0
365,0
366,0
367,0
368,18.1297
369,352.917
370,562.402
371,655.412
372,696.504
373,681.986
374,598.012
375,484.374
376,320.746
377,111.3
378,0
379,0
380,0
381,0
382,0
383,0
384,0
385,0
386,0
387,0
388,0
389,0
390,0
391,0
392,17.7698
393,336.86
394,530.768
395,616.606
396,673.252
397,663.474
398,612.458
399,498.521
400,320.358
401,115.517
402,0
403,0
404,0
405,0
406,0
407,0
408,0
409,0
410,0
411,0
412,0
413,0
414,0
415,0
416,1.7212
417,56.9038
418,109.132
419,152.1
420,149.85
421,128.376
422,96.734
423,88.9857
424,62.7444
425,17.7353
426,0
427,0
428,0
429,0
430,0
431,0
432,0
433,0
434,0
435,0
436,0
437,0
438,0
439,0
440,0.833431
441,42.9992
442,106.314
443,525.587
444,598.277
445,123.087
446,240.927
447,163.335
448,19.6195
449,5.68363
450,0
451,0
452,0
453,0
454,0
455,0
456,0
457,0
458,0
459,0
460,0
461,0
462,0
463,0
464,8.51118
465,107.047
466,175.162
467,280.413
468,339.633
469,321.324
470,288.299
471,226.952
472,147.565
473,72.1104
474,0
475,0
476,0
477,0
478,0
479,0
480,0
481,0
482,0
483,0
484,0
485,0
486,0
487,0
488,11.6639
489,87.4607
490,156.142
491,128.228
492,166.799
493,159.41
494,187.508
495,157.848
496,47.6101
497,23.148
498,0
499,0
500,0
501,0
502,0
503,0
504,0
505,0
506,0
507,0
508,0
509,0
510,0
511,0
512,109.527
513,301.035
514,411.713
515,483.641
516,532.731
517,535.159
518,497.199
519,393.712
520,268.554
521,105.266
522,0
523,0
524,0
525,0
526,0
527,0
528,0
529,0
530,0
531,0
532,0
533,0
534,0
535,0
536,130.187
537,336.649
538,467.523
539,544.515
540,591.183
541,589.961
542,539.284
543,438.132
544,299.546
545,119.652
546,0
547,0
548,0
549,0
550,0
551,0
552,0
553,0
554,0
555,0
556,0
557,0
558,0
559,0
560,143.085
561,362.106
562,494.745
563,569.921
564,600.185
565,608.81
566,553.446
567,450.497
568,310.006
569,126.165
570,0
571,0
572,0
573,0
574,0
575,0
576,0
577,0
578,0
579,0
580,0
581,0
582,0
583,0
584,152.228
585,381.666
586,546.169
587,632.606
588,672.234
589,654.243
590,593.628
591,481.288
592,324.349
593,129.221
594,0
595,0
596,0
597,0
598,0
599,0
600,0
601,0
602,0
603,0
604,0
605,0
606,0
607,0
608,128.856
609,330.418
610,486.839
611,585.804
612,606.484
613,605.768
614,540.707
615,452.913
616,290.624
617,119.635
618,0
619,0
620,0
621,0
622,0
623,0
624,0
625,0
626,0
627,0
628,0
629,0
630,0
631,0
632,9.84922
633,52.8054
634,77.6351
635,106.764
636,123.338
637,138.449
638,119.339
639,97.0651
640,66.8855
641,33.3314
642,0
643,0
644,0
645,0
646,0
647,0
648,0
649,0
650,0
651,0
652,0
653,0
654,0
655,0
656,37.6211
657,133.963
658,226.58
659,275.307
660,286.539
661,305.412
662,286.026
663,201.117
664,124.508
665,56.6519
666,0
667,0
668,0
669,0
670,0
671,0
672,0
673,0
674,0
675,0
676,0
677,0
678,0
679,0
680,23.6078
681,60.4359
682,88.0432
683,168.598
684,147.458
685,39.6711
686,389.387
687,312.748
688,243.318
689,111.623
690,0
691,0
692,0
693,0
694,0
695,0
696,0
697,0
698,0
699,0
700,0
701,0
702,0
703,0
704,20.0165
705,71.0467
706,168.864
707,212.407
708,195.296
709,152.823
710,80.7022
711,61.2207
712,50.9896
713,25.641
714,0
715,0
716,0
717,0
718,0
719,0
720,0
721,0
722,0
723,0
724,0
725,0
726,0
727,0
728,25.6857
729,110.069
730,191.265
731,245.717
732,239.042
733,250.792
734,245.637
735,204.146
736,148.215
737,60.2863
738,0
739,0
740,0
741,0
742,0
743,0
744,0
745,0
746,0
747,0
748,0
749,0
750,0
751,0
752,14.7652
753,35.3157
754,80.3295
755,118.008
756,39.1379
757,303.56
758,308.914
759,312.291
760,245.516
761,149.837
762,0
763,0
764,0
765,0
766,0
767,0
768,0
769,0
770,0
771,0
772,0
773,0
774,0
775,0
776,100.592
777,200.542
778,276.368
779,266.945
780,482.952
781,437.313
782,503.212
783,307.059
784,220.037
785,100.585
786,0
787,0
788,0
789,0
790,0
791,0
792,0
793,0
794,0
795,0
796,0
797,0
798,0
799,0
800,130.973
801,316.031
802,482.368
803,579.253
804,628.494
805,616.414
806,575.138
807,455.547
808,310.308
809,133.375
810,0
811,0
812,0
813,0
814,0
815,0
816,0
817,0
818,0
819,0
820,0
821,0
822,0
823,0
824,62.4592
825,211.72
826,291.909
827,84.9811
828,348.635
829,578.492
830,290.014
831,327.687
832,367.737
833,158.02
834,0
835,0
836,0
837,0
838,0
839,0
840,0
841,0
842,0
843,0
844,0
845,0
846,0
847,0
848,152.709
849,364.319
850,548.029
851,644.934
852,678.128
853,662.773
854,599.735
855,494.816
856,331.152
857,134.77
858,0
859,0
860,0
861,0
862,0
863,0
864,0
865,0
866,0
867,0
868,0
869,0
870,0
871,0
872,38.8945
873,128.436
874,179.903
875,277.32
876,318.482
877,291.517
878,246.295
879,199.443
880,126.546
881,54.0045
882,0
883,0
884,0
885,0
886,0
887,0
888,0
889,0
890,0
891,0
892,0
893,0
894,0
895,0
896,52.3657
897,205.759
898,318.782
899,330.073
900,265.817
901,233.966
902,243.503
903,177.538
904,109.673
905,46.4138
906,0
907,0
908,0
909,0
910,0
911,0
912,0
913,0
914,0
915,0
916,0
917,0
918,0
919,0
920,31.5303
921,74.1075
922,210.934
923,210.365
924,198.954
925,301.319
926,396.293
927,405.887
928,369.619
929,163.676
930,0
931,0
932,0
933,0
934,0
935,0
936,0
937,0
938,0
939,0
940,0
941,0
942,0
943,0
944,37.2708
945,130.656
946,219.988
947,263.214
948,267.059
949,263.37
950,209.359
951,182.434
952,120.356
953,52.8732
954,0
955,0
956,0
957,0
958,0
959,0
960,0
961,0
962,0
963,0
964,0
965,0
966,0
967,0
968,28.0919
969,396.18
970,550.807
971,685.409
972,474.781
973,353.46
974,235.923
975,376.479
976,34.992
977,73.7501
978,0
979,0
980,0
981,0
982,0
983,0
984,0
985,0
986,0
987,0
988,0
989,0
990,0
991,0
992,37.0738
993,131.291
994,222.6
995,314.221
996,326.746
997,278.103
998,244.604
999,185.863
1000,113.415
1001,55.0896
1002,0
1003,0
1004,0
1005,0
1006,0
1007,0
1008,0
1009,0
1010,0
1011,0
1012,0
1013,0
1014,0
1015,0
1016,135.557
1017,343.272
1018,523.634
1019,607.197
1020,658.152
1021,672.837
1022,610.375
1023,519.706
1024,358.051
1025,154.362
1026,0
1027,0
1028,0
1029,0
1030,0
1031,0
1032,0
1033,0
1034,0
1035,0
1036,0
1037,0
1038,0
1039,0
1040,110.222
1041,319.506
1042,520.976
1043,594.237
1044,524.008
1045,591.804
1046,505.265
1047,425.344
1048,338.721
1049,155.735
1050,0
1051,0
1052,0
1053,0
1054,0
1055,0
1056,0
1057,0
1058,0
1059,0
1060,0
1061,0
1062,0
1063,0
1064,147.89
1065,365.366
1066,554.256
1067,637.258
1068,671.056
1069,636.1
1070,584.249
1071,482.314
1072,330.119
1073,157.232
1074,0
1075,0
1076,0
1077,0
1078,0
1079,0
1080,0
1081,0
1082,0
1083,0
1084,0
1085,0
1086,0
1087,0
1088,27.3899
1089,59.6654
1090,103.522
1091,153.255
1092,198.067
1093,198.997
1094,166.216
1095,153.11
1096,102.21
1097,52.562
1098,0
1099,0
1100,0
1101,0
1102,0
1103,0
1104,0
1105,0
1106,0
1107,0
1108,0
1109,0
1110,0
1111,0
1112,144.075
1113,401.723
1114,512.714
1115,630.97
1116,642.95
1117,605.34
1118,529.398
1119,451.831
1120,324.292
1121,156.237
1122,0
1123,0
1124,0
1125,0
1126,0
1127,0
1128,0
1129,0
1130,0
1131,0
1132,0
1133,0
1134,0
1135,0
1136,164.78
1137,457.403
1138,338.01
1139,293.375
1140,286.757
1141,193.199
1142,236.921
1143,341.453
1144,189.734
1145,70.8073
1146,0
1147,0
1148,0
1149,0
1150,0
1151,0
1152,0
1153,0
1154,0
1155,0
1156,0
1157,0
1158,0
1159,0
1160,146.575
1161,322.739
1162,492.215
1163,596.383
1164,632.547
1165,682.117
1166,554.417
1167,395.929
1168,234.091
1169,151.936
1170,0
1171,0
1172,0
1173,0
1174,0
1175,0
1176,0
1177,0
1178,0
1179,0
1180,0
1181,0
1182,0
1183,0
1184,143.579
1185,309.768
1186,416.311
1187,487.877
1188,489.554
1189,594.761
1190,509.678
1191,411.639
1192,271.853
1193,142.682
1194,0
1195,0
1196,0
1197,0
1198,0
1199,0
1200,0
1201,0
1202,0
1203,0
1204,0
1205,0
1206,0
1207,0
1208,179.984
1209,389.586
1210,535.717
1211,634.499
1212,681.469
1213,675.064
1214,620.864
1215,510.836
1216,362.662
1217,177.403
1218,0
1219,0
1220,0
1221,0
1222,0
1223,0
1224,0
1225,0
1226,0
1227,0
1228,0
1229,0
1230,0
1231,0
1232,8.86808
1233,51.2287
1234,106.569
1235,140.5
1236,197.215
1237,201.071
1238,151.006
1239,131.561
1240,107.628
1241,57.6618
1242,0
1243,0
1244,0
1245,0
1246,0
1247,0
1248,0
1249,0
1250,0
1251,0
1252,0
1253,0
1254,0
1255,0
1256,8.06549
1257,30.9187
1258,51.1706
1259,69.6348
1260,84.1773
1261,86.5371
1262,79.8636
1263,59.7936
1264,35.5145
1265,16.928
1266,0
1267,0
1268,0
1269,0
1270,0
1271,0
1272,0
1273,0
1274,0
1275,0
1276,0
1277,0
1278,0
1279,0
1280,176.066
1281,399.193
1282,578.64
1283,684.602
1284,722.712
1285,691.827
1286,637.964
1287,532.144
1288,367.511
1289,177.622
1290,0
1291,0
1292,0
1293,0
1294,0
1295,0
1296,0
1297,0
1298,0
1299,0
1300,0
1301,0
1302,0
1303,0
1304,177.486
1305,387.281
1306,555.81
1307,624.521
1308,673.848
1309,672.652
1310,616.634
1311,496.068
1312,331.194
1313,161.679
1314,0
1315,0
1316,0
1317,0
1318,0
1319,0
1320,0
1321,0
1322,0
1323,0
1324,0
1325,0
1326,0
1327,0
1328,194.121
1329,410.714
1330,576.85
1331,681.026
1332,722.409
1333,712.272
1334,652.487
1335,536.514
1336,372.258
1337,183.572
1338,0
1339,0
1340,0
1341,0
1342,0
1343,0
1344,0
1345,0
1346,0
1347,0
1348,0
1349,0
1350,0
1351,0
1352,162.796
1353,376.694
1354,541.034
1355,622.179
1356,639.114
1357,615.86
1358,555.225
1359,462.702
1360,314.248
1361,155.508
1362,0
1363,0
1364,0
1365,0
1366,0
1367,0
1368,0
1369,0
1370,0
1371,0
1372,0
1373,0
1374,0
1375,0
1376,185.364
1377,380.966
1378,541.871
1379,635.722
1380,675.029
1381,662.287
1382,612.603
1383,499.015
1384,351.912
1385,171.948
1386,0
1387,0
1388,0
1389,0
1390,0
1391,0
1392,0
1393,0
1394,0
1395,0
1396,0
1397,0
1398,0
1399,0
1400,46.3596
1401,122.92
1402,208.857
1403,249.51
1404,296.727
1405,298.072
1406,260.231
1407,231.467
1408,160.538
1409,89.5638
1410,0
1411,0
1412,0
1413,0
1414,0
1415,0
1416,0
1417,0
1418,0
1419,0
1420,0
1421,0
1422,0
1423,0
1424,85.9172
1425,58.7233
1426,32.402
1427,346.869
1428,259.391
1429,262.099
1430,450.434
1431,386.455
1432,203.484
1433,146.243
1434,0
1435,0
1436,0
1437,0
1438,0
1439,0
1440,0
1441,0
1442,0
1443,0
1444,0
1445,0
1446,0
1447,0
1448,164.347
1449,274.48
1450,547.266
1451,504.251
1452,557.216
1453,506.1
1454,515.916
1455,427.265
1456,273.226
1457,141.683
1458,0
1459,0
1460,0
1461,0
1462,0
1463,0
1464,0
1465,0
1466,0
1467,0
1468,0
1469,0
1470,0
1471,0
1472,74.5025
1473,190.046
1474,286.197
1475,444.993
1476,346.248
1477,459.374
1478,518.277
1479,488.044
1480,366.603
1481,214.942
1482,0
1483,0
1484,0
1485,0
1486,0
1487,0
1488,0
1489,0
1490,0
1491,0
1492,0
1493,0
1494,0
1495,0
1496,20.4576
1497,55.0767
1498,89.6543
1499,113.271
1500,115.456
1501,118.038
1502,128.623
1503,104.33
1504,65.1065
1505,37.5153
1506,0
1507,0
1508,0
1509,0
1510,0
1511,0
1512,0
1513,0
1514,0
1515,0
1516,0
1517,0
1518,0
1519,0
1520,17.2192
1521,53.7781
1522,108.42
1523,171.177
1524,195.4
1525,177.37
1526,146.771
1527,129.746
1528,103.039
1529,42.4107
1530,0
1531,0
1532,0
1533,0
1534,0
1535,0
1536,0
1537,0
1538,0
1539,0
1540,0
1541,0
1542,0
1543,0
1544,49.937
1545,121.048
1546,207.287
1547,253.547
1548,289.061
1549,328.259
1550,299.595
1551,239.436
1552,185.477
1553,93.5283
1554,0
1555,0
1556,0
1557,0
1558,0
1559,0
1560,0
1561,0
1562,0
1563,0
1564,0
1565,0
1566,0
1567,0.0885573
1568,222.99
1569,434.266
1570,588.238
1571,697.006
1572,735.186
1573,721.669
1574,652.419
1575,539.043
1576,373.205
1577,181.567
1578,28.2174
1579,0
1580,0
1581,0
1582,0
1583,0
1584,0
1585,0
1586,0
1587,0
1588,0
1589,0
1590,0
1591,0
1592,135.014
1593,287.603
1594,436.384
1595,474.8
1596,541.139
1597,606.31
1598,591.515
1599,468.571
1600,341.885
1601,199.406
1602,41.3598
1603,0
1604,0
1605,0
1606,0
1607,0
1608,0
1609,0
1610,0
1611,0
1612,0
1613,0
1614,0
1615,0.1519
1616,127.809
1617,231.563
1618,426.847
1619,332.642
1620,346.48
1621,305.72
1622,335.211
1623,305.373
1624,374.929
1625,222.186
1626,30.6869
1627,0
1628,0
1629,0
1630,0
1631,0
1632,0
1633,0
1634,0
1635,0
1636,0
1637,0
1638,0
1639,1.03731
1640,246.281
1641,445.843
1642,595.148
1643,681.134
1644,718.409
1645,707.05
1646,654.268
1647,557.702
1648,402.993
1649,194.639
1650,32.5525
1651,0
1652,0
1653,0
1654,0
1655,0
1656,0
1657,0
1658,0
1659,0
1660,0
1661,0
1662,0
1663,0
1664,110.828
1665,509.597
1666,622.968
1667,471.455
1668,398.855
1669,180.877
1670,181.478
1671,280.645
1672,223.728
1673,92.5733
1674,14.4956
1675,0
1676,0
1677,0
1678,0
1679,0
1680,0
1681,0
1682,0
1683,0
1684,0
1685,0
1686,0
1687,0
1688,115.828
1689,225.013
1690,323.803
1691,438.367
1692,416.511
1693,479.838
1694,373.393
1695,385.189
1696,240.962
1697,144.675
1698,33.3358
1699,0
1700,0
1701,0
1702,0
1703,0
1704,0
1705,0
1706,0
1707,0
1708,0
1709,0
1710,0
1711,0.0190427
1712,84.9065
1713,327.841
1714,301.302
1715,395.744
1716,342.211
1717,376.324
1718,159.556
1719,381.834
1720,204.467
1721,15.494
1722,29.685
1723,0
1724,0
1725,0
1726,0
1727,0
1728,0
1729,0
1730,0
1731,0
1732,0
1733,0
1734,0
1735,0
1736,46.9181
1737,100.238
1738,150.215
1739,190.288
1740,199.892
1741,224.534
1742,215.989
1743,193.539
1744,141.381
1745,75.1749
1746,17.7764
1747,0
1748,0
1749,0
1750,0
1751,0
1752,0
1753,0
1754,0
1755,0
1756,0
1757,0
1758,0
1759,5.10954
1760,229.51
1761,434.16
1762,583.896
1763,656.909
1764,690.095
1765,666.412
1766,620.367
1767,504.9
1768,347.17
1769,171.878
1770,36.9359
1771,0
1772,0
1773,0
1774,0
1775,0
1776,0
1777,0
1778,0
1779,0
1780,0
1781,0
1782,0
1783,6.78123
1784,235.269
1785,438.864
1786,578.451
1787,696.115
1788,723.748
1789,687.657
1790,607.313
1791,502.808
1792,352.834
1793,176.759
1794,33.5465
1795,0
1796,0
1797,0
1798,0
1799,0
1800,0
1801,0
1802,0
1803,0
1804,0
1805,0
1806,0
1807,6.57867
1808,246.775
1809,433.489
1810,564.439
1811,659.215
1812,685.647
1813,677.963
1814,636.721
1815,527.387
1816,374.339
1817,182.681
1818,32.5335
1819,0
1820,0
1821,0
1822,0
1823,0
1824,0
1825,0
1826,0
1827,0
1828,0
1829,0
1830,0
1831,7.43008
1832,238.869
1833,452.046
1834,598.397
1835,664.917
1836,690.189
1837,673.897
1838,600.864
1839,503.372
1840,359.157
1841,178.298
1842,31.8219
1843,0
1844,0
1845,0
1846,0
1847,0
1848,0
1849,0
1850,0
1851,0
1852,0
1853,0
1854,0
1855,8.44057
1856,251.655
1857,469.095
1858,599.804
1859,664.344
1860,688.877
1861,684.146
1862,628.888
1863,531.551
1864,375.154
1865,183.662
1866,29.9975
1867,0
1868,0
1869,0
1870,0
1871,0
1872,0
1873,0
1874,0
1875,0
1876,0
1877,0
1878,0
1879,7.58301
1880,199.581
1881,295.123
1882,55.4092
1883,114.686
1884,325.627
1885,636.007
1886,412.073
1887,359.335
1888,149.231
1889,187.098
1890,53.5339
1891,0
1892,0
1893,0
1894,0
1895,0
1896,0
1897,0
1898,0
1899,0
1900,0
1901,0
1902,0
1903,4.17279
1904,12.6376
1905,41.1485
1906,490.908
1907,308.04
1908,55.4447
1909,329.843
1910,419.623
1911,640.913
1912,251.401
1913,33.0197
1914,2.455
1915,0
1916,0
1917,0
1918,0
1919,0
1920,0
1921,0
1922,0
1923,0
1924,0
1925,0
1926,0
1927,5.75742
1928,58.6933
1929,248.183
1930,166.368
1931,296.267
1932,304.089
1933,348.671
1934,553.323
1935,595.383
1936,362.199
1937,210.657
1938,41.3355
1939,0
1940,0
1941,0
1942,0
1943,0
1944,0
1945,0
1946,0
1947,0
1948,0
1949,0
1950,0
1951,1.58074
1952,29.0877
1953,28.2553
1954,108.24
1955,404.584
1956,277.896
1957,531.525
1958,520.276
1959,363.601
1960,239.643
1961,166.127
1962,54.8196
1963,0
1964,0
1965,0
1966,0
1967,0
1968,0
1969,0
1970,0
1971,0
1972,0
1973,0
1974,0
1975,14.3736
1976,247.555
1977,449.972
1978,594.216
1979,683.981
1980,718.486
1981,693.466
1982,630.467
1983,527.545
1984,376.258
1985,185.014
1986,32.3429
1987,0
1988,0
1989,0
1990,0
1991,0
1992,0
1993,0
1994,0
1995,0
1996,0
1997,0
1998,0
1999,16.8345
2000,320.106
2001,530.425
2002,666.086
2003,768.503
2004,508.029
2005,431.353
2006,430.849
2007,404.012
2008,287.853
2009,147.358
2010,38.1378
2011,0
2012,0
2013,0
2014,0
2015,0
2016,0
2017,0
2018,0
2019,0
2020,0
2021,0
2022,0
2023,0
2024,110.067
2025,368.249
2026,663.426
2027,827.1
2028,584.947
2029,198.98
2030,301.564
2031,456.973
2032,32.0867
2033,17.7592
2034,3.11308
2035,0
2036,0
2037,0
2038,0
2039,0
2040,0
2041,0
2042,0
2043,0
2044,0
2045,0
2046,0
2047,0
2048,79.4708
2049,375.184
2050,663.24
2051,422.169
2052,210.577
2053,243.657
2054,459.693
2055,182.796
2056,190.222
2057,44.2167
2058,2.14749
2059,0
2060,0
2061,0
2062,0
2063,0
2064,0
2065,0
2066,0
2067,0
2068,0
2069,0
2070,0
2071,0
2072,165.079
2073,214.657
2074,331.499
2075,555.377
2076,373.573
2077,410.959
2078,324.803
2079,134.857
2080,32.4815
2081,17.4106
2082,2.97605
2083,0
2084,0
2085,0
2086,0
2087,0
2088,0
2089,0
2090,0
2091,0
2092,0
2093,0
2094,0
2095,78.5414
2096,277.058
2097,474.407
2098,608.82
2099,712.164
2100,723.755
2101,699.639
2102,649.202
2103,526.567
2104,373.104
2105,186.406
2106,40.8146
2107,0
2108,0
2109,0
2110,0
2111,0
2112,0
2113,0
2114,0
2115,0
2116,0
2117,0
2118,0
2119,0.711806
2120,14.002
2121,28.891
2122,42.0938
2123,51.1114
2124,56.0006
2125,468.901
2126,730.973
2127,602.381
2128,440.536
2129,183.695
2130,53.3216
2131,0
2132,0
2133,0
2134,0
2135,0
2136,0
2137,0
2138,0
2139,0
2140,0
2141,0
2142,0
2143,87.0789
2144,113.741
2145,194.757
2146,529.734
2147,482.101
2148,666.012
2149,201.024
2150,347.42
2151,156.09
2152,92.9411
2153,114.029
2154,27.2795
2155,0
2156,0
2157,0
2158,0
2159,0
2160,0
2161,0
2162,0
2163,0
2164,0
2165,0
2166,0
2167,51.4422
2168,132.601
2169,107.495
2170,41.1954
2171,125.564
2172,504.035
2173,452.241
2174,381.952
2175,356.609
2176,243.977
2177,129.069
2178,40.0564
2179,0
2180,0
2181,0
2182,0
2183,0
2184,0
2185,0
2186,0
2187,0
2188,0
2189,0
2190,0
2191,1.6599
2192,16.0189
2193,128.503
2194,301.84
2195,321.592
2196,164.088
2197,319.719
2198,326.717
2199,355.092
2200,319.81
2201,174.155
2202,3.9427
2203,0
2204,0
2205,0
2206,0
2207,0
2208,0
2209,0
2210,0
2211,0
2212,0
2213,0
2214,0
2215,119.956
2216,333.187
2217,491.306
2218,613.116
2219,719.477
2220,422.762
2221,476.958
2222,572.437
2223,500.456
2224,347.013
2225,182.107
2226,49.5045
2227,0
2228,0
2229,0
2230,0
2231,0
2232,0
2233,0
2234,0
2235,0
2236,0
2237,0
2238,0
2239,133.464
2240,384.516
2241,588.802
2242,683.151
2243,696.148
2244,370.379
2245,398.196
2246,373.114
2247,349.849
2248,285.468
2249,167.124
2250,42.5488
2251,0
2252,0
2253,0
2254,0
2255,0
2256,0
2257,0
2258,0
2259,0
2260,0
2261,0
2262,0
2263,123.938
2264,356.533
2265,550.383
2266,670.578
2267,738.851
2268,769.36
2269,735.918
2270,668.114
2271,557.203
2272,399.161
2273,196.503
2274,28.8252
2275,0
2276,0
2277,0
2278,0
2279,0
2280,0
2281,0
2282,0
2283,0
2284,0
2285,0
2286,0
2287,81.4665
2288,255.813
2289,406.59
2290,516.721
2291,575.692
2292,601.76
2293,586.636
2294,532.427
2295,449.209
2296,322.555
2297,170.414
2298,47.3484
2299,0
2300,0
2301,0
2302,0
2303,0
2304,0
2305,0
2306,0
2307,0
2308,0
2309,0
2310,0
2311,82.1719
2312,262.272
2313,416.155
2314,526.991
2315,607.585
2316,644.83
2317,621.31
2318,564.408
2319,498.588
2320,357.332
2321,180.186
2322,42.2762
2323,0
2324,0
2325,0
2326,0
2327,0
2328,0
2329,0
2330,0
2331,0
2332,0
2333,0
2334,0
2335,77.0544
2336,246.577
2337,396.489
2338,501.039
2339,586.256
2340,616.87
2341,592.071
2342,542.91
2343,469.511
2344,308.004
2345,168.713
2346,44.2538
2347,0
2348,0
2349,0
2350,0
2351,0
2352,0
2353,0
2354,0
2355,0
2356,0
2357,0
2358,0
2359,114.115
2360,321.427
2361,501.588
2362,631.143
2363,698.344
2364,734.894
2365,711.122
2366,649.431
2367,537.853
2368,375.394
2369,187.31
2370,39.2432
2371,0
2372,0
2373,0
2374,0
2375,0
2376,0
2377,0
2378,0
2379,0
2380,0
2381,0
2382,0
2383,80.3492
2384,209.037
2385,323.673
2386,452.364
2387,497.955
2388,522.04
2389,493.557
2390,458.228
2391,352.624
2392,257.602
2393,150.983
2394,43.3793
2395,0
2396,0
2397,0
2398,0
2399,0
2400,0
2401,0
2402,0
2403,0
2404,0
2405,0
2406,0
2407,107.231
2408,283.94
2409,393.129
2410,482.788
2411,591.591
2412,626.279
2413,657.754
2414,583.803
2415,487.481
2416,342.814
2417,178.601
2418,41.4537
2419,0
2420,0
2421,0
2422,0
2423,0
2424,0
2425,0
2426,0
2427,0
2428,0
2429,0
2430,0
2431,141.907
2432,371.982
2433,567.555
2434,704.377
2435,788.09
2436,475.922
2437,478.559
2438,432.222
2439,371.449
2440,277.272
2441,163.048
2442,48.438
2443,0
2444,0
2445,0
2446,0
2447,0
2448,0
2449,0
2450,0
2451,0
2452,0
2453,0
2454,0
2455,49.7817
2456,88.5718
2457,36.2344
2458,49.4979
2459,271.617
2460,377.434
2461,559.173
2462,515.448
2463,586.31
2464,460.62
2465,192.331
2466,42.2393
2467,0
2468,0
2469,0
2470,0
2471,0
2472,0
2473,0
2474,0
2475,0
2476,0
2477,0
2478,0
2479,53.1941
2480,162.147
2481,257.693
2482,360.748
2483,421.552
2484,456.421
2485,489.069
2486,429.966
2487,367.413
2488,286.882
2489,166.464
2490,48.0557
2491,0
2492,0
2493,0
2494,0
2495,0
2496,0
2497,0
2498,0
2499,0
