4,5,9,16,21,26,33,36,49,59
200.62863301354014,200.62863301354014,200.62863301354014,200.62863301354014,200.62863301354014,200.62863301354014,200.62863301354014,200.62863301354014,200.62863301354014,200.62863301354014
267.56807699090115,267.56807699090115,267.56807699090115,267.56807699090115,267.56807699090115,267.56807699090115,267.56807699090115,267.56807699090115,267.56807699090115,267.56807699090115
22.664975054653823,22.664975054653823,22.664975054653823,22.664975054653823,22.664975054653823,22.664975054653823,22.664975054653823,22.664975054653823,22.664975054653823,22.664975054653823
22.809721622833067,22.809721622833067,22.809721622833067,22.809721622833067,22.809721622833067,22.809721622833067,22.809721622833067,22.809721622833067,22.809721622833067,22.809721622833067
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[1536.1172],[1536.1172],[1536.1172],[1536.1172],[1536.1172],[1536.1172],[1536.1172],[1536.1172],[1536.1172],[1536.1172]
[2414.7815],[2414.7815],[2414.7815],[2414.7815],[2414.7815],[2414.7815],[2414.7815],[2414.7815],[2414.7815],[2414.7815]
12.446406769402003,12.446406769402003,12.446406769402003,12.446406769402003,12.446406769402003,12.446406769402003,12.446406769402003,12.446406769402003,12.446406769402003,12.446406769402003
[1847.801],[1847.801],[1847.801],[1847.801],[1847.801],[1847.801],[1847.801],[1847.801],[1847.801],[1847.801]
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200.62863301354014,200.62863301354014,200.62863301354014,200.62863301354014,200.62863301354014,200.62863301354014,200.62863301354014,200.62863301354014,200.62863301354014,200.62863301354014
267.56807699090115,267.56807699090115,267.56807699090115,267.56807699090115,267.56807699090115,267.56807699090115,267.56807699090115,267.56807699090115,267.56807699090115,267.56807699090115
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.809721622833067,22.809721622833067,22.809721622833067,22.809721622833067,22.809721622833067,22.809721622833067,22.809721622833067,22.809721622833067,22.809721622833067,22.809721622833067
[1970.3325],[1970.3325],[1970.3325],[1970.3325],[1970.3325],[1970.3325],[1970.3325],[1970.3325],[1970.3325],[1970.3325]
28.44135207671457,28.44135207671457,28.44135207671457,28.44135207671457,28.44135207671457,28.44135207671457,28.44135207671457,28.44135207671457,28.44135207671457,28.44135207671457
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200.62863301354014,200.62863301354014,200.62863301354014,200.62863301354014,200.62863301354014,200.62863301354014,200.62863301354014,200.62863301354014,200.62863301354014,200.62863301354014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[271.25278],[271.25278],[271.25278],[271.25278],[271.25278],[271.25278],[271.25278],[271.25278],[271.25278],[271.25278]
22.809721622833067,22.809721622833067,22.809721622833067,22.809721622833067,22.809721622833067,22.809721622833067,22.809721622833067,22.809721622833067,22.809721622833067,22.809721622833067
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[276.41452],[276.41452],[276.41452],[276.41452],[276.41452],[276.41452],[276.41452],[276.41452],[276.41452],[276.41452]
[940.8449],[940.8449],[940.8449],[940.8449],[940.8449],[940.8449],[940.8449],[940.8449],[940.8449],[940.8449]
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200.62863301354014,200.62863301354014,200.62863301354014,200.62863301354014,200.62863301354014,200.62863301354014,200.62863301354014,200.62863301354014,200.62863301354014,200.62863301354014
[33798.074],[33798.074],[33798.074],[33798.074],[33798.074],[33798.074],[33798.074],[33798.074],[33798.074],[33798.074]
[49.134083],[49.134083],[49.134083],[49.134083],[49.134083],[49.134083],[49.134083],[49.134083],[49.134083],[49.134083]
22.809721622833067,22.809721622833067,22.809721622833067,22.809721622833067,22.809721622833067,22.809721622833067,22.809721622833067,22.809721622833067,22.809721622833067,22.809721622833067
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[762.8878],[762.8878],[762.8878],[762.8878],[762.8878],[762.8878],[762.8878],[762.8878],[762.8878],[762.8878]
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.446406769402003,12.446406769402003,12.446406769402003,12.446406769402003,12.446406769402003,12.446406769402003,12.446406769402003,12.446406769402003,12.446406769402003,12.446406769402003
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200.62863301354014,200.62863301354014,200.62863301354014,200.62863301354014,200.62863301354014,200.62863301354014,200.62863301354014,200.62863301354014,200.62863301354014,200.62863301354014
[267.56738],[267.56738],[267.56738],[267.56738],[267.56738],[267.56738],[267.56738],[267.56738],[267.56738],[267.56738]
22.664975054653823,22.664975054653823,22.664975054653823,22.664975054653823,22.664975054653823,22.664975054653823,22.664975054653823,22.664975054653823,22.664975054653823,22.664975054653823
22.809721622833067,22.809721622833067,22.809721622833067,22.809721622833067,22.809721622833067,22.809721622833067,22.809721622833067,22.809721622833067,22.809721622833067,22.809721622833067
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[1345.73],[1345.73],[1345.73],[1345.73],[1345.73],[1345.73],[1345.73],[1345.73],[1345.73],[1345.73]
12.446406769402003,12.446406769402003,12.446406769402003,12.446406769402003,12.446406769402003,12.446406769402003,12.446406769402003,12.446406769402003,12.446406769402003,12.446406769402003
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200.62863301354014,200.62863301354014,200.62863301354014,200.62863301354014,200.62863301354014,200.62863301354014,200.62863301354014,200.62863301354014,200.62863301354014,200.62863301354014
267.56807699090115,267.56807699090115,267.56807699090115,267.56807699090115,267.56807699090115,267.56807699090115,267.56807699090115,267.56807699090115,267.56807699090115,267.56807699090115
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[1445.4142],[1445.4142],[1445.4142],[1445.4142],[1445.4142],[1445.4142],[1445.4142],[1445.4142],[1445.4142],[1445.4142]
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.446406769402003,12.446406769402003,12.446406769402003,12.446406769402003,12.446406769402003,12.446406769402003,12.446406769402003,12.446406769402003,12.446406769402003,12.446406769402003
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267.56807699090115,267.56807699090115,267.56807699090115,267.56807699090115,267.56807699090115,267.56807699090115,267.56807699090115,267.56807699090115,267.56807699090115,267.56807699090115
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[356.99075],[356.99075],[356.99075],[356.99075],[356.99075],[356.99075],[356.99075],[356.99075],[356.99075],[356.99075]
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.446406769402003,12.446406769402003,12.446406769402003,12.446406769402003,12.446406769402003,12.446406769402003,12.446406769402003,12.446406769402003,12.446406769402003,12.446406769402003
[2307.0493],[2307.0493],[2307.0493],[2307.0493],[2307.0493],[2307.0493],[2307.0493],[2307.0493],[2307.0493],[2307.0493]
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[19506.414],[19506.414],[19506.414],[19506.414],[19506.414],[19506.414],[19506.414],[19506.414],[19506.414],[19506.414]
267.56807699090115,267.56807699090115,267.56807699090115,267.56807699090115,267.56807699090115,267.56807699090115,267.56807699090115,267.56807699090115,267.56807699090115,267.56807699090115
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[764.24255],[764.24255],[764.24255],[764.24255],[764.24255],[764.24255],[764.24255],[764.24255],[764.24255],[764.24255]
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.446406769402003,12.446406769402003,12.446406769402003,12.446406769402003,12.446406769402003,12.446406769402003,12.446406769402003,12.446406769402003,12.446406769402003,12.446406769402003
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[5990.577],[5990.577],[5990.577],[5990.577],[5990.577],[5990.577],[5990.577],[5990.577],[5990.577],[5990.577]
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[2862.9443],[2862.9443],[2862.9443],[2862.9443],[2862.9443],[2862.9443],[2862.9443],[2862.9443],[2862.9443],[2862.9443]
[2881.2283],[2881.2283],[2881.2283],[2881.2283],[2881.2283],[2881.2283],[2881.2283],[2881.2283],[2881.2283],[2881.2283]
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[671.2778],[671.2778],[671.2778],[671.2778],[671.2778],[671.2778],[671.2778],[671.2778],[671.2778],[671.2778]
[520.7129],[520.7129],[520.7129],[520.7129],[520.7129],[520.7129],[520.7129],[520.7129],[520.7129],[520.7129]
12.446406769402003,12.446406769402003,12.446406769402003,12.446406769402003,12.446406769402003,12.446406769402003,12.446406769402003,12.446406769402003,12.446406769402003,12.446406769402003
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[29613.684],[29613.684],[29613.684],[29613.684],[29613.684],[29613.684],[29613.684],[29613.684],[29613.684],[29613.684]
[22.664955],[22.664955],[22.664955],[22.664955],[22.664955],[22.664955],[22.664955],[22.664955],[22.664955],[22.664955]
[22.809734],[22.809734],[22.809734],[22.809734],[22.809734],[22.809734],[22.809734],[22.809734],[22.809734],[22.809734]
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[199.3904],[199.3904],[199.3904],[199.3904],[199.3904],[199.3904],[199.3904],[199.3904],[199.3904],[199.3904]
[2553.4941],[2553.4941],[2553.4941],[2553.4941],[2553.4941],[2553.4941],[2553.4941],[2553.4941],[2553.4941],[2553.4941]
12.446406769402003,12.446406769402003,12.446406769402003,12.446406769402003,12.446406769402003,12.446406769402003,12.446406769402003,12.446406769402003,12.446406769402003,12.446406769402003
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[13680.738],[13680.738],[13680.738],[13680.738],[13680.738],[13680.738],[13680.738],[13680.738],[13680.738],[13680.738]
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.664975054653823,22.664975054653823,22.664975054653823,22.664975054653823,22.664975054653823,22.664975054653823,22.664975054653823,22.664975054653823,22.664975054653823,22.664975054653823
22.809721622833067,22.809721622833067,22.809721622833067,22.809721622833067,22.809721622833067,22.809721622833067,22.809721622833067,22.809721622833067,22.809721622833067,22.809721622833067
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[1402.5713],[1402.5713],[1402.5713],[1402.5713],[1402.5713],[1402.5713],[1402.5713],[1402.5713],[1402.5713],[1402.5713]
24.304836796013873,24.304836796013873,24.304836796013873,24.304836796013873,24.304836796013873,24.304836796013873,24.304836796013873,24.304836796013873,24.304836796013873,24.304836796013873
12.446406769402003,12.446406769402003,12.446406769402003,12.446406769402003,12.446406769402003,12.446406769402003,12.446406769402003,12.446406769402003,12.446406769402003,12.446406769402003
[1179.7322],[1179.7322],[1179.7322],[1179.7322],[1179.7322],[1179.7322],[1179.7322],[1179.7322],[1179.7322],[1179.7322]
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200.62863301354014,200.62863301354014,200.62863301354014,200.62863301354014,200.62863301354014,200.62863301354014,200.62863301354014,200.62863301354014,200.62863301354014,200.62863301354014
[31454.012],[31454.012],[31454.012],[31454.012],[31454.012],[31454.012],[31454.012],[31454.012],[31454.012],[31454.012]
22.664975054653823,22.664975054653823,22.664975054653823,22.664975054653823,22.664975054653823,22.664975054653823,22.664975054653823,22.664975054653823,22.664975054653823,22.664975054653823
22.809721622833067,22.809721622833067,22.809721622833067,22.809721622833067,22.809721622833067,22.809721622833067,22.809721622833067,22.809721622833067,22.809721622833067,22.809721622833067
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[188.8846],[188.8846],[188.8846],[188.8846],[188.8846],[188.8846],[188.8846],[188.8846],[188.8846],[188.8846]
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.446406769402003,12.446406769402003,12.446406769402003,12.446406769402003,12.446406769402003,12.446406769402003,12.446406769402003,12.446406769402003,12.446406769402003,12.446406769402003
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[583.23267],[583.23267],[583.23267],[583.23267],[583.23267],[583.23267],[583.23267],[583.23267],[583.23267],[583.23267]
12.446406769402003,12.446406769402003,12.446406769402003,12.446406769402003,12.446406769402003,12.446406769402003,12.446406769402003,12.446406769402003,12.446406769402003,12.446406769402003
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[3044.6929],[3044.6929],[3044.6929],[3044.6929],[3044.6929],[3044.6929],[3044.6929],[3044.6929],[3044.6929],[3044.6929]
[7347.601],[7347.601],[7347.601],[7347.601],[7347.601],[7347.601],[7347.601],[7347.601],[7347.601],[7347.601]
[2108.5898],[2108.5898],[2108.5898],[2108.5898],[2108.5898],[2108.5898],[2108.5898],[2108.5898],[2108.5898],[2108.5898]
