Hour,Day Type,Daylight Savings Status,Outdoor Drybulb Temperature [C],Outdoor Relative Humidity [%],Diffuse Solar Radiation [W/m2],Direct Solar Radiation [W/m2],Indoor Temperature [C],Average Unmet Cooling Setpoint Difference [C],Indoor Relative Humidity [%],Equipment Electric Power [kWh],DHW Heating [kWh],Cooling Load [kWh]
21,2.0,0.0,11.8,69.75,0.0,0.0,22.533320662605956,0.0,45.13338231531234,13.615429747283882,5.789732253591597,0.13321030037089543
22,2.0,0.0,11.0,72.0,0.0,0.0,22.43594287425526,0.0,44.909780721544244,12.964295099411096,5.064085870214838,0.015957097891666012
23,2.0,0.0,10.2,73.875,0.0,0.0,22.334892166546073,0.0,44.36537229220466,11.16112536329695,3.824716344900985,0.0
24,2.0,0.0,9.4,75.625,0.0,0.0,22.277892507994093,0.0,43.50686378869507,9.292887952065069,2.473427376593783,0.0
1,3.0,0.0,9.0375,77.25,0.0,0.0,22.244392258729402,0.0,42.5100219115868,7.6833722121192025,1.1996829578985306,0.0
2,3.0,0.0,8.9375,80.5,0.0,0.0,22.229692636321538,0.0,41.909308748651554,7.131348481968132,0.6349888582875934,0.0
3,3.0,0.0,8.9,82.0,0.0,0.0,22.220009111918593,0.0,41.751651354271516,6.845460529838587,0.4311178589671022,0.0
4,3.0,0.0,8.837500000000002,82.0,0.0,0.0,22.22000945446779,0.0,41.61678484845507,6.667810341535417,0.46660188855516777,0.0
5,3.0,0.0,8.8,81.375,0.0,0.0,22.22001023586837,0.0,41.45539979699687,6.7393055031348785,0.9343354446028592,0.0
6,3.0,0.0,8.8,80.375,0.0,0.0,22.22001043651795,0.0,41.27283009488739,7.3503279909048995,2.8193767617464687,0.0
7,3.0,0.0,8.8625,77.5,0.0,0.0,22.220010205283117,0.0,41.08048497091079,8.88398166109162,6.400154623775456,0.0
8,3.0,0.0,9.525,72.25,43.6875,34.125,22.220005872120904,0.0,40.77441288210418,10.587420450438342,7.748014820276277,0.0
9,3.0,0.0,11.4625,63.75,120.5,202.3125,22.227342485058124,0.0,40.36976109465978,11.181228337918652,7.926793835013534,0.0
10,3.0,0.0,14.0875,55.0,167.4375,359.375,22.309762740230866,0.0,39.75406534467862,11.696799700485526,7.392035246786912,0.0
11,3.0,0.0,16.6625,47.625,193.125,459.75,22.58442709773829,0.0,38.81414066037213,11.849167580555271,6.457758997508133,0.22670900134755714
12,3.0,0.0,18.9125,41.875,195.6875,533.375,22.923296272868658,5.337289849104142e-07,37.93937798259759,12.053006293960806,5.493465352100821,1.3751722204748125
13,3.0,0.0,20.6375,38.125,180.25,580.0625,23.172911965414702,1.1858383472966271e-06,37.444327977906596,11.884346025370625,4.778103641222167,4.236943871664272
14,3.0,0.0,21.762500000000006,36.375,167.8125,535.9375,23.40373765492152,5.748044923409443e-06,37.02604920640249,11.41164143159925,4.304969825594762,6.666096130119926
15,3.0,0.0,22.0375,35.375,161.875,413.6875,23.651029703074727,3.854857400984621e-06,36.60894681310255,11.100646529402862,3.8073231040402775,8.095116755145257
16,3.0,0.0,21.625,35.0,79.4375,500.6875,23.747688406316055,3.3204565738052074e-06,36.335538350369944,11.509661854183388,3.8030493096790403,11.142787768262776
17,3.0,0.0,20.4,37.5,34.3125,304.1875,23.800818000337134,2.5592847378803097e-06,36.20605086570861,13.194793824968892,4.26007471655543,9.619001052929429
18,3.0,0.0,18.675,41.5,0.0,0.0,23.828304114250766,1.2027235923176752e-06,36.59559003007112,15.976053967847042,5.216411842700248,6.16146064686695
19,3.0,0.0,17.5625,48.625,0.0,0.0,23.853674288405195,0.0,37.43704898511338,15.717724003894267,6.15582597821748,5.922665189835491
20,3.0,0.0,16.862500000000004,53.875,0.0,0.0,23.853214778312218,0.0,38.98500128175953,14.365106755047387,6.345582013306266,4.754498354938326
21,3.0,0.0,16.1625,53.75,0.0,0.0,23.8189126595676,5.809171312027732e-05,40.106679000531955,13.615429747283882,5.80836058032717,3.219635607635405
22,3.0,0.0,15.525000000000004,54.25,0.0,0.0,23.74089343295499,0.0,40.394092514940205,12.964295099411096,5.092249634458272,1.7295605017924445
23,3.0,0.0,14.8625,56.875,0.0,0.0,23.54143776245962,4.7801949695175425e-05,40.833310860502834,11.16112536329695,3.8053479917544117,0.6645345651551728
24,3.0,0.0,14.225,61.125,0.0,0.0,23.218205308491292,4.352146204590558e-05,41.62441212033717,9.292887952065069,2.4948280727919823,0.3029405541518375
1,4.0,0.0,13.437500000000002,65.5,0.0,0.0,22.85350609417651,0.0,42.686808965886335,7.6833722121192025,1.2032864667390841,0.10532682993439886
2,4.0,0.0,12.537499999999998,71.375,0.0,0.0,22.55854472721431,0.0,43.60849409333359,7.131348481968132,0.6305486101616774,0.0
3,4.0,0.0,11.6375,79.625,0.0,0.0,22.37419727661824,0.0,44.60136507849391,6.845460529838587,0.4287490194336398,0.0
4,4.0,0.0,10.9875,81.125,0.0,0.0,22.288435932739088,0.0,45.33174297212852,6.667810341535417,0.464660380709315,0.0
5,4.0,0.0,10.55,82.5,0.0,0.0,22.24506123420464,0.0,45.24910247476822,6.7393055031348785,0.934578151241068,0.0
6,4.0,0.0,10.15,86.5,0.0,0.0,22.22941031746261,0.0,45.3412282883909,7.3503279909048995,2.832486865124321,0.0
7,4.0,0.0,9.8125,86.75,0.0,0.0,22.22149168139391,0.0,45.66554578438777,8.88398166109162,6.409533156129692,0.0
8,4.0,0.0,9.95,83.5,32.0625,3.0,22.22094621455521,0.0,45.672915056408556,10.587420450438342,7.7546110170000695,0.0
9,4.0,0.0,11.0375,80.125,115.1875,16.875,22.225194809592637,0.0,45.424544789892046,11.181228337918652,7.93155537682807,0.0
10,4.0,0.0,12.350000000000003,72.125,185.5625,23.875,22.23948155830226,0.0,45.17470302194684,11.696799700485526,7.391131699905132,0.0
11,4.0,0.0,13.425,66.75,236.875,33.5,22.26026121842135,0.0,44.52969195473911,11.849167580555271,6.480800699113127,0.0
12,4.0,0.0,14.4875,62.875,281.0,99.1875,22.2951368649728,0.0,44.166119917686814,12.053006293960806,5.526367212264837,0.0
13,4.0,0.0,15.525,59.75,285.8125,135.125,22.389559466147265,0.0,43.81672526243404,11.884346025370625,4.755836171713897,0.1517624163284095
14,4.0,0.0,16.275,56.5,252.875,210.875,22.582078546528678,0.0,43.30060762022368,11.41164143159925,4.327641054349038,0.5301346636709158
15,4.0,0.0,16.8125,55.0,165.9375,416.1875,22.98947245497446,0.0,42.111895209678636,11.100646529402862,3.8064675450870316,1.3770281754442322
16,4.0,0.0,16.9375,54.375,100.75,451.625,23.24778087352311,0.0,41.52671566274289,11.509661854183388,3.813688779054727,2.453565290208082
17,4.0,0.0,16.4,54.0,45.875,334.3125,23.299686509069172,0.0,41.407895071391906,13.194793824968892,4.269627457811797,2.7813390634589283
18,4.0,0.0,15.35,56.5,0.0,0.0,23.198030954334225,0.0,41.99891713014132,15.976053967847042,5.208419631540413,0.6820078634085476
19,4.0,0.0,14.3375,61.75,0.0,0.0,23.17615484934928,0.0,42.819119796142324,15.717724003894267,6.180891091910181,0.7240370178655817
20,4.0,0.0,13.375,64.625,0.0,0.0,23.058306884889717,0.0,43.74979013607061,14.365106755047387,6.369172162180843,0.4619069403085432
21,4.0,0.0,12.437500000000002,67.5,0.0,0.0,22.861915578850034,0.0,44.095669032375284,13.615429747283882,5.793241500096514,0.2938119365573992
22,4.0,0.0,11.537499999999998,72.125,0.0,0.0,22.654378486343216,0.0,44.392995276866614,12.964295099411096,5.100744053116532,0.1692656128158497
23,4.0,0.0,10.575,75.25,0.0,0.0,22.460878073581554,0.0,44.525578983246575,11.16112536329695,3.8251385773686586,0.0017369321751101322
24,4.0,0.0,9.6375,78.5,0.0,0.0,22.329293944959854,0.0,44.07011997999557,9.292887952065069,2.4932302087327125,0.0
1,5.0,0.0,8.862499999999997,84.375,0.0,0.0,22.25898564150995,0.0,43.4981731851996,7.6833722121192025,1.1965045177640972,0.0
2,5.0,0.0,8.1,92.0,0.0,0.0,22.221820150068247,0.0,43.257458804762955,7.131348481968132,0.6267196086929917,0.0
3,5.0,0.0,7.362499999999999,95.625,0.0,0.0,22.220011791629805,0.0,43.125217569171284,6.845460529838587,0.43266545932307277,0.0
4,5.0,0.0,6.85,92.875,0.0,0.0,22.22001409760667,0.0,42.5637273391516,6.667810341535417,0.46986063733059585,0.0
5,5.0,0.0,6.45,92.25,0.0,0.0,22.22001675398398,0.0,41.56883209130298,6.7393055031348785,0.9408494356356344,0.0
6,5.0,0.0,6.174999999999999,92.375,0.0,0.0,22.220018317742262,0.0,40.67531727935837,7.3503279909048995,2.8279725587152065,0.0
7,5.0,0.0,5.9125,90.75,0.0,0.0,22.220019431798725,0.0,39.91459627460552,8.88398166109162,6.424312002306478,0.0
8,5.0,0.0,6.299999999999999,90.0,39.375,84.5625,22.220015140974645,0.0,39.34906182119624,10.587420450438342,7.769186383839408,0.0
9,5.0,0.0,8.6625,80.0,94.625,482.625,22.229410460652037,0.0,39.2185072496009,11.181228337918652,7.947478609902943,0.0
10,5.0,0.0,11.712500000000004,65.875,73.75,769.375,22.38372671099229,0.0,38.71923060385785,11.696799700485526,7.4067785612916595,0.0
11,5.0,0.0,14.3625,50.375,71.25,871.25,22.704046925201197,0.0,37.52229625374503,11.849167580555271,6.463062823904187,0.44680967618872247
12,5.0,0.0,16.6125,40.875,77.3125,891.5625,22.96532260680282,1.3113041826752892e-06,35.871322169734675,12.053006293960806,5.527501036125241,2.2885102161851347
13,5.0,0.0,18.275000000000006,37.125,83.3125,869.875,23.055621728345177,3.6838957293072985e-06,34.975199998708156,11.884346025370625,4.793137737078252,5.199351504924811
14,5.0,0.0,19.175,32.875,79.0,838.625,23.152491987700103,1.0791064490634528e-05,34.09361250439829,11.41164143159925,4.294984440829479,7.574618618493221
15,5.0,0.0,19.4625,30.375,75.0625,751.6875,23.37735866078895,9.546391310552322e-06,32.63444375334994,11.100646529402862,3.8439285903555307,9.3211535410704
16,5.0,0.0,18.8125,31.875,61.625,592.6875,23.49144495583697,7.589193475782431e-06,31.52080093392398,11.509661854183388,3.7883764563606612,10.159909849002416
17,5.0,0.0,17.2125,36.125,33.375,329.5625,23.4947034490311,4.13035192626863e-06,31.117801605641212,13.194793824968892,4.3003559060568435,7.722821648057557
18,5.0,0.0,15.375,43.0,0.0,0.0,23.420065649970432,2.102734548477948e-06,31.79653885867136,15.976053967847042,5.216424651197774,3.7060702657801725
19,5.0,0.0,14.075,51.625,0.0,0.0,23.374475995009156,1.1680789449208637e-06,33.261847963611295,15.717724003894267,6.166171631766614,2.7401474644195236
20,5.0,0.0,13.0125,53.125,0.0,0.0,23.286176271293343,1.2966681749003695e-06,34.60476626726389,14.365106755047387,6.390460988361784,1.4387691274689824
21,5.0,0.0,11.975,53.875,0.0,0.0,23.087072395975632,8.608220919406406e-07,35.15849033109485,13.615429747283882,5.820869198093904,0.5212231044840148
22,5.0,0.0,10.975,55.0,0.0,0.0,22.820966459848947,4.332318390189937e-07,35.23621596219404,12.964295099411096,5.091009938390191,0.12428754129275671
23,5.0,0.0,9.975,57.5,0.0,0.0,22.550864141684045,0.0,34.94546258039538,11.16112536329695,3.8369113467088014,0.0
24,5.0,0.0,8.975,61.5,0.0,0.0,22.351689216363336,0.0,34.54459732345914,9.292887952065069,2.4838344455591197,0.0
1,6.0,0.0,7.975,65.5,0.0,0.0,22.253574184188693,0.0,33.93876937748552,7.6833722121192025,1.210462134366292,0.0
2,6.0,0.0,6.975,71.375,0.0,0.0,22.22001599010582,0.0,33.31812713725475,7.131348481968132,0.6364169145799549,0.0
3,6.0,0.0,5.9125,76.5,0.0,0.0,22.220016761954156,0.0,32.904949900996094,6.845460529838587,0.4322274505169535,0.0
4,6.0,0.0,5.1875,77.375,0.0,0.0,22.220023506086097,0.0,32.38401404240237,6.667810341535417,0.4679790043101153,0.0
5,6.0,0.0,4.625,77.0,0.0,0.0,22.22003567086071,0.0,31.706339484362516,6.7393055031348785,0.937304946534562,0.0
6,6.0,0.0,4.15,82.0,0.0,0.0,22.220038108129025,0.0,31.204952608517477,7.3503279909048995,2.835371339600436,0.0
7,6.0,0.0,3.75,88.75,0.0,0.0,22.220039787760495,0.0,31.39832250922413,8.88398166109162,6.4268844475828875,0.0
8,6.0,0.0,4.0375000000000005,87.875,38.0625,90.9375,22.220035005861924,0.0,31.849903910496046,10.587420450438342,7.780339582373574,0.0
9,6.0,0.0,6.3,77.875,89.875,518.25,22.22078909640212,0.0,32.01760704538651,11.181228337918652,7.962644372964852,0.0
10,6.0,0.0,9.25,66.75,63.0625,815.1875,22.28215913842507,0.0,32.148989536371005,11.696799700485526,7.426576924521652,0.0
11,6.0,0.0,11.8,53.0,66.125,892.8125,22.470695911725453,0.0,31.89325567313424,11.849167580555271,6.491018057164489,0.0
12,6.0,0.0,13.8875,43.25,68.25,928.625,22.754058086911545,0.0,30.861979218968422,12.053006293960806,5.525617936227005,0.4793074364444403
13,6.0,0.0,15.4125,39.125,64.875,945.1875,22.966530711600036,2.4811753165955703e-06,30.042829449574473,11.884346025370625,4.781546354573103,2.1282548557061944
14,6.0,0.0,16.3375,36.125,58.3125,930.0,23.04922609164815,8.439576314892437e-06,29.421892711756914,11.41164143159925,4.336043941994129,4.328649124816585
15,6.0,0.0,16.6,37.5,52.4375,865.5625,23.149067680055566,9.330490306604901e-06,28.807156833022038,11.100646529402862,3.8097729132609737,5.968333438410636
16,6.0,0.0,15.975000000000003,40.875,46.0625,727.25,23.291370813140624,4.0760996966871135e-06,28.85111843635769,11.509661854183388,3.832172722587049,6.0689548079461275
17,6.0,0.0,14.475000000000003,45.75,30.0,434.9375,23.314074660053457,1.7474583891188567e-06,29.519985915765684,13.194793824968892,4.266434076575393,4.413897474356175
18,6.0,0.0,12.55,51.125,0.0,0.0,23.117775558296966,6.619741677832202e-07,31.09652236699842,15.976053967847042,5.245100786526174,1.1136721129181013
19,6.0,0.0,11.55,56.75,0.0,0.0,23.010931878005966,7.601273330979258e-07,32.56984822779902,15.717724003894267,6.189121247754794,0.7857920182775737
20,6.0,0.0,11.0875,61.5,0.0,0.0,22.895863464449484,1.0103088934307548e-07,34.194911330634454,14.365106755047387,6.378110186054417,0.4280267886229555
21,6.0,0.0,10.5875,64.25,0.0,0.0,22.747036792198006,5.336011349367496e-07,35.68338807728648,13.615429747283882,5.815139346587683,0.19181143733577208
22,6.0,0.0,10.0875,68.125,0.0,0.0,22.592938123654946,2.659298834377462e-07,36.77814340012307,12.964295099411096,5.124189960824538,0.05650228733413164
23,6.0,0.0,9.5875,69.375,0.0,0.0,22.44170115436103,0.0,37.66166754884477,11.16112536329695,3.8214780646221005,0.0
24,6.0,0.0,9.0875,69.0,0.0,0.0,22.322025304625303,0.0,37.75711562789162,9.292887952065069,2.5089727737577077,0.0
1,7.0,0.0,8.837500000000002,63.375,0.0,0.0,22.266128665329717,0.0,37.057878354255074,7.794315217642483,1.3386965829458428,0.0
2,7.0,0.0,8.8,61.875,0.0,0.0,22.23106158032995,0.0,35.76123377145597,7.198257821900184,0.7089115010338808,0.0
3,7.0,0.0,8.7375,64.875,0.0,0.0,22.22009637538907,0.0,35.01987896229776,6.889069561207352,0.4806796357995069,0.0
4,7.0,0.0,8.7625,66.625,0.0,0.0,22.220009515314064,0.0,34.75590502317711,6.692355996816513,0.5232573597350763,0.0
5,7.0,0.0,8.8,68.875,0.0,0.0,22.220010167367004,0.0,34.821859414840446,6.785887419237894,1.0574002510485436,0.0
6,7.0,0.0,8.8,70.625,0.0,0.0,22.22001031092899,0.0,35.21128688846875,7.423987574611205,3.1259767394035736,0.0
7,7.0,0.0,8.8,74.125,0.0,0.0,22.22001001638192,0.0,35.909359467701336,9.066921661472994,7.086706083312187,0.0
8,7.0,0.0,8.925,81.0,13.3125,0.0,22.220009555202463,0.0,37.24283316040659,10.949979190344084,8.647119081245945,0.0
9,7.0,0.0,9.5625,82.125,51.1875,0.0,22.22001900250129,0.0,38.4771452642923,11.741014049883574,8.94200911538242,0.0
10,7.0,0.0,10.3375,81.0,80.375,0.0,22.220022244173784,0.0,39.670934777150826,12.454497414957867,8.390157418797266,0.0
11,7.0,0.0,10.662499999999998,83.5,78.875,0.0,22.22001305463226,0.0,40.917800575412485,12.687478672504858,7.3520985707575015,0.0
12,7.0,0.0,11.0125,82.5,66.75,0.0,22.220007641461134,0.0,42.2030494792862,12.902946819716412,6.261778718295207,0.0
13,7.0,0.0,11.2,81.0,99.9375,56.8125,22.221922232541516,0.0,42.97954077226979,12.65665649132132,5.423840537681901,0.0
14,7.0,0.0,12.6375,81.0,252.3125,328.6875,22.28756657211693,0.0,43.59071367841658,12.118764013942258,4.912359676446095,0.0017570740415041987
15,7.0,0.0,14.3125,67.875,139.375,512.8125,22.45921680231629,0.0,44.03085391150151,11.732479713551907,4.3181279925657625,0.5108336405748088
16,7.0,0.0,15.1125,57.5,92.875,433.75,22.6524364215591,0.0,43.19293394671019,12.107492710919825,4.321708763166041,0.9269794909540947
17,7.0,0.0,15.05,56.625,43.75,219.125,22.680506305511237,0.0,42.83649928948109,13.778196779200126,4.858348712724784,0.7493330753946212
18,7.0,0.0,14.4,58.25,0.0,0.0,22.532626270621506,0.0,43.43240054500072,16.555466290950594,5.86379944987786,0.3152025938556037
19,7.0,0.0,13.7875,63.375,0.0,0.0,22.520133677596096,0.0,44.16883406472446,16.29998221063618,6.992815665834954,0.3614251940002718
20,7.0,0.0,13.225,65.375,0.0,0.0,22.504270618582623,0.0,44.86557882651152,14.95791996811918,7.268926061337646,0.2899072168302923
21,7.0,0.0,12.6875,68.125,0.0,0.0,22.452012217081425,0.0,45.093840345106756,14.20731335900552,6.66483204644117,0.19782370188331483
22,7.0,0.0,12.1875,72.5,0.0,0.0,22.402751652276727,0.0,45.47702206721343,13.554210953460414,5.825465841471342,0.08776526528863314
23,7.0,0.0,11.6875,75.25,0.0,0.0,22.34469084074062,0.0,45.88486728154258,11.621593008693123,4.379253606385194,0.0
24,7.0,0.0,11.1875,77.875,0.0,0.0,22.294268798830437,0.0,45.96928955120184,9.54829133482013,2.833944067815201,0.0
1,1.0,0.0,10.5,79.625,0.0,0.0,22.268273034016996,0.0,45.742575798410044,7.794315217642483,1.3457452172131699,0.0
2,1.0,0.0,9.7625,86.875,0.0,0.0,22.24578436374458,0.0,45.44896672371489,7.198257821900184,0.7134156099574167,0.0
3,1.0,0.0,9.0,93.5,0.0,0.0,22.224589333783456,0.0,45.743514520708096,6.889069561207352,0.4832877258652037,0.0
4,1.0,0.0,8.45,98.125,0.0,0.0,22.220009696616223,0.0,45.95250870706398,6.692355996816513,0.5218052206994874,0.0
5,1.0,0.0,8.05,100.0,0.0,0.0,22.220010963490864,0.0,46.196049757545325,6.785887419237894,1.0516537490190652,0.0
6,1.0,0.0,7.7125,100.0,0.0,0.0,22.220011678669128,0.0,46.18051701158109,7.423987574611205,3.1356142080086316,0.0
7,1.0,0.0,7.4125,100.0,0.0,0.0,22.22001208218554,0.0,46.07074573642927,9.066921661472994,7.0941801775088775,0.0
8,1.0,0.0,7.425,100.0,15.0,0.0,22.220011982168614,0.0,45.98893847358082,10.949979190344084,8.658535368344031,0.0
9,1.0,0.0,7.875,96.25,52.0625,0.0,22.220007776189,0.0,45.70336865075618,11.741014049883574,8.954570796205987,0.0
10,1.0,0.0,8.4125,92.125,74.4375,0.0,22.219992401709113,0.0,44.94969771295997,12.454497414957867,8.399940911971584,0.0
11,1.0,0.0,8.6,89.75,59.1875,0.0,22.220007237863843,0.0,44.188941540164386,12.687478672504858,7.355877366972207,0.0
12,1.0,0.0,8.7875,88.375,86.6875,0.0,22.220010909656036,0.0,43.52455668630955,12.902946819716412,6.2635005628917035,0.0
13,1.0,0.0,8.9,85.5,107.375,112.5,22.220809233396963,0.0,43.01086504508684,12.65665649132132,5.4566490776290655,0.0
14,1.0,0.0,10.275,79.0,197.625,579.375,22.28016240624394,0.0,42.48184928113259,12.118764013942258,4.901879013827708,0.0
15,1.0,0.0,11.725,73.5,112.8125,697.875,22.423603748590388,0.0,41.991726658125586,11.732479713551907,4.322948142931735,0.46372790838571876
16,1.0,0.0,12.474999999999998,68.875,83.625,730.125,22.70556702605718,0.0,41.23467695115693,12.107492710919825,4.332393987998638,1.6704777734702225
17,1.0,0.0,12.45,67.625,34.3125,509.625,22.770733992613696,0.0,41.074725947653896,13.778196779200126,4.850512047476627,1.5411814760981177
18,1.0,0.0,11.8,68.625,0.0,0.0,22.46473646908817,0.0,42.308452786802114,16.555466290950594,5.890033512205555,0.18392250232007867
19,1.0,0.0,11.0625,70.25,0.0,0.0,22.415651383061615,0.0,42.95133782762887,16.29998221063618,7.002214102761542,0.17344420178083897
20,1.0,0.0,10.425,72.25,0.0,0.0,22.37884475661187,0.0,43.09457860700522,14.95791996811918,7.273431738837423,0.06610056820550848
21,1.0,0.0,9.7625,73.0,0.0,0.0,22.334324481303174,0.0,42.73092631816985,14.20731335900552,6.665767345270201,0.0
22,1.0,0.0,9.0625,76.75,0.0,0.0,22.285467696509954,0.0,42.084526358255054,13.554210953460414,5.82514330931825,0.0
