building_name,month,rmse,mape
resstock-amy2018-2021-release-1-134795,6,0.40985176,1.1456704
resstock-amy2018-2021-release-1-134795,5,0.47725344,1.372174
resstock-amy2018-2021-release-1-134795,4,0.68468696,2.2703469
resstock-amy2018-2021-release-1-134795,3,0.69769233,3.0209484
resstock-amy2018-2021-release-1-134795,2,0.5649985,2.279064
resstock-amy2018-2021-release-1-134795,7,0.30304006,0.90144897
resstock-amy2018-2021-release-1-136361,10,0.45956275,1.4507749
resstock-amy2018-2021-release-1-136361,9,0.6150963,1.9357923
resstock-amy2018-2021-release-1-136361,8,0.44431672,1.3536415
resstock-amy2018-2021-release-1-136361,7,0.37483898,1.0993865
resstock-amy2018-2021-release-1-136361,4,0.54646534,1.7623533
resstock-amy2018-2021-release-1-136361,5,0.71620995,2.243091
resstock-amy2018-2021-release-1-136361,3,0.5968344,1.8275329
resstock-amy2018-2021-release-1-136361,2,0.8903482,2.798304
resstock-amy2018-2021-release-1-136361,1,0.8579672,2.3960798
resstock-amy2018-2021-release-1-136361,6,0.37529337,1.1912379
resstock-amy2018-2021-release-1-136361,12,0.62344134,2.0757523
resstock-amy2018-2021-release-1-136361,11,0.7063033,2.432205
resstock-amy2018-2021-release-1-147029,9,0.42708555,1.38294
resstock-amy2018-2021-release-1-147029,12,0.79376227,3.1049452
resstock-amy2018-2021-release-1-147029,11,0.6342031,2.220776
resstock-amy2018-2021-release-1-147029,10,0.46070635,1.6195667
resstock-amy2018-2021-release-1-147029,8,0.42414638,1.4589163
resstock-amy2018-2021-release-1-147029,2,0.77364606,2.9950175
resstock-amy2018-2021-release-1-147029,6,0.40655634,1.3574251
resstock-amy2018-2021-release-1-147029,5,0.39296028,1.3252838
resstock-amy2018-2021-release-1-147029,4,0.49023825,1.7918532
resstock-amy2018-2021-release-1-147029,3,0.593896,2.1055377
resstock-amy2018-2021-release-1-147029,1,0.50146437,1.8694607
resstock-amy2018-2021-release-1-147029,7,0.37793174,1.3736564
resstock-amy2018-2021-release-1-153910,9,0.39979005,1.2553144
resstock-amy2018-2021-release-1-153910,12,0.7432203,2.5159185
resstock-amy2018-2021-release-1-153910,11,0.81771725,3.1424482
resstock-amy2018-2021-release-1-153910,10,0.5592153,1.763629
resstock-amy2018-2021-release-1-153910,8,0.41611275,1.3172402
resstock-amy2018-2021-release-1-153910,5,0.4853379,1.4339513
resstock-amy2018-2021-release-1-153910,6,0.38461196,1.0940393
resstock-amy2018-2021-release-1-153910,1,0.6805087,2.2237227
resstock-amy2018-2021-release-1-153910,4,0.58680344,1.8361995
resstock-amy2018-2021-release-1-153910,3,0.9606649,3.4848418
resstock-amy2018-2021-release-1-153910,7,0.35084483,1.1013201
resstock-amy2018-2021-release-1-153910,2,0.68718773,2.3567643
resstock-amy2018-2021-release-1-155572,12,1.1782361,3.9223325
resstock-amy2018-2021-release-1-155572,11,0.8852227,3.309977
resstock-amy2018-2021-release-1-155572,10,0.75230426,2.4099734
resstock-amy2018-2021-release-1-155572,9,0.6118615,1.8530954
resstock-amy2018-2021-release-1-155572,8,0.37162533,1.0655675
resstock-amy2018-2021-release-1-155572,7,0.33024442,0.9861867
resstock-amy2018-2021-release-1-155572,6,0.29799893,0.8919525
resstock-amy2018-2021-release-1-155572,5,0.36885995,1.1217984
resstock-amy2018-2021-release-1-155572,4,0.82464343,2.5428507
resstock-amy2018-2021-release-1-155572,3,0.8149631,2.8307114
resstock-amy2018-2021-release-1-155572,2,0.7391564,2.526456
resstock-amy2018-2021-release-1-155572,1,0.8242607,2.828719
resstock-amy2018-2021-release-1-15942,11,1.8089987,7.345833
resstock-amy2018-2021-release-1-15942,10,2.3532321,8.695681
resstock-amy2018-2021-release-1-15942,9,0.93536216,3.2263052
resstock-amy2018-2021-release-1-15942,8,0.88592607,3.2673764
resstock-amy2018-2021-release-1-15942,7,0.86355805,3.2386065
resstock-amy2018-2021-release-1-15942,4,1.7022951,6.4043927
resstock-amy2018-2021-release-1-15942,5,1.5133821,5.7183084
resstock-amy2018-2021-release-1-15942,3,3.1844044,13.581402
resstock-amy2018-2021-release-1-15942,2,2.1453009,7.5695095
resstock-amy2018-2021-release-1-15942,1,1.7210802,6.120138
resstock-amy2018-2021-release-1-15942,6,0.89939076,3.4397366
resstock-amy2018-2021-release-1-15942,12,1.6322893,5.908053
resstock-amy2018-2021-release-1-166568,11,0.7565667,3.5030982
resstock-amy2018-2021-release-1-166568,12,1.1306827,5.508771
resstock-amy2018-2021-release-1-166568,5,1.0373404,3.1612096
resstock-amy2018-2021-release-1-166568,6,0.8038499,2.3933992
resstock-amy2018-2021-release-1-166568,3,1.8654212,6.6423264
resstock-amy2018-2021-release-1-166568,2,1.331589,5.892756
resstock-amy2018-2021-release-1-166568,4,1.1207948,4.2185154
resstock-amy2018-2021-release-1-166568,10,0.8709191,2.902269
resstock-amy2018-2021-release-1-166568,9,1.076402,3.367675
resstock-amy2018-2021-release-1-166568,8,0.76026535,2.370639
resstock-amy2018-2021-release-1-166568,7,0.62906873,1.8653347
resstock-amy2018-2021-release-1-166568,1,1.2881161,6.309004
resstock-amy2018-2021-release-1-171136,9,0.5205372,1.8028331
resstock-amy2018-2021-release-1-171136,12,0.7842985,3.1313229
resstock-amy2018-2021-release-1-171136,10,0.79325837,2.907047
resstock-amy2018-2021-release-1-171136,8,0.26156825,0.83503556
resstock-amy2018-2021-release-1-171136,11,0.7506076,3.010119
resstock-amy2018-2021-release-1-171136,6,0.59089786,1.9287372
resstock-amy2018-2021-release-1-171136,7,0.49029544,1.3381755
resstock-amy2018-2021-release-1-171136,1,0.49584502,2.109323
resstock-amy2018-2021-release-1-171136,3,0.84765005,3.3251212
resstock-amy2018-2021-release-1-171136,4,0.73141026,3.1626787
resstock-amy2018-2021-release-1-171136,2,0.882894,3.375718
resstock-amy2018-2021-release-1-171136,5,0.53445524,2.0590806
resstock-amy2018-2021-release-1-179005,12,0.7993896,3.029069
resstock-amy2018-2021-release-1-179005,10,0.56434894,1.9507622
resstock-amy2018-2021-release-1-179005,11,0.7819566,2.7059128
resstock-amy2018-2021-release-1-179005,1,0.71857125,2.4084532
resstock-amy2018-2021-release-1-179005,2,0.53980905,1.9064426
resstock-amy2018-2021-release-1-179005,3,0.7839852,2.781971
resstock-amy2018-2021-release-1-179005,4,0.6446698,2.233011
resstock-amy2018-2021-release-1-179005,5,1.0020529,3.2218647
resstock-amy2018-2021-release-1-179005,6,0.3952165,1.3121799
resstock-amy2018-2021-release-1-179005,7,0.5113322,1.8717228
resstock-amy2018-2021-release-1-179005,8,0.48296058,1.7324283
resstock-amy2018-2021-release-1-179005,9,0.44493118,1.5750663
resstock-amy2018-2021-release-1-192120,2,0.82098883,3.031829
resstock-amy2018-2021-release-1-192120,1,0.8501994,3.35734
resstock-amy2018-2021-release-1-192120,12,1.0797662,4.340033
resstock-amy2018-2021-release-1-192120,11,1.0618438,4.000118
resstock-amy2018-2021-release-1-192120,9,0.7464648,2.6364908
resstock-amy2018-2021-release-1-192120,8,0.63490653,2.357107
resstock-amy2018-2021-release-1-192120,10,0.8450694,3.0375984
resstock-amy2018-2021-release-1-192120,6,0.50227034,1.7857745
resstock-amy2018-2021-release-1-192120,5,0.8805875,3.1301727
resstock-amy2018-2021-release-1-192120,4,0.7950747,2.725905
resstock-amy2018-2021-release-1-192120,3,0.7749383,2.7937381
resstock-amy2018-2021-release-1-192120,7,0.69819343,2.5369601
resstock-amy2018-2021-release-1-203716,10,0.7459026,2.4009924
resstock-amy2018-2021-release-1-203716,1,0.36888906,1.3626626
resstock-amy2018-2021-release-1-203716,2,0.46307075,1.7121125
resstock-amy2018-2021-release-1-203716,3,0.71145445,2.5127451
resstock-amy2018-2021-release-1-203716,4,0.68477243,2.3162644
resstock-amy2018-2021-release-1-203716,5,0.51259863,1.6695092
resstock-amy2018-2021-release-1-203716,12,0.56558925,2.163915
resstock-amy2018-2021-release-1-203716,6,0.45746335,1.5104036
resstock-amy2018-2021-release-1-203716,7,0.53598034,1.6917624
resstock-amy2018-2021-release-1-203716,8,0.73779327,2.445602
resstock-amy2018-2021-release-1-203716,11,0.73939717,2.6870592
resstock-amy2018-2021-release-1-203716,9,0.7909344,2.649117
resstock-amy2018-2021-release-1-20687,11,0.9535644,3.6066318
resstock-amy2018-2021-release-1-20687,10,0.45700803,1.5124329
resstock-amy2018-2021-release-1-20687,1,0.82870096,3.153794
resstock-amy2018-2021-release-1-20687,2,1.0103754,4.1138635
resstock-amy2018-2021-release-1-20687,3,1.054963,3.5790577
resstock-amy2018-2021-release-1-20687,4,0.72483045,2.4388683
resstock-amy2018-2021-release-1-20687,5,0.56206405,1.904486
resstock-amy2018-2021-release-1-20687,6,0.3841025,1.1791296
resstock-amy2018-2021-release-1-20687,7,0.41771314,1.3025379
resstock-amy2018-2021-release-1-20687,8,0.5606052,1.7967273
resstock-amy2018-2021-release-1-20687,12,0.97196686,3.810411
resstock-amy2018-2021-release-1-20687,9,0.45810774,1.4158409
resstock-amy2018-2021-release-1-208044,1,0.52668715,1.9355967
resstock-amy2018-2021-release-1-208044,2,0.5840408,2.1265013
resstock-amy2018-2021-release-1-208044,3,0.802704,3.009818
resstock-amy2018-2021-release-1-208044,4,0.59780484,1.9781778
resstock-amy2018-2021-release-1-208044,5,0.53866786,1.836261
resstock-amy2018-2021-release-1-208044,6,0.40731388,1.3570149
resstock-amy2018-2021-release-1-208044,7,0.34573364,1.1426706
resstock-amy2018-2021-release-1-208044,8,0.30094987,1.0165977
resstock-amy2018-2021-release-1-208044,9,0.43495214,1.2227368
resstock-amy2018-2021-release-1-208044,10,0.4487544,1.4890527
resstock-amy2018-2021-release-1-208044,11,0.9008029,3.3156466
resstock-amy2018-2021-release-1-208044,12,0.5839371,1.9534053
resstock-amy2018-2021-release-1-213471,6,0.45576507,1.4464831
resstock-amy2018-2021-release-1-213471,1,0.6089093,2.2425218
resstock-amy2018-2021-release-1-213471,2,0.69946796,2.5901856
resstock-amy2018-2021-release-1-213471,3,1.0792418,3.7057796
resstock-amy2018-2021-release-1-213471,7,0.60119283,1.7096636
resstock-amy2018-2021-release-1-213471,8,0.47409093,1.4626434
resstock-amy2018-2021-release-1-213471,9,0.70530176,2.2837873
resstock-amy2018-2021-release-1-213471,10,0.71812284,2.5698638
resstock-amy2018-2021-release-1-213471,11,0.6735752,2.2815585
resstock-amy2018-2021-release-1-213471,12,0.7415266,2.62817
resstock-amy2018-2021-release-1-213471,4,0.5827779,2.0043797
resstock-amy2018-2021-release-1-213471,5,0.5793153,1.8417989
resstock-amy2018-2021-release-1-21356,8,1.0706687,4.0551286
resstock-amy2018-2021-release-1-21356,7,1.0099053,3.6610928
resstock-amy2018-2021-release-1-21356,6,1.2748,5.2320666
resstock-amy2018-2021-release-1-21356,5,1.0219822,3.3147862
resstock-amy2018-2021-release-1-21356,4,0.7749385,2.938987
resstock-amy2018-2021-release-1-21356,3,0.70929855,2.788787
resstock-amy2018-2021-release-1-21356,2,0.79215753,3.164493
resstock-amy2018-2021-release-1-21356,1,0.5223407,2.0639038
resstock-amy2018-2021-release-1-21356,9,1.1250932,3.772092
resstock-amy2018-2021-release-1-21356,10,1.0646976,3.7988868
resstock-amy2018-2021-release-1-21356,12,0.88784695,3.412104
resstock-amy2018-2021-release-1-21356,11,0.78906506,3.3364465
resstock-amy2018-2021-release-1-216680,11,1.5922753,7.0519023
resstock-amy2018-2021-release-1-216680,10,1.1491772,4.161059
resstock-amy2018-2021-release-1-216680,9,0.9513888,3.096933
resstock-amy2018-2021-release-1-216680,7,0.5140564,1.5952681
resstock-amy2018-2021-release-1-216680,6,0.6996424,2.1094997
resstock-amy2018-2021-release-1-216680,5,0.7219316,2.2782137
resstock-amy2018-2021-release-1-216680,4,0.92977816,2.9406812
resstock-amy2018-2021-release-1-216680,3,1.224545,3.900603
resstock-amy2018-2021-release-1-216680,2,1.0583606,4.2786183
resstock-amy2018-2021-release-1-216680,1,1.3083012,5.734285
resstock-amy2018-2021-release-1-216680,12,1.9392606,8.913487
resstock-amy2018-2021-release-1-216680,8,0.75570184,2.2166634
resstock-amy2018-2021-release-1-223548,12,0.67509824,2.9052749
resstock-amy2018-2021-release-1-223548,1,0.9051881,3.169631
resstock-amy2018-2021-release-1-223548,11,0.9302789,3.412001
resstock-amy2018-2021-release-1-223548,10,1.040413,3.3031561
resstock-amy2018-2021-release-1-223548,8,0.42915624,1.5239272
resstock-amy2018-2021-release-1-223548,7,0.4129993,1.3676162
resstock-amy2018-2021-release-1-223548,9,0.61352605,2.1514778
resstock-amy2018-2021-release-1-223548,5,0.7056441,2.1445274
resstock-amy2018-2021-release-1-223548,4,0.36042413,1.0836568
resstock-amy2018-2021-release-1-223548,3,0.5048488,1.6118692
resstock-amy2018-2021-release-1-223548,2,0.65312946,2.6706076
resstock-amy2018-2021-release-1-223548,6,0.3635064,1.1642357
resstock-amy2018-2021-release-1-224341,11,0.8485211,2.9726944
resstock-amy2018-2021-release-1-224341,3,1.0577588,3.912516
resstock-amy2018-2021-release-1-224341,1,0.63572156,2.2387927
resstock-amy2018-2021-release-1-224341,12,0.99105144,3.8157341
resstock-amy2018-2021-release-1-224341,2,1.8220339,8.28106
resstock-amy2018-2021-release-1-224341,10,0.6449958,2.5664
resstock-amy2018-2021-release-1-224341,4,0.7740217,2.5953407
resstock-amy2018-2021-release-1-224341,8,0.54922324,2.0521905
resstock-amy2018-2021-release-1-224341,7,0.8055828,3.6086662
resstock-amy2018-2021-release-1-224341,6,0.8599105,3.377545
resstock-amy2018-2021-release-1-224341,5,0.89562696,3.4692671
resstock-amy2018-2021-release-1-224341,9,0.61263245,2.4893513
resstock-amy2018-2021-release-1-227400,12,1.1648259,4.3069844
resstock-amy2018-2021-release-1-227400,11,1.567249,6.5992446
resstock-amy2018-2021-release-1-227400,9,0.9623077,3.5762126
resstock-amy2018-2021-release-1-227400,8,0.7300052,2.7267528
resstock-amy2018-2021-release-1-227400,10,1.343556,5.272454
resstock-amy2018-2021-release-1-227400,6,0.50311565,1.772644
resstock-amy2018-2021-release-1-227400,5,0.7530684,2.6678925
resstock-amy2018-2021-release-1-227400,1,1.1857035,5.2376494
resstock-amy2018-2021-release-1-227400,4,1.0171132,3.5410721
resstock-amy2018-2021-release-1-227400,3,1.3869888,5.5668354
resstock-amy2018-2021-release-1-227400,2,1.0545542,4.281313
resstock-amy2018-2021-release-1-227400,7,0.536885,1.9379318
resstock-amy2018-2021-release-1-237652,12,1.0189519,4.063254
resstock-amy2018-2021-release-1-237652,11,1.2301341,4.2358804
resstock-amy2018-2021-release-1-237652,10,0.79146326,2.6948507
resstock-amy2018-2021-release-1-237652,8,0.515318,1.749714
resstock-amy2018-2021-release-1-237652,7,0.48662624,1.601819
resstock-amy2018-2021-release-1-237652,6,0.5674107,1.8833935
resstock-amy2018-2021-release-1-237652,5,0.7064572,2.340426
resstock-amy2018-2021-release-1-237652,4,0.9022034,3.0453756
resstock-amy2018-2021-release-1-237652,3,1.0233767,3.5739896
resstock-amy2018-2021-release-1-237652,2,1.0885397,4.465987
resstock-amy2018-2021-release-1-237652,1,0.8259326,3.2214022
resstock-amy2018-2021-release-1-237652,9,0.6361807,1.919186
resstock-amy2018-2021-release-1-243797,8,0.54399186,1.6270664
resstock-amy2018-2021-release-1-243797,9,0.74598485,2.1667035
resstock-amy2018-2021-release-1-243797,1,0.9744437,4.104928
resstock-amy2018-2021-release-1-243797,2,0.69934016,2.4802814
resstock-amy2018-2021-release-1-243797,3,1.0719126,3.6210341
resstock-amy2018-2021-release-1-243797,4,1.2538879,4.167739
resstock-amy2018-2021-release-1-243797,5,1.8226953,4.782517
resstock-amy2018-2021-release-1-243797,6,0.7470281,2.3006244
resstock-amy2018-2021-release-1-243797,7,0.75064373,2.429644
resstock-amy2018-2021-release-1-243797,10,0.9313072,3.0880966
resstock-amy2018-2021-release-1-243797,11,0.9833208,3.8573253
resstock-amy2018-2021-release-1-243797,12,1.0332174,3.9579298
resstock-amy2018-2021-release-1-248224,10,0.75802726,2.612053
resstock-amy2018-2021-release-1-248224,9,0.5962208,2.1062195
resstock-amy2018-2021-release-1-248224,8,0.6790716,2.640223
resstock-amy2018-2021-release-1-248224,6,0.55628085,1.9436066
resstock-amy2018-2021-release-1-248224,3,0.94433415,3.338509
resstock-amy2018-2021-release-1-248224,4,0.6605675,2.3201385
resstock-amy2018-2021-release-1-248224,2,0.6170536,2.1957862
resstock-amy2018-2021-release-1-248224,1,0.6168553,2.2306404
resstock-amy2018-2021-release-1-248224,11,0.9597954,3.5426023
resstock-amy2018-2021-release-1-248224,5,0.6617477,2.4386976
resstock-amy2018-2021-release-1-248224,12,0.81897044,2.9840534
resstock-amy2018-2021-release-1-248224,7,0.60125166,2.159959
resstock-amy2018-2021-release-1-249373,4,0.6505306,2.1345005
resstock-amy2018-2021-release-1-249373,3,0.93320656,3.3287764
resstock-amy2018-2021-release-1-249373,1,0.5085499,1.9337401
resstock-amy2018-2021-release-1-249373,12,0.6507875,2.454613
resstock-amy2018-2021-release-1-249373,11,1.0013344,3.6404784
resstock-amy2018-2021-release-1-249373,10,0.66281396,2.192333
resstock-amy2018-2021-release-1-249373,2,0.6435917,2.5720084
resstock-amy2018-2021-release-1-249373,8,0.52620816,1.880784
resstock-amy2018-2021-release-1-249373,7,0.5013684,1.7952061
resstock-amy2018-2021-release-1-249373,6,0.6224939,2.2197626
resstock-amy2018-2021-release-1-249373,5,0.5508397,1.9049598
resstock-amy2018-2021-release-1-249373,9,0.640884,2.183269
resstock-amy2018-2021-release-1-252982,7,0.76908314,3.0004306
resstock-amy2018-2021-release-1-252982,4,1.1167959,4.251256
resstock-amy2018-2021-release-1-252982,8,0.70571756,2.6694837
resstock-amy2018-2021-release-1-252982,9,0.9870186,3.7138305
resstock-amy2018-2021-release-1-252982,10,0.8521715,3.040354
resstock-amy2018-2021-release-1-252982,3,0.92434543,3.4787104
resstock-amy2018-2021-release-1-252982,2,0.750258,2.885684
resstock-amy2018-2021-release-1-252982,1,0.664396,2.7054555
resstock-amy2018-2021-release-1-252982,6,0.8953893,3.68204
resstock-amy2018-2021-release-1-252982,5,0.9725358,3.712713
resstock-amy2018-2021-release-1-252982,11,1.0260092,4.0908484
resstock-amy2018-2021-release-1-252982,12,0.8147931,3.2568948
resstock-amy2018-2021-release-1-258438,1,0.7319806,2.555341
resstock-amy2018-2021-release-1-258438,12,1.1095359,3.9217527
resstock-amy2018-2021-release-1-258438,11,1.093414,3.4503183
resstock-amy2018-2021-release-1-258438,9,0.76447886,2.5303786
resstock-amy2018-2021-release-1-258438,8,0.48495325,1.6662586
resstock-amy2018-2021-release-1-258438,10,0.56716096,1.9388578
resstock-amy2018-2021-release-1-258438,6,0.6928157,2.4790373
resstock-amy2018-2021-release-1-258438,5,0.6557121,2.1991217
resstock-amy2018-2021-release-1-258438,4,1.0167098,3.775
resstock-amy2018-2021-release-1-258438,3,1.3755103,4.478205
resstock-amy2018-2021-release-1-258438,2,0.99072695,3.6012044
resstock-amy2018-2021-release-1-258438,7,0.6988454,2.6000323
resstock-amy2018-2021-release-1-264250,9,0.5442782,1.7380761
resstock-amy2018-2021-release-1-264250,12,0.6317614,2.579989
resstock-amy2018-2021-release-1-264250,11,0.8307015,3.393248
resstock-amy2018-2021-release-1-264250,10,0.7601559,2.5900633
resstock-amy2018-2021-release-1-264250,8,0.37470415,1.2175012
resstock-amy2018-2021-release-1-264250,4,0.54852057,1.934003
resstock-amy2018-2021-release-1-264250,6,0.6371804,2.4409552
resstock-amy2018-2021-release-1-264250,5,0.50770634,1.7860658
resstock-amy2018-2021-release-1-264250,3,0.64400613,2.220574
resstock-amy2018-2021-release-1-264250,2,0.79422873,3.179714
resstock-amy2018-2021-release-1-264250,1,0.55155784,2.3167336
resstock-amy2018-2021-release-1-264250,7,0.43342486,1.4269077
resstock-amy2018-2021-release-1-267773,12,0.95596915,4.078539
resstock-amy2018-2021-release-1-267773,11,0.9494572,4.2311645
resstock-amy2018-2021-release-1-267773,10,0.7075839,2.7227573
resstock-amy2018-2021-release-1-267773,9,0.37956643,1.31182
resstock-amy2018-2021-release-1-267773,8,0.2871903,0.9942865
resstock-amy2018-2021-release-1-267773,1,0.53542316,2.1767173
resstock-amy2018-2021-release-1-267773,6,0.618911,2.2698176
resstock-amy2018-2021-release-1-267773,5,0.59338033,2.0515869
resstock-amy2018-2021-release-1-267773,4,0.5832614,2.3157399
resstock-amy2018-2021-release-1-267773,3,0.86411804,3.8091195
resstock-amy2018-2021-release-1-267773,7,0.27308294,1.0190979
resstock-amy2018-2021-release-1-267773,2,0.6234023,2.5897772
resstock-amy2018-2021-release-1-275175,8,0.53755265,2.1206448
resstock-amy2018-2021-release-1-275175,1,0.727114,2.6240997
resstock-amy2018-2021-release-1-275175,2,0.8139805,2.7921984
resstock-amy2018-2021-release-1-275175,3,1.4186337,5.3262887
resstock-amy2018-2021-release-1-275175,4,1.0354384,4.234483
resstock-amy2018-2021-release-1-275175,5,0.75243896,2.815171
resstock-amy2018-2021-release-1-275175,6,0.92304826,3.881488
resstock-amy2018-2021-release-1-275175,7,0.6975952,2.7902093
resstock-amy2018-2021-release-1-275175,9,0.71823686,2.6669142
resstock-amy2018-2021-release-1-275175,10,0.82269853,3.1803448
resstock-amy2018-2021-release-1-275175,11,1.3519958,4.865019
resstock-amy2018-2021-release-1-275175,12,1.0030736,3.8284886
resstock-amy2018-2021-release-1-276878,12,0.9055588,3.4639304
resstock-amy2018-2021-release-1-276878,8,0.36924034,1.09321
resstock-amy2018-2021-release-1-276878,11,0.61039853,2.1330009
resstock-amy2018-2021-release-1-276878,10,0.42903587,1.4875865
resstock-amy2018-2021-release-1-276878,9,0.547886,1.7846051
resstock-amy2018-2021-release-1-276878,7,0.33472353,1.0231457
resstock-amy2018-2021-release-1-276878,2,1.5169466,5.742803
