electric_vehicle_charger_state,electric_vehicle_id,electric_vehicle_battery_capacity_khw,current_soc,electric_vehicle_departure_time,electric_vehicle_required_soc_departure,electric_vehicle_estimated_arrival_time,electric_vehicle_estimated_soc_arrival
1,Electric_Vehicle_1,40,18.79,6.0,86.0,,
1,Electric_Vehicle_1,40,13.04,5.0,86.0,,
1,Electric_Vehicle_1,40,14.66,4.0,86.0,,
1,Electric_Vehicle_1,40,19.65,3.0,86.0,,
1,Electric_Vehicle_1,40,25.49,2.0,86.0,,
1,Electric_Vehicle_1,40,11.38,1.0,86.0,,
1,Electric_Vehicle_1,40,11.71,0.0,86.0,,
3,,,,,,,
2,Electric_Vehicle_1,40,13.3,,,1.0,52.0
2,Electric_Vehicle_1,40,20.8,,,0.0,52.0
1,Electric_Vehicle_1,40,8.49,17.0,80.0,,
1,Electric_Vehicle_1,40,18.84,16.0,80.0,,
1,Electric_Vehicle_1,40,11.6,15.0,80.0,,
1,Electric_Vehicle_1,40,8.4,14.0,80.0,,
1,Electric_Vehicle_1,40,22.53,13.0,80.0,,
1,Electric_Vehicle_1,40,19.56,12.0,80.0,,
1,Electric_Vehicle_1,40,20.15,11.0,80.0,,
1,Electric_Vehicle_1,40,30.69,10.0,80.0,,
1,Electric_Vehicle_1,40,20.95,9.0,80.0,,
1,Electric_Vehicle_1,40,16.31,8.0,80.0,,
1,Electric_Vehicle_1,40,24.34,7.0,80.0,,
1,Electric_Vehicle_1,40,14.6,6.0,80.0,,
1,Electric_Vehicle_1,40,30.03,5.0,80.0,,
1,Electric_Vehicle_1,40,29.44,4.0,80.0,,
1,Electric_Vehicle_1,40,29.49,3.0,80.0,,
1,Electric_Vehicle_1,40,29.31,2.0,80.0,,
1,Electric_Vehicle_1,40,10.28,1.0,80.0,,
1,Electric_Vehicle_1,40,16.99,0.0,80.0,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
2,Electric_Vehicle_1,40,24.18,,,1.0,22.0
2,Electric_Vehicle_1,40,8.8,,,0.0,22.0
1,Electric_Vehicle_1,40,10.96,12.0,80.0,,
1,Electric_Vehicle_1,40,17.28,11.0,80.0,,
1,Electric_Vehicle_1,40,19.33,10.0,80.0,,
1,Electric_Vehicle_1,40,24.57,9.0,80.0,,
1,Electric_Vehicle_1,40,31.87,8.0,80.0,,
1,Electric_Vehicle_1,40,16.01,7.0,80.0,,
1,Electric_Vehicle_1,40,31.0,6.0,80.0,,
1,Electric_Vehicle_1,40,27.32,5.0,80.0,,
1,Electric_Vehicle_1,40,10.77,4.0,80.0,,
1,Electric_Vehicle_1,40,8.96,3.0,80.0,,
1,Electric_Vehicle_1,40,17.8,2.0,80.0,,
1,Electric_Vehicle_1,40,23.49,1.0,80.0,,
1,Electric_Vehicle_1,40,27.2,0.0,80.0,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
2,Electric_Vehicle_1,40,28.9,,,1.0,22.0
2,Electric_Vehicle_1,40,8.8,,,0.0,22.0
1,Electric_Vehicle_1,40,27.5,13.0,90.0,,
1,Electric_Vehicle_1,40,11.35,12.0,90.0,,
1,Electric_Vehicle_1,40,30.94,11.0,90.0,,
1,Electric_Vehicle_1,40,11.8,10.0,90.0,,
1,Electric_Vehicle_1,40,10.41,9.0,90.0,,
1,Electric_Vehicle_1,40,29.21,8.0,90.0,,
1,Electric_Vehicle_1,40,27.4,7.0,90.0,,
1,Electric_Vehicle_1,40,8.78,6.0,90.0,,
1,Electric_Vehicle_1,40,10.64,5.0,90.0,,
1,Electric_Vehicle_1,40,8.74,4.0,90.0,,
1,Electric_Vehicle_1,40,11.49,3.0,90.0,,
1,Electric_Vehicle_1,40,25.92,2.0,90.0,,
1,Electric_Vehicle_1,40,14.09,1.0,90.0,,
1,Electric_Vehicle_1,40,26.72,0.0,90.0,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
2,Electric_Vehicle_1,40,27.93,,,1.0,50.0
2,Electric_Vehicle_1,40,20.0,,,0.0,50.0
1,Electric_Vehicle_1,40,27.82,15.0,82.0,,
1,Electric_Vehicle_1,40,16.3,14.0,82.0,,
1,Electric_Vehicle_1,40,20.06,13.0,82.0,,
1,Electric_Vehicle_1,40,18.42,12.0,82.0,,
1,Electric_Vehicle_1,40,8.84,11.0,82.0,,
1,Electric_Vehicle_1,40,8.45,10.0,82.0,,
1,Electric_Vehicle_1,40,26.83,9.0,82.0,,
1,Electric_Vehicle_1,40,10.85,8.0,82.0,,
1,Electric_Vehicle_1,40,12.39,7.0,82.0,,
1,Electric_Vehicle_1,40,22.98,6.0,82.0,,
1,Electric_Vehicle_1,40,27.56,5.0,82.0,,
1,Electric_Vehicle_1,40,30.32,4.0,82.0,,
1,Electric_Vehicle_1,40,18.96,3.0,82.0,,
1,Electric_Vehicle_1,40,24.01,2.0,82.0,,
1,Electric_Vehicle_1,40,20.25,1.0,82.0,,
1,Electric_Vehicle_1,40,20.75,0.0,82.0,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
2,Electric_Vehicle_1,40,10.87,,,1.0,42.0
2,Electric_Vehicle_1,40,16.8,,,0.0,42.0
1,Electric_Vehicle_1,40,20.71,9.0,82.0,,
1,Electric_Vehicle_1,40,19.4,8.0,82.0,,
1,Electric_Vehicle_1,40,11.59,7.0,82.0,,
1,Electric_Vehicle_1,40,30.53,6.0,82.0,,
1,Electric_Vehicle_1,40,25.33,5.0,82.0,,
1,Electric_Vehicle_1,40,12.06,4.0,82.0,,
1,Electric_Vehicle_1,40,9.68,3.0,82.0,,
1,Electric_Vehicle_1,40,11.25,2.0,82.0,,
1,Electric_Vehicle_1,40,18.95,1.0,82.0,,
1,Electric_Vehicle_1,40,21.43,0.0,82.0,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
2,Electric_Vehicle_1,40,28.86,,,1.0,42.0
2,Electric_Vehicle_1,40,16.8,,,0.0,42.0
1,Electric_Vehicle_1,40,31.38,15.0,89.0,,
1,Electric_Vehicle_1,40,11.2,14.0,89.0,,
1,Electric_Vehicle_1,40,19.74,13.0,89.0,,
1,Electric_Vehicle_1,40,28.11,12.0,89.0,,
1,Electric_Vehicle_1,40,10.88,11.0,89.0,,
1,Electric_Vehicle_1,40,22.15,10.0,89.0,,
1,Electric_Vehicle_1,40,29.98,9.0,89.0,,
1,Electric_Vehicle_1,40,17.11,8.0,89.0,,
1,Electric_Vehicle_1,40,31.6,7.0,89.0,,
1,Electric_Vehicle_1,40,23.31,6.0,89.0,,
1,Electric_Vehicle_1,40,8.24,5.0,89.0,,
1,Electric_Vehicle_1,40,24.46,4.0,89.0,,
1,Electric_Vehicle_1,40,29.34,3.0,89.0,,
1,Electric_Vehicle_1,40,11.29,2.0,89.0,,
1,Electric_Vehicle_1,40,12.27,1.0,89.0,,
1,Electric_Vehicle_1,40,19.15,0.0,89.0,,
3,,,,,,,
3,,,,,,,
2,Electric_Vehicle_1,40,9.59,,,1.0,55.0
2,Electric_Vehicle_1,40,22.0,,,0.0,55.0
1,Electric_Vehicle_1,40,8.55,21.0,89.0,,
1,Electric_Vehicle_1,40,22.15,20.0,89.0,,
1,Electric_Vehicle_1,40,12.05,19.0,89.0,,
1,Electric_Vehicle_1,40,31.75,18.0,89.0,,
1,Electric_Vehicle_1,40,12.77,17.0,89.0,,
1,Electric_Vehicle_1,40,20.17,16.0,89.0,,
1,Electric_Vehicle_1,40,20.93,15.0,89.0,,
1,Electric_Vehicle_1,40,12.69,14.0,89.0,,
1,Electric_Vehicle_1,40,17.18,13.0,89.0,,
1,Electric_Vehicle_1,40,21.47,12.0,89.0,,
1,Electric_Vehicle_1,40,21.78,11.0,89.0,,
1,Electric_Vehicle_1,40,14.0,10.0,89.0,,
1,Electric_Vehicle_1,40,27.64,9.0,89.0,,
1,Electric_Vehicle_1,40,24.76,8.0,89.0,,
1,Electric_Vehicle_1,40,12.47,7.0,89.0,,
1,Electric_Vehicle_1,40,10.81,6.0,89.0,,
1,Electric_Vehicle_1,40,17.26,5.0,89.0,,
1,Electric_Vehicle_1,40,11.97,4.0,89.0,,
1,Electric_Vehicle_1,40,18.43,3.0,89.0,,
1,Electric_Vehicle_1,40,19.56,2.0,89.0,,
1,Electric_Vehicle_1,40,26.74,1.0,89.0,,
1,Electric_Vehicle_1,40,28.68,0.0,89.0,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
2,Electric_Vehicle_1,40,30.71,,,1.0,55.0
2,Electric_Vehicle_1,40,22.0,,,0.0,55.0
1,Electric_Vehicle_1,40,16.87,9.0,67.0,,
1,Electric_Vehicle_1,40,12.48,8.0,67.0,,
1,Electric_Vehicle_1,40,10.38,7.0,67.0,,
1,Electric_Vehicle_1,40,25.01,6.0,67.0,,
1,Electric_Vehicle_1,40,12.39,5.0,67.0,,
1,Electric_Vehicle_1,40,23.01,4.0,67.0,,
1,Electric_Vehicle_1,40,27.15,3.0,67.0,,
1,Electric_Vehicle_1,40,18.42,2.0,67.0,,
1,Electric_Vehicle_1,40,24.57,1.0,67.0,,
1,Electric_Vehicle_1,40,17.88,0.0,67.0,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
2,Electric_Vehicle_1,40,20.66,,,1.0,22.0
2,Electric_Vehicle_1,40,8.8,,,0.0,22.0
1,Electric_Vehicle_1,40,22.38,13.0,67.0,,
1,Electric_Vehicle_1,40,18.93,12.0,67.0,,
1,Electric_Vehicle_1,40,20.01,11.0,67.0,,
1,Electric_Vehicle_1,40,21.91,10.0,67.0,,
1,Electric_Vehicle_1,40,18.98,9.0,67.0,,
1,Electric_Vehicle_1,40,18.96,8.0,67.0,,
1,Electric_Vehicle_1,40,15.11,7.0,67.0,,
1,Electric_Vehicle_1,40,16.07,6.0,67.0,,
1,Electric_Vehicle_1,40,16.74,5.0,67.0,,
1,Electric_Vehicle_1,40,26.06,4.0,67.0,,
1,Electric_Vehicle_1,40,26.48,3.0,67.0,,
1,Electric_Vehicle_1,40,17.58,2.0,67.0,,
1,Electric_Vehicle_1,40,22.73,1.0,67.0,,
1,Electric_Vehicle_1,40,21.53,0.0,67.0,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
2,Electric_Vehicle_1,40,22.8,,,0.0,57.0
1,Electric_Vehicle_1,40,16.61,11.0,82.0,,
1,Electric_Vehicle_1,40,18.13,10.0,82.0,,
1,Electric_Vehicle_1,40,28.24,9.0,82.0,,
1,Electric_Vehicle_1,40,20.3,8.0,82.0,,
1,Electric_Vehicle_1,40,12.16,7.0,82.0,,
1,Electric_Vehicle_1,40,26.38,6.0,82.0,,
1,Electric_Vehicle_1,40,24.11,5.0,82.0,,
1,Electric_Vehicle_1,40,21.69,4.0,82.0,,
1,Electric_Vehicle_1,40,17.11,3.0,82.0,,
1,Electric_Vehicle_1,40,16.17,2.0,82.0,,
1,Electric_Vehicle_1,40,19.95,1.0,82.0,,
1,Electric_Vehicle_1,40,10.54,0.0,82.0,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
2,Electric_Vehicle_1,40,28.8,,,0.0,72.0
1,Electric_Vehicle_1,40,12.07,13.0,80.0,,
1,Electric_Vehicle_1,40,21.73,12.0,80.0,,
1,Electric_Vehicle_1,40,30.71,11.0,80.0,,
1,Electric_Vehicle_1,40,31.13,10.0,80.0,,
1,Electric_Vehicle_1,40,28.14,9.0,80.0,,
1,Electric_Vehicle_1,40,14.02,8.0,80.0,,
1,Electric_Vehicle_1,40,17.08,7.0,80.0,,
1,Electric_Vehicle_1,40,26.38,6.0,80.0,,
1,Electric_Vehicle_1,40,10.04,5.0,80.0,,
1,Electric_Vehicle_1,40,17.89,4.0,80.0,,
1,Electric_Vehicle_1,40,15.75,3.0,80.0,,
1,Electric_Vehicle_1,40,31.67,2.0,80.0,,
1,Electric_Vehicle_1,40,23.95,1.0,80.0,,
1,Electric_Vehicle_1,40,17.42,0.0,80.0,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
2,Electric_Vehicle_1,40,28.0,,,0.0,70.0
1,Electric_Vehicle_1,40,15.55,11.0,80.0,,
1,Electric_Vehicle_1,40,15.98,10.0,80.0,,
1,Electric_Vehicle_1,40,20.76,9.0,80.0,,
1,Electric_Vehicle_1,40,21.91,8.0,80.0,,
1,Electric_Vehicle_1,40,18.91,7.0,80.0,,
1,Electric_Vehicle_1,40,12.77,6.0,80.0,,
1,Electric_Vehicle_1,40,10.33,5.0,80.0,,
1,Electric_Vehicle_1,40,22.32,4.0,80.0,,
1,Electric_Vehicle_1,40,10.85,3.0,80.0,,
1,Electric_Vehicle_1,40,29.63,2.0,80.0,,
1,Electric_Vehicle_1,40,30.74,1.0,80.0,,
1,Electric_Vehicle_1,40,9.39,0.0,80.0,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
2,Electric_Vehicle_1,40,25.45,,,1.0,70.0
2,Electric_Vehicle_1,40,28.0,,,0.0,70.0
1,Electric_Vehicle_1,40,9.52,12.0,84.0,,
1,Electric_Vehicle_1,40,17.68,11.0,84.0,,
1,Electric_Vehicle_1,40,26.12,10.0,84.0,,
1,Electric_Vehicle_1,40,20.95,9.0,84.0,,
1,Electric_Vehicle_1,40,9.76,8.0,84.0,,
1,Electric_Vehicle_1,40,8.0,7.0,84.0,,
1,Electric_Vehicle_1,40,22.71,6.0,84.0,,
1,Electric_Vehicle_1,40,26.92,5.0,84.0,,
1,Electric_Vehicle_1,40,13.9,4.0,84.0,,
1,Electric_Vehicle_1,40,28.93,3.0,84.0,,
1,Electric_Vehicle_1,40,8.3,2.0,84.0,,
1,Electric_Vehicle_1,40,14.42,1.0,84.0,,
1,Electric_Vehicle_1,40,26.62,0.0,84.0,,
3,,,,,,,
2,Electric_Vehicle_1,40,31.55,,,1.0,50.0
2,Electric_Vehicle_1,40,20.0,,,0.0,50.0
1,Electric_Vehicle_1,40,15.66,19.0,84.0,,
1,Electric_Vehicle_1,40,8.93,18.0,84.0,,
1,Electric_Vehicle_1,40,15.49,17.0,84.0,,
1,Electric_Vehicle_1,40,14.58,16.0,84.0,,
1,Electric_Vehicle_1,40,18.5,15.0,84.0,,
1,Electric_Vehicle_1,40,14.81,14.0,84.0,,
1,Electric_Vehicle_1,40,22.56,13.0,84.0,,
1,Electric_Vehicle_1,40,16.88,12.0,84.0,,
1,Electric_Vehicle_1,40,11.76,11.0,84.0,,
1,Electric_Vehicle_1,40,31.53,10.0,84.0,,
1,Electric_Vehicle_1,40,12.49,9.0,84.0,,
1,Electric_Vehicle_1,40,20.08,8.0,84.0,,
1,Electric_Vehicle_1,40,12.72,7.0,84.0,,
1,Electric_Vehicle_1,40,11.87,6.0,84.0,,
1,Electric_Vehicle_1,40,10.4,5.0,84.0,,
1,Electric_Vehicle_1,40,21.63,4.0,84.0,,
1,Electric_Vehicle_1,40,26.48,3.0,84.0,,
1,Electric_Vehicle_1,40,22.42,2.0,84.0,,
1,Electric_Vehicle_1,40,25.4,1.0,84.0,,
1,Electric_Vehicle_1,40,15.57,0.0,84.0,,
2,Electric_Vehicle_1,40,26.8,,,0.0,67.0
1,Electric_Vehicle_1,40,20.05,20.0,98.0,,
1,Electric_Vehicle_1,40,25.71,19.0,98.0,,
1,Electric_Vehicle_1,40,24.21,18.0,98.0,,
1,Electric_Vehicle_1,40,26.45,17.0,98.0,,
1,Electric_Vehicle_1,40,20.67,16.0,98.0,,
1,Electric_Vehicle_1,40,13.64,15.0,98.0,,
1,Electric_Vehicle_1,40,9.26,14.0,98.0,,
1,Electric_Vehicle_1,40,20.26,13.0,98.0,,
1,Electric_Vehicle_1,40,12.55,12.0,98.0,,
1,Electric_Vehicle_1,40,15.17,11.0,98.0,,
1,Electric_Vehicle_1,40,17.3,10.0,98.0,,
1,Electric_Vehicle_1,40,25.09,9.0,98.0,,
1,Electric_Vehicle_1,40,25.61,8.0,98.0,,
1,Electric_Vehicle_1,40,12.66,7.0,98.0,,
1,Electric_Vehicle_1,40,18.14,6.0,98.0,,
1,Electric_Vehicle_1,40,8.3,5.0,98.0,,
1,Electric_Vehicle_1,40,16.8,4.0,98.0,,
1,Electric_Vehicle_1,40,8.48,3.0,98.0,,
1,Electric_Vehicle_1,40,12.11,2.0,98.0,,
1,Electric_Vehicle_1,40,18.93,1.0,98.0,,
1,Electric_Vehicle_1,40,18.2,0.0,98.0,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
3,,,,,,,
2,Electric_Vehicle_1,40,12.74,,,2.0,45.0
2,Electric_Vehicle_1,40,13.16,,,1.0,45.0
2,Electric_Vehicle_1,40,18.0,,,0.0,45.0
1,Electric_Vehicle_1,40,21.55,11.0,94.0,,
1,Electric_Vehicle_1,40,16.12,10.0,94.0,,
1,Electric_Vehicle_1,40,15.3,9.0,94.0,,
1,Electric_Vehicle_1,40,29.11,8.0,94.0,,
