Outdoor Drybulb Temperature [C],Outdoor Relative Humidity [%],Diffuse Solar Radiation [W/m2],Direct Solar Radiation [W/m2],6h Prediction Outdoor Drybulb Temperature [C],12h Prediction Outdoor Drybulb Temperature [C],24h Prediction Outdoor Drybulb Temperature [C],6h Prediction Outdoor Relative Humidity [%],12h Prediction Outdoor Relative Humidity [%],24h Prediction Outdoor Relative Humidity [%],6h Prediction Diffuse Solar Radiation [W/m2],12h Prediction Diffuse Solar Radiation [W/m2],24h Prediction Diffuse Solar Radiation [W/m2],6h Prediction Direct Solar Radiation [W/m2],12h Prediction Direct Solar Radiation [W/m2],24h Prediction Direct Solar Radiation [W/m2]
-3.67,90.75,0.00,0.00,-2.44,-2.15,-6.40,81.36,69.03,80.25,117.01,2.48,0.00,0.00,0.00,0.00
-3.66,90.00,0.00,0.00,-2.15,-2.94,-7.28,79.34,74.77,86.87,129.92,0.00,0.00,0.00,0.00,0.00
-3.83,90.62,0.00,0.00,-1.76,-3.54,-7.75,77.55,83.39,87.62,130.28,0.00,0.00,0.00,0.00,0.00
-3.84,91.00,9.56,0.00,-1.73,-3.29,-7.64,78.31,81.37,84.11,110.58,0.00,13.09,0.00,0.00,43.90
-3.49,88.50,49.81,0.00,-1.95,-3.22,-6.49,79.97,79.81,78.64,73.77,0.00,61.33,0.00,0.00,235.39
-2.99,85.12,88.12,0.00,-1.89,-4.61,-3.97,74.01,87.10,67.24,32.51,0.00,107.37,0.00,0.00,353.39
-2.55,82.12,115.94,0.00,-2.26,-4.23,-3.53,69.57,81.35,66.74,2.46,0.00,122.26,0.00,0.00,427.38
-2.21,79.75,129.25,0.00,-2.80,-4.56,-0.83,74.08,84.18,56.22,0.00,0.00,167.62,0.00,0.00,435.17
-1.98,79.00,127.94,0.00,-3.27,-5.18,-1.90,81.89,83.93,61.06,0.00,0.00,153.90,0.00,0.00,300.01
-1.84,79.00,109.62,0.00,-3.38,-5.83,-0.70,81.87,81.90,56.89,0.00,0.00,145.63,0.00,0.00,74.25
-1.80,79.00,74.69,0.00,-3.56,-5.91,-2.25,81.85,80.78,63.86,0.00,0.00,72.91,0.00,0.00,3.87
-1.99,74.62,32.25,0.00,-4.38,-5.90,-2.15,85.74,78.75,63.60,0.00,0.00,13.30,0.00,0.00,0.00
-2.35,70.12,2.44,0.00,-4.40,-6.38,-2.80,82.36,80.12,64.53,0.00,0.00,0.83,0.00,0.00,0.00
-2.69,73.38,0.00,0.00,-4.77,-6.86,-3.12,85.46,84.37,62.83,0.00,0.00,0.00,0.00,0.00,0.00
-3.05,80.38,0.00,0.00,-5.24,-7.14,-3.16,84.27,84.06,61.31,0.00,0.00,0.00,0.00,0.00,0.00
-3.45,82.38,0.00,0.00,-5.74,-7.07,-4.51,81.32,80.93,67.44,0.00,13.67,0.00,0.00,45.86,0.00
-3.85,83.88,0.00,0.00,-5.96,-6.04,-4.23,81.01,76.26,68.06,0.00,63.45,0.00,0.00,243.51,0.00
-4.19,84.38,0.00,0.00,-6.07,-4.14,-5.01,79.75,68.06,72.49,0.00,106.12,0.00,0.00,349.29,0.00
-4.55,83.38,0.00,0.00,-6.37,-3.21,-3.79,80.06,65.31,64.61,0.00,125.13,0.00,0.00,437.41,0.00
-4.95,86.75,0.00,0.00,-6.64,-1.36,-4.90,83.13,58.49,70.20,0.00,161.81,0.00,0.00,420.09,0.00
-5.29,84.62,0.00,0.00,-6.83,-1.46,-5.58,82.28,59.28,80.01,0.00,158.98,0.00,0.00,309.91,0.00
-5.65,80.75,0.00,0.00,-6.79,-0.82,-6.68,79.34,57.39,88.22,13.96,144.41,0.00,46.83,73.62,0.00
-5.99,81.25,0.00,0.00,-5.81,-1.83,-5.88,75.07,62.05,81.67,64.50,75.24,0.00,247.56,4.00,0.00
-6.22,80.75,0.00,0.00,-4.22,-2.21,-5.05,68.47,63.86,77.84,105.50,13.24,0.00,347.24,0.00,0.00
-6.36,80.00,0.00,0.00,-3.05,-2.96,-6.37,64.60,65.27,86.10,126.57,0.82,0.00,442.43,0.00,0.00
-6.46,81.88,0.00,0.00,-1.62,-3.33,-7.14,59.62,63.79,91.26,158.91,0.00,0.00,412.54,0.00,0.00
-6.56,80.50,0.00,0.00,-1.25,-3.46,-4.86,58.39,62.65,77.14,161.52,0.00,0.00,314.86,0.00,0.00
-6.54,77.75,14.25,47.81,-0.88,-4.20,-6.46,57.63,66.03,86.89,143.80,0.00,5.98,73.31,0.00,0.00
-5.62,73.88,65.56,251.62,-1.62,-4.17,-6.62,61.15,67.78,89.44,76.40,0.00,31.62,4.06,0.00,0.00
-4.29,68.88,104.88,345.19,-2.24,-4.66,-5.59,63.99,70.75,82.31,13.22,0.00,59.68,0.00,0.00,0.00
-2.92,63.88,128.00,447.44,-3.03,-4.17,-5.19,65.63,66.49,79.67,0.81,0.00,76.60,0.00,0.00,0.00
-1.84,60.75,156.00,405.00,-3.43,-4.81,-5.90,64.27,69.72,85.41,0.00,0.00,86.61,0.00,0.00,0.00
-1.06,57.50,164.06,319.81,-3.60,-5.46,-5.68,63.33,79.38,85.41,0.00,0.00,84.25,0.00,0.00,0.00
-0.93,57.88,143.19,73.00,-4.05,-6.04,-3.43,65.32,84.55,73.09,0.00,0.00,83.50,0.00,0.00,0.00
-1.44,60.25,77.56,4.12,-4.14,-5.64,-5.29,67.64,80.34,83.87,0.00,0.00,51.03,0.00,0.00,0.00
-2.26,64.12,13.19,0.00,-4.48,-5.41,-5.84,69.87,79.98,77.95,0.00,0.00,21.94,0.00,0.00,0.00
-3.10,66.00,0.81,0.00,-4.36,-6.19,-4.62,67.44,85.05,73.00,0.00,0.00,1.92,0.00,0.00,0.00
-3.52,64.75,0.00,0.00,-4.76,-6.53,-4.18,69.49,87.63,73.87,0.00,0.00,0.00,0.00,0.00,0.00
-3.73,64.00,0.00,0.00,-5.41,-5.43,-6.21,79.07,80.57,84.82,0.00,0.00,0.00,0.00,0.00,0.00
-3.92,64.62,0.00,0.00,-5.72,-6.22,-6.05,82.72,85.44,83.06,0.00,6.08,0.00,0.00,0.00,0.00
-4.12,67.50,0.00,0.00,-5.52,-6.17,-4.58,79.67,86.72,73.09,0.00,32.72,0.00,0.00,0.00,0.00
-4.33,69.00,0.00,0.00,-5.59,-5.46,-6.84,81.05,81.59,85.69,0.00,60.21,0.00,0.00,0.00,0.00
-4.53,68.38,0.00,0.00,-6.11,-5.14,-5.11,84.53,79.33,78.14,0.00,76.92,0.00,0.00,0.00,0.00
-4.72,69.25,0.00,0.00,-6.23,-5.34,-6.09,85.81,82.20,85.43,0.00,90.43,0.00,0.00,0.00,0.00
-5.36,78.75,0.00,0.00,-5.71,-5.11,-5.65,82.28,82.21,78.61,0.00,87.97,0.00,0.00,0.00,0.00
-5.45,80.88,0.00,0.00,-6.10,-3.95,-5.73,84.72,76.05,78.74,6.14,80.59,0.00,0.00,0.00,0.00
-5.42,79.00,0.00,0.00,-5.94,-4.86,-5.34,85.36,81.43,75.65,33.26,52.70,0.00,0.00,0.00,0.00
-5.75,82.12,0.00,0.00,-5.40,-5.21,-5.88,81.24,74.73,80.80,60.48,23.03,0.00,0.00,0.00,0.00
-6.03,84.00,0.00,0.00,-5.11,-4.76,-5.25,79.17,73.75,78.69,77.09,1.90,0.00,0.00,0.00,0.00
-5.97,84.00,0.00,0.00,-5.05,-4.64,-5.65,80.60,76.43,81.21,92.34,0.00,0.00,0.00,0.00,0.00
-5.96,84.00,0.00,0.00,-4.82,-5.70,-6.58,80.60,81.91,87.00,89.83,0.00,0.00,0.00,0.00,0.00
-6.00,84.00,6.19,0.00,-4.22,-5.69,-6.05,77.52,81.03,84.09,79.14,0.00,8.43,0.00,0.00,0.00
-5.75,84.00,33.81,0.00,-4.64,-5.10,-6.32,80.22,76.04,88.71,53.54,0.00,40.82,0.00,0.00,0.00
-5.35,80.88,60.75,0.00,-4.89,-6.25,-5.39,73.11,82.34,83.71,23.58,0.00,79.62,0.00,0.00,0.00
-5.08,79.00,77.25,0.00,-4.83,-5.44,-3.71,74.13,80.13,76.49,1.89,0.00,129.75,0.00,0.00,0.00
-4.81,79.00,94.25,0.00,-4.87,-5.97,-4.03,77.72,84.71,81.83,0.00,0.00,119.08,0.00,0.00,0.00
-4.58,79.00,91.69,0.00,-5.44,-5.85,-2.36,80.45,79.75,74.00,0.00,0.00,132.91,0.00,0.00,0.00
-4.44,79.00,77.69,0.00,-5.51,-6.02,-3.24,80.01,80.43,68.41,0.00,0.00,111.50,0.00,0.00,0.00
-4.46,79.00,54.38,0.00,-5.37,-5.79,-3.13,77.52,78.26,72.80,0.00,0.00,85.16,0.00,0.00,4.59
-4.62,71.50,24.12,0.00,-5.95,-6.00,-3.13,80.67,81.46,68.45,0.00,0.00,48.10,0.00,0.00,18.45
-4.89,74.50,1.88,0.00,-5.61,-5.69,-4.57,81.12,81.35,65.34,0.00,0.00,4.02,0.00,0.00,1.41
-5.06,79.00,0.00,0.00,-5.91,-5.88,-4.10,84.36,82.61,64.02,0.00,0.00,0.00,0.00,0.00,0.00
-5.22,79.00,0.00,0.00,-5.95,-6.33,-4.47,80.31,85.50,70.17,0.00,0.00,0.00,0.00,0.00,0.00
-5.36,79.00,0.00,0.00,-6.17,-6.05,-4.28,81.28,84.04,68.40,0.00,8.44,0.00,0.00,0.00,0.00
-5.59,79.00,0.00,0.00,-6.02,-5.92,-4.53,79.57,86.36,66.56,0.00,42.04,0.00,0.00,0.00,0.00
-5.70,79.00,0.00,0.00,-6.05,-5.15,-4.65,81.79,82.29,64.99,0.00,81.06,0.00,0.00,0.00,0.00
-5.76,82.12,0.00,0.00,-5.91,-3.93,-5.99,82.67,77.74,69.97,0.00,127.75,0.00,0.00,0.00,0.00
-5.86,84.00,0.00,0.00,-6.00,-3.78,-6.43,83.30,80.41,70.65,0.00,121.29,0.00,0.00,0.00,0.00
-6.03,80.88,0.00,0.00,-6.21,-2.80,-7.47,84.75,76.50,72.13,0.00,128.95,0.00,0.00,0.00,0.00
-6.29,82.12,0.00,0.00,-6.04,-3.11,-7.80,84.02,67.77,71.70,8.44,112.59,0.00,0.00,0.00,0.00
-6.21,80.88,0.00,0.00,-5.73,-2.98,-8.62,85.18,72.03,73.86,42.64,86.11,0.00,0.00,4.64,0.00
-6.10,82.12,0.00,0.00,-5.02,-3.02,-8.28,81.59,67.92,69.04,81.78,48.49,0.00,0.00,18.60,0.00
-6.10,84.00,0.00,0.00,-4.04,-3.92,-8.60,78.37,62.54,72.58,126.75,4.23,0.00,0.00,1.49,0.00
-6.10,84.00,0.00,0.00,-3.66,-3.89,-8.66,79.71,63.07,74.79,122.40,0.00,0.00,0.00,0.00,0.00
-6.10,84.00,0.00,0.00,-3.02,-4.22,-8.80,77.75,68.96,75.16,126.98,0.00,0.00,0.00,0.00,0.00
-6.04,84.00,8.44,0.00,-3.04,-4.32,-10.14,67.44,68.58,83.11,113.14,0.00,12.27,0.00,0.00,59.55
-5.56,84.00,43.25,0.00,-2.91,-4.61,-8.45,71.64,66.97,71.70,86.59,0.00,60.66,4.66,0.00,314.93
-4.92,80.88,82.50,0.00,-2.97,-4.86,-7.47,67.65,66.00,66.21,48.69,0.00,104.13,18.68,0.00,337.68
-4.14,79.00,125.75,0.00,-3.59,-5.68,-6.11,61.15,68.48,60.22,4.34,0.00,135.31,1.52,0.00,387.13
-3.55,79.00,123.50,0.00,-3.78,-6.04,-4.45,62.59,68.83,54.75,0.00,0.00,168.50,0.00,0.00,379.82
-3.21,79.00,125.00,0.00,-4.10,-6.86,-4.52,68.36,69.25,57.04,0.00,0.00,150.91,0.00,0.00,381.67
-2.98,67.12,113.69,0.00,-4.33,-7.41,-4.47,68.66,69.79,59.77,0.00,0.00,117.41,0.00,0.00,411.60
-2.84,71.25,87.06,4.69,-4.65,-8.20,-3.92,67.18,71.74,56.42,0.00,0.00,81.56,0.00,0.00,438.02
-2.92,67.38,48.88,18.75,-4.96,-8.32,-4.13,66.50,69.21,55.21,0.00,0.00,46.84,0.00,0.00,222.33
-3.31,59.75,4.44,1.56,-5.52,-8.68,-4.70,67.74,72.98,56.47,0.00,0.00,3.97,0.00,0.00,16.33
-3.69,62.12,0.00,0.00,-5.85,-8.88,-5.02,67.91,76.02,56.87,0.00,0.00,0.00,0.00,0.00,0.00
-3.99,67.75,0.00,0.00,-6.56,-9.10,-7.59,67.82,76.89,66.11,0.00,0.00,0.00,0.00,0.00,0.00
-4.35,68.75,0.00,0.00,-7.21,-9.78,-7.39,68.83,81.05,63.86,0.00,12.60,0.00,0.00,61.18,0.00
-4.69,67.38,0.00,0.00,-7.98,-8.49,-7.26,70.68,71.91,64.28,0.00,60.48,0.00,0.00,314.03,0.00
-5.05,67.00,0.00,0.00,-8.34,-7.32,-7.80,69.29,65.55,68.46,0.00,105.22,0.00,0.00,341.21,0.00
-5.39,67.00,0.00,0.00,-8.72,-6.00,-7.85,73.18,59.73,70.88,0.00,136.44,0.00,0.00,390.35,0.00
-5.69,67.00,0.00,0.00,-8.99,-4.65,-9.22,76.63,55.56,79.03,0.00,166.12,0.00,0.00,374.47,0.00
-6.30,66.38,0.00,0.00,-9.26,-4.31,-9.58,77.76,56.21,86.07,0.00,153.23,0.00,0.00,387.56,0.00
-7.04,67.88,0.00,0.00,-9.60,-4.11,-8.94,80.03,58.32,83.79,12.77,120.55,0.00,61.99,422.61,0.00
-7.80,69.62,0.00,0.00,-8.51,-3.81,-10.51,72.02,55.96,91.40,60.40,82.25,0.00,313.57,441.73,0.00
-8.35,69.38,0.00,0.00,-7.25,-4.14,-10.18,65.21,55.23,85.53,105.76,46.82,0.00,342.98,222.26,0.00
-8.75,73.38,0.00,0.00,-5.94,-4.87,-10.63,59.49,57.17,84.64,137.00,3.93,0.00,391.95,16.13,0.00
-9.09,77.25,0.00,0.00,-4.75,-5.42,-9.42,55.97,58.56,74.51,164.94,0.00,0.00,371.79,0.00,0.00
-9.39,78.62,0.00,0.00,-4.21,-6.93,-10.98,55.79,63.25,85.09,154.40,0.00,0.00,390.50,0.00,0.00
-9.44,79.00,12.94,62.81,-3.93,-7.09,-11.54,57.60,62.56,90.86,122.12,0.00,14.07,428.11,0.00,17.02
-8.53,72.12,60.31,313.12,-3.75,-7.29,-9.55,55.73,64.39,82.28,82.59,0.00,80.69,443.59,0.00,104.74
-7.19,64.88,106.31,344.75,-4.14,-7.81,-7.33,55.24,68.48,68.77,46.82,0.00,151.95,222.23,0.00,163.71
-5.89,59.25,137.56,393.56,-4.96,-8.13,-6.03,57.53,72.31,62.83,3.90,0.00,199.83,16.04,0.00,139.91
-4.84,56.38,163.75,369.12,-5.61,-9.06,-5.93,59.41,78.14,62.19,0.00,0.00,207.97,0.00,0.00,93.54
-4.12,55.38,155.56,393.44,-6.59,-9.43,-6.84,61.81,85.16,64.18,0.00,0.00,186.05,0.00,0.00,100.11
-3.78,56.88,123.69,433.62,-6.94,-9.28,-4.34,61.90,85.90,52.34,0.00,0.00,178.87,0.00,0.00,142.79
-3.70,55.50,82.94,445.44,-7.30,-10.19,-5.90,64.45,89.39,56.92,0.00,0.00,100.52,0.00,0.00,222.39
-4.14,55.25,46.81,222.19,-7.81,-10.15,-4.47,68.49,85.32,53.68,0.00,0.00,57.90,0.00,0.00,108.20
-5.03,57.88,3.88,15.94,-8.26,-10.47,-5.01,73.03,83.70,57.63,0.00,0.00,5.19,0.00,0.00,7.58
-5.78,60.25,0.00,0.00,-8.98,-9.96,-6.27,77.70,77.63,62.48,0.00,0.00,0.00,0.00,0.00,0.00
-6.31,60.38,0.00,0.00,-9.35,-10.76,-6.69,84.70,83.80,66.11,0.00,0.00,0.00,0.00,0.00,0.00
-6.81,61.25,0.00,0.00,-9.45,-11.02,-7.18,86.95,87.74,69.82,0.00,14.63,0.00,0.00,17.70,0.00
-7.31,64.50,0.00,0.00,-10.03,-9.62,-7.00,88.39,82.70,71.49,0.00,80.28,0.00,0.00,104.21,0.00
-7.81,68.50,0.00,0.00,-10.13,-7.81,-8.46,85.22,71.32,83.48,0.00,147.04,0.00,0.00,158.42,0.00
-8.38,73.75,0.00,0.00,-10.39,-6.54,-7.47,83.22,65.29,79.22,0.00,193.07,0.00,0.00,135.17,0.00
-8.91,77.25,0.00,0.00,-10.23,-6.05,-8.44,79.19,62.72,83.66,0.00,206.27,0.00,0.00,92.77,0.00
-9.29,84.25,0.00,0.00,-10.65,-6.16,-8.83,83.15,61.34,83.68,0.00,196.06,0.00,0.00,105.50,0.00
-9.59,88.00,0.00,0.00,-10.76,-4.77,-10.04,86.18,54.05,90.70,14.91,173.71,0.00,18.04,138.67,0.00
-9.89,87.38,0.00,0.00,-9.66,-5.48,-7.78,82.91,55.33,78.46,80.08,103.66,0.00,103.95,229.35,0.00
-10.12,85.12,0.00,0.00,-8.05,-5.00,-10.25,72.60,55.84,98.51,144.58,55.89,0.00,155.77,104.44,0.00
-10.32,82.75,0.00,0.00,-6.79,-5.66,-9.50,66.52,60.57,95.30,189.69,4.97,0.00,132.81,7.26,0.00
