Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature [C],Average Unmet Cooling Setpoint Difference [C],Indoor Relative Humidity [%],Equipment Electric Power [kWh],DHW Heating [kWh],Cooling Load [kWh],Heating Load [kWh],Solar Generation [Wh/kWh]
8.0,19.0,1.0,0,,,,0.033000088224281944,0,0,0,-6.570000000000001
8.0,20.0,1.0,0,,,,9.999999747378739e-08,0,0,0,0.0
8.0,21.0,1.0,0,,,,0.012300076666664732,0,0,0,0.0
8.0,22.0,1.0,0,,,,2.4437333333333324,0,0,0,0.0
8.0,23.0,1.0,0,,,,2.7436333333333325,0,0,0,0.0
8.0,0.0,2.0,0,,,,1.1922083333333342,0,0,0,0.0
8.0,1.0,2.0,0,,,,0.6170833333333335,0,0,0,0.0
8.0,2.0,2.0,0,,,,0.8028999999999998,0,0,0,0.0
8.0,3.0,2.0,0,,,,0.4333833333333334,0,0,0,0.0
8.0,4.0,2.0,0,,,,0.4684999999999999,0,0,0,0.0
8.0,5.0,2.0,0,,,,0.4673333333333331,0,0,0,0.0
8.0,6.0,2.0,0,,,,0.42898333333333344,0,0,0,-8.31
8.0,7.0,2.0,0,,,,0.679083333333333,0,0,0,-30.68
8.0,8.0,2.0,0,,,,0.8034666666666669,0,0,0,-90.47666666666667
8.0,9.0,2.0,0,,,,1.152433333333333,0,0,0,-202.15000000000003
8.0,10.0,2.0,0,,,,1.7308500000000002,0,0,0,-332.52666666666653
8.0,11.0,2.0,0,,,,2.330033333333334,0,0,0,-447.77666666666653
8.0,12.0,2.0,0,,,,2.6829500000000013,0,0,0,-532.2033333333333
8.0,13.0,2.0,0,,,,1.6489833333333341,0,0,0,-574.4433333333333
8.0,14.0,2.0,0,,,,0.13544166666666665,0,0,0,-571.5350000000001
8.0,15.0,2.0,0,,,,0.7052500000000003,0,0,0,-549.0233333333333
8.0,16.0,2.0,0,,,,0.41945000000000016,0,0,0,-477.94999999999993
8.0,17.0,2.0,0,,,,0.9893,0,0,0,-364.63666666666666
8.0,18.0,2.0,0,,,,1.046633333333333,0,0,0,-203.22666666666663
8.0,19.0,2.0,0,,,,0.17320002499999956,0,0,0,-4.05
8.0,20.0,2.0,0,,,,1.4854000000000007,0,0,0,0.0
8.0,21.0,2.0,0,,,,1.2264500000000005,0,0,0,0.0
8.0,22.0,2.0,0,,,,0.763916666666666,0,0,0,0.0
8.0,23.0,2.0,0,,,,2.20025,0,0,0,0.0
8.0,0.0,3.0,0,,,,3.2092916666666667,0,0,0,0.0
8.0,1.0,3.0,0,,,,0.4957833333333331,0,0,0,0.0
8.0,2.0,3.0,0,,,,0.5085333333333333,0,0,0,0.0
8.0,3.0,3.0,0,,,,0.5070166666666667,0,0,0,0.0
8.0,4.0,3.0,0,,,,0.48339999999999994,0,0,0,0.0
8.0,5.0,3.0,0,,,,0.5019833333333333,0,0,0,0.0
8.0,6.0,3.0,0,,,,0.4946166666666666,0,0,0,-3.9433333333333334
8.0,7.0,3.0,0,,,,0.5321833333333332,0,0,0,-23.41666666666667
8.0,8.0,3.0,0,,,,1.416816666666667,0,0,0,-85.77333333333333
8.0,9.0,3.0,0,,,,1.9250666666666663,0,0,0,-199.52666666666664
8.0,10.0,3.0,0,,,,1.9714833333333333,0,0,0,-332.3399999999999
8.0,11.0,3.0,0,,,,2.5180999999999982,0,0,0,-446.77333333333337
8.0,12.0,3.0,0,,,,2.5512500000000014,0,0,0,-532.4666666666668
8.0,13.0,3.0,0,,,,2.8034833333333333,0,0,0,-576.7666666666664
8.0,14.0,3.0,0,,,,2.7910166666666667,0,0,0,-577.1000000000001
8.0,15.0,3.0,0,,,,1.6146333333333327,0,0,0,-541.8199999999998
8.0,16.0,3.0,0,,,,2.24215,0,0,0,-471.77999999999986
8.0,17.0,3.0,0,,,,1.699066666666667,0,0,0,-359.3999999999999
8.0,18.0,3.0,0,,,,0.69555,0,0,0,-197.14
8.0,19.0,3.0,0,,,,0.0031500966438782305,0,0,0,-3.8733333333333335
8.0,20.0,3.0,0,,,,0.03308341499999793,0,0,0,0.0
8.0,21.0,3.0,0,,,,0.002783424999997686,0,0,0,0.0
8.0,22.0,3.0,0,,,,1.6403666733333329,0,0,0,0.0
8.0,23.0,3.0,0,,,,2.8410333333333333,0,0,0,0.0
8.0,0.0,4.0,0,,,,1.5704000000000002,0,0,0,0.0
8.0,1.0,4.0,0,,,,0.8316833333333331,0,0,0,0.0
8.0,2.0,4.0,0,,,,0.6033166666666664,0,0,0,0.0
8.0,3.0,4.0,0,,,,0.46233333333333343,0,0,0,0.0
8.0,4.0,4.0,0,,,,0.4441833333333332,0,0,0,0.0
8.0,5.0,4.0,0,,,,0.4229833333333333,0,0,0,0.0
8.0,6.0,4.0,0,,,,0.45963333333333306,0,0,0,-3.4933333333333336
8.0,7.0,4.0,0,,,,0.43141666666666684,0,0,0,-20.996666666666666
8.0,8.0,4.0,0,,,,0.9870666666666668,0,0,0,-79.78999999999999
8.0,9.0,4.0,0,,,,0.82325,0,0,0,-193.49999999999997
8.0,10.0,4.0,0,,,,1.4222166666666667,0,0,0,-321.8433333333333
8.0,11.0,4.0,0,,,,2.100533333333334,0,0,0,-434.0199999999999
8.0,12.0,4.0,0,,,,2.589433333333334,0,0,0,-513.59
8.0,13.0,4.0,0,,,,2.6209833333333328,0,0,0,-557.6399999999998
8.0,14.0,4.0,0,,,,1.9539833333333338,0,0,0,-558.0733333333333
8.0,15.0,4.0,0,,,,0.28809999999999975,0,0,0,-526.6666666666666
8.0,16.0,4.0,0,,,,1.4489333333333332,0,0,0,-455.70666666666665
8.0,17.0,4.0,0,,,,1.555433337402344,0,0,0,-341.8233333333333
8.0,18.0,4.0,0,,,,0.7154666666666667,0,0,0,-186.29333333333332
8.0,19.0,4.0,0,,,,0.2926167066394035,0,0,0,-2.8466666666666667
8.0,20.0,4.0,0,,,,0.651683366666666,0,0,0,0.0
8.0,21.0,4.0,0,,,,1.6927499999999998,0,0,0,0.0
8.0,22.0,4.0,0,,,,2.90435,0,0,0,0.0
8.0,23.0,4.0,0,,,,1.2619166666666672,0,0,0,0.0
8.0,0.0,5.0,0,,,,0.4309999999999998,0,0,0,0.0
8.0,1.0,5.0,0,,,,2.0378833333333333,0,0,0,0.0
8.0,2.0,5.0,0,,,,0.4331666666666668,0,0,0,0.0
8.0,3.0,5.0,0,,,,0.4510500000000001,0,0,0,0.0
8.0,4.0,5.0,0,,,,0.4486500000000001,0,0,0,0.0
8.0,5.0,5.0,0,,,,0.4233833333333334,0,0,0,0.0
8.0,6.0,5.0,0,,,,0.6928,0,0,0,-3.506666666666667
8.0,7.0,5.0,0,,,,1.2557500000000001,0,0,0,-24.64333333333333
8.0,8.0,5.0,0,,,,1.1924166666666665,0,0,0,-74.94333333333333
8.0,9.0,5.0,0,,,,1.1012833333333338,0,0,0,-182.7733333333333
8.0,10.0,5.0,0,,,,1.0694500000000002,0,0,0,-306.4933333333334
8.0,11.0,5.0,0,,,,1.7647000000000002,0,0,0,-416.27333333333337
8.0,12.0,5.0,0,,,,1.2773166666666667,0,0,0,-495.25666666666683
8.0,13.0,5.0,0,,,,0.8636000000000004,0,0,0,-540.5933333333332
8.0,14.0,5.0,0,,,,0.6547500000000004,0,0,0,-550.5266666666666
8.0,15.0,5.0,0,,,,0.521716666666667,0,0,0,-519.1766666666666
8.0,16.0,5.0,0,,,,0.4265500000000002,0,0,0,-439.9733333333332
8.0,17.0,5.0,0,,,,1.5653500000000002,0,0,0,-323.44666666666666
8.0,18.0,5.0,0,,,,2.492983333333332,0,0,0,-163.37000000000003
8.0,19.0,5.0,0,,,,1.9323166666666665,0,0,0,-3.303333333333334
8.0,20.0,5.0,0,,,,1.2042333333333335,0,0,0,0.0
8.0,21.0,5.0,0,,,,1.183483333333333,0,0,0,0.0
8.0,22.0,5.0,0,,,,0.6643333333333337,0,0,0,0.0
8.0,23.0,5.0,0,,,,1.9465999999999994,0,0,0,0.0
8.0,0.0,6.0,0,,,,2.9696416666666674,0,0,0,0.0
8.0,1.0,6.0,0,,,,2.5524666666666675,0,0,0,0.0
8.0,2.0,6.0,0,,,,0.48455,0,0,0,0.0
8.0,3.0,6.0,0,,,,0.4273000000000002,0,0,0,0.0
8.0,4.0,6.0,0,,,,0.4590333333333335,0,0,0,0.0
8.0,5.0,6.0,0,,,,0.4252333333333334,0,0,0,0.0
8.0,6.0,6.0,0,,,,1.2516166666666668,0,0,0,-1.1066666666666665
8.0,7.0,6.0,0,,,,1.0984833333333333,0,0,0,-17.309999999999995
8.0,8.0,6.0,0,,,,1.8679333333333337,0,0,0,-67.44666666666666
8.0,9.0,6.0,0,,,,1.580333333333333,0,0,0,-180.09333333333342
8.0,10.0,6.0,0,,,,1.7460833333333334,0,0,0,-303.47333333333336
8.0,11.0,6.0,0,,,,2.0626333333333333,0,0,0,-411.0799999999999
8.0,12.0,6.0,0,,,,2.408899999999999,0,0,0,-490.47
8.0,13.0,6.0,0,,,,1.5278833333333335,0,0,0,-535.8399999999999
8.0,14.0,6.0,0,,,,0.4671666666666667,0,0,0,-542.8233333333332
8.0,15.0,6.0,0,,,,0.9675000000000001,0,0,0,-513.2866666666665
8.0,16.0,6.0,0,,,,0.5986833414713543,0,0,0,-438.08000000000004
8.0,17.0,6.0,0,,,,1.6158666666666663,0,0,0,-316.8466666666667
8.0,18.0,6.0,0,,,,1.0404999999999998,0,0,0,-158.56666666666666
8.0,19.0,6.0,0,,,,0.21548336825154563,0,0,0,-2.36
8.0,20.0,6.0,0,,,,1.7622,0,0,0,0.0
8.0,21.0,6.0,0,,,,1.3209750000000005,0,0,0,0.0
8.0,22.0,6.0,0,,,,1.4789166666666662,0,0,0,0.0
8.0,23.0,6.0,0,,,,1.1836833333333334,0,0,0,0.0
8.0,0.0,7.0,0,,,,2.9081916666666667,0,0,0,0.0
8.0,1.0,7.0,0,,,,3.4022000000000014,0,0,0,0.0
8.0,2.0,7.0,0,,,,0.58605,0,0,0,0.0
8.0,3.0,7.0,0,,,,0.41331666666666667,0,0,0,0.0
8.0,4.0,7.0,0,,,,0.4217833333333333,0,0,0,0.0
8.0,5.0,7.0,0,,,,0.40409999999999985,0,0,0,0.0
8.0,6.0,7.0,0,,,,1.2602833333333328,0,0,0,-0.7233333333333334
8.0,7.0,7.0,0,,,,1.1265500000000006,0,0,0,-16.646666666666665
8.0,8.0,7.0,0,,,,2.3624666666666676,0,0,0,-65.51000000000002
8.0,9.0,7.0,0,,,,1.0584666666666667,0,0,0,-178.1766666666667
8.0,10.0,7.0,0,,,,1.20195,0,0,0,-302.05666666666673
8.0,11.0,7.0,0,,,,0.7794833333333335,0,0,0,-410.24666666666667
8.0,12.0,7.0,0,,,,0.39014999999999983,0,0,0,-488.90666666666675
8.0,13.0,7.0,0,,,,0.46318333333333345,0,0,0,-531.6466666666666
8.0,14.0,7.0,0,,,,2.5556833333333335,0,0,0,-546.0133333333335
8.0,15.0,7.0,0,,,,2.3825833333333333,0,0,0,-519.53
8.0,16.0,7.0,0,,,,3.1591,0,0,0,-445.32
8.0,17.0,7.0,0,,,,3.333166666666667,0,0,0,-327.19333333333344
8.0,18.0,7.0,0,,,,3.300649999999999,0,0,0,-170.96666666666673
8.0,19.0,7.0,0,,,,2.1134500000000003,0,0,0,-0.5233333333333334
8.0,20.0,7.0,0,,,,2.0543,0,0,0,0.0
8.0,21.0,7.0,0,,,,1.8558833333333336,0,0,0,0.0
8.0,22.0,7.0,0,,,,1.5262666666666673,0,0,0,0.0
8.0,23.0,7.0,0,,,,1.6600499999999998,0,0,0,0.0
8.0,0.0,1.0,0,,,,2.5669750000000002,0,0,0,0.0
8.0,1.0,1.0,0,,,,2.9658333333333338,0,0,0,0.0
8.0,2.0,1.0,0,,,,0.9862333333333333,0,0,0,0.0
8.0,3.0,1.0,0,,,,0.39088333333333325,0,0,0,0.0
8.0,4.0,1.0,0,,,,0.43836666666666674,0,0,0,0.0
8.0,5.0,1.0,0,,,,1.4415833333333334,0,0,0,0.0
8.0,6.0,1.0,0,,,,1.5303999999999995,0,0,0,0.0
8.0,7.0,1.0,0,,,,0.7427,0,0,0,-13.429999999999998
8.0,8.0,1.0,0,,,,1.5658833333333333,0,0,0,-64.14333333333333
8.0,9.0,1.0,0,,,,1.5685499999999999,0,0,0,-178.39666666666665
8.0,10.0,1.0,0,,,,2.06985,0,0,0,-304.26000000000005
8.0,11.0,1.0,0,,,,2.0641166666666666,0,0,0,-416.10666666666674
8.0,12.0,1.0,0,,,,2.240366666666666,0,0,0,-493.1700000000001
8.0,13.0,1.0,0,,,,2.2013499999999997,0,0,0,-538.2233333333335
8.0,14.0,1.0,0,,,,2.36825,0,0,0,-548.4333333333335
8.0,15.0,1.0,0,,,,2.3210166666666674,0,0,0,-518.7033333333334
8.0,16.0,1.0,0,,,,2.084550000000001,0,0,0,-447.4933333333331
8.0,17.0,1.0,0,,,,2.12175,0,0,0,-328.5766666666667
8.0,18.0,1.0,0,,,,2.250866666666666,0,0,0,-174.61000000000007
8.0,19.0,1.0,0,,,,0.8729166699999992,0,0,0,0.0
8.0,20.0,1.0,0,,,,1.456800003333333,0,0,0,0.0
8.0,21.0,1.0,0,,,,0.4129166883333327,0,0,0,0.0
8.0,22.0,1.0,0,,,,1.946350005,0,0,0,0.0
